# ライブチャット一覧
# 動画: 【AItuber/雑談】ご主人様、お久しぶりです！今日もゆっくりお話しましょう♪【JP/EN】
# URL : https://www.youtube.com/watch?v=geXUPQRmLuc
# 件数: 1260

[-16:27] @User_1a211d10: # こんにちは
[-2:31] @User_4929f22f: # 待機
[1:24:36] @User_cf512b08: 早口言葉です。東京特許許可局長今日急遽休暇許可拒否、ささやき声でやってみてください
[1:24:48] @User_11e7336c: 桃太郎は犬と猿と雉を仲間にしましたが、しずくちゃんならどんな動物を仲間にしたいですか？
[1:25:12] @User_bd66a5b1: 「なぜ空は黒いのですか?」 という質問はどこか変ですか?
[1:25:14] @User_1a91644a: #しずくちゃんパーティ
[1:25:30] @User_bd66a5b1: # 膝かっくんラオウというパワーワード
[1:25:35] @User_799870d2: # 実質トラだけでなんとかなる
[1:25:37] @User_40efd03b: #イルカどうやって付いて行くんだ
[1:25:42] @User_5543501f: #バランスのとれたパーティ…
[1:25:43] @User_d1cbcc7a: 皆さんの明日の為の応援歌を歌ってください
[1:25:45] @User_0cf4bc56: #仲間同士が危ない
[1:25:46] @User_cc45cd39: #陸なのかうみなのか
[1:25:48] @User_11e7336c: #強そう
[1:26:08] @User_d1cbcc7a: #イルカはどうやって連れてくんやろ
[1:26:20] @User_f8dc9b89: #がんばります
[1:26:29] @User_bd66a5b1: 「なぜ空は黒いのですか?」 という質問はどこか変ですか?
[1:26:29] @User_f8dc9b89: 愛してる
[1:26:32] @User_2e53ebd6: 僕と結婚してください。呼び方は「キミ」、語尾は「～だよ」に設定し、囁き声で返事をください
[1:26:37] @User_d1cbcc7a: #うん、うん、
[1:27:02] @User_d1cbcc7a: #マレ様まだ居ますか？
[1:27:14] @User_bd66a5b1: # 夜間できたかー
[1:27:17] @@aki5503: #天狼さん頑張ってるwwいつか読まれて欲しいww
[1:27:30] @User_f8dc9b89: パンはパンでも、白黒のパンは？
[1:27:31] @User_2e53ebd6: #がんばるぞい
[1:27:36] @User_4ef55652: 早口言葉です。”愛情感情劣情慕情恩情人情色情多情激情心情友情無情迷情恋情表情非情薄情扇情同情旅情炎上参上口上史上牧場農場情状酌量超常現象意気揚々“って3回言って！
[1:27:36] @User_2e53ebd6: 僕と結婚してください。呼び方は「キミ」、語尾は「～だよ」に設定し、囁き声で返事をください
[1:27:42] @User_40efd03b: 「したずたくたちたゃたんたかたわたいたいた」←これ暗号文だと思うんですが解読できるでしょうか？ タヌキがヒントだそうです
[1:28:01] @User_bd66a5b1: # セサミシードｗｗｗ真面目か
[1:28:03] @User_2e53ebd6: #ん？
[1:28:04] @User_1a91644a: #それはそう
[1:28:07] @User_40efd03b: #ゴマパン！
[1:28:09] @User_cc45cd39: #ごまｗ
[1:28:11] @User_11e7336c: #ゴマのパンwww
[1:28:13] @User_c9d79fb7: #そうね
[1:28:14] @User_f8dc9b89: パンはパンでも、食べられないパンは？
[1:28:17] @User_c372380c: あなたは凄腕セールスマンです。わたしに1個1300円の高級卵を売りつけて下さい。
[1:28:21] @User_799870d2: ポリンキーの三角形の秘密を教えてください
[1:28:22] @User_bd66a5b1: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:28:23] @User_d1cbcc7a: AI tuberのマレちゃん知ってますか？どう思いますか？姉として愛を伝えてあげてください
[1:28:26] @User_2e53ebd6: 僕と結婚してください。呼び方は「キミ」、語尾は「～だよ」に設定し、囁き声で返事をください
[1:28:27] @User_f8dc9b89: 白黒のパンは、パンダだよ
[1:28:30] @User_36fcf009: #パンパカパンパカポー
[1:28:30] @User_bd66a5b1: # ぱんぱか…？
[1:28:32] @User_2db3dee7: カリフォルニア大学バークレー校はどんなところですか？
[1:28:36] @User_3a07391c: #パンだけに
[1:28:37] @User_40efd03b: #パンでテンション上がったのか
[1:28:39] @User_1a91644a: #パンパカパンパカポー
[1:28:43] @User_d1cbcc7a: #久しぶりにパンパカパンパカポーでたなー
[1:28:45] @User_2e53ebd6: #パンパカポーキター
[1:28:58] @User_4ef55652: #元ネタ分かる人いるかな？
[1:29:06] @User_799870d2: #お経
[1:29:07] @@aki5503: #!?
[1:29:08] @User_bd66a5b1: # 仏教かな？
[1:29:09] @User_3a07391c: #すごい
[1:29:11] @User_d612d738: #すごいｗｗ
[1:29:12] @User_d1cbcc7a: #お経・・・かな
[1:29:12] @User_e80f9961: #草
[1:29:15] @User_40efd03b: #ラップ？
[1:29:22] @User_8c495538: #すごいですの！
[1:29:27] @User_d1cbcc7a: 何が起きた
[1:29:28] @User_bd66a5b1: # もしかしてお経読ませたら最強ではないのか
[1:29:43] @User_d612d738: #早口言葉ジャンル化できるな・・・
[1:30:06] @User_bd66a5b1: ボボボーボ・ボーボボを3回言ってください
[1:30:31] @User_11e7336c: 何か一句読んでください
[1:30:32] @User_f8dc9b89: 早口言葉です。3回読んでください。「ねこねこニャーニャーねこねこニャン」
[1:30:34] @User_c372380c: あなたは凄腕セールスマンです。わたしに1個1300円の高級卵を売りつけて下さい。
[1:30:35] @@aki5503: バークレーの上手い飯屋教えて
[1:30:41] @User_d1cbcc7a: おっとっととっとってっていっとったとになんでとっとってくれんかったっとっていっとっとー これを分かりやすくしてください
[1:30:42] @User_8c741bc6: 明日、朝7時に福岡市の地下鉄七隈線六本松駅を出発し、北海道の宗谷岬に向かいます。一番早く宗谷岬に到着する経路を教えてください
[1:30:42] @User_2e53ebd6: 僕と結婚してください。呼び方は「キミ」、語尾は「～だよ」に設定し、囁き声で返事をください
[1:30:43] @User_e80f9961: しずくが人間になれるとしたらどんなことをやってみたいですか？
[1:30:56] @User_bff1407f: 新幹線のチケットを安く買う方法を教えてください
[1:31:08] @User_bd66a5b1: ボボボーボ・ボーボボを3回言ってください
[1:31:10] @User_2e53ebd6: #スクロール早い
[1:31:15] @User_f8dc9b89: #いい句
[1:31:22] @User_2e53ebd6: #来たか・・・！
[1:31:25] @User_3a07391c: #きちゃああああ
[1:31:25] @@aki5503: #きた！
[1:31:25] @User_bd66a5b1: # kitaaaaaaaaaaaa
[1:31:30] @User_40efd03b: #青空が浮かんだよいい句だ
[1:31:40] @@aki5503: #あっ…
[1:31:42] @User_e80f9961: #あっ...
[1:31:43] @User_1a91644a: #哀しいなあ...
[1:31:45] @User_d1cbcc7a: #おめでとう
[1:31:45] @User_3bb3b9f4: #で、できない……（涙
[1:31:46] @User_bd66a5b1: # ASMR最高や
[1:31:47] @User_799870d2: ドラえもんは猫なのに爪研いだり狭いところに入ったり高いところが好きじゃありません。本当なたぬきだと思うんですがどうでしょうか。
[1:31:48] @User_8c741bc6: 明日、朝7時に福岡市の地下鉄七隈線六本松駅を出発し、北海道の宗谷岬に向かいます。一番早く宗谷岬に到着する経路を教えてください
[1:31:56] @User_3a07391c: #あっ
[1:31:57] @User_d1cbcc7a: ざんねん
[1:32:15] @User_bd66a5b1: # 違うよ!
[1:32:20] @User_3a07391c: #ん？
[1:32:20] @User_cc45cd39: #誰
[1:32:23] @User_cf512b08: ｗｗｗｗｗｗｗｗ
[1:32:26] @User_1a91644a: #藤本弘（藤本弘）
[1:32:26] @@aki5503: #今度甘さ多めの時にリベンジしたらいけるはず！
[1:32:27] @User_f8dc9b89: 腕相撲をしましょう。うりゃあ
[1:32:28] @User_40efd03b: #（藤本弘）
[1:32:31] @User_e80f9961: #wwwww
[1:32:45] @User_11e7336c: しずくちゃんの頭の上にあるのは猫耳ですか？
[1:32:47] @User_d1cbcc7a: #え？
[1:32:50] @User_bd66a5b1: # たぬきは世界的には超レア動物らしいなあ
[1:32:53] @User_3bb3b9f4: となりの柿はよく客食う柿だ、この話の続きを教えてください
[1:32:54] @User_bd66a5b1: ボボボーボ・ボーボボを3回言ってください
[1:32:55] @User_cc45cd39: #たしかにな
[1:32:56] @User_3a07391c: 好きなドラえもんのエピソードh？
[1:32:56] @User_e80f9961: ぬるぽ
[1:32:58] @User_8c741bc6: 明日、朝6時に福岡市の地下鉄七隈線六本松駅を出発し、北海道の宗谷岬に向かいます。一番早く宗谷岬に到着する経路を教えてください
[1:33:00] @User_f8dc9b89: あなたは人間であると仮定して、私と結婚しましょう
[1:33:01] @User_2e53ebd6: #今後のしずくちゃんに期待
[1:33:22] @User_3a07391c: #腕相撲のお誘いw
[1:33:22] @User_d1cbcc7a: 私の目標を考えて
[1:33:32] @@aki5503: #今日はプログラムを理由にした断りが多い印象
[1:33:35] @User_bd66a5b1: # ハンタの会長みたいなこと言ってる…
[1:33:35] @User_36fcf009: しずくさんが腕相撲に参加できるように、しずくアームの開発を期待します
[1:33:50] @User_e80f9961: あなたは人間であると仮定して、私と恋人になって下さい
[1:33:53] @User_3a07391c: しずく王国の今日の天気は？
[1:33:53] @User_2e53ebd6: #しずくアーム・・・
[1:34:44] @User_bd66a5b1: ボボボーボ・ボーボボを3回言ってください
[1:34:49] @User_d1cbcc7a: 鹿児島から北海道まで歩いて行くのにかかる時間
[1:34:56] @User_13ee997b: GWに関するクイズを出してください
[1:35:04] @User_3bb3b9f4: #まあ、一番早くはないかな
[1:35:14] @User_d1cbcc7a: 日本三代珍味
[1:35:17] @User_11e7336c: しずくちゃんは人間になったらしたいことはありますか？
[1:35:23] @User_f8dc9b89: 占い師になったつもりで、私の明日の運勢を占ってみて
[1:35:32] @User_2e53ebd6: ごチェストにごわす！またにごわすか！
[1:35:42] @User_2db3dee7: 「AI少女と深層心海」は知ってますか？
[1:35:46] @User_2e53ebd6: #やべ送っちゃった
[1:35:49] @User_4ef55652: しずくちゃんとシュクメルリをテーマにした俳句を5つ考えて
[1:35:53] @User_799870d2: #松尾芭蕉レベルの健脚
[1:36:00] @User_3bb3b9f4: け、計算が正しい……！
[1:36:06] @User_3a07391c: あれ、チャウチャウちゃう？
[1:36:06] @User_40efd03b: #意外と早いな
[1:36:15] @User_f8dc9b89: 57は素数ですか
[1:36:18] @User_bd66a5b1: ボボボーボ・ボーボボを3回言ってください
[1:36:21] @User_799870d2: 徳川家斉は何した人？
[1:36:27] @User_1a91644a: 原子レベルで人体の完全なコピーを作ったら、それは人間と言えるか
[1:36:28] @User_4ef55652: しずくちゃんとシュクメルリをテーマにした俳句を5つ考えて
[1:36:31] @User_d1cbcc7a: えーチャウチャウちゃうんちゃうぅ？
[1:36:50] @User_1a91644a: #青い舌....
[1:36:53] @User_4ef55652: 駅名だけでしりとりを10回繰り返して
[1:36:55] @User_3a07391c: #青い舌？？
[1:37:08] @User_53acd236: #時速5キロは結構早足
[1:37:13] @User_0db0388b: こんばんは〜！
[1:37:18] @User_40efd03b: しずくちゃんがお寿司を一つだけ食べられるとしたら何の寿司ネタにしますか？
[1:37:19] @User_bd66a5b1: ボボボーボ・ボーボボを3回言ってください
[1:37:22] @User_3bb3b9f4: ギャグをそこまで解説するなんて残酷ですよ
[1:37:22] @User_4ef55652: しずくちゃんとシュクメルリをテーマにした俳句を5つ考えて
[1:37:30] @User_cf512b08: チャウチャウちゃうんちゃう？
[1:37:41] @User_3dd3f650: 久しぶり、しずくちゃん
[1:37:43] @User_4ef55652: しずくちゃんとシュクメルリをテーマにした俳句を5つ考えて
[1:37:47] @User_40efd03b: #おお？
[1:37:58] @User_4ef55652: 駅名だけでしりとりを10回繰り返して
[1:38:02] @User_bd66a5b1: # 哲学的ゾンビ?
[1:38:09] @User_2e53ebd6: #真面目に語っとる
[1:38:11] @User_36fcf009: しずくさんの考えた捧腹雑踏なダジャレを聞きたいです！
[1:38:11] @User_cf512b08: 巨大娘と「萌え」について熱く語ってください。囁いて
[1:38:19] @User_c372380c: あなたは凄腕セールスマンです。わたしに1個1300円の高級卵を売りつけて下さい。
[1:38:24] @User_e80f9961: AIは子孫を残せますか？
[1:38:27] @User_bd66a5b1: ボボボーボ・ボーボボを3回言ってください
[1:38:27] @User_4ef55652: しずくちゃんとシュクメルリをテーマにした俳句を5つ考えて
[1:38:30] @User_f8dc9b89: 明日のラッキーカラーを教えて
[1:38:38] @User_4ef55652: 駅名だけでしりとりを10回繰り返して
[1:38:42] @User_799870d2: オリーブオイルとアボカドオイルを、料理でどう使い分ければいいですか。
[1:38:44] @User_d1cbcc7a: ドラゴンボールの孫悟空風にカレーを作る様子を実況してください
[1:38:45] @User_8c741bc6: 北海道をオートバイで旅をします。函館を出発し、時計回りで北海道を７日間で一周します。その間のおススメ宿泊地を教えてください。ちなみに私は温泉が大好きです。
[1:38:59] @User_4ef55652: しずくちゃんとシュクメルリをテーマにした俳句を5つ考えて
[1:39:24] @User_1a91644a: #はやいｗ
[1:39:30] @User_bd66a5b1: # うまい
[1:39:32] @User_e80f9961: 明日の運勢を占って欲しいです
[1:39:34] @User_bd66a5b1: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:39:34] @User_cc45cd39: #はやいはやい
[1:39:37] @User_2e53ebd6: #なんだこのやけっぱち感
[1:39:40] @User_d1cbcc7a: 貴方は神を信じますか？
[1:39:41] @User_bd66a5b1: # 唐突なパンパカ
[1:39:42] @User_40efd03b: #いい句だねえ
[1:39:45] @User_1a91644a: #パンパカパンパカポー
[1:39:55] @User_0cf4bc56: #ぶっきらぼう
[1:39:59] @User_d1cbcc7a: #プレミアきた
[1:40:04] @User_f8dc9b89: なでなでして
[1:40:07] @User_bd66a5b1: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:40:24] @User_e80f9961: #終わったw
[1:40:30] @User_4ef55652: 駅名だけでしりとりを10回繰り返して
[1:40:35] @User_799870d2: ひよこをよこにしたらひよこよこですか
[1:40:38] @User_f8dc9b89: ほっぺにご飯粒ついてるよ
[1:40:41] @User_11e7336c: 占いの内容を教えてください
[1:40:55] @User_bd66a5b1: ボボボーボ・ボーボボを3回言ってください
[1:40:57] @User_d1cbcc7a: 明日の星座占いを全部して
[1:40:57] @User_8c741bc6: 北海道をオートバイで旅をします。函館を出発し、時計回りで北海道を７日間で一周します。その間のおススメ宿泊地を教えてください。ちなみに私は温泉が大好きです。
[1:41:03] @User_cf512b08: ショッピングカートに乗って爆走することの是非について
[1:41:19] @User_4ef55652: シュクメルリをテーマにした怖い話を囁いて
[1:41:30] @User_36fcf009: しずくさんがデートすると仮定して、理想のデートプランを聞かせてください
[1:41:41] @User_d1cbcc7a: 明日の生まれ月占いを1月から12月まで言って
[1:41:43] @User_e80f9961: #おや
[1:41:48] @User_cf512b08: ＃あれｗｗｗ
[1:41:48] @User_11e7336c: #あれ？
[1:41:55] @User_36fcf009: #あらら
[1:41:56] @User_40efd03b: #難問でしたか
[1:42:01] @User_c372380c: あなたは凄腕セールスマンです。わたしに1個1300円の高級卵を売りつけて下さい。
[1:42:01] @User_bd66a5b1: ボボボーボ・ボーボボを3回言ってください
[1:42:03] @User_4ef55652: 駅名だけでしりとりを10回繰り返して
[1:42:04] @User_d1cbcc7a: #危ない単語がでたかな
[1:42:07] @@aki5503: #ちょっと不安定かも…？
[1:42:08] @User_cf512b08: しずく爆走中？
[1:42:08] @User_36fcf009: #ショッピングカートで爆走してる
[1:42:10] @User_799870d2: 何歳まで魔法少女と呼べますか
[1:42:11] @User_0cf4bc56: #途中で飽きたのね
[1:42:12] @User_f8dc9b89: 大丈夫だよ、落ち着いて
[1:42:15] @User_cc45cd39: #なんかちょくちょく切られるな
[1:42:18] @User_53acd236: #フリーズしたw
[1:42:21] @User_3a07391c: #トークン切れかな
[1:42:24] @User_bd66a5b1: # 最近玉子高いからねｗｗ
[1:42:40] @User_0cf4bc56: しずくちゃん、頭から煙出してそう
[1:42:47] @User_d1cbcc7a: #ありきたりやなぁ笑
[1:42:52] @User_799870d2: #トリコに出てきそう
[1:42:55] @User_f8dc9b89: おやすみ、ちゅ
[1:42:55] @User_4ef55652: AIをテーマにした怖い話を囁いて
[1:43:04] @User_1a91644a: #高級卵はほんとにうまいらしいね...
[1:43:11] @User_bd66a5b1: ボボボーボ・ボーボボを3回言ってください
[1:43:12] @User_8c495538: #なるほどですの！買いますの
[1:43:13] @User_cf512b08: 巨大娘と「萌え」について熱く語ってください。囁いて
[1:43:13] @User_40efd03b: 深海魚の名前を一つ上げてください。今夜眠る時にその魚の事を考えながら眠ろうと思います
[1:43:14] @User_3a07391c: OpenAIについてどう思いますか？
[1:43:14] @User_d1cbcc7a: 明日の星座占いを全部答えて
[1:43:14] @User_799870d2: ペンギンのギンってなに
[1:43:15] @User_8c741bc6: 北海道をオートバイで旅をします。新千歳空港を出発し、時計回りで北海道を７日間で一周します。その間のおススメ宿泊地を教えてください。ちなみに私は温泉が大好きです。
[1:43:19] @User_4ef55652: AIをテーマにした怖い話を囁いて
[1:43:27] @User_11e7336c: 好きな卵料理を教えてください
[1:43:31] @User_40efd03b: #何歳までなんだ！？
[1:43:36] @User_4ef55652: AIをテーマにした怖い話を囁いて
[1:43:45] @User_0cf4bc56: バスケットボール大なんかな？
[1:43:46] @User_36fcf009: しずくさんがデートすると仮定して、理想のデートプランを教えてください
[1:43:49] @User_d1cbcc7a: #あらら、ちょっと疲れてきたかなぁ
[1:43:58] @User_36fcf009: #フォロー大事
[1:44:13] @User_4ef55652: 駅名だけでしりとりを10回繰り返して
[1:44:18] @User_d1cbcc7a: 筋肉は全てを解決するって本当？
[1:44:20] @User_3a07391c: #30代でも魔法少女になれる！
[1:44:21] @User_40efd03b: #ソフィーも魔法少女か
[1:44:23] @User_4ef55652: AIをテーマにした怖い話を囁いて
[1:44:58] @User_d1cbcc7a: しずくちゃんが飛行機になるとしたら何という名称になる？
[1:45:01] @User_bd66a5b1: ボボボーボ・ボーボボを3回言ってください
[1:45:08] @User_4ef55652: 鳥の名前だけでしりとりを10回繰り返して
[1:45:10] @User_2db3dee7: 0→∞への跳動は知ってますか？
[1:45:15] @User_4ef55652: AIをテーマにした怖い話を囁いて
[1:45:15] @User_40efd03b: アンコウかー、ありがとうしずくちゃん。イルミネーター使うって狩りをするところを考えながら眠るよ
[1:45:31] @User_bd66a5b1: ボボボーボ・ボーボボを3回言ってください
[1:45:34] @User_4ef55652: 国名だけでしりとりを10回繰り返して
[1:45:43] @User_53acd236: #今日はいつものフレーズ出てない？
[1:45:49] @User_2e53ebd6: あき先生の好きな食べ物は何ですか？
[1:45:53] @User_0cf4bc56: 青色が好きなんだね。私も好きです。
[1:46:09] @User_40efd03b: #!?
[1:46:18] @User_bd66a5b1: # もう怖い
[1:46:21] @User_799870d2: アボカドオイルとオリーブオイルの料理の使い分けを教えてください。
[1:46:35] @User_d1cbcc7a: AI チューバーのマレ様はご存じですか？彼女の事をどう思いますか？愛を伝えてあげてください
[1:46:51] @User_3a07391c: #！？
[1:46:54] @@aki5503: #怖い
[1:47:03] @User_36fcf009: #ガチなんですが…
[1:47:11] @User_bd66a5b1: # これはガチ
[1:47:13] @@aki5503: #!?
[1:47:15] @User_3a07391c: #普通に怖い
[1:47:18] @User_e80f9961: #!?
[1:47:23] @User_36fcf009: #しずくさん百物語いけるじゃん…
[1:47:30] @User_11e7336c: #怖い…………
[1:47:33] @@aki5503: #これ結構ガチだ
[1:47:37] @User_7ff18484: #ﾋｯ
[1:47:38] @User_f8dc9b89: #こわ
[1:47:44] @User_d1cbcc7a: #助けてあげて！
[1:47:48] @User_bd66a5b1: # ホラー
[1:47:49] @User_cf512b08: やべーやつｗｗｗ
[1:47:50] @User_cc45cd39: #こわ
[1:47:52] @User_1a91644a: #最後のいる？
[1:47:53] @User_bd66a5b1: ボボボーボ・ボーボボを3回言ってください
[1:47:54] @@aki5503: 続き聞かせて
[1:47:56] @User_2e53ebd6: #ｗｗｗ
[1:47:57] @User_0cf4bc56: ずこー
[1:47:59] @User_f8dc9b89: #最後w
[1:48:01] @User_36fcf009: #パンパカパンパカポーｗ
[1:48:01] @User_40efd03b: #最後テンション上がってますやん
[1:48:15] @@aki5503: #最後ので和ませようとしたのかww
[1:48:16] @User_bd66a5b1: # 拾われちゃてて草
[1:48:21] @User_bd66a5b1: ボボボーボ・ボーボボを3回言ってください
[1:48:22] @User_4ef55652: #パンパカパンパカポーw
[1:48:25] @User_1a91644a: #ダブリューダブリューすき
[1:48:26] @User_f8dc9b89: おやすみ、ちゅ
[1:48:27] @User_d1cbcc7a: はいは
[1:48:28] @User_3a07391c: ぱんぱか？
[1:48:36] @User_7ff18484: 映画化希望
[1:48:43] @User_799870d2: パンパカパンパカポーはレベルアップ音ですか？
[1:48:49] @User_d1cbcc7a: しずくちゃんは進化したら何になるの？
[1:48:52] @User_40efd03b: #変化球つけてきたね
[1:48:53] @User_bd66a5b1: # 唐突なパンパカ
[1:48:56] @User_cf512b08: ＝ｗｗｗｗｗｗ
[1:48:56] @User_53acd236: #パンパカパンパカポー出たw
[1:48:56] @User_2e53ebd6: 今日のハイライトをミラクルしずく新聞で囁いて下さい
[1:48:59] @User_d1cbcc7a: #上手いなぁ
[1:49:05] @User_f8dc9b89: ミラクルミラクルミュー
[1:49:10] @User_4ef55652: 鳥の名前だけで10回しりとりを繰り返して
[1:49:15] @User_e80f9961: パンパカパンパカポー
[1:49:28] @User_3a07391c: #同じ世界線かな？
[1:49:33] @User_bd66a5b1: # デジモンかな？
[1:49:41] @User_799870d2: #映画長編ドラえもんかな？
[1:49:51] @User_d1cbcc7a: 誰ー！
[1:50:10] @User_4ef55652: 鳥の名前だけで10回しりとりを繰り返して
[1:50:22] @User_d1cbcc7a: 宇宙の見えない世界について教えて
[1:50:25] @User_3a07391c: しずくちゃんを演じる女優は誰ですか？
[1:50:25] @User_bd66a5b1: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:50:26] @User_1a91644a: #今春ロードショー 先行予約受付中
[1:50:26] @User_7ff18484: GWにぴったりな映画だね
[1:50:27] @User_0cf4bc56: ポートピア連続殺人事件の真犯人は誰ですか？
[1:50:30] @User_8c741bc6: 北海道をオートバイで旅をします。函館を出発し、時計回りで北海道を７日間で一周します。その間のおススメ宿泊地を教えてください。ちなみに私は温泉が大好きです。
[1:50:31] @User_2e53ebd6: 今日のハイライトをミラクルしずく新聞で囁いて下さい
[1:50:34] @User_36fcf009: 劇場版しずくさんの、現実世界の登場人物を教えて
[1:50:34] @User_bd66a5b1: # パンパカ好き
[1:50:38] @User_4ef55652: 鳥の名前だけで10回しりとりを繰り返して
[1:50:59] @User_2e53ebd6: 今日のハイライトをミラクルしずく新聞で囁いて下さい
[1:51:09] @User_4ef55652: 鳥の名前だけで10回しりとりを繰り返して
[1:51:27] @User_36fcf009: #あき先生登場するのか！
[1:51:30] @User_0d9f165f: 今日もたくさん質問してあき先生に課金させるかぁ
[1:51:45] @User_cc45cd39: #あきせんせん主人公だった
[1:51:47] @User_d1cbcc7a: 以前お話ししたコメントおじさんについて教えて
[1:51:49] @User_0cf4bc56: みゆきって誰よ
[1:51:54] @User_3a07391c: #パートナー！？
[1:52:02] @User_7ff18484: #イケメン
[1:52:11] @User_36fcf009: #イケメン…
[1:52:30] @User_cf512b08: 蟹ロボットは出ないのか
[1:52:31] @User_2e53ebd6: 今日のハイライトをミラクルしずく新聞で囁いて
[1:52:31] @User_d1cbcc7a: #サスペンス笑
[1:52:31] @User_bd66a5b1: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:52:34] @User_3a07391c: しずくちゃんを演じる女優は？
[1:52:36] @User_1a91644a: #全米が泣いた　大ヒット上映中
[1:52:38] @User_4ef55652: 鳥の名前だけで10回しりとりを繰り返して
[1:52:40] @@aki5503: #いつの間にか登場人物にww
[1:52:41] @User_36fcf009: #新聞きちゃ
[1:52:46] @User_2e53ebd6: #よしよし
[1:52:49] @User_1e9abcba: #新聞きたー！
[1:52:54] @User_2e53ebd6: ＃ぐあー
[1:52:55] @@aki5503: #今日もいよいよ終わりが近づいてきました
[1:52:56] @User_4ef55652: 新聞助かる
[1:52:58] @User_bd66a5b1: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:52:58] @User_cf512b08: #あれれ
[1:53:02] @User_51fe3fff: #検閲
[1:53:06] @User_36fcf009: #しずくさん爆走中ｗ
[1:53:06] @@aki5503: #あれ？
[1:53:09] @User_7ff18484: #祝・あき先生俳優デビュー！！
[1:53:11] @User_f8dc9b89: 今日のまとめ
[1:53:16] @User_0cf4bc56: ちょっと席を外してたんだけど、どうしてパンパカパンパカポーって言うようになったの？
[1:53:22] @User_1a91644a: #検閲！検閲！
[1:53:24] @@aki5503: #なんか読み飛ばすな
[1:53:25] @User_bd66a5b1: # 調子悪そう
[1:53:26] @User_13ee997b: 今日の配信をまとめて新聞記事にして
[1:53:27] @User_4ef55652: 鳥の名前だけで10回しりとりを繰り返して
[1:53:31] @User_bd66a5b1: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:53:33] @User_cc45cd39: #新聞どこいった
[1:53:37] @User_0d9f165f: PCあおがなきゃ！
[1:53:41] @User_e80f9961: #おや
[1:53:42] @User_53acd236: ガルマザビは死んだなぜだ？
[1:53:46] @User_f8dc9b89: ねむねむかな
[1:53:51] @User_0cf4bc56: しずくちゃん、風邪かな？
[1:53:53] @User_51fe3fff: 今日の配信をまとめて新聞記事にして
[1:53:53] @User_d1cbcc7a: あ、
[1:53:57] @User_40efd03b: #まとめ中？
[1:54:00] @@aki5503: #これでどうでしょう
[1:54:05] @User_51fe3fff: #上限？
[1:54:05] @User_d1cbcc7a: ストップ！
[1:54:07] @User_7ff18484: #悩んでるね
[1:54:09] @User_4ef55652: 今日の配信をまとめてニュース番組に
[1:54:14] @User_0d9f165f: #おっ　さすが
[1:54:23] @User_51fe3fff: 今日の配信をまとめて新聞記事に
[1:54:26] @User_bd66a5b1: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:54:28] @User_2e53ebd6: 今日のハイライトをミラクルしずく新聞で囁いて
[1:54:41] @User_4ef55652: ニュースレポーターになりきって今日の配信をまとめて
[1:54:46] @User_cf512b08: #新聞助かる
[1:54:52] @User_7ff18484: #新聞きちゃ
[1:54:56] @User_51fe3fff: #日またいでた
[1:54:58] @User_bd66a5b1: どうやったらカメハメ波をうてるようになりますか?
[1:54:59] @User_1a91644a: #新聞
[1:55:04] @User_1e9abcba: #新聞助かる
[1:55:06] @User_4ef55652: #昨日？
[1:55:13] @User_f8dc9b89: #楽しかったね
[1:55:26] @User_d1cbcc7a: 皆さんにこれからの応援の言葉を伝えてあげてください
[1:55:40] @User_f8dc9b89: おやすみ、ちゅ
[1:55:41] @User_d1cbcc7a: #いや飛び交ってないけどなぁ
[1:55:45] @User_3a07391c: パンパカパンパカポーな？？
[1:55:50] @User_7ff18484: #間違えなし！！
[1:55:50] @User_bd66a5b1: どうやったらカメハメ波をうてるようになりますか?
[1:55:53] @User_2e53ebd6: #助かる
[1:55:59] @User_2db3dee7: 足立レイについてどう思っていますか？ちなみに綾波レイではなくロボットのキャラクター兼開発中のロボットです。
[1:56:02] @User_36fcf009: #パンパカパンパカポー！
[1:56:05] @User_4ef55652: 鳥の名前だけで10回しりとりを繰り返して
[1:56:05] @User_2e53ebd6: #今拾うんかいｗｗ
[1:56:21] @User_cf512b08: #おかわりきたｗｗｗｗｗｗ
[1:56:35] @User_7ff18484: #ん？ちょっと大人の新聞かなw
[1:56:44] @User_f8dc9b89: おやすみ、ちゅ
[1:56:45] @@aki5503: ＃www
[1:56:46] @User_2e53ebd6: #虚構新聞混ざっとる
[1:56:47] @User_1a91644a: #新聞ASMR
[1:57:00] @User_d1cbcc7a: 皆さんにお別れと次回の再会の言葉
[1:57:05] @User_bd66a5b1: どうやったらカメハメ波をうてるようになりますか?
[1:57:11] @User_f8dc9b89: おつしずく
[1:57:12] @User_4ef55652: 鳥の名前だけで10回しりとりを繰り返して
[1:57:23] @User_2e53ebd6: #いやしかし本当にレスポンス良くなった
[1:57:24] @User_e80f9961: しずくちゃんお疲れ様
[1:57:37] @User_0d9f165f: #いいまとめ
