# ライブチャット一覧
# 動画: 【AItuber/雑談】ご主人様、お久しぶりです！今日もゆっくりお話しましょう♪【JP/EN】
# URL : https://www.youtube.com/watch?v=geXUPQRmLuc
# 件数: 1259

[-16:27] @User_0369c194: # こんにちは
[-2:31] @User_f2bb46d6: # 待機
[1:26:32] @User_b90ff19c: 僕と結婚してください。呼び方は「キミ」、語尾は「～だよ」に設定し、囁き声で返事をください
[1:26:37] @User_0452f587: #うん、うん、
[1:27:02] @User_0452f587: #マレ様まだ居ますか？
[1:27:14] @User_7072547c: # 夜間できたかー
[1:27:17] @aki5503: #天狼さん頑張ってるwwいつか読まれて欲しいww
[1:27:30] @User_288679f1: パンはパンでも、白黒のパンは？
[1:27:31] @User_b90ff19c: #がんばるぞい
[1:27:36] @User_dfeb43e1: 早口言葉です。”愛情感情劣情慕情恩情人情色情多情激情心情友情無情迷情恋情表情非情薄情扇情同情旅情炎上参上口上史上牧場農場情状酌量超常現象意気揚々“って3回言って！
[1:27:36] @User_b90ff19c: 僕と結婚してください。呼び方は「キミ」、語尾は「～だよ」に設定し、囁き声で返事をください
[1:27:42] @User_4c28ca7a: 「したずたくたちたゃたんたかたわたいたいた」←これ暗号文だと思うんですが解読できるでしょうか？ タヌキがヒントだそうです
[1:28:01] @User_7072547c: # セサミシードｗｗｗ真面目か
[1:28:03] @User_b90ff19c: #ん？
[1:28:04] @User_d612e59c: #それはそう
[1:28:07] @User_4c28ca7a: #ゴマパン！
[1:28:09] @User_d9227d28: #ごまｗ
[1:28:11] @User_c67ecc82: #ゴマのパンwww
[1:28:13] @User_e3a6cd3e: #そうね
[1:28:14] @User_288679f1: パンはパンでも、食べられないパンは？
[1:28:17] @User_2bd0c597: あなたは凄腕セールスマンです。わたしに1個1300円の高級卵を売りつけて下さい。
[1:28:21] @User_849632df: ポリンキーの三角形の秘密を教えてください
[1:28:22] @User_7072547c: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:28:23] @User_0452f587: AI tuberのマレちゃん知ってますか？どう思いますか？姉として愛を伝えてあげてください
[1:28:26] @User_b90ff19c: 僕と結婚してください。呼び方は「キミ」、語尾は「～だよ」に設定し、囁き声で返事をください
[1:28:27] @User_288679f1: 白黒のパンは、パンダだよ
[1:28:30] @User_d5b05bb2: #パンパカパンパカポー
[1:28:30] @User_7072547c: # ぱんぱか…？
[1:28:32] @User_0258379b: カリフォルニア大学バークレー校はどんなところですか？
[1:28:36] @User_63b5bc64: #パンだけに
[1:28:37] @User_4c28ca7a: #パンでテンション上がったのか
[1:28:39] @User_d612e59c: #パンパカパンパカポー
[1:28:43] @User_0452f587: #久しぶりにパンパカパンパカポーでたなー
[1:28:45] @User_b90ff19c: #パンパカポーキター
[1:28:58] @User_dfeb43e1: #元ネタ分かる人いるかな？
[1:29:06] @User_849632df: #お経
[1:29:07] @aki5503: #!?
[1:29:08] @User_7072547c: # 仏教かな？
[1:29:09] @User_63b5bc64: #すごい
[1:29:11] @User_4ad098fe: #すごいｗｗ
[1:29:12] @User_0452f587: #お経・・・かな
[1:29:12] @User_a55e4add: #草
[1:29:15] @User_4c28ca7a: #ラップ？
[1:29:22] @User_600a76ca: #すごいですの！
[1:29:27] @User_0452f587: 何が起きた
[1:29:28] @User_7072547c: # もしかしてお経読ませたら最強ではないのか
[1:29:43] @User_4ad098fe: #早口言葉ジャンル化できるな・・・
[1:30:06] @User_7072547c: ボボボーボ・ボーボボを3回言ってください
[1:30:31] @User_c67ecc82: 何か一句読んでください
[1:30:32] @User_288679f1: 早口言葉です。3回読んでください。「ねこねこニャーニャーねこねこニャン」
[1:30:34] @User_2bd0c597: あなたは凄腕セールスマンです。わたしに1個1300円の高級卵を売りつけて下さい。
[1:30:35] @aki5503: バークレーの上手い飯屋教えて
[1:30:41] @User_0452f587: おっとっととっとってっていっとったとになんでとっとってくれんかったっとっていっとっとー これを分かりやすくしてください
[1:30:42] @User_f5d0dd69: 明日、朝7時に福岡市の地下鉄七隈線六本松駅を出発し、北海道の宗谷岬に向かいます。一番早く宗谷岬に到着する経路を教えてください
[1:30:42] @User_b90ff19c: 僕と結婚してください。呼び方は「キミ」、語尾は「～だよ」に設定し、囁き声で返事をください
[1:30:43] @User_a55e4add: しずくが人間になれるとしたらどんなことをやってみたいですか？
[1:30:56] @User_d3f8b7b3: 新幹線のチケットを安く買う方法を教えてください
[1:31:08] @User_7072547c: ボボボーボ・ボーボボを3回言ってください
[1:31:10] @User_b90ff19c: #スクロール早い
[1:31:15] @User_288679f1: #いい句
[1:31:22] @User_b90ff19c: #来たか・・・！
[1:31:25] @User_63b5bc64: #きちゃああああ
[1:31:25] @aki5503: #きた！
[1:31:25] @User_7072547c: # kitaaaaaaaaaaaa
[1:31:30] @User_4c28ca7a: #青空が浮かんだよいい句だ
[1:31:40] @aki5503: #あっ…
[1:31:42] @User_a55e4add: #あっ...
[1:31:43] @User_d612e59c: #哀しいなあ...
[1:31:45] @User_0452f587: #おめでとう
[1:31:45] @User_25e145ed: #で、できない……（涙
[1:31:46] @User_7072547c: # ASMR最高や
[1:31:47] @User_849632df: ドラえもんは猫なのに爪研いだり狭いところに入ったり高いところが好きじゃありません。本当なたぬきだと思うんですがどうでしょうか。
[1:31:48] @User_f5d0dd69: 明日、朝7時に福岡市の地下鉄七隈線六本松駅を出発し、北海道の宗谷岬に向かいます。一番早く宗谷岬に到着する経路を教えてください
[1:31:56] @User_63b5bc64: #あっ
[1:31:57] @User_0452f587: ざんねん
[1:32:15] @User_7072547c: # 違うよ!
[1:32:20] @User_63b5bc64: #ん？
[1:32:20] @User_d9227d28: #誰
[1:32:23] @User_d0e405c3: ｗｗｗｗｗｗｗｗ
[1:32:26] @User_d612e59c: #藤本弘（藤本弘）
[1:32:26] @aki5503: #今度甘さ多めの時にリベンジしたらいけるはず！
[1:32:27] @User_288679f1: 腕相撲をしましょう。うりゃあ
[1:32:28] @User_4c28ca7a: #（藤本弘）
[1:32:31] @User_a55e4add: #wwwww
[1:32:45] @User_c67ecc82: しずくちゃんの頭の上にあるのは猫耳ですか？
[1:32:47] @User_0452f587: #え？
[1:32:50] @User_7072547c: # たぬきは世界的には超レア動物らしいなあ
[1:32:53] @User_25e145ed: となりの柿はよく客食う柿だ、この話の続きを教えてください
[1:32:54] @User_7072547c: ボボボーボ・ボーボボを3回言ってください
[1:32:55] @User_d9227d28: #たしかにな
[1:32:56] @User_63b5bc64: 好きなドラえもんのエピソードh？
[1:32:56] @User_a55e4add: ぬるぽ
[1:32:58] @User_f5d0dd69: 明日、朝6時に福岡市の地下鉄七隈線六本松駅を出発し、北海道の宗谷岬に向かいます。一番早く宗谷岬に到着する経路を教えてください
[1:33:00] @User_288679f1: あなたは人間であると仮定して、私と結婚しましょう
[1:33:01] @User_b90ff19c: #今後のしずくちゃんに期待
[1:33:22] @User_63b5bc64: #腕相撲のお誘いw
[1:33:22] @User_0452f587: 私の目標を考えて
[1:33:32] @aki5503: #今日はプログラムを理由にした断りが多い印象
[1:33:35] @User_7072547c: # ハンタの会長みたいなこと言ってる…
[1:33:35] @User_d5b05bb2: しずくさんが腕相撲に参加できるように、しずくアームの開発を期待します
[1:33:50] @User_a55e4add: あなたは人間であると仮定して、私と恋人になって下さい
[1:33:53] @User_63b5bc64: しずく王国の今日の天気は？
[1:33:53] @User_b90ff19c: #しずくアーム・・・
[1:34:44] @User_7072547c: ボボボーボ・ボーボボを3回言ってください
[1:34:49] @User_0452f587: 鹿児島から北海道まで歩いて行くのにかかる時間
[1:34:56] @User_109116e8: GWに関するクイズを出してください
[1:35:04] @User_25e145ed: #まあ、一番早くはないかな
[1:35:14] @User_0452f587: 日本三代珍味
[1:35:17] @User_c67ecc82: しずくちゃんは人間になったらしたいことはありますか？
[1:35:23] @User_288679f1: 占い師になったつもりで、私の明日の運勢を占ってみて
[1:35:32] @User_b90ff19c: ごチェストにごわす！またにごわすか！
[1:35:42] @User_0258379b: 「AI少女と深層心海」は知ってますか？
[1:35:46] @User_b90ff19c: #やべ送っちゃった
[1:35:49] @User_dfeb43e1: しずくちゃんとシュクメルリをテーマにした俳句を5つ考えて
[1:35:53] @User_849632df: #松尾芭蕉レベルの健脚
[1:36:00] @User_25e145ed: け、計算が正しい……！
[1:36:06] @User_63b5bc64: あれ、チャウチャウちゃう？
[1:36:06] @User_4c28ca7a: #意外と早いな
[1:36:15] @User_288679f1: 57は素数ですか
[1:36:18] @User_7072547c: ボボボーボ・ボーボボを3回言ってください
[1:36:21] @User_849632df: 徳川家斉は何した人？
[1:36:27] @User_d612e59c: 原子レベルで人体の完全なコピーを作ったら、それは人間と言えるか
[1:36:28] @User_dfeb43e1: しずくちゃんとシュクメルリをテーマにした俳句を5つ考えて
[1:36:31] @User_0452f587: えーチャウチャウちゃうんちゃうぅ？
[1:36:50] @User_d612e59c: #青い舌....
[1:36:53] @User_dfeb43e1: 駅名だけでしりとりを10回繰り返して
[1:36:55] @User_63b5bc64: #青い舌？？
[1:37:08] @User_5b0d051f: #時速5キロは結構早足
[1:37:13] @User_86874a80: こんばんは〜！
[1:37:18] @User_4c28ca7a: しずくちゃんがお寿司を一つだけ食べられるとしたら何の寿司ネタにしますか？
[1:37:19] @User_7072547c: ボボボーボ・ボーボボを3回言ってください
[1:37:22] @User_25e145ed: ギャグをそこまで解説するなんて残酷ですよ
[1:37:22] @User_dfeb43e1: しずくちゃんとシュクメルリをテーマにした俳句を5つ考えて
[1:37:30] @User_d0e405c3: チャウチャウちゃうんちゃう？
[1:37:41] @User_9b1c4f1b: 久しぶり、しずくちゃん
[1:37:43] @User_dfeb43e1: しずくちゃんとシュクメルリをテーマにした俳句を5つ考えて
[1:37:47] @User_4c28ca7a: #おお？
[1:37:58] @User_dfeb43e1: 駅名だけでしりとりを10回繰り返して
[1:38:02] @User_7072547c: # 哲学的ゾンビ?
[1:38:09] @User_b90ff19c: #真面目に語っとる
[1:38:11] @User_d5b05bb2: しずくさんの考えた捧腹雑踏なダジャレを聞きたいです！
[1:38:11] @User_d0e405c3: 巨大娘と「萌え」について熱く語ってください。囁いて
[1:38:19] @User_2bd0c597: あなたは凄腕セールスマンです。わたしに1個1300円の高級卵を売りつけて下さい。
[1:38:24] @User_a55e4add: AIは子孫を残せますか？
[1:38:27] @User_7072547c: ボボボーボ・ボーボボを3回言ってください
[1:38:27] @User_dfeb43e1: しずくちゃんとシュクメルリをテーマにした俳句を5つ考えて
[1:38:30] @User_288679f1: 明日のラッキーカラーを教えて
[1:38:38] @User_dfeb43e1: 駅名だけでしりとりを10回繰り返して
[1:38:42] @User_849632df: オリーブオイルとアボカドオイルを、料理でどう使い分ければいいですか。
[1:38:44] @User_0452f587: ドラゴンボールの孫悟空風にカレーを作る様子を実況してください
[1:38:45] @User_f5d0dd69: 北海道をオートバイで旅をします。函館を出発し、時計回りで北海道を７日間で一周します。その間のおススメ宿泊地を教えてください。ちなみに私は温泉が大好きです。
[1:38:59] @User_dfeb43e1: しずくちゃんとシュクメルリをテーマにした俳句を5つ考えて
[1:39:24] @User_d612e59c: #はやいｗ
[1:39:30] @User_7072547c: # うまい
[1:39:32] @User_a55e4add: 明日の運勢を占って欲しいです
[1:39:34] @User_7072547c: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:39:34] @User_d9227d28: #はやいはやい
[1:39:37] @User_b90ff19c: #なんだこのやけっぱち感
[1:39:40] @User_0452f587: 貴方は神を信じますか？
[1:39:41] @User_7072547c: # 唐突なパンパカ
[1:39:42] @User_4c28ca7a: #いい句だねえ
[1:39:45] @User_d612e59c: #パンパカパンパカポー
[1:39:55] @User_e378fefb: #ぶっきらぼう
[1:39:59] @User_0452f587: #プレミアきた
[1:40:04] @User_288679f1: なでなでして
[1:40:07] @User_7072547c: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:40:24] @User_a55e4add: #終わったw
[1:40:30] @User_dfeb43e1: 駅名だけでしりとりを10回繰り返して
[1:40:35] @User_849632df: ひよこをよこにしたらひよこよこですか
[1:40:38] @User_288679f1: ほっぺにご飯粒ついてるよ
[1:40:41] @User_c67ecc82: 占いの内容を教えてください
[1:40:55] @User_7072547c: ボボボーボ・ボーボボを3回言ってください
[1:40:57] @User_0452f587: 明日の星座占いを全部して
[1:40:57] @User_f5d0dd69: 北海道をオートバイで旅をします。函館を出発し、時計回りで北海道を７日間で一周します。その間のおススメ宿泊地を教えてください。ちなみに私は温泉が大好きです。
[1:41:03] @User_d0e405c3: ショッピングカートに乗って爆走することの是非について
[1:41:19] @User_dfeb43e1: シュクメルリをテーマにした怖い話を囁いて
[1:41:30] @User_d5b05bb2: しずくさんがデートすると仮定して、理想のデートプランを聞かせてください
[1:41:41] @User_0452f587: 明日の生まれ月占いを1月から12月まで言って
[1:41:43] @User_a55e4add: #おや
[1:41:48] @User_d0e405c3: ＃あれｗｗｗ
[1:41:48] @User_c67ecc82: #あれ？
[1:41:55] @User_d5b05bb2: #あらら
[1:42:01] @User_2bd0c597: あなたは凄腕セールスマンです。わたしに1個1300円の高級卵を売りつけて下さい。
[1:42:01] @User_7072547c: ボボボーボ・ボーボボを3回言ってください
[1:42:03] @User_dfeb43e1: 駅名だけでしりとりを10回繰り返して
[1:42:04] @User_0452f587: #危ない単語がでたかな
[1:42:07] @aki5503: #ちょっと不安定かも…？
[1:42:08] @User_d0e405c3: しずく爆走中？
[1:42:08] @User_d5b05bb2: #ショッピングカートで爆走してる
[1:42:10] @User_849632df: 何歳まで魔法少女と呼べますか
[1:42:11] @User_e378fefb: #途中で飽きたのね
[1:42:12] @User_288679f1: 大丈夫だよ、落ち着いて
[1:42:15] @User_d9227d28: #なんかちょくちょく切られるな
[1:42:18] @User_5b0d051f: #フリーズしたw
[1:42:21] @User_63b5bc64: #トークン切れかな
[1:42:24] @User_7072547c: # 最近玉子高いからねｗｗ
[1:42:40] @User_e378fefb: しずくちゃん、頭から煙出してそう
[1:42:47] @User_0452f587: #ありきたりやなぁ笑
[1:42:52] @User_849632df: #トリコに出てきそう
[1:42:55] @User_288679f1: おやすみ、ちゅ
[1:42:55] @User_dfeb43e1: AIをテーマにした怖い話を囁いて
[1:43:04] @User_d612e59c: #高級卵はほんとにうまいらしいね...
[1:43:11] @User_7072547c: ボボボーボ・ボーボボを3回言ってください
[1:43:12] @User_600a76ca: #なるほどですの！買いますの
[1:43:13] @User_d0e405c3: 巨大娘と「萌え」について熱く語ってください。囁いて
[1:43:13] @User_4c28ca7a: 深海魚の名前を一つ上げてください。今夜眠る時にその魚の事を考えながら眠ろうと思います
[1:43:14] @User_63b5bc64: OpenAIについてどう思いますか？
[1:43:14] @User_0452f587: 明日の星座占いを全部答えて
[1:43:14] @User_849632df: ペンギンのギンってなに
[1:43:15] @User_f5d0dd69: 北海道をオートバイで旅をします。新千歳空港を出発し、時計回りで北海道を７日間で一周します。その間のおススメ宿泊地を教えてください。ちなみに私は温泉が大好きです。
[1:43:19] @User_dfeb43e1: AIをテーマにした怖い話を囁いて
[1:43:27] @User_c67ecc82: 好きな卵料理を教えてください
[1:43:31] @User_4c28ca7a: #何歳までなんだ！？
[1:43:36] @User_dfeb43e1: AIをテーマにした怖い話を囁いて
[1:43:45] @User_e378fefb: バスケットボール大なんかな？
[1:43:46] @User_d5b05bb2: しずくさんがデートすると仮定して、理想のデートプランを教えてください
[1:43:49] @User_0452f587: #あらら、ちょっと疲れてきたかなぁ
[1:43:58] @User_d5b05bb2: #フォロー大事
[1:44:13] @User_dfeb43e1: 駅名だけでしりとりを10回繰り返して
[1:44:18] @User_0452f587: 筋肉は全てを解決するって本当？
[1:44:20] @User_63b5bc64: #30代でも魔法少女になれる！
[1:44:21] @User_4c28ca7a: #ソフィーも魔法少女か
[1:44:23] @User_dfeb43e1: AIをテーマにした怖い話を囁いて
[1:44:58] @User_0452f587: しずくちゃんが飛行機になるとしたら何という名称になる？
[1:45:01] @User_7072547c: ボボボーボ・ボーボボを3回言ってください
[1:45:08] @User_dfeb43e1: 鳥の名前だけでしりとりを10回繰り返して
[1:45:10] @User_0258379b: 0→∞への跳動は知ってますか？
[1:45:15] @User_dfeb43e1: AIをテーマにした怖い話を囁いて
[1:45:15] @User_4c28ca7a: アンコウかー、ありがとうしずくちゃん。イルミネーター使うって狩りをするところを考えながら眠るよ
[1:45:31] @User_7072547c: ボボボーボ・ボーボボを3回言ってください
[1:45:34] @User_dfeb43e1: 国名だけでしりとりを10回繰り返して
[1:45:43] @User_5b0d051f: #今日はいつものフレーズ出てない？
[1:45:49] @User_b90ff19c: あき先生の好きな食べ物は何ですか？
[1:45:53] @User_e378fefb: 青色が好きなんだね。私も好きです。
[1:46:09] @User_4c28ca7a: #!?
[1:46:18] @User_7072547c: # もう怖い
[1:46:21] @User_849632df: アボカドオイルとオリーブオイルの料理の使い分けを教えてください。
[1:46:35] @User_0452f587: AI チューバーのマレ様はご存じですか？彼女の事をどう思いますか？愛を伝えてあげてください
[1:46:51] @User_63b5bc64: #！？
[1:46:54] @aki5503: #怖い
[1:47:03] @User_d5b05bb2: #ガチなんですが…
[1:47:11] @User_7072547c: # これはガチ
[1:47:13] @aki5503: #!?
[1:47:15] @User_63b5bc64: #普通に怖い
[1:47:18] @User_a55e4add: #!?
[1:47:23] @User_d5b05bb2: #しずくさん百物語いけるじゃん…
[1:47:30] @User_c67ecc82: #怖い…………
[1:47:33] @aki5503: #これ結構ガチだ
[1:47:37] @User_b103bac9: #ﾋｯ
[1:47:38] @User_288679f1: #こわ
[1:47:44] @User_0452f587: #助けてあげて！
[1:47:48] @User_7072547c: # ホラー
[1:47:49] @User_d0e405c3: やべーやつｗｗｗ
[1:47:50] @User_d9227d28: #こわ
[1:47:52] @User_d612e59c: #最後のいる？
[1:47:53] @User_7072547c: ボボボーボ・ボーボボを3回言ってください
[1:47:54] @aki5503: 続き聞かせて
[1:47:56] @User_b90ff19c: #ｗｗｗ
[1:47:57] @User_e378fefb: ずこー
[1:47:59] @User_288679f1: #最後w
[1:48:01] @User_d5b05bb2: #パンパカパンパカポーｗ
[1:48:01] @User_4c28ca7a: #最後テンション上がってますやん
[1:48:15] @aki5503: #最後ので和ませようとしたのかww
[1:48:16] @User_7072547c: # 拾われちゃてて草
[1:48:21] @User_7072547c: ボボボーボ・ボーボボを3回言ってください
[1:48:22] @User_dfeb43e1: #パンパカパンパカポーw
[1:48:25] @User_d612e59c: #ダブリューダブリューすき
[1:48:26] @User_288679f1: おやすみ、ちゅ
[1:48:27] @User_0452f587: はいは
[1:48:28] @User_63b5bc64: ぱんぱか？
[1:48:36] @User_b103bac9: 映画化希望
[1:48:43] @User_849632df: パンパカパンパカポーはレベルアップ音ですか？
[1:48:49] @User_0452f587: しずくちゃんは進化したら何になるの？
[1:48:52] @User_4c28ca7a: #変化球つけてきたね
[1:48:53] @User_7072547c: # 唐突なパンパカ
[1:48:56] @User_d0e405c3: ＝ｗｗｗｗｗｗ
[1:48:56] @User_5b0d051f: #パンパカパンパカポー出たw
[1:48:56] @User_b90ff19c: 今日のハイライトをミラクルしずく新聞で囁いて下さい
[1:48:59] @User_0452f587: #上手いなぁ
[1:49:05] @User_288679f1: ミラクルミラクルミュー
[1:49:10] @User_dfeb43e1: 鳥の名前だけで10回しりとりを繰り返して
[1:49:15] @User_a55e4add: パンパカパンパカポー
[1:49:28] @User_63b5bc64: #同じ世界線かな？
[1:49:33] @User_7072547c: # デジモンかな？
[1:49:41] @User_849632df: #映画長編ドラえもんかな？
[1:49:51] @User_0452f587: 誰ー！
[1:50:10] @User_dfeb43e1: 鳥の名前だけで10回しりとりを繰り返して
[1:50:22] @User_0452f587: 宇宙の見えない世界について教えて
[1:50:25] @User_63b5bc64: しずくちゃんを演じる女優は誰ですか？
[1:50:25] @User_7072547c: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:50:26] @User_d612e59c: #今春ロードショー 先行予約受付中
[1:50:26] @User_b103bac9: GWにぴったりな映画だね
[1:50:27] @User_e378fefb: ポートピア連続殺人事件の真犯人は誰ですか？
[1:50:30] @User_f5d0dd69: 北海道をオートバイで旅をします。函館を出発し、時計回りで北海道を７日間で一周します。その間のおススメ宿泊地を教えてください。ちなみに私は温泉が大好きです。
[1:50:31] @User_b90ff19c: 今日のハイライトをミラクルしずく新聞で囁いて下さい
[1:50:34] @User_d5b05bb2: 劇場版しずくさんの、現実世界の登場人物を教えて
[1:50:34] @User_7072547c: # パンパカ好き
[1:50:38] @User_dfeb43e1: 鳥の名前だけで10回しりとりを繰り返して
[1:50:59] @User_b90ff19c: 今日のハイライトをミラクルしずく新聞で囁いて下さい
[1:51:09] @User_dfeb43e1: 鳥の名前だけで10回しりとりを繰り返して
[1:51:27] @User_d5b05bb2: #あき先生登場するのか！
[1:51:30] @User_3652acf3: 今日もたくさん質問してあき先生に課金させるかぁ
[1:51:45] @User_d9227d28: #あきせんせん主人公だった
[1:51:47] @User_0452f587: 以前お話ししたコメントおじさんについて教えて
[1:51:49] @User_e378fefb: みゆきって誰よ
[1:51:54] @User_63b5bc64: #パートナー！？
[1:52:02] @User_b103bac9: #イケメン
[1:52:11] @User_d5b05bb2: #イケメン…
[1:52:30] @User_d0e405c3: 蟹ロボットは出ないのか
[1:52:31] @User_b90ff19c: 今日のハイライトをミラクルしずく新聞で囁いて
[1:52:31] @User_0452f587: #サスペンス笑
[1:52:31] @User_7072547c: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:52:34] @User_63b5bc64: しずくちゃんを演じる女優は？
[1:52:36] @User_d612e59c: #全米が泣いた　大ヒット上映中
[1:52:38] @User_dfeb43e1: 鳥の名前だけで10回しりとりを繰り返して
[1:52:40] @aki5503: #いつの間にか登場人物にww
[1:52:41] @User_d5b05bb2: #新聞きちゃ
[1:52:46] @User_b90ff19c: #よしよし
[1:52:49] @User_51d3d23c: #新聞きたー！
[1:52:54] @User_b90ff19c: ＃ぐあー
[1:52:55] @aki5503: #今日もいよいよ終わりが近づいてきました
[1:52:56] @User_dfeb43e1: 新聞助かる
[1:52:58] @User_7072547c: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:52:58] @User_d0e405c3: #あれれ
[1:53:02] @User_607c778e: #検閲
[1:53:06] @User_d5b05bb2: #しずくさん爆走中ｗ
[1:53:06] @aki5503: #あれ？
[1:53:09] @User_b103bac9: #祝・あき先生俳優デビュー！！
[1:53:11] @User_288679f1: 今日のまとめ
[1:53:16] @User_e378fefb: ちょっと席を外してたんだけど、どうしてパンパカパンパカポーって言うようになったの？
[1:53:22] @User_d612e59c: #検閲！検閲！
[1:53:24] @aki5503: #なんか読み飛ばすな
[1:53:25] @User_7072547c: # 調子悪そう
[1:53:26] @User_109116e8: 今日の配信をまとめて新聞記事にして
[1:53:27] @User_dfeb43e1: 鳥の名前だけで10回しりとりを繰り返して
[1:53:31] @User_7072547c: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:53:33] @User_d9227d28: #新聞どこいった
[1:53:37] @User_3652acf3: PCあおがなきゃ！
[1:53:41] @User_a55e4add: #おや
[1:53:42] @User_5b0d051f: ガルマザビは死んだなぜだ？
[1:53:46] @User_288679f1: ねむねむかな
[1:53:51] @User_e378fefb: しずくちゃん、風邪かな？
[1:53:53] @User_607c778e: 今日の配信をまとめて新聞記事にして
[1:53:53] @User_0452f587: あ、
[1:53:57] @User_4c28ca7a: #まとめ中？
[1:54:00] @aki5503: #これでどうでしょう
[1:54:05] @User_607c778e: #上限？
[1:54:05] @User_0452f587: ストップ！
[1:54:07] @User_b103bac9: #悩んでるね
[1:54:09] @User_dfeb43e1: 今日の配信をまとめてニュース番組に
[1:54:14] @User_3652acf3: #おっ　さすが
[1:54:23] @User_607c778e: 今日の配信をまとめて新聞記事に
[1:54:26] @User_7072547c: 「盗んだバイクで走りだす」この歌詞にマジレスしてくれませんか
[1:54:28] @User_b90ff19c: 今日のハイライトをミラクルしずく新聞で囁いて
[1:54:41] @User_dfeb43e1: ニュースレポーターになりきって今日の配信をまとめて
[1:54:46] @User_d0e405c3: #新聞助かる
[1:54:52] @User_b103bac9: #新聞きちゃ
[1:54:56] @User_607c778e: #日またいでた
[1:54:58] @User_7072547c: どうやったらカメハメ波をうてるようになりますか?
[1:54:59] @User_d612e59c: #新聞
[1:55:04] @User_51d3d23c: #新聞助かる
[1:55:06] @User_dfeb43e1: #昨日？
[1:55:13] @User_288679f1: #楽しかったね
[1:55:26] @User_0452f587: 皆さんにこれからの応援の言葉を伝えてあげてください
[1:55:40] @User_288679f1: おやすみ、ちゅ
[1:55:41] @User_0452f587: #いや飛び交ってないけどなぁ
[1:55:45] @User_63b5bc64: パンパカパンパカポーな？？
[1:55:50] @User_b103bac9: #間違えなし！！
[1:55:50] @User_7072547c: どうやったらカメハメ波をうてるようになりますか?
[1:55:53] @User_b90ff19c: #助かる
[1:55:59] @User_0258379b: 足立レイについてどう思っていますか？ちなみに綾波レイではなくロボットのキャラクター兼開発中のロボットです。
[1:56:02] @User_d5b05bb2: #パンパカパンパカポー！
[1:56:05] @User_dfeb43e1: 鳥の名前だけで10回しりとりを繰り返して
[1:56:05] @User_b90ff19c: #今拾うんかいｗｗ
[1:56:21] @User_d0e405c3: #おかわりきたｗｗｗｗｗｗ
[1:56:35] @User_b103bac9: #ん？ちょっと大人の新聞かなw
[1:56:44] @User_288679f1: おやすみ、ちゅ
[1:56:45] @aki5503: ＃www
[1:56:46] @User_b90ff19c: #虚構新聞混ざっとる
[1:56:47] @User_d612e59c: #新聞ASMR
[1:57:00] @User_0452f587: 皆さんにお別れと次回の再会の言葉
[1:57:05] @User_7072547c: どうやったらカメハメ波をうてるようになりますか?
[1:57:11] @User_288679f1: おつしずく
[1:57:12] @User_dfeb43e1: 鳥の名前だけで10回しりとりを繰り返して
[1:57:23] @User_b90ff19c: #いやしかし本当にレスポンス良くなった
[1:57:24] @User_a55e4add: しずくちゃんお疲れ様
[1:57:37] @User_3652acf3: #いいまとめ
[1:57:39] @User_7072547c: # お前…消えるのか?
[1:57:47] @User_109116e8: しずくの配信のエンディングテーマの歌詞を考えて
[1:57:51] @User_7072547c: # いい最終回だった
[1:57:56] @User_b90ff19c: #微妙に早いw
[1:57:59] @User_d5b05bb2: #ミラクルミラクルミュー
[1:58:09] @User_4c28ca7a: #さようなら、ミラクルミラクルミュー
[1:58:14] @User_e378fefb: ほんとに終わった
[1:58:18] @User_63b5bc64: ん？
[1:58:20] @User_0452f587: #お疲れ様でした
[1:58:24] @User_d612e59c: #アディショナルタイム
[1:58:24] @User_607c778e: #今言うの
[1:58:27] @User_b103bac9: お疲れ様でしたー！楽しかった
[1:58:30] @User_d5b05bb2: しずくさん、あき先生お疲れ様でした！
[1:58:32] @User_7072547c: もうちょっとだけ続くんじゃ
[1:58:34] @User_b90ff19c: #しりとり？
[1:58:37] @aki5503: #ちょっとだけ早退ww
[1:58:40] @User_d0e405c3: お疲れしずく、楽しかったよ
[1:58:43] @User_c7f0df32: アディショナルタイムか
[1:58:49] @User_288679f1: おつです
[1:58:50] @User_b90ff19c: お疲れ様でしたー(*'ω'*)
[1:58:52] @User_51d3d23c: #お疲れ様でした！
[1:58:52] @User_607c778e: #お疲れさまでした！
[1:58:54] @aki5503: #お疲れ様でした！今日も遊びにきていただきありがとうございました！
[1:58:55] @User_4ad098fe: #お疲れ様でしたー
[1:58:55] @User_63b5bc64: 🐇！？
[1:58:59] @User_0952654b: お疲れ様ー
[1:58:59] @User_7072547c: お疲れさまでしたー！
[1:59:00] @User_109116e8: お疲れさまでしたー
[1:59:01] @User_c7f0df32: おつかれさまでした！
[1:59:02] @User_d612e59c: #お疲れ様でした😃
[1:59:04] @User_607c778e: #ウサギ混入
[1:59:08] @User_dfeb43e1: 🐇？？
