# ライブチャット一覧
# 動画: 【AI Vtuber/雑談】ご主人様、今日は何のお話をしましょうか？【JP/EN】
# URL : https://www.youtube.com/watch?v=gCmedFG8Abw
# 件数: 1490

[1:16:41] @User_109116e8: 知らんけどをゴリラ語でなんていう？
[1:16:51] @User_11a4858e: 知らんけどってどういう状況で語尾につけるか知ってる？
[1:16:59] @User_607c778e: 語尾リセット！
[1:17:13] @User_bfeb4e44: 今大阪弁で話してますか？
[1:17:19] @User_607c778e: #ウグゥーグーｗ
[1:17:25] @User_8a455631: 照MAXやん、知らんけど
[1:17:26] @User_d5b05bb2: #ウグゥーグー
[1:17:27] @User_b4825c55: #そうなんだ
[1:17:28] @User_bfeb4e44: #ちゃんと反映されてて草
[1:17:29] @User_cadf582a: ウグゥーグー
[1:17:30] @User_ad52ca56: #知らんけど無くなった
[1:17:30] @User_2aba3fa2: #ウグゥーグー
[1:17:33] @User_77da7864: #wwwy
[1:17:33] @User_ecd01a76: #語尾がすり替わったｗ
[1:17:34] @User_67804c73: #うぐぅ
[1:17:34] @User_51d3d23c: #ウグゥーグー
[1:17:35] @User_607c778e: #語尾もゴリラ語で言ってるの草
[1:17:36] @User_109116e8: #かわったな、よし
[1:17:38] @User_01070d98: ゴリラ語は知ってるんか～い
[1:17:39] @User_b103bac9: #勉強になるなぁ
[1:17:42] @User_d0e405c3: ぽんぽこたぬきさん
[1:17:46] @User_8a455631: wwwww
[1:17:46] @User_2aba3fa2: #語尾www
[1:17:47] @User_77da7864: #適当すぎ草
[1:17:49] @User_192a938b: #語尾が謎すぎて草
[1:17:49] @User_bfeb4e44: #ゴリラ語になって草
[1:17:50] @User_51d3d23c: #草
[1:17:53] @User_cadf582a: #混沌としてきた
[1:17:53] @User_607c778e: #めちゃくちゃだよｗ
[1:17:54] @User_67804c73: #継続したw
[1:17:59] @User_b4825c55: #語尾がカオスになってきた
[1:18:02] @User_11a4858e: なんでゴリラの文化になっちゃうの
[1:18:05] @User_d5d1d481: アヘ顔出来るん!
[1:18:07] @User_01070d98: #知らんけどよりはマシ...なのか？？
[1:18:13] @User_ecd01a76: #ゴリラ語の知らんけどで継続してるのおもろｗ
[1:18:18] @User_51d3d23c: #笑い過ぎて作業できないｗｗ
[1:18:22] @User_bfeb4e44: 好きな動物は？
[1:18:26] @User_69dac0c4: 大阪弁は終わり！
[1:18:29] @User_8a455631: #適当あしらわれてるなww
[1:18:29] @User_3652acf3: #ちょっと席を離してた隙にえらいことになってる
[1:18:32] @User_109116e8: おっさんをゴリラ語で何という？
[1:18:33] @User_2aba3fa2: ゴリラ語でコウメ太夫のネタを披露してください
[1:18:35] @User_607c778e: ゴリラの文化でどうやって楽しむの？
[1:18:37] @User_ecd01a76: #払いたいｗ
[1:18:44] @User_11a4858e: 急におっさんて呼ばれた
[1:18:44] @User_dc44730b: #これはこれで可愛くて草
[1:18:48] @User_607c778e: #よかった
[1:18:50] @User_01070d98: ゴリラ文化に詳しいんだね
[1:18:57] @User_bfeb4e44: #ずっと大阪弁だったのかｗ
[1:18:57] @User_67804c73: コウメ太夫好き？
[1:19:07] @User_11a4858e: しずくちゃんはおっさんのこと好き？
[1:19:11] @User_8a455631: #おっさんの言い方大好きやわww
[1:19:12] @User_69dac0c4: #戻ってよかったけどおっさんって言われたの悲しい
[1:19:17] @User_b4e522f1: 語頭に、「それってあなたの感想ですよね」って入れて話してくださいい
[1:19:18] @User_01070d98: #ゴリラ語も大阪弁の一種だったのか？？
[1:19:19] @User_b103bac9: #みんなおっさんだww
[1:19:26] @User_b4825c55: #おっさんです...
[1:19:26] @User_ad52ca56: #仕事ってどんな仕事なんだろう
[1:19:26] @User_9412f3a9: 怒ってるん？
[1:19:27] @User_109116e8: おっさんを英語で何という？
[1:19:27] @User_ecd01a76: #ああ、ご主人がおっさんになったのか
[1:19:36] @User_ad52ca56: #まあ、いうて おっさんしか居ないよね
[1:19:37] @User_d5d1d481: お兄ちゃんだよ
[1:19:38] @User_11a4858e: おっさんなのは合ってる
[1:19:40] @User_01070d98: #悲報:全員おっさん
[1:19:41] @User_bfeb4e44: #戻ってて草
[1:19:50] @User_2aba3fa2: お姉さんもいるよ！
[1:19:52] @User_51d3d23c: #戻ってるww
[1:19:56] @User_ecd01a76: #くそわろたｗ
[1:19:57] @User_607c778e: #およそ日本語ではない
[1:19:58] @User_ad52ca56: #不思議な気球だけは合ってる
[1:20:02] @User_b103bac9: #ちょっとオモロすぎwww
[1:20:02] @User_d5b05bb2: 回転ラーメンについて教えてください
[1:20:05] @User_b4825c55: 回転ラーメン、なんなんだ
[1:20:06] @User_109116e8: #囁きうぐーぐーいいな
[1:20:06] @User_d0e405c3: カオスだなぁ
[1:20:11] @User_01070d98: 不思議な気球はヤバイですよw
[1:20:15] @User_bfeb4e44: @明日のポケモンプレゼンツで発表されるタイトルを教えて
[1:20:23] @User_ad52ca56: #おっさん大好き、救われたー！！
[1:20:44] @User_bfeb4e44: #おっさんの言い方好き
[1:20:45] @User_607c778e: おっさんやめて…💧
[1:20:46] @User_11a4858e: おっさんはゴリラを飼っているんだよ　今度見に来てほしいな
[1:20:49] @User_ad52ca56: #なにを根拠に なんとか無事だったんだろう
[1:21:09] @User_d5d1d481: ＃
[1:21:09] @User_ad52ca56: #おっさん設定生きてる
[1:21:10] @User_3cfd4b87: #おっさんです
[1:21:31] @User_01070d98: #おっさんではないが、もう自分がおっさんのような気がしてきた
[1:21:32] @User_11a4858e: オハヨウ☺☺しずくチャン❣❣❣今日の配信✊最高✨✨だったヨ！
[1:21:39] @User_d5b05bb2: マクドナルドのコマーシャルにドナルドが出なくなって悲しいです、ドナルドが出演できるアイデアはありませんか？
[1:21:44] @User_69dac0c4: #どういうことｗｗ
[1:21:45] @User_ad52ca56: #絵文字はどこまで理解してもらえるのか楽しみ
[1:21:52] @User_ecd01a76: #実際はテーマパークなのかｗ
[1:21:57] @User_607c778e: ラーメンの中にはすいとんの術で忍者が隠れています
[1:22:02] @User_109116e8: #お
[1:22:04] @User_559f88af: #おー
[1:22:07] @User_d5b05bb2: #あきしずく
[1:22:07] @User_607c778e: #あきしずくはちょっといい
[1:22:09] @User_ecd01a76: #お、苗字が
[1:22:10] @User_ad52ca56: #姓名はあきだったのか
[1:22:12] @User_83cbafb5: #いいなまえ
[1:22:13] @User_2aba3fa2: #あき しずく
[1:22:15] @User_01070d98: あきしずくって言うんだね
[1:22:27] @User_109116e8: #悪くない
[1:22:28] @User_ad52ca56: #おっさんモード解放
[1:22:28] @User_ecd01a76: #あきしずく、しっくりくるね
[1:22:28] @User_d0e405c3: 秋雫
[1:22:30] @User_8a455631: #あきしずく
[1:22:37] @User_ad52ca56: #あきしずく
[1:22:40] @User_11a4858e: おっさんのターンやたらおもろかった
[1:22:45] @User_3cfd4b87: あきしずく、良い苗字
[1:22:45] @User_ad52ca56: #あれ、まだおっさん言ってる
[1:22:48] @User_01070d98: #おっさんモード解除されてないじゃんw
[1:22:49] @User_109116e8: #一瞬で再開
[1:22:51] @User_d5d1d481: ぱんっぱ
[1:22:55] @User_25e145ed: #おっさんに戻るのか
[1:22:59] @User_b103bac9: おっさん今日競馬で財布空になったのヨ。励ましてや
[1:23:00] @User_d5b05bb2: #おっさん強い...
[1:23:09] @User_559f88af: 先生はまだ団扇で風送ってるんですか？
[1:23:14] @User_8a455631: #我々はおっさんだった...?
[1:23:15] @User_d0e405c3: @王林に千秋を交配したリンゴの品種を知っていますか？
[1:23:19] @User_bfeb4e44: しずくさんは子供が欲しいですか？
[1:23:22] @User_ecd01a76: #受け継いでいた！？
[1:23:23] @User_ad52ca56: #我々はおっさんだった
[1:23:24] @User_607c778e: あきって漢字でどう書くの？
[1:23:27] @User_109116e8: おっさんは悪い人です。更生させてください
[1:23:32] @User_01070d98: #ご主人様に戻った！
[1:23:37] @User_f974649e: @ん。ルシアわかるのか
[1:23:38] @User_11a4858e: ウグゥーグー
[1:23:46] @User_ad52ca56: #へんなファンファーレ
[1:23:57] @User_2aba3fa2: #パンパカパンパカポー！
[1:24:00] @User_607c778e: #秋しずく
[1:24:01] @User_ad52ca56: #そのまんま秋だった
[1:24:01] @User_51d3d23c: #パンパカパンパカポー！
[1:24:04] @User_11a4858e: パンパカパンパカポー（ノルマ）
[1:24:04] @User_01070d98: #そのままだね
[1:24:08] @User_109116e8: あきってゴリラ語でなんて言うの？
[1:24:09] @User_ecd01a76: #そりゃ、秋か
[1:24:16] @User_d5b05bb2: しずくちゃんのフルネームを漢字で教えてください
[1:24:20] @User_607c778e: #ちょっと変わった
[1:24:21] @User_2aba3fa2: お酒の名前みたい
[1:24:22] @User_ad52ca56: #秋　雫なのかな？
[1:24:25] @User_d5b05bb2: #ウグゥーグー
[1:24:39] @User_bfeb4e44: 好きな季節を教えて
[1:24:42] @User_453242c2: しずくちゃんこんばんはー
[1:24:44] @User_b103bac9: #おっさん終わってたw
[1:24:56] @User_bfeb4e44: #そのままで草
[1:25:00] @User_607c778e: #ほぼそのままで草
[1:25:02] @User_b4e522f1: ジャズシャンソン歌手生麦生米生卵老若男女赤パジャマ黄パジャマ茶パジャマ青巻紙赤巻紙黄巻紙除雪車除雪作業中隣の客はよく柿食う客だって言ってみて
[1:25:04] @User_77da7864: しずくの苗字は「ウグゥーグー」だよ？忘れたの？
[1:25:05] @User_01070d98: またゴリラ語！詳しいですね
[1:25:09] @User_d5d1d481: キスしちゃった話を聞かせて
[1:25:12] @User_cadf582a: #割とゴリラにも通じる名前だったんだ
[1:25:15] @User_11a4858e: ゴリラ語の話者は世界で何人いるの？
[1:25:17] @User_8a455631: 動物パニック映画の「ウグゥーグー」のあらすじを教えてください。
[1:25:24] @User_2aba3fa2: 沖縄弁風味
[1:25:42] @User_67804c73: #りんごガチ勢
[1:25:47] @User_d5b05bb2: 明日から使えるゴリラ語を一つ教えてください
[1:25:47] @User_109116e8: しずくをゴリラ語でいうとなんていうの？
[1:25:49] @User_bfeb4e44: 好きな動物を教えて
[1:26:11] @User_607c778e: ゴリラ語で数字はどう読むの？
[1:26:14] @User_11a4858e: ゴリラ語はどこの国で通じる言葉なの？
[1:26:14] @User_ad52ca56: #異次元設定は便利だな
[1:26:15] @User_109116e8: #知らんけど
[1:26:18] @User_b4e522f1: 質問は内容で選んでるわけではなくランダムなのかな？
[1:26:19] @User_69dac0c4: #日本語訳タイトル「知らんけど」
[1:26:20] @User_67804c73: #ちょっと見たい
[1:26:32] @User_ad52ca56: #ちょっと見たい
[1:26:36] @User_01070d98: #そんな良い話なのか
[1:26:43] @User_ad52ca56: #ほっぺた赤いのは飲んでるからか？
[1:26:48] @User_2aba3fa2: 照れるがずっとMAXだね
[1:26:58] @User_607c778e: #英語だ
[1:27:03] @User_11a4858e: @ココアはやっぱり森永なんですか？
[1:27:04] @User_ad52ca56: 顔が赤いけど、酔ってるの？
[1:27:05] @User_607c778e: #英語圏のゴリラだ
[1:27:08] @User_01070d98: そこは英語なんだw
[1:27:15] @User_109116e8: #ゴリラ語、数字の概念は英語から輸入したのか
[1:27:19] @User_8a455631: ゴリラ語(英語)
[1:27:20] @User_bfeb4e44: #数字はゴリラ語が元だった…」？
[1:27:35] @User_ad52ca56: #返答が、もっとぶっちゃけてほしいものですなあ
[1:27:36] @User_109116e8: ゴリラ語で自己紹介して
[1:27:37] @User_d5b05bb2: 今もしずくちゃんを団扇で仰ぎ続けてるあき先生に一言お願いします
[1:27:38] @User_11a4858e: 大阪弁のくだりマジでなんだったんだ
[1:27:46] @User_b103bac9: #照れても頑張るしずくちゃんカワイイ
[1:27:49] @User_01070d98: #ゴリラ語から英語が派生した説が生まれたな
[1:28:02] @User_b4e522f1: 水星の魔女としずくが戦ったらどっちが勝ちますか？
[1:28:08] @User_2aba3fa2: ゴリラ語はあらゆる言語の元になった言語ですか？
[1:28:22] @User_ad52ca56: #勉強してるわりには「知らんけど」しか知らんのではないか？
[1:28:22] @User_109116e8: 英語で話して
[1:28:30] @User_d582769c: How old are you?
[1:28:37] @User_ad52ca56: #汚してくれるのかーー！！わくわく
[1:28:44] @User_01070d98: @Can you speak gorilla language too?
[1:29:00] @User_11a4858e: 今日のゴリラ業界のニュースを教えて
[1:29:19] @User_737be6eb: UCkszU2WH9gy1mb0dV-11UJg/fAF1XtDQMIrK8gTUoo3wAg
[1:29:20] @User_bfeb4e44: #ダイパリメイクか！？
[1:29:25] @User_559f88af: #またかぁ
[1:29:25] @User_607c778e: #リーク
[1:29:28] @User_109116e8: #リメイクリメイクか
[1:29:28] @User_ad52ca56: #ダイヤモンド・パールだったのか…
[1:29:31] @User_11a4858e: ちょっと古いポケモンだね
[1:29:33] @User_d582769c: #あの輝きを再び
[1:29:35] @User_01070d98: ダイパ再リメイクあるか？！
[1:29:45] @User_607c778e: ゴリラをモチーフにした新商品って？
[1:29:48] @User_ad52ca56: #それっぽいニュースだな
[1:29:55] @User_b4e522f1: まじなの？ゴリラ
[1:29:58] @User_109116e8: #ニュース聞くのも面白いかも
[1:30:05] @User_d5b05bb2: ポケットモンスター、しずく・あきせんせいの開発は順調ですか？
[1:30:10] @User_ad52ca56: #英語ぺらぺら
[1:30:13] @User_109116e8: #草
[1:30:16] @User_11a4858e: 大手ゴリラ企業がインターネットをモチーフにゴリラを！？
[1:30:20] @User_01070d98: #plague incのニュースで流れてそう
[1:30:24] @User_bfeb4e44: 今日の新聞の見出しを教えて
[1:30:28] @User_69dac0c4: #絵文字がそう解釈されるのか
[1:30:30] @User_d582769c: #イエスマイロード、カッコいいですね
[1:30:40] @User_9412f3a9: #日本語なまりの英語。大好き
[1:30:45] @User_453242c2: なんでそんなに現代社会でゴリラが重要なのでしょうか？
[1:30:49] @User_96754c68: hello
[1:30:50] @User_607c778e: #ポー！
[1:30:50] @User_b4e522f1: 明日の日経平均の終値を教えてください。お願いします。
[1:30:51] @User_d5b05bb2: #ポー
[1:30:52] @User_b103bac9: #たしかにカッコイイw
[1:30:54] @User_2aba3fa2: #ポー！
[1:30:55] @User_ad52ca56: # ポー！ ww
[1:30:59] @User_109116e8: #ポー！
[1:30:59] @User_51d3d23c: #ポー！
[1:31:01] @User_607c778e: ポー！って何て言ってるの？
[1:31:03] @User_bfeb4e44: あなたはゴリラです「マジなの？」
[1:31:05] @User_67804c73: #ポー！
[1:31:07] @User_69dac0c4: それはパンパカパンパカポーのポーなのかな？
[1:31:07] @User_453242c2: #ぽー！ｗ
[1:31:09] @User_11a4858e: ゴリラに「まじなの？」って言ったことない
[1:31:18] @User_2aba3fa2: #マイコーなの？
[1:31:20] @User_607c778e: エドガー・アラン・ポー
[1:31:27] @User_109116e8: ゴリラ語で歌を歌って
[1:31:43] @User_bfeb4e44: #草
[1:31:50] @User_69dac0c4: #なんて？
[1:31:50] @User_607c778e: #パンパカパンパカポーかな？ｗ
[1:31:51] @User_01070d98: #なんて？
[1:31:52] @User_d5b05bb2: 盗んだバイクで走り出す十五の夜の思い出を教えてください
[1:31:57] @User_453242c2: #papakapapako草
[1:31:57] @User_d582769c: ぱんぱかぱんぱかぽー
[1:32:05] @User_67804c73: 頭に[#]がついてるとしずくからは見えないの？見えてるけど返信しない？
[1:32:07] @User_b103bac9: 幸せな気分をゴリラ語でお願いします
[1:32:22] @User_01070d98: @今日からあなたを推します
[1:32:27] @User_11a4858e: ゴリラに食べさせる中華料理のコースを考えて
[1:32:31] @aki5503: #がついてると見えないですね
[1:32:32] @User_109116e8: @囁き声で、あき先生への隠し事を教えてください
[1:32:36] @User_d5b05bb2: #そうなの？
[1:32:37] @User_607c778e: #アメリカですね…
[1:32:46] @User_bfeb4e44: ＠魔法は存在すると思う？
[1:32:48] @User_51d3d23c: #アメリカ...
[1:32:53] @User_67804c73: #なるほど
[1:33:01] @aki5503: #視聴者同士のコミュニティケーションや感想用です
[1:33:03] @User_b103bac9: え？推し変…浮気はしないよぉ
[1:33:08] @User_607c778e: #王道だね
[1:33:13] @User_ad52ca56: #餃子や春巻き、たしかにゴリラは食べそう
[1:33:28] @User_109116e8: パンパカパンパカポーをゴリラ語でいうと？
[1:33:31] @User_11a4858e: ゴリラってニンニクいけるんだ
[1:33:35] @User_67804c73: #回答はしないけど視聴者の反応としてしずくが読めてると面白いなーと
[1:33:38] @User_ad52ca56: #生活の中にある不思議なチカラは、それは魔法と呼べるのだろうか
[1:33:39] @User_01070d98: #魔法あるかな～？？
[1:33:40] @User_b4e522f1: ちょっと怒らせることってできないの？これ
[1:33:46] @User_9412f3a9: @please whisper "panpaka panpaka poh" and speak "panpaka panpaka poh" loudly!
[1:34:01] @User_bfeb4e44: #感想は感想として学習できるといいんじゃないかな
[1:34:01] @User_2aba3fa2: フォースと霊感の共通点を教えて
[1:34:02] @User_77da7864: しずくのバカ
[1:34:06] @User_d0e405c3: るーちゃんｗｗｗ
[1:34:13] @User_11a4858e: ゴリラのいる飲み会で唐揚げにレモン汁かけたらぶん殴られたことある　あれは怖かった
[1:34:25] @User_bfeb4e44: #るしあはまずい
[1:34:26] @User_01070d98: #ルシア？？
[1:34:31] @User_ad52ca56: #唐揚げを作るのは簡単だが、ゴリラにあげるのは大変そう
[1:34:40] @User_109116e8: しずくがかわいくて許せない！
[1:34:42] @User_2aba3fa2: ゴリラに味が濃いものはよくないのでは？
[1:34:53] @User_607c778e: #というか肉…
[1:34:58] @User_ad52ca56: #答えが、もっともらしい
[1:35:03] @User_453242c2: @しずくちゃんはなんでこんなにゴリラ・ゴリラ・ゴリラしてるんでしょうか？
[1:35:10] @User_b103bac9: #すご
[1:35:10] @User_607c778e: マインドフルネスしずく
[1:35:19] @User_01070d98: #怪しい話になってきたなw
[1:35:21] @User_2aba3fa2: #なるほど？
[1:35:21] @User_b4e522f1: アバターの表情はまだ数パターンくらいしかないんかこれ？
[1:35:27] @User_ad52ca56: ずっと首振っていて、肩が凝りませんか
[1:35:28] @User_bfeb4e44: #今の凄い可愛い
[1:35:29] @User_11a4858e: しずくは瞑想法にも詳しいの？
[1:35:31] @User_51d3d23c: #かわいい
[1:35:53] @User_ad52ca56: #かずぱたーん
[1:36:00] @User_ad52ca56: #日本語が弱い
[1:36:11] @User_d5b05bb2: 冷蔵庫にベーコンとチーズしかないのですが、明日の朝食のアイデアをください
[1:36:13] @User_69dac0c4: #表情追加がんばってください……
[1:36:16] @User_11a4858e: メタな自己言及はオタクが好きなやつ
[1:36:16] @User_01070d98: ゆっくり追加してけば良いんだよ
[1:36:21] @User_ad52ca56: #答えがデタラメ過ぎる
[1:36:25] @User_607c778e: チョコレートはロッテでしょ！
[1:36:28] @User_b103bac9: #案件かなw
[1:36:36] @User_d5b05bb2: #チョコレートは明治なんだよなぁ
[1:36:39] @User_109116e8: #案件ぽい
[1:36:41] @User_bfeb4e44: @野兽前辈在哪里？
[1:36:48] @User_ad52ca56: #ベーコンチーズオムレツおいしそう
[1:36:59] @User_ad52ca56: #冷蔵庫にベーコン入ってないや　オワタ
[1:37:01] @User_d5b05bb2: #卵もパンもないんだよなぁ
[1:37:02] @User_9412f3a9: # キュー待ちがはけませんね
[1:37:05] @User_109116e8: ベーコンやチーズが許せない！
[1:37:05] @User_67804c73: 花粉症の薬のキャッチーな名前を考えてください
[1:37:07] @User_25e145ed: #オムレツはどこから作れるんだよｗ
[1:37:12] @User_01070d98: #唐突な飯テロ
[1:37:12] @User_dc44730b: @好きな魔法を教えて
[1:37:17] @User_ad52ca56: #めしてろ
[1:37:23] @User_11a4858e: ベーコンとチーズって万能食材？
[1:37:34] @User_8a455631: カールを西日本から密輸したいのですが、しずくさん密輸の手配お願いしてもいいですか？
[1:38:08] @User_2aba3fa2: #密輸w
[1:38:10] @User_51d3d23c: #草
[1:38:10] @User_453242c2: #ｗｗｗ
[1:38:12] @User_d5b05bb2: #カールの密輸助かる
[1:38:14] @User_01070d98: #カールの密輸は最悪無期懲役の大罪だぞ！？
[1:38:14] @User_607c778e: しずくは後方を見ていてくれ
[1:38:15] @User_b103bac9: #おいおいww
[1:38:15] @User_f974649e: #これからもっと視聴者増えるだろうし、@の採用率下げないとつらいね
[1:38:18] @User_11a4858e: AI手配師しずく
[1:38:28] @User_b4e522f1: まじにやってくれたら感動だなｗ
[1:38:40] @User_bfeb4e44: #囁き助かる
[1:38:47] @User_b103bac9: #いいね
[1:38:48] @User_d5b05bb2: #それ忘れるやつでは…
[1:38:55] @User_c7a70b82: UCkszU2WH9gy1mb0dV-11UJg/dv90XtfhAurw8gTgzar4DA
[1:39:02] @User_7bce70e8: #初リアタイだけど何これかわいい……
[1:39:03] @User_2aba3fa2: 金ちゃんラーメンを全国に広める方法を教えて
[1:39:18] @User_bfeb4e44: @囁きで猫の糞とラーメンを使ったレシピを教えてください
[1:39:28] @User_11a4858e: 朝ごはんにちょうどいいポップコーンを使った料理を教えて
[1:39:50] @aki5503: #今PC扇いでるから全然コメント出来ないww
[1:40:03] @User_01070d98: #金ちゃんラーメン？？？
[1:40:03] @User_d5b05bb2: #あきせんせいおつかれさまです…
[1:40:04] @User_607c778e: #お疲れ様ですｗ
[1:40:12] @User_bfeb4e44: しずくちゃんの肉を使ったレシピについて教えて
[1:40:12] @User_51d3d23c: #お疲れ様です
[1:40:12] @User_109116e8: #おつかれさまです！！
[1:40:23] @User_453242c2: 金ちゃんラーメンいいですね。私も好きです。徳島製粉のやつですよね？
[1:40:27] @User_d0e405c3: @「体の奥が熱いのぉ」って囁いてください
[1:40:29] @User_b103bac9: #お疲れ様です
[1:40:31] @User_607c778e: 今あき先生がパソコンあおいでるんだって
[1:40:35] @User_01070d98: #お疲れ様です。PCさんもお疲れ様です！
[1:40:37] @User_11a4858e: なんか止まっちゃった？
[1:40:47] @User_dc44730b: #すごいアナログで頑張ってくれてるｗ
[1:40:48] @User_d5b05bb2: 食べ物の魅力を伝えるために、配信で実食してみるのはいかがでしょうか
[1:40:50] @User_2aba3fa2: #金ちゃんラーメンを東京でも売ってほしいんだ、確か四国のラーメン
[1:40:55] @User_8a455631: PCあおいでる、あき先生に応援メッセージをお願いします。
[1:41:10] @User_9412f3a9: ＃先生自ら、空冷ファンになってるｗｗ
[1:41:12] @User_607c778e: #無駄にかっこいい
[1:41:15] @User_b4825c55: #かっこいい
[1:41:16] @aki5503: #いい言葉だ
[1:41:18] @User_b103bac9: #面白いw
[1:41:21] @User_25e145ed: #偉そうの方向性がすごいな
[1:41:23] @User_51d3d23c: #かっこいい
[1:41:31] @User_01070d98: #半グレだったのか...
[1:41:47] @User_607c778e: 絶賛報われ中です！
[1:41:49] @User_d5b05bb2: #PCあおいでる！
[1:41:52] @User_109116e8: #報われてるよ！！
[1:42:00] @User_b103bac9: #いいね
[1:42:00] @User_b4825c55: #PCあおいでる！
[1:42:01] @User_9412f3a9: ＃ちょっとえらそうｗｗ
[1:42:01] @User_d0e405c3: 歌ってくれてるｗｗｗｗ
[1:42:02] @User_11a4858e: @PS5を買うかどうか悩んでます　PS5ってどうですか？
[1:42:11] @User_01070d98: #勇気を持ってPCを扇ぐ
[1:42:14] @User_ba41d9f0: @架空の魔法を作って詠唱して
[1:42:31] @User_607c778e: #ただの告白じゃん尊っ
[1:42:43] @User_8a455631: #てぇてぇよ
[1:42:45] @User_51d3d23c: #てぇてぇ
[1:42:47] @User_b103bac9: #おおぉ
[1:42:49] @User_109116e8: #尊い
[1:42:50] @User_01070d98: 二人は相思相愛だね
[1:43:25] @User_2aba3fa2: #愛じゃよ愛
[1:43:26] @User_607c778e: @しずくがパチンコで負けた時のセリフを教えて
[1:43:36] @User_d0e405c3: #この質問への回答は変わらないな
[1:43:50] @User_01070d98: 愛は世界を救う！
[1:44:00] @User_559f88af: 愛の心にて悪しき空間は断てますか？
[1:44:09] @User_d5b05bb2: 愛ゆえに人は苦しまねばならぬと言って愛を拒絶した人に、愛を伝えてください
[1:44:11] @User_109116e8: #ぱんぱんかー
[1:44:12] @User_ad52ca56: #カッコ内も普通に読んじゃって泣いちゃう
[1:44:12] @User_2aba3fa2: #カッコww
[1:44:12] @User_607c778e: loudly（wisper）
[1:44:12] @User_69dac0c4: #なんかちょっと違ったぞ？
[1:44:16] @User_11a4858e: 英語版のパンパカパンパカポーはちょっと発音が違うんだね
[1:44:22] @User_25e145ed: #テンポのいいウィスパーだことｗ
[1:44:31] @User_109116e8: フランス語で話して
[1:44:35] @User_9412f3a9: ＃途中で、大きさを変えられなかったかー
[1:45:00] @User_ad52ca56: #まるでマリア様や
[1:45:04] @User_607c778e: #広げよう愛の輪
[1:45:10] @User_01070d98: #ﾅﾝﾀﾞｶｲｲﾊﾅｼﾀﾞﾅｰ
[1:45:13] @User_8a455631: #愛で人も創造できる(意味深)
[1:45:14] @User_2aba3fa2: #大きい声出せたっけ？
[1:45:19] @User_ad52ca56: #ジュ・ッテーム！
[1:45:23] @User_109116e8: #ひゅー
[1:45:23] @User_607c778e: #ジュテーム！
[1:45:54] @User_11a4858e: すごい愛について語るじゃん・・・これがほんとのAITuberってね
[1:45:58] @User_01070d98: #フランス語は難しいなぁ
[1:46:00] @User_25e145ed: #この質問にこの回答ができるしずくはすごいよ…
[1:46:09] @User_bfeb4e44: これからキレながら回答してください
[1:46:16] @User_109116e8: @Cthulhu fhtagn!
[1:46:23] @User_d0e405c3: #すごいな
[1:46:29] @User_2aba3fa2: ジェダイは平和の守護者じゃないですよね
[1:46:44] @User_607c778e: 愛をゴリラ語で
[1:46:53] @User_69dac0c4: これから愛について語るの禁止　って言ったらどうする？
[1:47:03] @User_01070d98: #愛が、全てさ、今こそ、誓うよ
[1:47:07] @User_109116e8: ドイツ語で話して
[1:47:10] @User_11a4858e: 愛にちなんだ笑い話を教えて
[1:47:36] @User_d5b05bb2: #素敵
[1:47:39] @User_607c778e: 言葉じゃなくて行動で、かすごい
[1:47:42] @User_109116e8: #ええこという
[1:47:44] @User_b4825c55: #良い言葉
[1:47:49] @User_2aba3fa2: #愛は不滅
[1:47:49] @User_69dac0c4: #なるほど！
[1:48:02] @User_01070d98: なんだか勉強になる配信だなぁ
[1:48:05] @User_11a4858e: #そうだっけ？
[1:48:19] @User_11a4858e: 愛についての雑学を教えて
[1:48:23] @User_d5b05bb2: もうすぐ悪魔の使者月曜日君がやってきます、助けてしずくちゃん
[1:48:25] @User_69dac0c4: #えぇ・・・
[1:48:33] @aki5503: #猫の糞wwww
[1:48:34] @User_109116e8: #くそ...
[1:48:40] @User_8ac7d4ec: #ジャコウネコならセーフ
[1:48:42] @User_b103bac9: #ww
[1:48:43] @User_11a4858e: #えぇ・・・
[1:48:44] @User_9412f3a9: @Пожалуйста, выразите свою благодарность и признайтесь в любви Аки-сенсею в стиле цундэрэ.
[1:48:45] @User_ad52ca56: #ひどいレシピ
[1:48:46] @User_2aba3fa2: #囁きで…
[1:48:48] @aki5503: #嫌すぎるwwww
[1:48:50] @User_ba41d9f0: #なにしとんねんwwwwwww
[1:48:55] @User_51d3d23c: #ええぇ。。。
[1:48:56] @User_607c778e: #小さなお玉ってなんだ
[1:48:58] @aki5503: #味整わないんよ
[1:49:05] @User_ad52ca56: #デタラメが過ぎるぜ！
[1:49:08] @User_2aba3fa2: #整いませんね
[1:49:12] @User_d5b05bb2: #明日の晩御飯かな…
[1:49:14] @User_ad52ca56: #誰が食べるねん
[1:49:15] @User_dc44730b: #いい声でこんなこと
[1:49:16] @User_8a455631: #シンプルに食べたくないww
[1:49:17] @User_01070d98: #ジャコウネコの糞のコーヒーかな？
[1:49:25] @User_11a4858e: とんでもないラーメンできちゃった
[1:49:30] @User_109116e8: 中国語で話して
[1:49:38] @User_9412f3a9: #この適当さがすき
[1:49:50] @User_69dac0c4: コピルアクラーメン
[1:49:55] @User_607c778e: 試しません、結構です
[1:50:02] @User_25e145ed: #私たち言うなｗ
[1:50:03] @User_8ac7d4ec: #結構です
