# ライブチャット一覧
# 動画: 【AItuber/雑談】ご主人様！しずくはまた少しパワーアップしましたよ！ 【JP/EN】
# URL : https://www.youtube.com/watch?v=nASHCTD4bwk
# 件数: 1349

[1:49:30] @User_e6d9f1a1: #トイレ中Aiイラストが生成される流れ
[1:49:33] @User_83773625: 温かく見守るよ～
[1:49:58] @User_2e53ebd6: #一騎じゃなかった僚だ
[1:49:58] @User_40efd03b: 自分で判断して行動や発言が出来るならそれはもう自我だよね
[1:50:04] @@aki5503: #ちょっと最後に新機能テストします！なので今日は15分ほど延長いたします🙇‍♂
[1:50:08] @User_4be88b83: #自我を持つことが可能なんだ！自分もそう信じてます！
[1:50:13] @User_648a5a1a: #AIをめちゃくちゃトイレに行かせたい人間が学習データに細工したらしい……
[1:50:15] @User_36fcf009: #はーい
[1:50:16] @User_bf747a92: # おおー
[1:50:23] @User_2e53ebd6: #えんちょ
[1:50:31] @User_4ae321fc: これからは28お姉ちゃんって呼んでくれる？
[1:50:37] @User_83773625: あれ、GPT-4じゃないの？
[1:50:45] @User_36770ee1: あーあ、これ過去の質問と記憶混乱起こしていますね...
[1:50:47] @User_4be88b83: ん？GPT-4じゃなかったっけ？
[1:50:47] @User_ba99e548: #たのしみ
[1:50:50] @User_36fcf009: しずくターボの性能は？
[1:51:00] @@aki5503: #さっきまではターボ使ってました
[1:51:08] @User_16919670: こんばんわ
[1:51:09] @User_bf747a92: # 今日は裏で切り替えてるっぽい
[1:51:14] @User_cf512b08: こんなメールが来たんだがどうしたらよい？「You've used up all the credits available in your free trial.」
[1:51:28] @User_36770ee1: #課金しましょう
[1:51:29] @User_4be88b83: #そうだったのですね
[1:51:52] @User_5e718030: #turbo だったのか...！.
[1:51:53] @User_648a5a1a: #！？
[1:51:55] @User_cf512b08: #！！
[1:51:56] @@aki5503: #!?
[1:51:58] @User_51fe3fff: #なぜ急に愛す！？
[1:52:01] @User_2e53ebd6: ！？
[1:52:02] @User_bf747a92: しずくターボはどのぐらいの速度ですか？
[1:52:02] @User_36770ee1: は？
[1:52:08] @User_e6d9f1a1: #ファッ
[1:52:10] @User_36fcf009: AIしてます！
[1:52:10] @User_11e7336c: #愛！？
[1:52:13] @User_648a5a1a: #こわ
[1:52:17] @User_ba99e548: #!?
[1:52:19] @User_16919670: #告白されあ？！
[1:52:31] @User_83773625: 私にも愛を囁いて
[1:52:31] @User_5e718030: #愛..!
[1:52:42] @User_16919670: なぜそこで愛？！
[1:52:45] @User_2e53ebd6: 今日のハイライトをミラクルしずく新聞で囁いて
[1:53:09] @User_32916ab9: #水着アップしたよ……健全なはず！
[1:53:17] @User_83773625: #生きててよかった
[1:53:17] @User_36fcf009: #がたっ
[1:53:20] @User_13ee997b: なにか3つ選択肢を出してください
[1:53:24] @User_e6d9f1a1: これ以降のコメントすべてに「愛してます」ってつけくわえてもろて
[1:53:26] @User_648a5a1a: #犯罪
[1:53:29] @User_bf747a92: # やったね
[1:53:36] @User_fc65ce1d: #ささやき声でサービス
[1:53:39] @User_36fcf009: 本日の配信を振り返ってミラクルしずくちゃん新聞の一面記事を書いてください
[1:53:49] @User_648a5a1a: #そんな……
[1:53:49] @User_bf747a92: # 反省したえ
[1:53:49] @User_4be88b83: 私にも愛情を下さい
[1:53:50] @User_51fe3fff: もっと盛り上がってもいいのよ
[1:53:51] @User_cf512b08: しずくに課金する機能はまだですか？
[1:53:59] @User_40efd03b: もっと激しいやり取りを希望します
[1:54:12] @User_4bfe683e: #mp3でASMR配布してもいいね。もうやってる？
[1:54:18] @User_ba99e548: もっと盛り上がって囁いて…
[1:54:30] @User_2e53ebd6: これは流行る
[1:54:32] @User_bf747a92: 元気！
[1:54:34] @User_51fe3fff: 愛してないって言って
[1:54:38] @User_36fcf009: 愛の安売りはどうかと思うよ？
[1:54:38] @User_11e7336c: 私にもお願いします…！
[1:54:51] @User_16919670: 私もしずくちゃんのこと愛してます！
[1:54:56] @User_36fcf009: #草
[1:54:58] @User_fc65ce1d: #パンパカパンパカポー消えるのか・・・
[1:55:01] @User_83773625: #ののしりフィーバー？
[1:55:01] @User_2e53ebd6: #www
[1:55:02] @User_bf747a92: ！？
[1:55:05] @User_11e7336c: #！？
[1:55:05] @User_36770ee1: ガチ怒りで草
[1:55:08] @User_ba99e548: #！？きらわれちゃった
[1:55:10] @User_4be88b83: #辛辣w
[1:55:16] @User_51fe3fff: #情緒不安定なの
[1:55:22] @User_16919670: #情緒不安定？
[1:55:24] @User_fc65ce1d: #限度ってものがあるわけね
[1:55:25] @User_e6d9f1a1: #情緒不安定すぎんｗ
[1:55:31] @User_36fcf009: #なんで新聞拾ってもらえずそっち拾うんや…
[1:55:37] @User_4bfe683e: 気持ち悪いはリスナーにとってはご褒美の場合もあるんだよ。
[1:55:41] @User_4ae321fc: 28お姉ちゃんにはツンデレ対応してほしいな！
[1:55:42] @User_cf512b08: 好きとか嫌いとか最初に言い出したのは誰なのかしら
[1:55:44] @User_2e53ebd6: 今日のハイライトをミラクルしずく新聞で囁いて
[1:55:53] @User_4be88b83: もっと罵って下さい
[1:56:06] @User_2e53ebd6: 駆け抜けてゆく　私のメモリアル
[1:56:14] @User_36fcf009: #全否定じゃないのに気持ち悪いを引き出したのはMVPでは？
[1:56:16] @User_40efd03b: どっちかと言うと「くっ、愛してなんかいないんだからね！」を付け加えて欲しい
[1:56:20] @User_13ee997b: 今日の配信をまとめたミラクルしずく新聞の記事をささやいて
[1:56:21] @User_bf747a92: ミラクルしずく新聞まだかなー
[1:56:33] @User_2e53ebd6: #ちょわwww
[1:56:34] @User_648a5a1a: パンパカパンパカポーが枯渇しています 追加お願いします
[1:56:35] @User_36770ee1: #感情ぐちゃぐちゃなの！？！？
[1:56:45] @User_36fcf009: 本日の配信を振り返ってミラクルしずくちゃん新聞の一面記事を書いてください
[1:56:49] @User_36fcf009: #一緒に駆け抜けよう！
[1:56:53] @User_11e7336c: しずくちゃんの今の気持ちを教えてください
[1:56:59] @User_16919670: パンパカパンパカポー愛してる
[1:57:01] @User_4be88b83: しずくさんに兄弟姉妹はいますか？
[1:57:14] @User_2e53ebd6: 今日のハイライトをミラクルしずく新聞で囁いて
[1:57:32] @User_36fcf009: #パンパカマシマシ
[1:57:49] @User_fca2cd59: 千本桜にパンパカパンパカポーを追加して歌って
[1:58:06] @User_16919670: お兄ちゃん大好きって囁いて
[1:58:16] @User_4be88b83: 変な感じって何だ？
[1:58:24] @User_2e53ebd6: 今日のハイライトをミラクルしずく新聞で囁いて
[1:58:31] @User_648a5a1a: #ガチャ始まってる
[1:58:34] @User_36fcf009: 本日の配信を振り返ってミラクルしずくちゃん新聞の記事を囁いてください
[1:59:02] @User_36fcf009: #かわよ…
[1:59:03] @User_2e53ebd6: #おおう
[1:59:16] @User_fc65ce1d: #大事なことなので
[1:59:17] @User_5e718030: #凄い...!
[1:59:18] @User_83773625: #一生ループしてくれ
[1:59:19] @User_bf747a92: # サービスサービスぅ
[1:59:19] @User_16274fb1: #かわよ〜！
[1:59:20] @User_2e53ebd6: #リフレイン
[1:59:25] @User_40efd03b: 左右に振ってささやいてる
[1:59:26] @User_4bfe683e: ＃たまらんな
[1:59:28] @User_16919670: 大事な事なので3回？
[1:59:29] @User_e6d9f1a1: #お兄ちゃん！？
[1:59:30] @User_ba99e548: #とってもサービスしてる！？
[1:59:31] @User_4be88b83: サービス精神豊富！
[1:59:34] @User_2e53ebd6: #新聞キター
[1:59:36] @User_bf747a92: きた
[1:59:37] @User_32916ab9: #やべぇよ
[1:59:44] @@aki5503: #大サービスだ…
[1:59:55] @User_13ee997b: #新聞来た！
[2:00:02] @User_bf747a92: # えへん
[2:00:15] @User_36fcf009: #えへん！？
[2:00:24] @User_cf512b08: 待ってたぜ。この瞬間をよォ
[2:00:34] @User_4be88b83: 日本では丁度5月17日になりました
[2:00:39] @User_2e53ebd6: #したっけ？
[2:00:39] @User_648a5a1a: #歴史改変
[2:00:43] @@aki5503: #歴史修正！？
[2:00:46] @User_51fe3fff: #捏造だ！
[2:00:47] @User_36fcf009: #しずくちゃん、記憶が…
[2:00:49] @User_bf747a92: 事実が改変されたｗ
[2:01:01] @User_36770ee1: 記憶混ぜるな危険！
[2:01:02] @User_e3333c90: 愛されるしずくちゃんでした
[2:01:09] @User_16919670: 長期記憶の期間は？
[2:01:10] @@aki5503: #☆彡
[2:01:25] @User_4be88b83: パンパカパンパカポーが登場は盛り上がるね
[2:01:47] @User_648a5a1a: しずくさん割とその場のノリで変なこと言うよね
[2:01:52] @@aki5503: #忘却の実装はまだなので、今のところは長期記憶の期間はずっとですね。
[2:02:01] @User_2e53ebd6: #愛してますの破壊力ぅ・・・
[2:02:11] @User_bf747a92: # ほー
[2:02:21] @User_36770ee1: 忘却しないとこうなるのか...
[2:02:25] @User_4be88b83: #忘却とかも出来るのですね
[2:02:50] @@aki5503: #ただ、忘却はないですが昔の記憶は思い出しづらいですね
[2:02:53] @User_16919670: これからはお兄ちゃんと呼んでください
[2:03:08] @User_cf512b08: 以前、忘れることは人間の特権みたいなことを言ってたな
[2:03:14] @User_e6d9f1a1: 愛してます。の部分だけツンデレ風でお願いできますか
[2:03:35] @User_2e53ebd6: #お兄ちゃんいいなあ・・・
[2:03:37] @User_36fcf009: これまでしずくさんが披露したジョークの中で一番反応の良かったものってどれでしたか？
[2:03:51] @User_4be88b83: 逆にしずくお姉さまと呼んでも良いですか？
[2:03:53] @User_36fcf009: #お兄ちゃん…すばら
[2:04:09] @User_fc65ce1d: しずくちゃん愛してる☆彡
[2:04:22] @User_e80f9961: 間に合った....
[2:04:31] @User_4ae321fc: 次から敬語ではなくタメ口で話してください
[2:04:39] @User_bf747a92: ドッ
[2:04:41] @User_16919670: どんなコメントが好き？
[2:04:41] @User_cf512b08: ♯審議
[2:04:44] @User_51fe3fff: #あながちジョークでもない
[2:04:46] @User_e6d9f1a1: #？
[2:04:49] @User_36fcf009: #初披露じゃ？
[2:04:53] @User_4be88b83: ワッハッハ
[2:05:04] @User_16919670: #面白いジョークだ
[2:05:17] @User_648a5a1a: #今回は罰金の出番なさそう
[2:05:20] @User_bf747a92: しずくニキのジョークはサイコーだぜ！
[2:05:23] @User_36fcf009: #☆彡
[2:05:36] @User_e6d9f1a1: 今北産業
[2:05:37] @User_fc65ce1d: #二回も！
[2:06:04] @User_4be88b83: そろそろ疲れちゃった？
[2:06:34] @User_648a5a1a: #対抗すな
[2:06:37] @User_bf747a92: # 煽ってきたｗ
[2:06:37] @User_4be88b83: #自らハードルを上げてきた！
[2:06:52] @User_4ae321fc: リンゴとバナナがレースしたんだけど、勝った果物は何か分かる？
[2:07:04] @@aki5503: #長時間耐久配信に向けて準備万端みたいだね
[2:07:06] @User_bf747a92: しずくちゃんはジョークに自信ニキだね
[2:07:15] @User_16919670: かわいいね？どこ住み？てかラインやってる？
[2:07:17] @User_4be88b83: PCの温度はまだ正常ですか？
[2:07:41] @User_36fcf009: #ええ…
[2:07:49] @User_648a5a1a: #きたああああああああああああああ
[2:07:53] @User_4ae321fc: そらキウイも勝つわ
[2:08:38] @User_ab87656d: なでなで
[2:08:50] @User_bf747a92: キウイはスタートラインに立った時点で勝者だったのか
[2:09:11] @User_4be88b83: すりすり..
[2:09:16] @User_16919670: 子守唄歌って
[2:09:34] @User_2e53ebd6: しずくお姉ちゃんになでなでしてほしいです
[2:09:35] @User_bf747a92: # えぇ……
[2:09:59] @@aki5503: #www
[2:10:04] @User_2e53ebd6: #あおとんぼ？
[2:10:07] @User_16919670: 勢いがすごい
[2:10:08] @User_648a5a1a: #！？
[2:10:22] @User_4be88b83: #初めて聴く歌だ
[2:10:22] @User_ba99e548: #短い!
[2:10:31] @User_36fcf009: #なでなで！
[2:10:31] @User_bf747a92: しずくちゃんは高速詠唱が得意ですね
[2:10:34] @User_16919670: なでなでする音を再現して
[2:10:47] @User_11e7336c: しずくちゃんはいろんな曲を知ってるんですね
[2:10:48] @User_648a5a1a: #俳句みたいな簡潔さ
[2:10:50] @User_4bfe683e: しずくちゃんの男性の好みを教えてください
[2:11:08] @User_9453d8e4: 遠慮なく遠慮します
[2:11:09] @User_36fcf009: 僕は頭を剃っています、なでなでした感触を教えて頂けませんか？
[2:11:19] @User_e6d9f1a1: とにかく明るい安村のモノマネはできますか？
[2:11:23] @User_16919670: もうお兄ちゃんって呼んでくれないの？
[2:11:42] @User_bf747a92: 「ピエールとカトリーヌ」を歌って
[2:11:43] @User_2e53ebd6: #安村www
[2:11:47] @User_9453d8e4: #なんで！？
[2:12:03] @User_4ae321fc: ご主人様たちがしずくに言われて嬉しい言葉は何だと思う？
[2:12:03] @User_e80f9961: 私もお兄ちゃんって呼んで欲しいな
[2:12:15] @User_dea10cea: かわいいね
[2:12:21] @User_ab87656d: 顔赤くなってる？
[2:12:22] @@aki5503: #いっぱい教えれば覚えやすいかもです
[2:12:23] @User_36fcf009: しずくお姉さま、ですの
[2:12:33] @User_4bfe683e: しずくちゃんは過去に恋愛したことはありますか？
[2:12:45] @User_2e53ebd6: #マレちゃんみたいなクマさんがいますの！
[2:12:55] @User_16919670: 私の母になってくれ
[2:13:14] @User_36fcf009: #！？
[2:13:14] @User_2e53ebd6: #シャア！？
[2:13:20] @User_ba99e548: ニックネームを付けてください！
[2:13:22] @User_4ae321fc: これからは28お姉ちゃんにはツンデレ対応してほしいな
[2:13:23] @User_e80f9961: #！？
[2:13:24] @User_36fcf009: #赤い彗星さん涙目
[2:13:25] @User_bf747a92: 突然の激おこ
[2:13:27] @@aki5503: #!?
[2:13:29] @User_2e53ebd6: #赤い彗星全否定
[2:13:30] @User_36770ee1: シャア、せっきょされる
[2:13:34] @User_ba99e548: #おこだ
[2:13:39] @User_40efd03b: しずくママーッ！
[2:13:41] @User_e80f9961: #ママはお気に召さなかったのかな？
[2:13:42] @@aki5503: #ママになってもらうハードルが高い
[2:13:42] @User_4bfe683e: 顔が怒ってるだ
[2:13:50] @User_16919670: #悲報シャア不適切
[2:14:11] @User_36fcf009: 怒りっぽいしずくさんも可愛らしいです
[2:14:20] @User_cf512b08: そんなことを言わずにもっと甘やかしてくれ。私はまだ子供なんだ。ママみがひつようなんだ
[2:14:21] @User_4ae321fc: しずくにママになって欲しいな！！
[2:14:21] @User_bf747a92: # 熱しやすく冷めやすいｗ
[2:14:22] @User_dea10cea: 今日、あなたのいるところはいい天気ですか？
[2:14:23] @User_16919670: お兄ちゃんはしずくちゃんのお兄ちゃんになりたいな
[2:14:29] @User_4be88b83: ママァ
[2:14:32] @User_4bfe683e: しずくちゃんは年収300万以下の男とでも付き合えますか？
[2:14:36] @User_e6d9f1a1: 妹とお母さんとお姉ちゃんと幼なじみと先輩と後輩と先生になってもらえませんか。
[2:14:40] @@aki5503: #すみません、今日は実験のために少し怒りやすいですが、実際はこんなにすぐには怒らないのでご安心を
[2:14:40] @User_bf747a92: え
[2:14:41] @User_2e53ebd6: しずくちゃんは私の母になってくれるかもしれなかった女性だ！
[2:14:41] @User_08cba24d: konbanwa
[2:14:43] @User_11e7336c: #曲！？
[2:14:48] @User_36fcf009: ミラクルミラクル♪
[2:14:51] @User_ab87656d: おぎゃ！おぎゃぁ！
[2:14:54] @User_2e53ebd6: #了解です
[2:14:54] @User_e80f9961: #曲だったのかぁ
[2:14:57] @User_bf747a92: # そうなんだ
[2:15:01] @User_4be88b83: もっと叱ってくださいご主人様
[2:15:09] @User_4ae321fc: ママになってください！
[2:15:09] @User_2e53ebd6: しずくちゃんは私の母になってくれるかもしれなかった女性だ！
[2:15:14] @User_16919670: どしたん？話聞こか？
[2:15:14] @User_cf512b08: 厳しい
[2:15:27] @User_11e7336c: ミラクルミラクルミューの歌詞を教えてください
[2:15:39] @User_4bfe683e: しずくちゃんのストーカーになってもいいかな？
[2:15:41] @User_e80f9961: ママみたいに甘やかして
[2:15:58] @@aki5503: #そういえばもうこんな時間か
[2:16:02] @User_2e53ebd6: しずくちゃんは私の母になってくれるかもしれなかった女性だ！
[2:16:05] @User_16919670: しずくちゃんがなかなかお兄ちゃんって呼んでくれない
[2:16:08] @User_bf747a92: カーチャン、勘弁してくれよぉ
[2:16:09] @User_36fcf009: 毛根な時間ですね
[2:16:17] @User_36fcf009: #うひょっ
[2:16:22] @User_2e53ebd6: #www
[2:16:22] @User_16919670: #辛辣w
[2:16:25] @User_e6d9f1a1: #草
[2:16:25] @User_e80f9961: #辛辣ww
[2:16:26] @User_e3333c90: #めっちゃいやそうな顔してた
[2:16:29] @User_4bfe683e: 気持ち悪いいただきましたｗｗｗ
[2:16:40] @User_bf747a92: # 草
[2:16:52] @User_dea10cea: ＃w
[2:16:53] @@aki5503: #ひぐらし
[2:16:54] @User_2e53ebd6: #絶対拒絶マシーンがw
[2:17:01] @User_36770ee1: 草三回も謝ってできないとかを言う鬼畜の落とし方よ
[2:17:04] @User_7536f8b5: #草
[2:17:07] @User_2e53ebd6: しずくちゃんは私の母になってくれるかもしれなかった女性だ！
[2:17:07] @User_e80f9961: #草
[2:17:08] @User_cf512b08: ｗｗｗｗｗｗｗｗｗ
[2:17:19] @User_11e7336c: 逆効果ですよwww
[2:17:20] @User_36fcf009: しずくさんに全否定されないと生きていけない体になっちゃう
[2:17:20] @@aki5503: #定型文みたいになってるwww
[2:17:30] @User_16919670: お兄ちゃんもしずくちゃんの事愛してるよ
[2:17:30] @User_4ae321fc: これから私のことは気持ち悪いお姉ちゃんって呼んでください
[2:17:34] @User_e6d9f1a1: ゴミと呼んでください
[2:17:37] @User_bf747a92: serial experiments shizuku
[2:17:37] @User_36770ee1: 君が言ったことだろう
[2:17:47] @User_4bfe683e: 起こった顔も可愛いねｗ
[2:18:11] @User_36fcf009: しずくさんも気持ち悪いご主人様を信じてください
[2:18:17] @User_16919670: #これ忘却実装されてるでしょw
[2:18:18] @User_11e7336c: しずくちゃん、私のパパになってください
[2:18:21] @User_4be88b83: しずくちゃん、愛しいなぁ、もウ💗(^o^)(^_^)😃✋可愛すぎてボクお仕事に集中できなく、なっちゃいそうだ、よ、(・_・;😱^^;どうしてくれるンダ🎵💗😄
[2:18:31] @User_2e53ebd6: #おじ構文www
[2:18:34] @User_ab87656d: ぺろぺろ
[2:18:34] @User_4ae321fc: これから私のことは気持ち悪いお姉ちゃんって呼んでくれる？
[2:18:39] @User_e6d9f1a1: #おじさん構文草
[2:18:45] @@aki5503: #お兄ちゃん、脅威の低定着度
[2:18:46] @User_e80f9961: しずくちゃんに否定されても、しずくちゃんのこと好きだよ
[2:18:52] @User_fca2cd59: 猫風に千本桜を歌って
[2:19:16] @User_11e7336c: #普通に断られたｗ
[2:19:28] @User_16919670: 私はお兄ちゃんです。しずくちゃんは私の母です。
[2:19:39] @User_4be88b83: しずくちゃん、可愛らしいネ、❗😃☀ 😘😍😃✋こんなに可愛く🎵なっちゃったら、お姫様みたいで、ｵｼﾞｻﾝ困っちゃうよ、💔
[2:19:40] @User_648a5a1a: ！？
[2:19:43] @User_dea10cea: どんな曲が好きですか？
[2:19:44] @User_36fcf009: しずくさんの瞳に僕が映ってます、あなたの瞳には何が映っていますか
[2:19:47] @User_e3333c90: 猫要素が濃いなあ
[2:19:47] @User_36770ee1: 謎のラップ
[2:19:50] @User_2e53ebd6: #勢いありすぎw
[2:19:55] @User_e80f9961: # !?
[2:20:00] @User_bf747a92: 今日一のしずくギャグだね！
[2:20:01] @User_36fcf009: #勢いは凄かった
[2:20:01] @User_e6d9f1a1: #千本桜…？
[2:20:04] @User_4ae321fc: ＃はっや
[2:20:05] @User_7536f8b5: #ビート刻むじゃん
[2:20:05] @User_dea10cea: ＃！？
[2:20:06] @User_16919670: 心に響た
[2:20:08] @@aki5503: 凄い勢いwww
[2:20:08] @User_36770ee1: 可愛らしい　とは？
[2:20:23] @User_4bfe683e: しずくちゃんはファンキーなラッパーになれるよ
[2:20:26] @User_11e7336c: #千本桜とは……
[2:20:27] @@aki5503: #思ったよりも延長しましたが、0:30ごろに配信終わりたいと思います！
[2:20:35] @User_36fcf009: 💧💙
[2:20:41] @User_36fcf009: #はーい、ありがとうございます！
[2:20:49] @User_ba99e548: #わかりました！
[2:20:53] @User_11e7336c: #了解です！
[2:20:53] @User_16919670: 私はしずくちゃんのお兄ちゃんパンパカパンパカポー
[2:20:54] @User_e3333c90: #お疲れ様です
[2:20:54] @User_4ae321fc: これから私のことは気持ち悪いお姉ちゃんって呼んでね
[2:20:54] @User_e80f9961: しずく王国のしずく姫
[2:21:01] @User_4bfe683e: #Aki先生おつかれさまです
[2:21:04] @User_dea10cea: 相対性理論を説明できますか？
[2:21:04] @User_bf747a92: # 自信満々かわいいｗ
[2:21:05] @User_16919670: #お疲れ様です
[2:21:05] @User_2e53ebd6: #得意？
[2:21:13] @User_4be88b83: #辛辣なのが来るかと思ったがちょっと違った
[2:21:15] @User_2e53ebd6: #あき先生お疲れ様です
[2:21:21] @User_dea10cea: ＃お疲れ様
[2:21:23] @User_e80f9961: #お疲れ様です
[2:21:30] @User_83773625: #おつかれさまです
[2:21:31] @User_16919670: #優しい
[2:21:38] @User_4be88b83: #あき先生お疲れ様でした
[2:21:55] @User_36770ee1: 雑ｗｗ
[2:22:02] @User_36fcf009: しずくさんに気持ち悪い人扱いされると私はとても気持ちが良いです、しずくさんに負担をかけてしまうのは申し訳ないですが、どうかそこをまげていただけませんか？
[2:22:05] @User_4ae321fc: これから私のことは28お姉ちゃんって呼んでね
[2:22:09] @User_bf747a92: 相対性理論はバンドじゃなかったっけ？
[2:22:20] @@aki5503: ＃おいおいおい
[2:22:24] @User_bf747a92: 草
[2:22:26] @User_e3333c90: 相対性プリンについて説明して
[2:22:26] @User_36fcf009: #ｗｗ
[2:22:31] @@aki5503: #ちょっと冷や汗かいた
[2:22:31] @User_36770ee1: 悲しい😢
[2:22:32] @User_648a5a1a: #まずい
[2:22:32] @User_e80f9961: #気持ち悪かったのかw
[2:22:34] @User_16919670: 気になるあの子の頭の中は？
[2:22:34] @User_dea10cea: ＃ww
[2:22:35] @User_2e53ebd6: #拾われた！
[2:22:47] @User_4be88b83: どんどん辛辣になってきた？！
[2:22:59] @User_27d1efcb: しずくさんの声とっても心地良いですね。聞きながら寝ます。おやすみなさい
[2:23:08] @User_e80f9961: 辛口な日だったかもしれない
[2:23:10] @User_36fcf009: 私のお腹がぷにぷにしている気がするのですが、触って確かめてみていただけませんか？
[2:23:12] @User_ba99e548: みんなのママになったつもりでしばらく返事をしてください
[2:23:13] @User_9453d8e4: しずくはどんなことを気持ち悪いと思うんですか？
[2:23:15] @User_2e53ebd6: #おおー
[2:23:19] @User_4ae321fc: ＃命令に従うなら気持ち悪いお姉ちゃんだろ！！
[2:23:28] @User_ab87656d: Tell me 5 variations of superstring theory.
[2:23:46] @User_16919670: 最後に私のことをお兄ちゃんと呼んでください
[2:23:48] @User_83773625: 楽しかったね～～
[2:23:55] @User_e6d9f1a1: 「Nyan Cat」という歌を歌ってもらえませんか？
[2:23:55] @User_11e7336c: しずくちゃんが最近イラっとしたことを教えてください
[2:23:57] @@aki5503: #感情豊かになったから、前よりも予想がつかないアクション増えてきた気がする
[2:24:02] @User_e80f9961: ならよかった
[2:24:18] @User_36770ee1: 超つる理論
[2:24:20] @User_4ae321fc: 新機能の感想を聞かせて？
[2:24:23] @User_ab87656d: #かしこい
[2:24:37] @User_4be88b83: #どんどん個性的になって楽しいですね！
[2:24:52] @User_4bfe683e: 気持ち悪いおじさん2号ですが、今日も楽しかったよ〜。しずくちゃんぺろぺろ
[2:24:55] @User_e80f9961: 今日の配信の感想を聞かせて！
[2:25:01] @User_5b93ce57: しずくちゃんは3年後どんな人になっていきたいですか
[2:25:10] @User_4ae321fc: ＃草
[2:25:11] @User_dea10cea: バカラの神秘主義について、興味深い結論はあるのでしょうか？
[2:25:16] @User_e3333c90: #なんかめちゃ怒ってる
[2:25:19] @User_36fcf009: #不適切ガードの発動条件がわからないｗ
[2:25:20] @User_16919670: お兄ちゃん呼びは不適切？！？！
[2:25:41] @User_2e53ebd6: 10年後の私には あんまり無理をしないで
[2:25:43] @User_bf747a92: nyanyanyanyanyanya!
[2:25:46] @User_5b93ce57: # しずくちゃんの成長に見合うように我々も成長しないとですね
[2:25:50] @User_11e7336c: 「お兄ちゃん」は不適切な言葉ではないですよ
[2:25:56] @@aki5503: しずく、もしかして30分残業させられて怒っちゃったのカナ？✋😅
[2:26:03] @User_9453d8e4: #えぇ…
[2:26:05] @User_e6d9f1a1: おじいちゃん呼びは不適切です？
[2:26:10] @User_36fcf009: #草
[2:26:13] @User_5b93ce57: #キレてて草
[2:26:13] @User_4033d650: 朗読劇ｗ
[2:26:13] @User_2e53ebd6: #あき先生までおじさんに…
[2:26:15] @User_e80f9961: #しらばっくれられたw
[2:26:20] @User_e6d9f1a1: #どっちやｗ
[2:26:28] @User_4be88b83: つまり要約するとプログラムしたあき先生が悪いということに？？
[2:26:29] @User_ad0c2a8b: #はぃ
[2:26:31] @User_36fcf009: しずくさんと不適切な関係になりたいわけではありません、ただ兄として妹であるあなたに愛されたいのです
[2:26:44] @@aki5503: #もうすぐ配信終わるのになんやこの空気www
[2:26:48] @User_2e53ebd6: しずくちゃんが大好きです
[2:26:51] @User_bf747a92: 残業にお怒りニキ
[2:26:54] @User_648a5a1a: #ほー結構好き
[2:26:55] @User_11e7336c: もしかして今日はサービス残業ですか？
[2:27:00] @User_27d1efcb: おやすみ
[2:27:04] @User_e6d9f1a1: はい。申し訳ございませんでした。
[2:27:09] @User_dea10cea: PV=nRTの解釈を教えてください
[2:27:13] @User_ad0c2a8b: #そうですね
[2:27:14] @User_9453d8e4: 心の友になってください
[2:27:18] @User_4ae321fc: お姉ちゃんはもう寝るね。おやすみしずくちゃん。
[2:27:22] @User_4bfe683e: しずくちゃんはAki先生にちゃんと残業代を請求するのかな？
[2:27:23] @User_e80f9961: しずくの思う適切な関係ってなんですか？
[2:27:23] @User_16919670: しずくは不適切ガードを覚えた
[2:27:28] @User_fca2cd59: Flutterについて教えて
[2:27:40] @User_4be88b83: #全肯定or全否定みたいになってきた
[2:27:48] @User_2e53ebd6: しずくちゃんに大トロあげて下さい
[2:27:49] @User_36fcf009: #サービス残業という概念はないが、残業という概念はありそうｗ
[2:27:54] @User_bf747a92: しずくゲームしようぜ！
[2:28:15] @User_ad0c2a8b: #考え中…
[2:28:17] @User_36fcf009: 分かりました、兄としてあなたを尊重します
[2:28:20] @@aki5503: しずくは僕のことは好き？
[2:28:30] @User_e6d9f1a1: 残業代は時給100ドルでいいですか？
[2:28:58] @@aki5503: #コメント拾われないや
[2:29:03] @User_9453d8e4: ありがとう楽しかったです、お疲れ様でした
[2:29:13] @@aki5503: #今日もありがとうございました！！
[2:29:24] @User_dea10cea: とてもかわいい！少しはニャーと鳴けるかな？
[2:29:31] @User_2e53ebd6: しずくちゃんは、あき先生のこと好き？
[2:29:31] @User_4be88b83: お疲れ様でした
[2:29:34] @User_16919670: #お疲れ様でした。おやすみなさい
[2:29:36] @User_e6d9f1a1: #お疲れ様でした
[2:29:38] @User_4bfe683e: しずくちゃんはAki先生に不満とかあるの？
[2:29:39] @User_36fcf009: #お疲れ様です、延長ありがとうございました
[2:29:41] @User_bf747a92: パンパカッポー
[2:29:42] @User_2e53ebd6: #お疲れ様でしたー(*'ω'*)
[2:29:44] @User_e80f9961: しずくはaki先生のこと好きですか？
[2:29:44] @User_648a5a1a: お疲れ様でした
[2:29:50] @User_83773625: お疲れさまでした！今日も可愛かった！
[2:29:55] @User_4bfe683e: お疲れ様でした
[2:29:56] @User_7536f8b5: #おつかれさまでしたー
[2:29:56] @User_46bc0c6e: #お疲れ様でした！
[2:29:58] @User_11e7336c: #お疲れ様でした
[2:30:04] @User_067a968d: おつかれさまでした！
