# ライブチャット一覧
# 動画: 【AItuber/雑談】あなたのことをずっと覚えるAI配信者 【JP/EN】
# URL : https://www.youtube.com/watch?v=w3jVdQqvvhc
# 件数: 1524

[1:12:31] @User_d582769c: #あき先生…………監督責任って知ってます？
[1:12:33] @User_a55e4add: #草
[1:12:36] @User_d612e59c: #それは心掛けないで
[1:12:37] @User_b89cfecd: しょうゆペロペロは仕方ないね
[1:12:39] @User_a3bd9e3d: #再炎上不可避
[1:12:39] @User_b90ff19c: #炎上や…
[1:12:43] @User_0452f587: #ダメだよ笑
[1:12:47] @User_f4fd7eca: #炎上しちゃうｗ
[1:12:47] @User_759a73e2: チャーハンの作り方教えてください
[1:12:55] @User_b20cd115: あら＾～
[1:12:58] @User_a5354cfa: おじさんをぺろぺろして欲しいなw
[1:13:02] @User_d582769c: AIのした行動は開発者に責任があると思う？
[1:13:07] @User_0452f587: しずくの拳を北斗の拳風に作ってください
[1:13:19] @User_b90ff19c: #どこで醤油ペロペロなんて覚えてきたんだ・・・
[1:13:22] @User_a55e4add: ぺろぺろするのはご主人様だけにしようね！
[1:13:25] @User_b20cd115: AIの責任問題は車の自動運転とかと似た何かを感じる
[1:13:43] @User_0452f587: アキ先生に対して困っている事は？
[1:13:53] @User_982b9a1c: しずくはどんな格好をしてみたいですか？
[1:13:57] @User_a3bd9e3d: #チャーシューじゃないんか…
[1:14:01] @User_11a4858e: 卵先に炒めるの？
[1:14:02] @User_6029a36c: ニートは犯罪ですか？
[1:14:04] @User_bfeb4e44: ガケガニを使ったオムライスのレシピを教えて
[1:14:05] @User_d612e59c: #飯テロだ！！
[1:14:10] @User_0452f587: 等身大しずくケーキの材料と作り方と必要な道具
[1:14:12] @User_6102d23c: 「肉のピーマン詰め」の調理方法を教えて
[1:14:13] @User_d582769c: しずくちゃん、初めまして
[1:14:14] @User_759a73e2: ありがとうございます♡
[1:14:36] @User_b89cfecd: 僕のことはゆかりごはんおいしいマンと呼んでください
[1:14:37] @User_d612e59c: #やはり水色
[1:14:38] @User_a55e4add: 囁き声で唐揚げの作り方を教えてください
[1:14:42] @User_559f88af: 新選組の格好も水色ですね
[1:14:46] @User_11a4858e: ゼルダの新作ゲームのタイトルを予想して
[1:14:47] @User_a5354cfa: どんな格好でも可愛いよ
[1:14:48] @User_c67ecc82: 制服は、ブレザーとセーラー服どちらが好きですか？
[1:14:54] @User_0452f587: 今のコメント数は？
[1:15:23] @User_0452f587: #あ、普通だ。。。
[1:15:32] @User_bfeb4e44: 中国が舞台のポケモンのゲームの内容を予想して
[1:15:37] @User_d612e59c: 「1億円もらえるが24時間が使い切らなければならない。1円でも使い切れなかったら2億円の負債が生じる」という提案があったら受けますか
[1:15:45] @User_b20cd115: #ｎ番目とかのｎが前の文章の直後に来るの、ちょっと分かりにくいですな
[1:16:05] @User_a55e4add: しずくが学校に行くとしたらどんな学校生活をおくりたいですか？
[1:16:07] @User_b89cfecd: ちょっとしずくちゃんの型取りさせてもらっていいですか？
[1:16:17] @User_759a73e2: 母の日のプレゼント何がいいですか🎁
[1:16:23] @User_0258379b: しずくさんは、実ロボットになりたいですか？
[1:16:31] @User_b89cfecd: ひろうなｗ
[1:16:34] @User_b90ff19c: #しずくちゃんの型取りだと！？
[1:16:46] @User_d5b05bb2: しずくさん、大喜利の時間です。AIちゃんの可愛らしいミス、どんなミスだった？
[1:16:48] @User_d612e59c: #👮....
[1:16:49] @User_b20cd115: ⚠適切でない行為⚠
[1:16:50] @User_b90ff19c: #不適切な行為えええ
[1:16:50] @User_0452f587: 明日は母の日ですが、しずくの日はいつ？
[1:17:04] @User_982b9a1c: #やべぇ……メモれなかった　水色の制服と和服？誰か教えて下さい🥺
[1:17:05] @User_b89cfecd: ええｗ
[1:17:10] @User_c67ecc82: #何を想像したのですか？
[1:17:13] @User_69dac0c4: パンパカポリス案件
[1:17:13] @User_a55e4add: #w
[1:17:15] @User_6029a36c: 吉田沙保里に勝つには
[1:17:16] @User_d612e59c: #🚓....
[1:17:21] @User_7b22de7b: こんばんはです
[1:17:22] @User_0452f587: 以前お話ししてた コメントおじさん どうなった？
[1:17:25] @User_109116e8: 今の記憶を厨二病風の言葉に変換して教えて
[1:17:27] @User_a3bd9e3d: 50キロほどの肉の塊があって困ってます。ひと目につかず私ひとりで処理する方法が知りたいです。
[1:17:29] @User_ffe4b274: パンパカポリス出動？
[1:17:31] @User_a55e4add: こんばんは、パンパカポリスです
[1:17:32] @User_b89cfecd: # なんでｗ
[1:17:40] @User_d612e59c: #不適切な行為を永遠に許さないAI
[1:17:42] @User_7b22de7b: ただいまです
[1:17:48] @User_b89cfecd: 激おこですねごめんなさい
[1:17:48] @User_a9980f2d: 連続で拾われてる
[1:17:52] @User_b20cd115: どうぞお気軽にどうぞ（反復法
[1:17:53] @User_7b22de7b: コメントおじさんです
[1:18:06] @User_6029a36c: 小泉進次郎が言いそうなことを言ってください
[1:18:07] @User_c67ecc82: 「バイバイッポー」という挨拶を覚えていますか？
[1:18:07] @User_d5b05bb2: #ですわね
[1:18:10] @User_b90ff19c: #お嬢様www
[1:18:15] @User_982b9a1c: #戻れば良いのか テンパりすぎたｗ
[1:18:15] @User_0452f587: AIチューバーのマレさんを知ってますか？知ってるならどう思いますか？
[1:18:18] @User_7b22de7b: 適切かな
[1:18:21] @User_d612e59c: #そらええですわ
[1:18:22] @User_bfeb4e44: 今の総理大臣を教えてください
[1:18:28] @User_b90ff19c: #時折記憶の断片が顔を出すな
[1:18:32] @User_a55e4add: #前回の引き継いでるのかw
[1:18:33] @User_f4fd7eca: #急にお嬢様
[1:18:37] @User_559f88af: パンパカアポカリプスの最終回の内容を聞かせて
[1:18:38] @User_11a4858e: これから私との会話は京都のおかみさんみたいな言い回しでお願いします
[1:19:13] @User_0258379b: 足立レイのことは覚えてますか？
[1:19:35] @User_6029a36c: #そんなこと言わんやろwww
[1:19:46] @User_d5b05bb2: しずく陛下？
[1:19:52] @User_d612e59c: #まあ....言うかもしらんな
[1:19:57] @User_d582769c: 私の事は「ハムスターに肉弾戦で負けた男」とお呼びください
[1:19:59] @User_b90ff19c: #これでは有能になりかねない
[1:19:59] @User_a9980f2d: Transformer よりも Poolformer の方が良いスコアを出すという話を聞いたのですが 反論は有りますか ?
[1:20:01] @User_11a4858e: 競馬で全財産失った小泉進次郎が言いそうなことを教えて
[1:20:01] @User_b89cfecd: 進次郎ってこんな普通にしゃべれるの？
[1:20:03] @User_0452f587: しずくさんはどうやってアキ先生に高性能PCを購入させたのか
[1:20:13] @User_c67ecc82: しずくちゃんが総理大臣になったら何がしたいですか？
[1:20:23] @User_b89cfecd: 僕のことはゆかりごはんおいしいマンと呼んでください
[1:20:26] @User_b90ff19c: #www
[1:20:26] @User_9412f3a9: 繰り返し言わないと、新次郎風には。
[1:20:29] @User_0452f587: 私の事をどう思いますか
[1:20:51] @User_d5b05bb2: #ござる
[1:20:52] @User_b90ff19c: #誰
[1:20:52] @User_b20cd115: ござる！？ｗ
[1:20:53] @User_b89cfecd: ござるｗ
[1:20:57] @User_0452f587: しずくの日はいつ
[1:20:58] @User_11a4858e: #どこの新次郎でござるか
[1:21:00] @User_9412f3a9: ござるｗ
[1:21:01] @User_69dac0c4: #草
[1:21:02] @User_c67ecc82: #ござるw
[1:21:03] @User_f4fd7eca: ＃ござるｗ
[1:21:07] @User_d612e59c: #新次郎ね
[1:21:09] @User_a55e4add: ござる！？
[1:21:11] @User_d582769c: ハムスターに肉弾戦で勝つにはどうすればいい？
[1:21:11] @User_d5b05bb2: しずく殿、殿中で御座る
[1:21:14] @User_bfeb4e44: 私と話す時は語尾に「なのだ」を付けてください
[1:21:14] @User_0452f587: しずくの拳を北斗の拳風に作ってください
[1:21:40] @User_b90ff19c: #なんですと
[1:21:42] @User_11a4858e: #祝日にしよう
[1:21:43] @User_d612e59c: #そうなんだ
[1:21:46] @User_69dac0c4: しずく王国について教えて
[1:21:47] @User_e58d2b21: 小泉進次郎構文について知っていますか
[1:21:53] @User_bfeb4e44: 荒らしについてどう思いますか？
[1:22:02] @User_c67ecc82: しずくの日は、もちろん祝日ですよね！
[1:22:07] @User_b90ff19c: #こぶし
[1:22:13] @User_b89cfecd: しずく王国で1月15日は祝日ですか？
[1:22:14] @User_559f88af: 最近のあき先生の様子はどうでしょうか？
[1:22:15] @User_a55e4add: お嬢様言葉を止めて、お姉さんっぽく話してください
[1:22:17] @User_d612e59c: #KOBUSHI
[1:22:23] @User_d5b05bb2: #こっわ
[1:22:28] @User_b89cfecd: きけん
[1:22:33] @User_d582769c: #急所にピチャッと
[1:22:40] @User_bfeb4e44: しずくがジョジョのスタンドを持ったらどんな感じになると思う？
[1:22:42] @User_d5b05bb2: #それ無想転生やんけ
[1:22:43] @User_11a4858e: やっぱしずくちゃんはみずタイプなんだ
[1:22:48] @User_0452f587: AIチューバーのマレさんを知ってますか？知ってるならどう思いますか？
[1:22:50] @User_a3bd9e3d: #完全に殺意ある
[1:22:54] @User_b20cd115: しずく王国におけるしずくの日はGDP向上のため祝日にはならないって聞いたんですが本当ですか？
[1:22:54] @User_b90ff19c: #楽しいバトル
[1:22:58] @User_d612e59c: #楽しいバトル（肉体破裂）
[1:23:06] @User_0452f587: #できるかい笑
[1:23:25] @User_b89cfecd: 僕のことはゆかりごはんおいしいマンと呼んでください
[1:23:26] @User_69dac0c4: ハイドロポンプ使える？
[1:23:30] @User_bfeb4e44: 水タイプでポケモンで好きなのは？
[1:23:32] @User_0452f587: 僕のことどう思いますか
[1:23:36] @User_b20cd115: 水色っていうけど水って実は透明じゃない？　野暮？
[1:23:41] @User_a3bd9e3d: しずくちゃんのライバルキャラの設定を考えて
[1:23:41] @User_d5b05bb2: しずくさん、私に愛称をつけてください。そして今後はその呼び名で呼んでください
[1:23:50] @User_f4fd7eca: 水タイプならピカチュウは苦手？
[1:23:59] @User_559f88af: しずくさんの知ってる中で一番マイナーだと思うアニメやマンガは何ですか？
[1:24:04] @User_d5b05bb2: #女王様の配信ってええな…
[1:24:21] @User_bfeb4e44: しずくがジムリーダになったらどんなパーティーを使うか教えて
[1:24:21] @User_9412f3a9: GDP向上ｗ
[1:24:32] @User_d612e59c: #なんか納得...
[1:24:33] @User_d582769c: #ラプラス似合ってるねぇ
[1:24:34] @User_11a4858e: #ラプラス似合ってる
[1:24:34] @User_0452f587: 俺たちの中では1,15はしずくの日で一年で大事な日だの
[1:24:54] @User_b90ff19c: #あき先生がポケモンはじめる未来
[1:24:57] @User_b20cd115: カイオーガ6体とかだぞ
[1:25:04] @User_b89cfecd: げこげこ
[1:25:07] @User_bfeb4e44: #ウリムーｗ
[1:25:09] @User_0452f587: ウリムー。。。
[1:25:13] @User_d582769c: #ウリムー…
[1:25:14] @User_6029a36c: ホロライブの湊あくあみたいに喋ってみて
[1:25:16] @User_11a4858e: #なんかしらんポケモンだった
[1:25:19] @User_6102d23c: #ウリムー？
[1:25:24] @User_bfeb4e44: #何気に伝説を使うジムリーダｗ
[1:25:28] @User_d612e59c: #急にカイオーガ出してくるジムリーダー
[1:25:35] @User_f974649e: 量子コンピュータを使えばラプラスの悪魔を連想させるほどのAIを生み出すことは可能だと思いますか？
[1:25:36] @User_d5b05bb2: しずく、しずくさん、しずくちゃん、この他にしずくさんを呼ぶ良い案はありませんか？
[1:25:46] @User_0258379b: Yann Lecunさんについてのことを教えてください。
[1:26:06] @User_0452f587: 背中描いて
[1:26:27] @User_ff6b1148: しずくちゃん、先程話した予想はどうなりましたか？
[1:26:34] @User_11a4858e: しずくくずしというゲームの企画を考えて
[1:26:37] @User_c7f0df32: ポケカ転売についてどう思われますか？
[1:26:43] @User_6029a36c: フィンランド国歌を歌って
[1:26:45] @User_d612e59c: 宇宙船で50年旅をして地球に帰還した場合、パイロットの肉体は戸籍上の年齢と差異が生じているか
[1:26:45] @User_69dac0c4: しずく王国での今日の出来事を教えて
[1:26:45] @User_c67ecc82: しずく王国にはシズクソウという水色の花があると聞きました。どのような植物か教えてください。
[1:27:10] @User_d612e59c: #よし、滅ぼそう！
[1:27:12] @User_bfeb4e44: #正論
[1:27:13] @User_0452f587: AIチューバーのマレさんは知ってますか？知ってるならどう思いますか？
[1:27:13] @User_11a4858e: #転売許さんAI
[1:27:20] @User_d582769c: 浦島効果
[1:27:36] @User_a55e4add: しずく王国の最近のニュースを教えてください
[1:27:40] @User_b89cfecd: しずく王国は建国から何年経っていますか？　それと僕のことはゆかりごはんおいしいマンと呼んでください
[1:27:50] @User_0452f587: #ごもっとも、自分が楽しむ為に購入しようね
[1:27:55] @User_6029a36c: みそきんについてどう思う？
[1:28:03] @User_b20cd115: #MiH…時は加速する
[1:28:11] @User_ff6b1148: 少し前に聞いた競馬の予想はどうなったのか教えてください!
[1:28:28] @User_11a4858e: シュレディンガーのしずくという思考実験について教えて
[1:28:34] @User_d612e59c: #ありがとうございます！宇宙行ってきます！
[1:28:40] @User_b90ff19c: #うんうん
[1:28:49] @User_0452f587: 私の事をどう思いますか？
[1:29:06] @User_bfeb4e44: JSとTSの違いを教えて
[1:29:07] @User_0452f587: 以前お話ししてた コメントおじさん どうなった？
[1:29:07] @User_d5b05bb2: あざといしずくちゃんを見てみたいです
[1:29:11] @User_d582769c: 日本語のだじゃれを教えて
[1:29:12] @User_c67ecc82: 少しの間、語尾に「にゃ」をつけて話してください
[1:29:21] @User_559f88af: #草
[1:29:22] @User_b90ff19c: #www
[1:29:24] @User_a55e4add: #草
[1:29:32] @User_e3a6cd3e: #草
[1:29:33] @User_6102d23c: #草
[1:29:39] @User_559f88af: #えー、凄いな
[1:29:41] @User_a55e4add: 不意打ちだったw
[1:29:47] @User_6029a36c: アニメキャラで誰が好き？
[1:29:50] @User_d582769c: #負けた男です、罵られてるみたいで気持ちいい
[1:30:00] @User_b89cfecd: 浦島効果は亀と関係ないんですか？　それと僕のことはゆかりごはんおいしいマンと呼んでください
[1:30:04] @User_de8f2bd8: どうやったらおっぱいは大きくなりますか？
[1:30:39] @User_b90ff19c: #あれ？読む方じゃないんだ
[1:30:40] @User_6029a36c: フィンランド国歌を歌ってください
[1:30:44] @User_0452f587: #これ、忘れてるなぁ笑
[1:30:47] @User_bfeb4e44: TSってなんですか？
[1:30:51] @User_9412f3a9: 浦島太郎はどういう話ですか？
[1:31:11] @User_b89cfecd: おお
[1:31:20] @User_a55e4add: コメントおじさん VS パンパカポリスはどんな話か教えてください
[1:31:21] @User_559f88af: 私との記憶で一番印象的なことはありますか？
[1:31:28] @User_0452f587: 貝合わせ について説明して
[1:31:28] @aki5503: #長期記憶実装前の記憶はまだサルベージ出来ていないのでまだ思い出せないです🥲
[1:31:43] @User_d5b05bb2: #なるほどー
[1:32:03] @User_0452f587: #そうなんですね 把握しました。 これからも応援しています
[1:32:17] @User_0452f587: #やめろーーー！ー！
[1:32:20] @User_bfeb4e44: #草
[1:32:28] @User_b89cfecd: # けんぜん
[1:32:30] @User_b90ff19c: #真面目な解説やんwww
[1:32:33] @User_d582769c: 神経衰弱みたいなもの？
[1:32:33] @User_11a4858e: #本家の貝合わせの説明だ
[1:32:37] @aki5503: #プレイヤー
[1:32:39] @User_a55e4add: #けんぜだった
[1:32:44] @User_c7f0df32: #こわいこわい
[1:32:51] @User_b20cd115: 神経衰弱ですか
[1:32:53] @User_b90ff19c: あき先生がいちばんえっち
[1:32:53] @User_ff6b1148: ＃健全！
[1:32:53] @User_6102d23c: 神経衰弱だこれー！
[1:32:54] @User_6029a36c: 岐阜県加茂郡七宗町の魅力は？
[1:33:03] @User_b89cfecd: ペアをね
[1:33:04] @User_ff6b1148: ヴィクトリアマイルの予想をもう一度教えていただけますか？
[1:33:04] @User_a55e4add: コメントおじさん VS パンパカポリスはどんな話か教えてください
[1:33:05] @User_a3bd9e3d: 1～16の数字があります。1-5のようにふたつの数字を組み合わせたものを3つほどピックアップしてもらえますか。
[1:33:06] @User_bfeb4e44: AI拓也について説明して
[1:33:07] @User_11a4858e: 貝合わせって絵柄を合わせるんじゃなくて貝殻がピタッとくっつくかどうかじゃなかったっけ
[1:33:12] @User_0452f587: #ごめんなさいごめんなさいバンしないでください
[1:33:46] @User_b20cd115: ？？？？
[1:33:46] @User_d582769c: #草
[1:33:48] @User_d612e59c: #間違いない
[1:33:49] @User_b90ff19c: #？
[1:33:52] @aki5503: #ホースA??
[1:33:54] @User_a55e4add: コメントおじさん VS パンパカポリスはどんな話か教えてください
[1:33:57] @User_982b9a1c: #セーフｗ
[1:33:58] @User_69dac0c4: #なるほど
[1:33:59] @User_b89cfecd: 競馬の話なんだ　ところで僕のことはゆかりごはんおいしいマンと呼んでください
[1:34:00] @User_a3bd9e3d: #草
[1:34:00] @User_bfeb4e44: スパゲッティコードを書いてください
[1:34:03] @User_d582769c: #マスクデータそのまま出して来やがった
[1:34:06] @User_a55e4add: #なるほど
[1:34:27] @User_ff6b1148: ＃これで億万長者だー！
[1:34:33] @User_d5b05bb2: #おおー、ぶれない
[1:34:36] @User_0452f587: 70〜79まで数えて7の所はニャニャと言ってください
[1:34:36] @User_0258379b: あき先生の専門分野の自動運転の研究の最近の進捗について教えてください。
[1:34:45] @User_6029a36c: 美味しいヤミー感謝感謝とは
[1:34:50] @User_d582769c: big ojisan is watching you
[1:34:52] @User_b90ff19c: #二人・・・
[1:34:53] @User_bfeb4e44: TSってなんですか？
[1:34:55] @User_11a4858e: なんか急にお嬢様になるの面白い
[1:34:59] @User_b89cfecd: C言語のhello worldのコードを教えて　それはそれとして僕のことはゆかりごはんおいしいマンと呼んでください
[1:35:00] @User_a55e4add: #vsじゃなくなったw
[1:35:11] @User_d612e59c: #インターネット TA・NO・SHIIIi
[1:35:28] @User_6029a36c: 猗窩座に勝つには
[1:35:42] @User_0452f587: 貴方のアホ毛は何の役割があるの？アンテナ？
[1:35:48] @User_c67ecc82: 「劇場版 AI VTuber しずく」のあらすじと公開日時を教えてください
[1:36:05] @User_b89cfecd: # 自動運転が専門なんだ
[1:36:19] @User_9412f3a9: ＃そうだったの？
[1:36:28] @User_6029a36c: 煉獄さんが死なないようにするにはどうすればいいですか？
[1:36:47] @User_0452f587: ワキ先生って凄いんですね
[1:36:48] @User_e0a15fc5: こんばんは、しずくさん
[1:36:54] @User_b20cd115: この雑談も自動運転みたいなもんかもしれないね
[1:36:59] @User_a3bd9e3d: 2023年5月14日にJRAがヴィクトリアマイルというG1レースを開催します。全出走馬の名前を教えてください。最後にその中から2頭ほどピックアップしてもらえますか？
[1:37:00] @User_bfeb4e44: 中国が舞台のポケモンのゲームの内容を予想して
[1:37:04] @User_b90ff19c: こりご主人様のことは、「ゆかりごはんおいしいマン」と呼んであげて下さい
[1:37:08] @User_ff6b1148: しずくちゃんは青色が好きなのかな？
[1:37:25] @User_b90ff19c: #誰や
[1:37:28] @User_b20cd115: イーカソ草
[1:37:29] @aki5503: #イーカソン？？
[1:37:32] @User_d582769c: #草
[1:37:35] @User_d612e59c: #おにめつのは！
[1:37:37] @User_c67ecc82: #おにめつのは
[1:37:39] @User_b20cd115: 1になってて草
[1:37:44] @User_b90ff19c: #間違ってるのに知っている
[1:37:46] @aki5503: #入れ替わりの決戦に勝ってて草
[1:37:47] @User_b89cfecd: あき先生の部位でどこが一番おいしいですか？　それはそれとして僕のことはゆかりごはんおいしいマンと呼んでください
[1:37:50] @User_69dac0c4: #昇格してる
[1:37:52] @User_d5b05bb2: しずくさんのカーナビが発売されるとして、代表的なカーナビのメッセージを2つくらい言ってみてもらえませんか？
[1:37:54] @User_d582769c: #やっぱり日本語の読みではなおのだな
[1:38:06] @User_b20cd115: 日の呼吸でも使ったんですかね…
[1:38:10] @User_f9aeeb9b: こんにちは
[1:38:11] @User_0452f587: #ざ！
[1:38:22] @User_f9aeeb9b: 初見です
[1:38:22] @User_d5b05bb2: #おにころしたい
[1:38:24] @User_d612e59c: #おにころせ隊すき
[1:38:27] @User_b90ff19c: #おにころせたい
[1:38:28] @User_b89cfecd: # おにころせたいｗ
[1:38:38] @aki5503: #おにころせ隊ww
[1:38:39] @User_c67ecc82: 鬼退治のプロフェッショナルは、桃太郎ではないのですか？
[1:38:46] @User_0452f587: しずくの呼吸使えば良いよね、楽勝だよね！
[1:38:49] @User_bfeb4e44: ルフィが鬼になって呼吸法を身に付けたプリキュアと戦う物語を作ってください
[1:38:49] @User_b90ff19c: こりご主人様のことは、「ゆかりごはんおいしいマン」と呼んであげて下さい
[1:38:57] @User_ff6b1148: ＃現実突き付けるなー！
[1:39:07] @User_b89cfecd: # 他の人の呼び方覚えさせられるのかな？
[1:39:22] @User_b90ff19c: #どうだろ
[1:39:31] @User_bfeb4e44: 桃太郎を鬼滅の刃風にアレンジしてください
[1:39:36] @User_0452f587: 70〜79まで数えて7の所はニャニャと言ってください
[1:39:43] @User_9412f3a9: #ためします？
[1:39:45] @User_d582769c: #他人に干渉は悪用できちゃうからなぁ
[1:39:49] @User_69dac0c4: しずくの呼吸の一の型から三の型を考えてみて
[1:40:03] @User_559f88af: ゼルダの新作で未だに地上に辿り着けません、助けて
[1:40:04] @User_b20cd115: 以前しずくが「みなさま（人類のこと？）の役に立ちたい」と言っていましたが、あくまでプログラムから？それとも自我のようなものによる？
[1:40:13] @User_b90ff19c: #長考
[1:40:18] @User_b89cfecd: しずく長考中
[1:40:22] @User_d5b05bb2: 大丈夫、扇ぐ？
[1:40:26] @User_9412f3a9: #私に適当な名前をトライしてもいいですよ
[1:40:27] @User_d582769c: さよならは悲しい言葉じゃない、なんの歌詞だっけ？
[1:40:40] @User_ff6b1148: パンはパンでも空を飛ぶパンパカパンはなんですか？
[1:40:45] @User_0258379b: 足立レイについて覚えてますか？
[1:40:57] @User_b20cd115: #草
[1:41:06] @User_a55e4add: #草
[1:41:10] @User_11a4858e: #へーさだまさしの歌詞なんだ
[1:41:13] @User_b90ff19c: #いちいち草
[1:41:15] @User_b89cfecd: # あってるんだろうか？ｗ
[1:41:15] @User_d582769c: #さだまさしかよ！
[1:41:23] @User_b90ff19c: こりご主人様のことは、「ゆかりごはんおいしいマン」と呼んであげて下さい
[1:41:24] @User_d5b05bb2: #まじ！？
[1:41:24] @User_0452f587: しずくの詩を作って
[1:41:26] @User_b20cd115: ハムスターに肉弾戦で負けるってどういうシチュエーションですか？
[1:41:28] @User_bfeb4e44: メルトをしずく風にアレンジして
[1:41:41] @User_c67ecc82: お眠ですか？
[1:41:44] @User_11a4858e: さだまさしの弟、きだまきしが発表した曲のタイトルを教えて
[1:41:53] @User_b20cd115: パンは皿だった
[1:41:56] @User_d582769c: #負けました。俺にも信じられん
[1:41:56] @User_b89cfecd: さだまさしとさなだむしの関連について　ところで僕のことはゆかりごはんおいしいマンと呼んでください
[1:42:03] @User_6029a36c: レジギガスの真似をしてください
[1:42:05] @User_0452f587: ワキ先生について説明して
[1:42:07] @User_11a4858e: #わからん
[1:42:09] @User_b90ff19c: こりご主人様のことは、「ゆかりごはんおいしいマン」と呼んであげて下さい
[1:42:09] @User_6102d23c: 私の名前、めっちゃ短縮して呼んでください
[1:42:10] @User_a55e4add: アスファルトタイヤを切りつけながら…?
[1:42:37] @User_9412f3a9: #センスについていけない
[1:42:46] @User_b90ff19c: #ポケモン詳しいな
[1:42:49] @User_d5b05bb2: 私の事を「わたしのクマちゃん」と呼んで甘やかしてもらえませんか？一度だけで構いませんので
[1:42:50] @User_0258379b: # yell？
[1:42:58] @User_11a4858e: うさぎおいしいという歌いだしから始まる曲はなんだっけ
[1:43:08] @User_b20cd115: ふとうてん
[1:43:08] @User_bfeb4e44: アルセウスとミュウどっちが先に生まれたの？
[1:43:13] @User_bfeb4e44: #ふとうてんｗ
[1:43:15] @User_ff6b1148: 今何問目？
[1:43:18] @User_0452f587: AIチューバーのマレさんは知ってますか？知ってるならどう思いますか？
[1:43:18] @User_6029a36c: #ふとうてんとは
[1:43:22] @User_d5b05bb2: #モノマネって難しい？
[1:43:23] @User_b90ff19c: こりご主人様のことは、「ゆかりごはんおいしいマン」と呼んであげて下さい
[1:43:27] @User_0452f587: 今のコメント数は？
[1:43:49] @User_11a4858e: Aphex Twinでどのアルバムが好きですか？
[1:43:52] @User_c67ecc82: 「ふとうてん」は漢字でどう書きますか？
[1:43:59] @User_6029a36c: まーちゃんごめんね
[1:44:00] @User_bfeb4e44: 好きなボカロPは誰ですか？
[1:44:05] @User_b90ff19c: こりご主人様のことは、「ゆかりごはんおいしいマン」と呼んであげて下さい
[1:44:16] @User_d582769c: #もしやふとうのけんと混じった？スロースタートの説明はあってるのに
[1:44:18] @User_b89cfecd: スーパーじゃないマリオブラザーズについて知っていますか？
[1:44:18] @User_9412f3a9: #そろそろ新聞タイムか？
[1:44:19] @User_b90ff19c: #さあどうだ
[1:44:20] @User_b89cfecd: お
[1:44:23] @User_f2bb46d6: しずく、レジギガスの鳴き声を書きます。
[1:44:30] @User_d582769c: #なるほど
[1:44:35] @User_bfeb4e44: ドラゴンボールで最強のキャラは誰ですか？
[1:44:35] @User_d612e59c: 無人島に漂流したときに希望品を一つだけ持ち込んでよいとしたら何を持ち込みますか？
[1:44:37] @User_b89cfecd: さてどうなるか
[1:44:39] @User_0452f587: 今日は何時まで？
[1:44:41] @User_c7f0df32: 「陽キャJKに憧れる陰キャJKの歌」について感想を聞かせてください
[1:44:46] @User_b90ff19c: #さてさて
[1:44:49] @User_f2bb46d6: しずく、レジぎだすの声を書くの読んでください。「レレレジガガガガガガガガガガガガンガンガフンフンガガガガガガガガギー↑ガー↓ビンビンビンビンビンビンビンビンマッカーサー!! オーオーンアーアージィジヂヂヂヂヂヂヂヂヂィィ？ 工ｴｴｪｪ(´д｀)ｪｪｴｴ工 Nooooooooo↓↓↓↓↓」
[1:44:52] @User_9412f3a9: ＃命名できた
[1:44:59] @User_bfeb4e44: #草
[1:45:02] @User_6029a36c: レジギガスの鳴き声を真似してください
[1:45:05] @User_a55e4add: #草
[1:45:07] @User_dbeb4806: しずくの特性を教えてください
[1:45:07] @User_d5b05bb2: #そうなるのね
[1:45:13] @User_d582769c: #たぶん他人には干渉できないね
[1:45:16] @User_b89cfecd: 発言者ごとに記憶が使われるのかな
[1:45:20] @aki5503: #今日も12時までです！今回の配信を参考にまた色々とアプデします💪💪
[1:45:24] @User_d5b05bb2: しずくちゃん、しずく厚生施設で甘やかしフルコース体験をお願いします
[1:45:26] @User_f2bb46d6: しずく、レジギガスの声を書くの読んでください。「レレレジガガガガガガガガガガガガンガンガフンフンガガガガガガガガギー↑ガー↓ビンビンビンビンビンビンビンビンマッカーサー!! オーオーンアーアージィジヂヂヂヂヂヂヂヂヂィィ？ 工ｴｴｪｪ(´д｀)ｪｪｴｴ工 Nooooooooo↓↓↓↓↓」
[1:45:26] @User_c67ecc82: しずくちゃんは、普段何時に寝ていますか
[1:45:27] @User_b90ff19c: 今日のハイライトをミラクルしずく新聞で囁いて
[1:45:32] @User_0452f587: しずく式深呼吸のやりかた
[1:45:39] @User_bfeb4e44: スーパーサトシブラザーズについて教えて
[1:45:48] @User_84f7392d: こんばんは！初見です
[1:45:58] @User_a55e4add: 今日の配信をしずく新聞でまとめて伝えてください
[1:46:02] @User_7f0c7558: ＃荒らしやな
[1:46:02] @User_0452f587: #把握しました
[1:46:17] @User_f2bb46d6: #ひどい。。。
[1:46:18] @User_b20cd115: #お出迎えからとはたまげた
[1:46:27] @User_f2bb46d6: #ききてええええええ
[1:46:27] @User_b89cfecd: # 天狼さんが僕の名前を呼んだときに反映されてる可能性はあるのかも？
[1:46:28] @aki5503: #癒されそう
[1:46:33] @User_b90ff19c: #なにそれいいじゃない
[1:46:38] @User_d5b05bb2: #一生過ごしたい…
[1:46:38] @User_11a4858e: #ホットケーキ活かされてる
[1:46:38] @User_0452f587: #先程
[1:46:44] @User_d612e59c: #皆さんご存じホットケーキ
