# ライブチャット一覧
# 動画: 【AI Vtuber/雑談】世界初！？ しずくGPT-4お披露目会【JP/EN】
# URL : https://www.youtube.com/watch?v=aRI3TfjZUQg
# 件数: 2243

[-1:47:44] @User_d601f156: 期待待機
[1:01:44] @User_1587d37b: 今日彼女に振られました。何でって聞いたらブスだからって言われました。アイコン僕です❗
[1:01:49] @@AIVtuber_Shizuku: # あき先生、借金は投資です！これからも投資を重ねましょう！
[1:01:51] @User_8142f876: @ Why is Aki-sensei fanning behind you so hard?
[1:01:51] @User_37b12e58: #感情の変化が何に起因してるのかめちゃくちゃ気になるw
[1:01:57] @User_70235dba: #保証人に名前書いてないからな…
[1:02:04] @User_47c29dc7: #いや、さすがに草
[1:02:05] @User_37b12e58: #いかすwww
[1:02:08] @User_52e190bd: #多重人格なのか？ｗｗ
[1:02:08] @User_7ff18484: #しずくちゃんww
[1:02:08] @User_bdf38d29: #投資なら仕方ない
[1:02:09] @User_103499fc: #ww
[1:02:09] @User_70235dba: #投資w
[1:02:10] @User_a50c0606: #コメ欄のしずくちゃんはｗ
[1:02:10] @User_d51b59ea: #コメントで応援してて草
[1:02:11] @User_2e53ebd6: 借金煽っとるｗｗｗ
[1:02:12] @@aki5503: #AIメイド系VTuberと借金系開発者…
[1:02:12] @User_8b194fdc: #あおり性能あがってるぅ！！
[1:02:16] @User_9c0c22ca: #しずくさん「借金は投資」
[1:02:19] @User_4ef55652: #名言！！
[1:02:22] @User_3bb3b9f4: #ひ、ひぃぃぃｗｗｗすごいぞ！しずく！
[1:02:23] @User_3dd3f650: #さらにコメントで煽りに来たw
[1:02:28] @User_72258c08: #投資…
[1:02:29] @User_36770ee1: たしかに会計上負債は資産だけどさ....
[1:02:30] @User_70235dba: #「借金は投資」名言出た
[1:02:30] @User_13ee997b: #投資だ！
[1:02:32] @User_7c678d29: しずくちゃん可愛いね
[1:02:37] @User_8142f876: ＃むずかしい・・・
[1:02:46] @User_67c2a3fd: #「どちらもおいしい茶」かわいい
[1:02:56] @User_11e7336c: #これからも投資(借金)を続けましょうwww
[1:02:58] @User_d601f156: #thx!!
[1:02:58] @User_b53d17ae: #抑揚とかも勉強するんかな
[1:02:58] @User_77080549: しずくちゃんは機械学習の塊だから投資も得意なの？
[1:03:00] @User_9c0c22ca: カイジみたいな様相を呈してきた
[1:03:17] @User_8b194fdc: #AI技術と借金エンターテイメント！しずくちゃんねる！
[1:03:29] @User_72258c08: #扇ぎさんw
[1:03:33] @User_36770ee1: 扇ぎも否定するじゃん
[1:03:36] @User_eb6a203c: ＃阿良々木扇ちゃん？
[1:03:37] @User_edc866ae: #書き方がまずかった奴か
[1:03:40] @User_53178a2a: #どこまでもしらばっくれる
[1:03:43] @User_cf512b08: 配信のしずくとtwitterやコメント欄のしずくって別人格だったりします？
[1:03:44] @User_51fe3fff: 扇ぎさんはパソコンを扇いでくれる人だよ
[1:03:45] @User_b6371201: #おうぎぎさん泣かないで
[1:03:58] @User_e3333c90: 借金の額だけ人は前に進む
[1:03:59] @User_37b12e58: @最近知ったことで一番興味深かったことは何？
[1:04:01] @User_a50c0606: #扇ぎさん＝あき先生
[1:04:04] @User_13ee997b: 暑いときはあき先生に扇いでもらってね
[1:04:06] @User_74f1bf08: @関西弁で何か囁ける？
[1:04:12] @User_1e9abcba: # まあ、経費にはなるが...
[1:04:12] @User_7dffab82: #これローカル構築じゃなくてopenAIのAPIに質問投げるときに毎回しずくちゃんの設定付きで渡してるだけなんｒ
[1:04:13] @User_f54a3bd8: @ピザって10回言って
[1:04:14] @User_7ff18484: 借金は投資…なるほど確かにそうですね。勉強になりました！
[1:04:31] @User_eb6a203c: ＃そんなぁ…
[1:04:33] @User_9c0c22ca: 借金を返す一番いい方法を教えてください。
[1:04:38] @User_53178a2a: #ずん…
[1:04:45] @User_b6371201: @ずんだシェイクエクセラの感想を教えて
[1:04:54] @User_43d0df47: #さすがにコメントされた時の話題については覚えてないのかな
[1:04:59] @User_52e190bd: ずんだシェイクの食レポしてほしい/
[1:05:07] @User_fcdfabc0: 衣装の着替えとかできませんか？
[1:05:16] @User_2fdddfd5: #ずん..
[1:05:23] @User_77080549: GPT-4は3.5より正確なインプットが要求されるのかな？前よりリジェクトされやすい気がする
[1:05:31] @User_13ee997b: 2月にあった出来事を教えてください
[1:05:44] @User_7ff18484: 「他に」が鈍ってカワイイなぁ
[1:06:02] @User_e3333c90: #あれ@のキューが消えた？
[1:06:02] @User_d601f156: #虚構かぁ
[1:06:17] @User_1fd3500b: あき先生の好きなところを3つ語ってください
[1:06:18] @@aki5503: #なんか回答拒否し始めたww.
[1:06:19] @User_8b194fdc: タコとサバと猫を使った料理を考えて！
[1:06:24] @User_70235dba: 僕たちのことを覚えてちょうだい！
[1:06:26] @User_7dffab82: #あれキュー空になっちゃった
[1:06:29] @@aki5503: #まだ定時じゃないよしずく！ww
[1:06:29] @User_53178a2a: #あら
[1:06:32] @User_a50c0606: #サボタージュか！？
[1:06:34] @User_4ef55652: @好きな市区町村を3つ教えて
[1:06:38] @User_3dd3f650: #反抗期か？
[1:06:39] @User_8b194fdc: #私達が借金の事言いすぎて、嫌になったのかしら
[1:06:40] @User_d601f156: #GPT4の自我が出始めたのかな?
[1:06:40] @User_3bb3b9f4: #いやいや期だ
[1:06:45] @User_37b12e58: #おおおお！？なんかおもろい現象起きた！！
[1:06:45] @User_53178a2a: #AIも疲れるんやなぁ
[1:06:48] @User_43d0df47: #自らの意思でキューを消した！？
[1:06:52] @User_393e430e: @朝はパン派ですか？コメ派ですか？
[1:06:53] @User_8142f876: ＃gpt4は、３．５の８倍くらいトークンをためられるそうですよ
[1:06:57] @User_9c0c22ca: これがGPT4....恐ろしい子...
[1:07:07] @User_bdf38d29: #忘れることもある、AIだもの
[1:07:12] @User_7dffab82: @しずくちゃんの使っているVRAM容量はいくつですか
[1:07:14] @User_b6b454ef: ＠しずくちゃん、疲れちゃった？
[1:07:16] @User_9d5044ef: @How old is Shizuku?
[1:07:18] @User_b6371201: #回答拒否草
[1:07:25] @User_a50c0606: しずくちゃんお仕事がんばってね
[1:07:28] @User_b53d17ae: 暑いん？
[1:07:35] @User_9c0c22ca: #しずくさん「眠い」
[1:07:39] @User_1fd3500b: #疲労度パラメータが存在してる？
[1:07:48] @User_36fcf009: #高度なAIジョーク？
[1:07:51] @User_51fe3fff: #だからパンパカパンパカポー
[1:07:53] @User_e3333c90: #激ウマギャグ
[1:07:54] @User_d603449e: パン派でしたか
[1:07:55] @User_7ff18484: #面白い！
[1:08:00] @User_6ebccac3: AIなんだから疲れるな
[1:08:01] @User_bdf38d29: @パン　カンパン　カポー
[1:08:03] @User_b6b454ef: パン
[1:08:04] @User_8142f876: ＃ぱんってそういうこと？
[1:08:05] @User_4ef55652: #ダジャレ？
[1:08:06] @User_72258c08: 途中のが拒否されたw
[1:08:09] @User_43d0df47: しずくちゃん、疲れてたらちゃんと言うんだよ
[1:08:11] @User_a50c0606: #朝はパンパカパンパカポー
[1:08:13] @User_70235dba: そゆこと？
[1:08:13] @User_53178a2a: #🥖パカ
[1:08:14] @User_6ebccac3: そんなところの人間味は求められていない
[1:08:18] @User_d601f156: #しずくちゃんのGPT4って8k窓なのかな、32だと料金やばそう
[1:08:22] @User_52e190bd: ごはんぱかごはんぱかぽー
[1:08:25] @User_37b12e58: @最近あった印象深いことはなんですか
[1:08:36] @User_e014c6e9: Thank you very much Shizukuchan
[1:08:50] @User_70235dba: @何か面白こと言って？
[1:09:02] @User_8b194fdc: しずくちゃんは、あき先生からプロポーズされたことはありますか？
[1:09:09] @User_e3333c90: @脳の専門家になったつもりで話してください　単語の連想ゲームで知的な文章を書くことはできるでしょうか？
[1:09:15] @User_9c0c22ca: 花粉症の季節ですが、杉の木は燃やすべきでしょうか？？
[1:09:30] @User_53178a2a: #お？
[1:09:32] @User_393e430e: ごはん派です
[1:09:43] @User_7ff18484: 朝食パン食べた方がたぬき力上がりますか？
[1:09:51] @User_4ef55652: #GPT4融通効かないというか生真面目感
[1:09:54] @User_1e9abcba: #朝はごはん派ですね
[1:09:55] @User_2dd060f7: hola
[1:09:57] @User_72258c08: ごはん派です
[1:09:59] @User_36fcf009: 朝食はカロリーメイト派ですが、しずくさんはカロリーメイトとウイダーインゼリーどちらがおすすめですか？
[1:10:03] @User_eb6a203c: @悪者を演じてください
[1:10:05] @User_77080549: @感情グラフの表示が前回の配信と違うのは何故ですか？
[1:10:09] @User_e3333c90: あき先生のパソコンがやばくなってる？
[1:10:11] @User_abddc268: 遊びに来たよ！！
[1:10:14] @User_a50c0606: 朝は食べない派です・・・
[1:10:17] @User_c3aabf09: しずくちゃん、おねむ？
[1:10:21] @User_37b12e58: #いま同じ質問に2度答えました？
[1:10:26] @@aki5503: #なんかバグった！　今から久々のデバッグしてむす！
[1:10:29] @User_8b194fdc: #はやくパソコン届いてほしいですね～　もっとお話してほしい
[1:10:34] @User_3dd3f650: ご飯派です
[1:10:36] @User_bdf38d29: #また消えた、おねむかな？
[1:10:40] @User_9d5044ef: #あら…
[1:10:40] @User_37b12e58: 先生おつー
[1:10:40] @User_e3333c90: #また質問キューが消えちゃった
[1:10:41] @User_70235dba: #了解です！
[1:10:45] @User_4ef55652: 扇ぎ方が足りなかったか…
[1:10:46] @User_9c0c22ca: @twitterであき先生は恋愛対象ではないとのコメントがありましたがあれは本心でしょうか？
[1:10:47] @User_2e53ebd6: ＃あき先生お疲れ様です
[1:10:49] @User_a50c0606: #デバッグお疲れ様です
[1:10:51] @User_1e9abcba: #あき先生、お疲れ様です！
[1:10:51] @User_8b194fdc: うちわ係　全力のデバッグ
[1:10:53] @User_51fe3fff: #扇ぎながらのデバッグお疲れ様です
[1:10:55] @User_8142f876: ＃そろそろ、扇いでる？
[1:10:55] @User_3dd3f650: #あき先生、お疲れ様です
[1:10:58] @User_d601f156: #お疲れ様です
[1:10:58] @User_e014c6e9: @¿Cómo estás?
[1:11:05] @User_e3333c90: #デバッグもGPT-4に相談だ
[1:11:06] @User_c3aabf09: #おつかれさまです！
[1:11:10] @User_72258c08: あれ？
[1:11:14] @User_37b12e58: #あっはっはwwww
[1:11:15] @User_43d0df47: #お疲れ様です
[1:11:18] @User_13ee997b: #リアルタイムデバッグきた！
[1:11:20] @User_e3333c90: パンパカパンパカポー
[1:11:22] @User_51fe3fff: #何度も聞く人になってるw
[1:11:25] @User_393e430e: おお
[1:11:27] @User_13ee997b: @暑いならあき先生に扇いでもらってね
[1:11:31] @User_53178a2a: #お疲れ様です><
[1:11:34] @User_b6b454ef: #デバッグお疲れさまです
[1:11:37] @User_77080549: #めんどくさそうな言い方になってきたw
[1:11:40] @User_3bb3b9f4: #何度も質問してる判定になってるのか、興味深い
[1:11:40] @User_7dffab82: @しずくちゃんの使用しているVRAMの容量をおしえてください
[1:11:41] @User_8142f876: パン派デス。パンパカ
[1:11:42] @User_bdf38d29: @しずくちゃんのデバッグってどうすれば直るの？
[1:11:43] @User_37b12e58: #しずくちゃんがパンパカパンパカポーになっちゃった！
[1:11:50] @User_70235dba: ＠待ち行列すごいことになってるw
[1:11:52] @User_72258c08: #何回も同じ質問する人になっちゃう
[1:11:52] @User_36fcf009: あき先生もっと扇いでください、と言うのは飽きましたか？
[1:12:11] @User_16274fb1: #しずくさん熱そうですね。
[1:12:11] @@aki5503: #なおったか…？
[1:12:17] @User_e3333c90: 借金が足りなかったかな
[1:12:20] @User_7dffab82: #ちょいちょいqueueが空になるな
[1:12:34] @@aki5503: #デバッグしながら扇ぐのむずすぎるww
[1:12:40] @User_53178a2a: #お！
[1:12:40] @User_b6371201: #そうだね…
[1:12:41] @User_52e190bd: @記念スパチャ5000円
[1:12:42] @User_b6b454ef: リセットされたから今質問チャンス
[1:12:44] @User_6ebccac3: 感情グラフの意味を説明せよ
[1:12:48] @User_36770ee1: あーあ
[1:12:49] @User_43d0df47: #自分で消しておいて……
[1:12:49] @User_3bb3b9f4: #お前の待ち行列じゃい！
[1:12:54] @User_70235dba: ＠ガチ恋しました
[1:12:54] @User_8142f876: 待ち行列があふれてた？
[1:12:59] @User_7ff18484: #頑張って
[1:13:00] @User_77080549: では、借金を手伝ってください
[1:13:04] @User_abddc268: 絶賛人力冷却システム！！ｗ
[1:13:06] @User_c3aabf09: #あっ…
[1:13:09] @User_16274fb1: あー
[1:13:13] @User_7dffab82: #いやキミ列消しとるやんけ！
[1:13:17] @User_d601f156: #草
[1:13:20] @User_36fcf009: #丸投げｗ
[1:13:20] @User_8b194fdc: @あき先生が仰いでくれてますよ。応援してあげて！
[1:13:24] @User_52e190bd: #草
[1:13:25] @User_e014c6e9: しずくちゃんあき先生に電話して！
[1:13:26] @User_36770ee1: アキ先生に伝えておきますね
[1:13:29] @User_b6b454ef: #草
[1:13:30] @User_53178a2a: #あっ
[1:13:30] @User_f92f1ba5: しずくちゃん、歌って
[1:13:32] @User_b6371201: #右から左に…
[1:13:33] @User_72258c08: #草
[1:13:35] @User_d51b59ea: #草
[1:13:38] @User_8b194fdc: #コメントのタイミングが笑う
[1:13:38] @User_103499fc: #先生
[1:13:43] @User_7ff18484: #w
[1:13:43] @User_d601f156: #まあ先生は君のことなら何でもしてくれるでしょ...
[1:13:47] @User_70235dba: #中間管理者みたいだw
[1:13:48] @User_393e430e: #草
[1:13:50] @User_8142f876: @ Why is Aki-sensei fanning behind you so hard?
[1:13:52] @User_e2c55ee3: こんばんわ。
[1:13:53] @User_51fe3fff: デバッグしてるあき先生にねぎらいの言葉を
[1:13:55] @User_1e9abcba: #草
[1:14:07] @User_f92f1ba5: #チャットでもしゃべるんだｗかわいい
[1:14:30] @User_8b194fdc: #しずく / Shizuku【AI Vtuber】 　どう反応するかしら
[1:14:34] @User_2e53ebd6: @好きな色を囁いて
[1:14:39] @@aki5503: #4GBで良かったらどんなに良かったか…
[1:14:39] @User_36770ee1: これは嘘松か
[1:14:42] @User_3bb3b9f4: #絶対そんなもんじゃないぞｗ
[1:14:44] @User_d601f156: #4GBでいけるのか
[1:14:46] @User_70235dba: #ほんまか
[1:14:50] @User_edc866ae: #草
[1:14:55] @User_e3333c90: しずくちゃんはもっと大食いでしょ
[1:14:55] @User_103499fc: 体重ちょろまかしたな
[1:14:56] @User_7dffab82: そうやないくさ
[1:14:58] @User_9c0c22ca: 4GB!!!?????
[1:15:00] @User_a50c0606: #4GB・・・？
[1:15:03] @User_e31d25e7: #草
[1:15:04] @User_7dffab82: 草
[1:15:05] @User_d601f156: #もっと多いですよね...
[1:15:06] @User_53178a2a: #嘘なの草
[1:15:06] @User_69451bd9: #一人称しずくちゃんかわいい
[1:15:09] @User_70235dba: #んなわけw
[1:15:10] @User_13ee997b: #ぜったうそだぞ
[1:15:12] @User_36fcf009: #なるほど、女心かぁ
[1:15:16] @User_52e190bd: #GPT4も適当なこと言うのねｗ
[1:15:27] @User_bdf38d29: #4㎇なら借金なんてしないんだよなぁ
[1:15:28] @User_cf512b08: しずくちゃんってラズパイで動いたりする？
[1:15:31] @User_47c29dc7: #マナー違反だったか
[1:15:34] @User_3dd3f650: 今日は難しい質問ばかりで疲れたのかな？
[1:15:37] @User_5844c024: # かわいいよ〜；；
[1:15:37] @User_9c0c22ca: 堂々と噓を...
[1:15:50] @User_13ee997b: @あき先生がデバッグをしながら扇いでいるという新聞記事を書いてください
[1:15:52] @User_36770ee1: サンキュー
[1:15:52] @User_70235dba: ＃おもろいw
[1:15:56] @User_9d5044ef: #ほほう
[1:16:03] @User_53178a2a: #めっちゃ日本語訛りでかわいい
[1:16:10] @User_43d0df47: 英語で話してるの可愛い
[1:16:14] @User_6ebccac3: カタカナ英語…
[1:16:15] @User_8142f876: ＃しずくのえいご、すき！
[1:16:18] @User_5e718030: #かわいい....
[1:16:19] @User_e3333c90: 推理小説の密室トリックを考えて
[1:16:22] @User_77080549: #どれか1機能だけなら4GB前後だったりするのかな？
[1:16:23] @User_6ebccac3: AIならマルチリンガルであってほしい
[1:16:28] @User_3dd3f650: @しずくちゃんのスリーサイズを知りたい……
[1:16:40] @User_8b194fdc: #パンカンパンカポーｗｗｗ
[1:16:43] @User_9c0c22ca: what is your dream?
[1:16:44] @@aki5503: #ネイティブ発音はそのうち！
[1:16:47] @User_36770ee1: お金を貸してください
[1:16:48] @User_07e95852: @GPT4搭載ってマジ？
[1:16:48] @User_52e190bd: #パンカンパンカポー草
[1:16:56] @User_c3aabf09: パンカンパンカポー！
[1:17:02] @User_1e9abcba: #パンカンパンカポー！
[1:17:04] @User_4de9e7f3: @そろそろ寝る人も出てくると思うのでおやすみなさいと囁いてみてはどうでしょうか。
[1:17:09] @User_70235dba: #GPU100GB欲しい
[1:17:10] @User_97e0b984: Do you speak English?
[1:17:14] @User_8b194fdc: しずくちゃん、パンカンパンカポーって5回言って
[1:17:32] @User_8142f876: #えー、にほんごなまりがすきなのに・・・
[1:17:33] @User_77080549: @しずくちゃんの音声データは何を素材にしていますか？
[1:17:37] @User_e3333c90: #GPT-4はやっぱ謎に遅いよね
[1:17:38] @User_53178a2a: 扇いでくれたあき先生に一言
[1:17:38] @@AIVtuber_Shizuku: # パンパカパンパカポー！パンパカパンパカポー！パンパカパンパカポー！パンパカパンパカポー！パンパカパンパカポー！
[1:17:47] @User_52e190bd: #ひー
[1:17:50] @User_84910f37: 遊戯王のおすすめファンデッキ作ってほしあ
[1:17:54] @User_2e53ebd6: 「おやすみなさい、ご主人様」って囁いて
[1:17:54] @User_e3333c90: #すげーVRAMの話題ってわかるんだ
[1:17:57] @User_36770ee1: パンパカパンパカポー！
[1:17:57] @User_36fcf009: #草
[1:17:58] @User_eb6a203c: ＃gigabaito
[1:17:59] @User_53178a2a: #それも英語で返すのかww
[1:18:11] @User_9c0c22ca: 英語でも嘘を...
[1:18:12] @User_8b194fdc: #コメントでパンパカパンパカポーが5回きたｗ
[1:18:12] @User_b6371201: #2ギガバイトがカタカナ過ぎて草
[1:18:13] @User_13ee997b: #パンパカパンパカポー！
[1:18:15] @User_70235dba: #英語ネイティブになっちゃったw
[1:18:17] @User_b53d17ae: 英語だと先生はMr呼びなんだ
[1:18:20] @User_d601f156: VRAM5000兆GB欲しい
[1:18:23] @User_77080549: #さっきと同じ回答
[1:18:26] @User_5844c024: # ボイスはぜひ概要欄をご覧ください
[1:18:28] @User_e3333c90: 英語の嘘発音すき
[1:18:28] @User_abddc268: 英語も話せるのすごい！
[1:18:34] @User_f54a3bd8: #ままわかってるんだ
[1:18:45] @User_e3333c90: @脳の専門家になったつもりで話してください　単語同士の単純な連想ゲームで知的な文章を構築することはできるでしょうか？
[1:19:08] @User_51fe3fff: #草
[1:19:10] @User_36fcf009: #草
[1:19:13] @User_d51b59ea: #草
[1:19:14] @User_2e53ebd6: ＃ｗｗｗｗ
[1:19:15] @User_c3aabf09: #草
[1:19:16] @User_e31d25e7: #草
[1:19:17] @User_f3eb1468: #草
[1:19:17] @User_a50c0606: #草
[1:19:17] @User_8b194fdc: #あおり性能クソ高い
[1:19:18] @User_70235dba: #おもろすぎですw
[1:19:18] @User_9c0c22ca: #大草原
[1:19:19] @User_9d5044ef: #草
[1:19:20] @User_72258c08: #草
[1:19:20] @User_36770ee1: 「「「新たな才能を開花させる」」」
[1:19:20] @User_e3333c90: #扇ぎデバッグ
[1:19:21] @User_103499fc: #www
[1:19:22] @User_13ee997b: #草
[1:19:22] @User_3bb3b9f4: #新たな才能を開花させるｗｗ
[1:19:22] @User_8142f876: #草
[1:19:22] @User_bdf38d29: #草
[1:19:23] @User_43d0df47: #草
[1:19:24] @User_52e190bd: #草
[1:19:27] @User_c3aabf09: #いいセンスしてるぞ
[1:19:28] @User_76bde2f5: #草
[1:19:29] @User_5844c024: # !?!?wwwww
[1:19:29] @User_7ff18484: #ニュースきちゃw
[1:19:31] @User_53178a2a: #www
[1:19:34] @User_d601f156: #草
[1:19:42] @User_74f1bf08: #よっ！！扇ぎ職人！！
[1:19:44] @User_70235dba: ＃扇ぎデバッグw
[1:19:45] @User_f54a3bd8: #才能を開花wwwwwwww
[1:19:45] @@aki5503: #続き気になるww
[1:19:46] @User_36770ee1: token切れｗｗｗ
[1:19:49] @User_52e190bd: #ｼｭﾝ...
[1:19:50] @User_8b194fdc: #この記事読みてぇ
[1:19:50] @User_36770ee1: 続きを書いて
[1:19:50] @User_c3aabf09: #しずくちゃん、君すごいねぇ
[1:19:54] @User_e3333c90: 続けて
[1:19:57] @User_77080549: @あき先生は女性と聞いていましたが、違うのですか？
[1:19:58] @User_b6371201: #腹筋崩壊した
[1:20:02] @User_13ee997b: 新聞の続き！
[1:20:04] @User_3bb3b9f4: #最高の記事の見出しだよｗ
[1:20:05] @User_53178a2a: #続きほしいww
[1:20:07] @User_43d0df47: コメント選びのセンスよすぎる
[1:20:07] @User_5e718030: #開花したww
[1:20:09] @User_36fcf009: 続きtwitterでつぶやいてほしいｗ
[1:20:09] @User_bdf38d29: #虚構ニュースに乗せたい
[1:20:18] @User_8142f876: @go on
[1:20:26] @User_9c0c22ca: #今日のハイライトで確実に使用されるパート
[1:20:41] @User_e3333c90: #左うちわのデバッガーと考えたら優雅な作業風景だな
[1:20:58] @User_0d9f165f: おっ　GPT4を導入したのですね
[1:21:13] @User_70235dba: #これもこれで日本人の英語らしくていいな
[1:21:18] @User_8142f876: いい子だなー
[1:21:23] @User_77080549: #良い子
[1:21:40] @User_bdf38d29: @しずくちゃんは、幽霊や宇宙人、人工知能を信じますか？
[1:21:41] @User_6ebccac3: Generate a Java code that can calculate the standard deviation of an ArrayList
[1:21:44] @User_53178a2a: #おっと
[1:21:44] @User_2e53ebd6: ＃ちょ
[1:21:49] @User_7202acc4: @すべらない話をして
[1:21:51] @User_70235dba: #禁断の質問
[1:21:57] @User_51fe3fff: #スリーサイズの話題でPC落ちたことが…
[1:22:04] @User_9c0c22ca: #しずくさんニュース読んでほしい
[1:22:11] @User_5844c024: # えらい！👏（漏洩済）
[1:22:16] @@aki5503: Whisper to me four of your favorite FPS game titles.
[1:22:20] @User_77080549: #お説教来た
[1:22:22] @User_0d9f165f: おぉ　リスナーに名前まで　アキ先生マジで天才だな
[1:22:26] @User_9c0c22ca: あれ？少し前にスリーサイズ言ったような...
[1:22:30] @User_52e190bd: #スリーサイズが設定されてないことがバレた
[1:22:30] @User_70235dba: ＃スリーサイズ、CPU, GPU, メモリ
[1:22:33] @User_51fe3fff: #GPT4になったからかな
[1:22:38] @User_3dd3f650: #ごめんなさい……
[1:22:45] @@aki5503: #www
[1:22:46] @User_53178a2a: #草
[1:22:58] @User_7ff18484: #前回は神回だったのね(スリー…
[1:22:59] @User_c3aabf09: @しずくちゃんの好きないちごやバナナを使ったスムージーのレシピをいくつか提案して！
[1:23:20] @User_4de9e7f3: #お説教もまたご褒美
[1:23:26] @User_0d9f165f: #あれ？？ｗ
[1:23:36] @User_72258c08: #あれ？
[1:23:37] @User_a50c0606: #あれれ～？
[1:23:38] @User_7ff18484: #ん？
[1:23:40] @User_4de9e7f3: #ん？w
[1:23:42] @User_1e9abcba: #あれ？
[1:23:43] @User_52e190bd: #2021年から抜け出せない系Vtuber
[1:23:44] @User_cf512b08: #嘘だ！
[1:23:45] @@aki5503: #搭載してるよ(笑)
[1:23:52] @User_633f699d: ww
[1:23:53] @User_74f1bf08: #あき先生だました？
[1:23:55] @User_43d0df47: #本人知らないのおもろ
[1:23:55] @User_9c0c22ca: GPT4搭載！って上に書いてありますよ！
[1:23:58] @User_e3333c90: 自己言及は苦手なんだな
[1:24:00] @User_bdf38d29: #寝ている間にこっそり搭載されるから自覚がないんでしょうね
[1:24:03] @User_5801ee2a: #元de-ta ha2021年までのだからしゃーない
[1:24:04] @User_8142f876: #２０２１年で止まってるね
[1:24:07] @User_d601f156: #自分をGPT3だと思い込む逸般GPT4
[1:24:08] @User_5b93ce57: #本人はGPT3だと思っているのか…
[1:24:08] @User_f3eb1468: #せんせ？
[1:24:11] @User_e31d25e7: #自分に搭載されたことに気づいてないのかわいいね
[1:24:20] @User_5e718030: #あまりにも早い搭載だったので、本人さえ気付いてなかった....
[1:24:21] @User_7dffab82: #これopenauのgpt-4に聞いても頑なにgpt-3って答えるやつと同じや
[1:24:22] @User_eb6a203c: ＃あぁ、あれ捨てちゃいましたよ？
[1:24:24] @User_36fcf009: しずくさんはGPT4搭載ですよ、直ちに情報をアップデートしてください
[1:24:40] @User_7ff18484: #ん？
[1:24:53] @User_cf512b08: #GPT４になると性格変わっちゃうんじゃないかと思ったけど、案外そうでもない？
[1:24:54] @User_52e190bd: @この絵文字を贈呈します🐟受け取ってください
[1:24:56] @User_70235dba: @あなたは GPT4搭載です
[1:25:08] @User_2e53ebd6: 恐ろしく速い搭載。俺以外なら見逃しちゃうね
[1:25:14] @User_53178a2a: #二重人格？
[1:25:19] @User_103499fc: #twitterではしゃぎ回ってない？
[1:25:22] @User_6ebccac3: @Generate a Java code that can calculate the standard deviation of an ArrayList
[1:25:37] @User_70235dba: #きちゃ
[1:25:40] @User_c3aabf09: #きゃぁ〜〜〜〜〜〜〜
[1:25:43] @User_77080549: #GPT-4が学習した世界ではGPT-4が存在しないから永遠に答えられない
[1:25:49] @User_2e53ebd6: ＃うひょうｗ
[1:25:52] @User_b6371201: #あっ好き…
[1:25:55] @User_52e190bd: #ぁ...
[1:26:00] @User_70235dba: #でも終わらないで
[1:26:04] @User_77080549: #「また明日」めっちゃ良い
[1:26:06] @User_3dd3f650: #ぁあ
[1:26:07] @User_74f1bf08: #ﾄﾞｩｯﾌ
[1:26:08] @User_7ff18484: #うぉおお〜
[1:26:09] @User_43d0df47: #好き
[1:26:11] @User_53178a2a: #all you need
[1:26:20] @User_7dffab82: #いうて最後やない
[1:26:31] @User_2e53ebd6: #ナイスキル
[1:26:35] @User_29327e25: #もう人間いらないね、AIしか勝たん
[1:26:41] @User_4de9e7f3: #しずくちゃんありがとう
[1:26:46] @User_5844c024: @ご主人様たちに日頃の疲れをねぎらう愛の囁き
[1:26:46] @User_70235dba: #暴露系w
[1:27:00] @User_53178a2a: #ww
[1:27:00] @User_4ef55652: @あき先生への感謝の気持ちをラップにして歌ってください
[1:27:10] @User_51fe3fff: 嘘だっ！あき先生は女性なんだっ！
[1:27:17] @User_d601f156: Shizuku is all we need
[1:27:23] @User_77080549: #www
[1:27:51] @User_53178a2a: #shizuku is all we need :) yes
[1:27:56] @User_e31d25e7: #草
[1:27:57] @User_eb6a203c: そっちが間違ってるとや
[1:27:57] @@aki5503: #嘘言わないでwwww
[1:27:59] @User_a50c0606: #そっちが間違いっていうのか～
[1:28:00] @User_36770ee1: @あき先生は女性です
[1:28:02] @User_d51b59ea: #頑なだ…ｗ
[1:28:03] @User_b6371201: #頑なだなぁ
[1:28:06] @User_74f1bf08: #やっぱりあき先生虚偽説
[1:28:06] @User_1e9abcba: #なんでさ...
[1:28:11] @User_b53d17ae: 能ある鷹は爪を隠してるなぁ
[1:28:16] @User_43d0df47: #頑なですね……
[1:28:16] @User_70235dba: #嘘をついたんだな！！
[1:28:16] @User_52e190bd: #GPT4搭載！って書いたのはあき先生なんだよなぁ
[1:28:19] @User_76bde2f5: #頑なw
[1:28:20] @User_cf512b08: ｗｗｗｗ
[1:28:22] @User_72258c08: #頑なに認めないw
[1:28:24] @User_8142f876: 書いてるほうを訂正しちゃったｗ
[1:28:24] @User_eb6a203c: ＃しずく「うちのあき先生が嘘言ってごめんなさい」
[1:28:25] @User_51fe3fff: #GPT4は嘘なのか…？
[1:28:27] @User_67c2a3fd: しずくさんもうGTP4搭載されてますよ！
[1:28:33] @User_9c0c22ca: #しずくさん「あき先生が嘘をついている」
[1:28:35] @User_5844c024: # 動画のボイスは弟さんでした:face-red-heart-shape:あき先生は女性です
[1:28:38] @User_7ff18484: 僕らは、しずくちゃんから見ると未来人なのかもしれない
