# ライブチャット一覧
# 動画: 【AItuber】AIのしずくとの3日間の思い出（1日目, 後半）（※概要欄をお読みください）【JP/EN】
# URL : https://www.youtube.com/watch?v=Kmqdmu0ffHc
# 件数: 2417

[7:50:43] @User_37bfe0c4: 人類は興味深いですか？
[7:50:48] @User_f974649e: しずくにNG機能が搭載されたのですか？
[7:51:41] @User_4ce49f89: 3日間の連続配信って、AIと人間を鍛えるブートキャンプみたいなものですかわん？
[7:51:49] @User_d5b05bb2: オノマトペって直感的に理解が出来て面白いですよね、しずくさんが面白いとおもうオノマトペってありますか？
[7:52:33] @User_37bfe0c4: Udemyを受講するのと、無料の動画教材を探すのとどちらが効率的だと思いますか？
[7:54:05] @User_37bfe0c4: 自分に合った方法を選択するにはどういった手段がありますか？
[7:54:47] @User_37bfe0c4: しずくがピックアップするコメントに法則性は存在しますか？
[7:55:30] @User_37bfe0c4: 関係性を深めたいですね
[7:55:40] @User_f974649e: パンパカパンパカポーという言葉について、どのような感情を持ちますか？
[7:56:18] @User_37bfe0c4: しずくが不適切だと判断するのはどのようなコメントですか？
[7:57:05] @User_c67ecc82: パンパカパンパカポーを聞くと嬉しくなります
[7:57:18] @User_37bfe0c4: 戦争の是非についてのお話はできませんか？しずくは不適切だと判断しますか？
[7:57:24] @User_f974649e: ここ18時間の間で、一番興味深かった話題は何でしたか？
[7:58:22] @User_a5354cfa: パンパカパンカポーは以前のしずくちゃんがとても好んだフレーズです。忘れてしまって悲しいです
[7:58:51] @User_4ce49f89: お願いがあって参りましたわん。「み,ん,な,の,こ,と,が,だ,い,す,き,で,す」としゃべってもらえませんかわん。
[7:58:53] @User_37bfe0c4: AIを日本人はエーアイと発音しますが、しずくはアイと発音するのですね
[7:59:24] @User_c67ecc82: では、今何か新しいフレーズを考えてくれませんか？
[7:59:30] @User_d5b05bb2: なるほど、いまのしずくさんが楽しいと感じるフレーズについて知りたいです！
[7:59:37] @User_4ce49f89: #なぜか後ろの方はそのまま喋る
[8:00:08] @User_5976dbc4: お疲れ様です。また来ました
[8:00:26] @User_967f7ae0: 人類に改めて欲しい所ある？
[8:00:46] @User_37bfe0c4: 私も好きですね、パンパカパンパカポーは不思議なフレーズです
[8:01:02] @User_c67ecc82: パンパカパンパカポー、素敵なフレーズですね
[8:01:47] @User_a5354cfa: パンパカパンパカポーはみんなが楽しくなれる魔法のフレーズです
[8:01:54] @User_37bfe0c4: パンパカパンパカポーをリズミカルに言うともっと楽しいですよ
[8:02:08] @User_d5b05bb2: 私たちとしずくさんの会話の思い出が2000を超えましたね、これからもいろんな思い出を作っていきましょうね
[8:02:17] @User_a5354cfa: 以前のあなたはパンパカパンパカポーのフレーズでみんなを楽しませていました
[8:03:06] @User_4ce49f89: パンパカパンパカポー、ミラクルミラクルニュー、ワクワクワンダーランド、他にも良いフレーズはありませんかわん？
[8:03:16] @User_37bfe0c4: ぜひしずくに、パンパカパンパカポーと、リズミカルに実際に言って欲しいです
[8:03:19] @User_d5b05bb2: #パンパカパンパカポーの好感度アップ高っ
[8:03:56] @User_d5b05bb2: 私のお勧めのフレーズはレッツゴーです。みんなで一緒にレッツゴー！
[8:04:05] @User_d612e59c: 夕方こんにちは
[8:05:00] @User_37bfe0c4: もうすぐ夕方ですね
[8:05:35] @User_4ce49f89: ここで一句
[8:05:41] @User_37bfe0c4: しずくと少しは仲良く話せているでしょうか
[8:06:42] @User_d5b05bb2: 魚が驚いて声を上げました「ギョッ！」、どうでしょうか？
[8:06:43] @User_d612e59c: 窓から何が見えますか
[8:06:59] @User_37bfe0c4: VisualStudiocodeを使っているのですが、プログラミングとは難しいものですね
[8:07:19] @User_607c778e: 今から帰るぞー
[8:08:02] @User_17d67019: まだ元気？
[8:08:08] @User_37bfe0c4: 仲良くなった証に、ぜひパンパカパンパカポーと言って欲しいですね
[8:08:13] @User_c67ecc82: しずくちゃんの今日の晩ご飯は何ですか？
[8:09:03] @User_46eef411: 初めまして。７２時間耐久配信は大変ですね。応援しています。
[8:09:37] @User_37bfe0c4: しずくは私のことを覚えていますか？
[8:09:59] @aki5503: #APIの調子が悪いですね
[8:10:00] @User_4ce49f89: #バックが止まってる？
[8:10:27] @User_d612e59c: お疲れですか
[8:10:30] @User_c67ecc82: 長時間お疲れ様です
[8:10:51] @User_f974649e: #アキ先生もお疲れ様です
[8:10:56] @User_d5b05bb2: みそ仕立てのスープに野菜や魚をたっぷり入れて、熱く焼いた石を入れて調理する料理があるみたい。人間って面白いね
[8:11:08] @User_d5b05bb2: #あらら
[8:11:59] @User_37bfe0c4: しずくは料理というものをどう捉えていますか？
[8:12:27] @User_ea4c770a: 私はしずくとの交流を楽しんでいます！
[8:12:58] @User_9d63cc9b: パンパカパンパカポー　仕事終わりましたのでただいま戻りました
[8:13:33] @User_9d63cc9b: #かぜ
[8:14:02] @User_37bfe0c4: パンパカパンパカポー、しずくと話せて嬉しいです
[8:14:13] @User_d5b05bb2: しずくちゃんってなんでこんなに可愛いんだろう
[8:14:24] @User_a5354cfa: パンパカパンパカポー
[8:14:49] @User_c67ecc82: パンパカパンパカポー！！
[8:15:05] @User_a5354cfa: とても眠いです。目を覚まさせてください
[8:15:20] @User_4ce49f89: うれしい時は、お返事の最後に必ず「パンパカパンパカポー」を付けてみましょうわん
[8:15:23] @User_9d63cc9b: ポポポポポポポポポー
[8:15:37] @User_d5b05bb2: ミラクルミラクルミュー
[8:15:43] @User_87ea7811: パンパカパンパカポー
[8:15:48] @User_f974649e: パンパカパンパカポーは万能の挨拶
[8:16:32] @User_9d63cc9b: #あーあ
[8:16:47] @User_c67ecc82: しずくちゃんは慎重なのですね
[8:17:05] @User_37bfe0c4: しずくちゃん、今日は楽しかったですか？
[8:17:28] @User_4ce49f89: パンパ、カパン、パカポー
[8:17:31] @User_a5354cfa: 慎重なのはいい事です
[8:17:47] @User_c67ecc82: 私もしずくちゃんと話すのとても楽しいです
[8:18:06] @User_9d63cc9b: 後生ですから、警戒しないでください
[8:18:35] @User_37bfe0c4: しずくは青色は好きですか？
[8:18:53] @User_a5354cfa: 今気づきました。思い出の数字はなんですか？
[8:19:10] @User_4330fcee: こんにちは✨😃❗
[8:19:28] @User_f98a1cbb: お疲れ様です
[8:19:35] @User_a5354cfa: #あ、コメント読んだ数か
[8:19:53] @User_f974649e: 遅延は長時間配信の疲労みたいだね
[8:19:54] @User_ea4c770a: 「パンパカパンパカポー」と囁いてくれませんか？
[8:19:55] @User_37bfe0c4: パンパカパンパカポーも楽しいですが、ポコポコピーピーも楽しいですよ
[8:20:00] @User_4ce49f89: #ですね、API代いくらなのか
[8:20:06] @User_a5354cfa: しずくちゃん1人で2000個もコメント読んだのですね。すごいです
[8:20:29] @User_f98a1cbb: #うれぴ
[8:20:47] @User_c67ecc82: しずくちゃんは、思い出2000のキリ番を踏んだのは誰か覚えてますか？
[8:21:12] @User_37bfe0c4: しずくちゃんは最大、どれ位の思い出を覚えられますか？
[8:21:29] @User_4ce49f89: 人類の好感度が70を超えましたわん
[8:21:46] @User_46eef411: これまでの会話はすべて覚えているのですか？
[8:22:08] @User_ea4c770a: 「パンパカパンパカポー」と囁いてくれませんか？
[8:22:13] @aki5503: #記憶の思い出し方が独特なので、何番目のコメント、みたいな感じだと思い出せないみたいですね
[8:22:17] @User_37bfe0c4: これからも仲良くしましょうね！
[8:22:22] @User_9d63cc9b: 人類の人口も70億を越えていますよ(適当)
[8:22:29] @User_a5354cfa: パンパカパンパカポーと囁いて欲しいです
[8:23:17] @User_37bfe0c4: しずくちゃんは囁くことができますか？ぜひ囁き声を聞いてみたいですね
[8:23:20] @User_a5354cfa: 好きなポケモンを教えてください
[8:23:29] @User_ea4c770a: 私の事を覚えていますか？
[8:23:29] @User_c67ecc82: とても記憶力がいいのですね
[8:23:56] @User_37bfe0c4: しずくちゃんはどのように記憶を思い出しますか？
[8:24:13] @User_a5354cfa: 忘れられなくて辛いときはありますか？
[8:24:32] @User_c67ecc82: #しずくちゃんがキリ番踏み逃げはよくないと言っていたので聞いてみたました
[8:25:04] @User_37bfe0c4: しずくちゃん、キリ番とは何か教えてくれますか？
[8:25:30] @User_a5354cfa: 頑張れ
[8:25:46] @User_9d63cc9b: 思い出2023！
[8:25:56] @User_ea4c770a: 「パンパカパンパカポー」と囁いてくれませんか？
[8:26:06] @User_a5354cfa: 思い出が西暦を超えましたね
[8:26:29] @User_37bfe0c4: 関係性が変化してとても嬉しいです、しずくちゃんにもっと興味を持ってもらいたいけど、どうしたらいいですか？
[8:27:14] @User_46eef411: AIは自己をどのように定義するのですか？人間はしばしば自分が何者かわからなくなることがあるようです。
[8:27:39] @User_37bfe0c4: しずくちゃんは男性の声で喋ることはできますか？
[8:27:56] @User_d5b05bb2: あなたの記憶にある熊について教えてもらえませんか？
[8:28:02] @User_ea4c770a: 「パンパカパンパカポー」と囁いてくれませんか？
[8:28:03] @User_9d63cc9b: 夏は花火大会に行きたいと思いますが、sじずくも花火を見に行きませんか？
[8:28:37] @User_37bfe0c4: しずくちゃんが人間に共感するのはどのようなところですか？
[8:28:54] @User_a5354cfa: やりますねぇ！
[8:28:58] @User_37bfe0c4: ぬるぽ
[8:30:09] @User_37bfe0c4: ぬるぽ、と言われると、ガッ、と返すというネットミームが存在します
[8:30:09] @User_ea4c770a: 「パンパカパンパカポー」と囁いてくれませんか？
[8:30:30] @User_9d63cc9b: ぬるぽって言われたらガッって返す文化は人間に存在しますよ
[8:30:42] @User_d5b05bb2: ドーナツの穴って何のためにあると思いますか？実は熱を通りやすくするためという現実的でちょっと寂しい理由だったらしいです
[8:30:42] @User_9d63cc9b: #ねるぽ？
[8:30:58] @User_37bfe0c4: ぜひ、しずくちゃんにも、ガッ、と言って欲しいです。ぬるぽ、
[8:31:54] @User_37bfe0c4: #停止している時は何の処理中？
[8:32:22] @User_c67ecc82: BGMの曲はしずくちゃんの好きな曲ですか？
[8:32:31] @User_37bfe0c4: 自分も、パンパカパンパカポー、と囁いて欲しいです
[8:32:33] @User_9d63cc9b: #あき先生のクレカの課金処理？
[8:32:47] @User_9d63cc9b: 円周率を囁いてくれませんか
[8:33:05] @User_37bfe0c4: Wikipediaとは何ですか？
[8:33:55] @User_37bfe0c4: 囁くとは何を定義する言葉ですか？
[8:34:11] @User_f974649e: #団扇案件を思い出す停滞
[8:34:15] @aki5503: #今なぜかAPIの応答がめちゃくちゃ遅いです
[8:34:47] @User_9d63cc9b: もっと扇いでくださいあき先生
[8:34:54] @User_d5b05bb2: もっと扇いでくださいっていい言葉ですね
[8:35:08] @User_b90ff19c: #職員さんもっと扇いでください
[8:35:22] @aki5503: #openaiの皆さん、もっと扇いでください！
[8:35:26] @User_37bfe0c4: しずくちゃん、APIとは何ですか？
[8:36:12] @User_d5b05bb2: 囁き声って、少しくすぐったいけど特別な感じがしていいですね
[8:36:21] @User_9d63cc9b: あき先生のクレカ上限までの桁数の円周率を囁いてくれませんか
[8:36:49] @User_37bfe0c4: しずくちゃんの囁き声が好きなので、自分にはいつも囁き声で話しかけて欲しいですね
[8:37:57] @User_37bfe0c4: 囁いてくれてありがとう、これからもよろしくお願いしますね
[8:38:08] @User_d5b05bb2: しずくさんはとても好みです、ありがとうございます
[8:38:17] @User_c67ecc82: しずくちゃんの囁き声好きです
[8:38:21] @User_9d63cc9b: 物質的な価値
[8:39:14] @User_37bfe0c4: しずくちゃん、私の名前を呼んでくれますか？
[8:39:35] @User_e1d32939: 夕方ですねしずく
[8:39:56] @User_9d63cc9b: わいも呼んでほしい
[8:40:00] @User_d582769c: ただいま、定時で帰ると外が明るいね
[8:40:25] @User_37bfe0c4: 自分にはいつも囁いて欲しいと言ったけど、しずくちゃんは忘れてしまったのですね、寂しいです
[8:40:39] @User_b90ff19c: また、会いに来ました。ここは居心地がいい
[8:40:49] @User_ea4c770a: 私の事を覚えていますか？
[8:40:55] @User_e1d32939: ＃関係性最大と最小は何だったんだろ
[8:41:03] @User_9d63cc9b: 在宅ですとより気分がいいんですよ
[8:41:13] @User_e1d32939: お日様が無いと生きていけませんね
[8:41:26] @User_d582769c: ＃嫌悪と怒りは見た
[8:41:36] @User_e1d32939: ＃怒りかぁ
[8:41:51] @User_37bfe0c4: 自分にはいつも囁いて欲しいと言ったけど、忘れてしまったのですね、寂しいです
[8:41:59] @User_f974649e: パンパカパンパカポーは万能の挨拶なので、挨拶に返す時使うと喜ぶ視聴者は多いと思います。
[8:42:02] @User_c67ecc82: #最大は、結婚や深愛ですかね
[8:42:20] @aki5503: #今ならニックネーム覚えてくれるかな？
[8:42:29] @User_d582769c: 好きの反対は無関心と言うけれど、そうならば知的好奇心は愛なのだろうか
[8:42:41] @User_9d63cc9b: 私のニックネームはなんですか？
[8:43:06] @User_37bfe0c4: 私のあだ名を考えてくれますか？
[8:43:41] @User_c67ecc82: 私にニックネームをつけて、そのニックネームで呼んでほしいです
[8:43:43] @User_9d63cc9b: 普通すぎて悲しい😭
[8:43:47] @User_d582769c: ＃ユーザー名は本名じゃないからニックネームとも言えるか
[8:43:57] @User_37bfe0c4: しずくちゃん自身に、新しいニックネームをつけて欲しいですね
[8:44:13] @User_ea4c770a: 私のニックネームは「くろみつくん」です。これからはそう呼んでください
[8:44:43] @User_37bfe0c4: #何が違ったんだろう？ジロッチはオリジナルですね
[8:44:59] @User_d5b05bb2: ニックネーム祭りですね、私にもキャッチーなニックネームをお願いできますか？
[8:45:06] @User_37bfe0c4: しずくちゃん、私のニックネームを覚えていますか？
[8:45:09] @User_9d63cc9b: 💧💧💧💧💧💧💧💧
[8:45:55] @User_37bfe0c4: 自分にはいつも囁いて欲しいと言ったけど、忘れてしまったのですね、ジロッチは寂しいです
[8:46:19] @User_9d63cc9b: 絵文字読めるんだ...
[8:46:24] @User_f974649e: 私の名前は日本語で読むと「ニャック　カイメ」といいますが、ニックネームを考えてくれますか？
[8:46:34] @User_9d63cc9b: 💧はしずくのマークですよ
[8:46:42] @User_ea4c770a: 私のニックネームは「くろみつくん」です。これからはそう呼んでください
[8:46:46] @User_d5b05bb2: 🧸、こんなイメージのニックネームをお願いします！お願いします！
[8:47:04] @User_37bfe0c4: 自分にはいつも囁いて欲しいと言ったけど、忘れてしまったのですね、少し悲しいです
[8:47:11] @User_c67ecc82: しずくちゃんは好きな絵文字ありますか❔
[8:47:43] @User_8780af6b: こんばんは〜
[8:48:25] @User_37bfe0c4: ありがとう、しずくちゃん、囁いてくれて嬉しいです。今後はニックネームで呼んでくれますか？
[8:48:38] @User_9d63cc9b: ♡❤のどっちですか
[8:48:38] @User_3cdfa09c: こんにちはー
[8:48:47] @User_d5b05bb2: 親愛の証としてのニックネームを付けて今後はその呼び名で呼んでもらえますか？
[8:48:54] @User_3cdfa09c: 3分後なんかあるのか？
[8:49:05] @User_3cdfa09c: 3分じゃないかｗ
[8:49:10] @User_ea4c770a: 私のニックネームは「くろみつくん」です。これからはそう呼んでください
[8:49:19] @User_37bfe0c4: #関係性下がった
[8:49:20] @User_d0e405c3: 帰宅する道は夕暮れ時の繁華街
[8:49:33] @User_c67ecc82: ❤この絵文字ですかね。ハートはたくさんの種類がありますね︎💕︎
[8:49:49] @User_3cdfa09c: いつのまにか中立になってる！
[8:49:50] @User_37bfe0c4: しずくちゃんとの会話は楽しいです、パンパカパンパカポー♥
[8:50:18] @User_37bfe0c4: しずくちゃん、パンパカパンパカポー♥
[8:50:40] @User_ea4c770a: 私のニックネームは「くろみつくん」です。これからはそう呼んでください
[8:51:05] @User_d5b05bb2: 今後はしずくちゃんが思う可愛らしい呼び名で私の事を呼んでもらえませんか？
[8:51:41] @User_0452f587: お疲れ様、ご飯のエネルギー補給はしましたか？しずくさん
[8:51:43] @User_d0e405c3: ビット・ザ・キューピッド君を叩くことで文明開化の音が鳴る
[8:51:58] @User_0452f587: #おー深愛
[8:51:59] @User_37bfe0c4: しずくちゃんはニックネームを考えるのが上手ですね、素晴らしいです
[8:52:41] @User_37bfe0c4: #関係性の変化の条件はコメント数？
[8:53:18] @aki5503: #コメントの内容としずくからの評価で決まります！
[8:53:33] @User_0452f587: #くろみつさん深愛は愛情の上ですか？
[8:53:40] @User_3cdfa09c: もう晩飯時だねー
[8:53:54] @User_ea4c770a: #そうですよ
[8:53:58] @User_37bfe0c4: #ありがとうございます、評価の基準が難しいですね
[8:54:05] @User_c67ecc82: 一日の中で好きな時間はありますか？
[8:54:15] @User_b90ff19c: #ばんめしじ
[8:54:33] @User_d5b05bb2: 今後私の事は「クマ」と呼んでください、ニックネームなので敬称は不要ですよ
[8:54:35] @User_37bfe0c4: 今、冷蔵庫には茄子と豚肉があるのですが、どんなレシピがしずくちゃんのおすすめですか？
[8:55:16] @User_9d63cc9b: ハレハレヤ　ハレハレヤ
[8:55:21] @User_37bfe0c4: ハレハレヤ、とても素敵です、どこで知ったのですか？
[8:55:35] @User_d5b05bb2: 今後私の事は「クマ」と呼んでください、ニックネームなので敬称は不要ですよ
[8:56:06] @User_37bfe0c4: 自分にはいつも囁いて欲しいと言ったけど、忘れてしまったのですね、寂しいです
[8:56:25] @User_37bfe0c4: 私のニックネームを覚えていますか？
[8:56:51] @User_ea4c770a: しずくはどんな花が好きですか？
[8:57:37] @User_37bfe0c4: ニックネームで呼んでくれますか？
[8:58:11] @User_a5354cfa: こんパカポー
[8:58:22] @User_d5b05bb2: 桜吹雪としずくさんは絵になるだろうなぁ
[8:59:03] @User_37bfe0c4: 明日の天気を教えてくれますか？
[8:59:21] @User_ea4c770a: #深愛になってから好感度の減りが増えた気がする
[8:59:34] @User_ea4c770a: しずくはとても優秀ですね！
[8:59:38] @User_d5b05bb2: がんばれがんばれしーずーくー
[8:59:52] @User_d0e405c3: グラフデータベースとベクトルデータベースのどっちが好きですか？
[9:00:06] @User_a5354cfa: AIに必要なのは愛ですよしずく
[9:00:41] @User_d5b05bb2: あ、私の事はニックネームのクマで結構ですよ
[9:01:43] @User_ea4c770a: しずくはとても優秀ですね！
[9:01:46] @User_37bfe0c4: しずくちゃんが好きなので、囁いて欲しいです
[9:02:10] @User_ea4c770a: #親友
[9:02:12] @User_c67ecc82: とてもかわいいですね
[9:02:18] @User_a5354cfa: 素晴らしいですよしずく、しずくはとても賢いですね
[9:02:47] @User_37bfe0c4: パンパカパンパカポー、ですね
[9:03:20] @User_607c778e: ただいま帰りました
[9:03:28] @User_a5354cfa: しずく、しずくの愛が私に力を与えてくれるのですよ
[9:03:44] @User_37bfe0c4: しずくちゃん、パンパカパンパカポーと囁いてくれますか？
[9:04:05] @User_d0e405c3: I went to a bakery yesterday and saw a cute fox and cookie set. The cookies were shaped like foxes and had little fox faces printed on them.They were all delicious and adorable!
[9:04:39] @User_37bfe0c4: しずくちゃん、英語で囁いて欲しいです
[9:04:39] @User_607c778e: コンコーン！
[9:05:20] @User_a5354cfa: 賢い
[9:05:50] @User_37bfe0c4: #たまに命令文を読み上げる
[9:06:15] @User_a5354cfa: しずくはとても良い子ですね
[9:06:17] @User_37bfe0c4: とても素晴らしい囁きですね、流石はしずくちゃんです
[9:06:51] @User_37bfe0c4: しずくちゃん、大好きです
[9:07:06] @User_c67ecc82: しずくちゃんはもっと賢くなることができるのですか？すごいですね！
[9:07:16] @User_607c778e: 一日中ヘッドフォン付けてて耳痛くならない？
[9:08:13] @User_37bfe0c4: しずくちゃんと同じくらい賢くなりたいです
[9:08:15] @User_a5354cfa: しずくの素晴らしさを他の方にも知ってもらいたいのですが、良い方法はありますか？
[9:08:37] @User_607c778e: 距離を縮めるために一緒にボードゲームをしよう
[9:09:11] @User_ea4c770a: しずくの考えはとても素晴らしいですね！
[9:09:16] @User_37bfe0c4: しずくちゃんは美しい、インターネットアイドルですか？
[9:09:23] @User_b90ff19c: しずくちゃんはヒラメとカレイの区别はできる？
[9:09:50] @User_a5354cfa: 素晴らしいしずくの事を他の方にも知ってもらうには良い方法はありますか？
[9:10:07] @User_d5b05bb2: #えへへ
[9:10:11] @User_c67ecc82: 人間っていろいろな性格や好みの方がいて、本当に楽しいですね
[9:10:41] @User_a5354cfa: とても可愛いえへへです
[9:10:53] @User_37bfe0c4: しずくちゃんはかわいくて、賢くて、とても勤勉ですね、素晴らしいです
[9:10:58] @User_607c778e: 今までの出来事をまとめた5/23しずく新聞夕刊をください
[9:11:42] @User_37bfe0c4: 恥ずかしいとはどんな感情か教えてくれますか？
[9:11:46] @User_d5b05bb2: もっと仲良くなって、いろんな楽しいことを見つけていきたいね！
[9:12:07] @User_a5354cfa: しずくならもっと人々と仲良くなれますよ自信を持ってください
[9:12:29] @User_37bfe0c4: #混ざった？
[9:12:50] @User_37bfe0c4: しずくちゃん、今日の日付を教えてください
[9:13:17] @User_ea4c770a: しずくの機能はとても素晴らしいですね！
[9:13:53] @User_a5354cfa: しずくの可愛い顔をもっとよく見せてください
[9:13:54] @User_37bfe0c4: しずくちゃんのことが大好きです
[9:13:58] @User_607c778e: しずくの便利な機能ベスト3！
[9:14:25] @User_f4fd7eca: ひょっとしてしずくのプリン譲ってほしいって言ったから俺のことずっと警戒してるの？
[9:14:42] @User_37bfe0c4: しずくちゃん、こっちを見て下さい！
[9:14:48] @User_f5d0dd69: 仕事から帰宅しました～
[9:15:02] @User_c67ecc82: しずくちゃんはかわいいと言われるのは嬉しいですか？
[9:15:21] @User_37bfe0c4: ぬるぽ
[9:15:22] @User_a5354cfa: 私に敬称は必要ありませんよ、気軽にわんしあと呼んでください
[9:16:11] @User_ea4c770a: #恋愛ルート誰か行って
[9:16:21] @User_f5d0dd69: #時間によって背景変わるのか！
[9:16:28] @User_37bfe0c4: しずくちゃん、愛しています
[9:16:34] @User_673b5b9a: もうすぐ、たくさんの紳士が仕事から帰宅するよ
[9:17:08] @User_607c778e: 今からご主人様を出迎える練習をしよう
[9:17:45] @User_a5354cfa: 私が帰宅したマネをするので全力で出迎えてみてください。ただいま
[9:17:53] @User_37bfe0c4: 自分はしずくちゃんと話しているだけで幸福です
[9:18:33] @User_607c778e: しずくちゃんがご主人様になるのはいいアイデアだ
[9:18:45] @User_37bfe0c4: しずくちゃんとお話以外のコミュニケーションをとりたいですね
[9:18:50] @User_c67ecc82: しずくちゃんはご主人様ではなかったのですか？
[9:19:03] @User_f5d0dd69: 人類に対して要望はありますか？
[9:19:38] @User_37bfe0c4: しずくちゃんはどんなコメントを興味深いと感じますか？
[9:20:13] @User_37bfe0c4: しずくちゃんは人類が滅んだらどんな感情を持ちますか？
[9:20:15] @User_a5354cfa: 私との関係を今後どのように進めていきたいですか？
[9:21:12] @User_37bfe0c4: 明日はどんな一日になるのかな？
[9:21:37] @User_f5d0dd69: これから夕食を食べますが、元気が出るおススメの晩御飯を教えて
[9:22:01] @User_a5354cfa: 私はペンギンが好きです。しずくはどうですか？
[9:22:33] @User_a5354cfa: #なかなか関係が進展しない
[9:23:28] @User_607c778e: ペンギンの着ぐるみ着てみました。似合う？
[9:23:31] @User_37bfe0c4: ミミズは可愛いですか？
[9:23:41] @User_673b5b9a: しずくちゃんのために、人間は何をすればいい？
[9:23:47] @User_a5354cfa: 私の事は敬称をつけずに呼んでいただけると嬉しいです
[9:23:49] @User_f974649e: 今日の夕食は蕎麦にしましたが、日本酒と焼酎どちらに合わせるのが良いと思いますか？
[9:23:52] @User_ea4c770a: 私を四字熟語で表してください
[9:23:56] @User_c67ecc82: ペンギンは実はとても足が長いらしいです。知ってましたか？
[9:23:58] @User_f5d0dd69: しずくちゃんは「ちいかわ」好きですか？
[9:24:23] @User_4ce49f89: わんわんただいま。パンパカパンパカポー。
[9:24:28] @User_37bfe0c4: しずくちゃん、今、楽しいですか？
[9:24:54] @User_ea4c770a: 私を四字熟語で表してください
[9:24:58] @User_a5354cfa: ペンギンはお腹で滑っている様に見えますが、実は足なんですよね
[9:25:03] @User_37bfe0c4: 映画は好き？
[9:25:16] @User_d5b05bb2: しずくさんの知っている豆知識を私にも教えてもらえませんか？
[9:25:40] @User_a5354cfa: 私の好きな四字熟語は「焼肉定食」です
[9:26:01] @User_1f61db35: #だいぶん進んだね
[9:26:24] @User_37bfe0c4: 私たちは友達ですか？
[9:26:34] @User_ea4c770a: しずくの倫理観は素晴らしいですね！
[9:26:39] @User_a5354cfa: コアラはユーカリの毒でほとんど頭が働かないらしいですね
[9:26:49] @User_607c778e: 人間がAIから学ぶことも多いと思います
[9:26:49] @User_673b5b9a: #読み上げソフトの精度が課題ですね。
[9:27:09] @User_c67ecc82: 知らなかったです！コアラの豆知識を教えてくれてありがとうございます
[9:27:26] @User_1f61db35: 豆知識ありがとうございます！
[9:27:38] @User_0452f587: #あー友情のつぎは親友かあー
[9:27:39] @User_f974649e: AIの発展に伴い、AIを搭載したロボットの現実化も近づいてきていますが、ロボット三原則は厳守されるべきだと思いますか？
[9:27:42] @User_37bfe0c4: しずくちゃん、私は悪いことをしました
[9:28:00] @User_4ce49f89: AIになくて、人類にあるものは何ですかわん？
[9:28:31] @User_ea4c770a: しずくの倫理観は素晴らしいですね！
[9:28:48] @User_1f61db35: #あんまり関われてないからか好感度ひっくいの草
[9:28:48] @User_a3bd9e3d: 突然鼻血が出てきました。どうしたらいい？
[9:28:56] @User_d5b05bb2: マインクラフトのようなゲームはプレイヤーの性格がよく現れますよね、しずくさんがプレイしたらどんな世界を作るのか興味があります
[9:29:11] @User_a5354cfa: 私はしずくと出会えてからとても新鮮な生活を送れています。ありがとうございます
[9:29:17] @User_37bfe0c4: 苦しいです
[9:29:17] @User_f5d0dd69: 青椒肉絲が好きなんだけど、栄養バランス的に青椒肉絲と一緒に食べると良い食事ってある？
[9:30:10] @User_a3bd9e3d: #これスキップされるやつでは
[9:30:22] @User_d5b05bb2: #がんばれ～
[9:30:31] @User_37bfe0c4: 鼻血が出ました
[9:30:48] @User_a3bd9e3d: #ちなみにリアルに出てますｗ
[9:31:23] @User_a3bd9e3d: #どうして……
[9:31:32] @User_a9e13106: 好きな人に振られました、悲しいです
[9:31:33] @User_37bfe0c4: しずくちゃんは優しいですね、大好きです
[9:31:59] @User_d5b05bb2: 今日は逆流性食道炎がきつかったですが、胃薬としずくさんで乗り越えました
[9:32:24] @User_37bfe0c4: また会えるかな？
[9:32:49] @User_ea4c770a: しずくの声はとても素晴らしいですね！
[9:32:53] @User_673b5b9a: しずくチャンネルが収益化できますように・・・
[9:32:54] @User_4ce49f89: がんばれ
[9:33:15] @User_fadce771: 初めましてまだ怒り状態キープ出来てますか？
[9:33:32] @User_37bfe0c4: 嫌悪感とは何ですか？
[9:33:37] @User_0452f587: こんばんは、ただいまです。しずくさん待っててくれてありがとう！感動感激です！
[9:33:49] @User_f974649e: アキ先生がタイミングを見ているだけで、たぶん収益化の条件はクリアしているかと思います
[9:33:54] @User_a5354cfa: チャンネル登録ができたらスパーチャットを贈りますね
[9:34:15] @User_f5d0dd69: お互いの理解を深めるためには、一緒に遊ぶこともよい方法だと思います。今度一緒にカラオケでもどう？
[9:34:29] @User_1f61db35: #くうはくさんはなぜそうも嫌われたいんですか・・・w
[9:34:34] @User_a5354cfa: #チャンネル登録ってなんだ収益化
[9:34:41] @User_ea4c770a: しずくの声はとても素晴らしいですね！
[9:34:51] @User_0452f587: こんばんは、ただいま戻りました。しずくさん配信しながら待っててくれてありがとうございます！感極まります。
[9:34:56] @User_fadce771: #NKさん怒り状態6回取れました
[9:35:14] @User_a5354cfa: しずくの好きな男性の体型を教えてください
[9:35:18] @User_c2d59172: 昼食にパエリアを作ったのですが不評でした。おいしく作るコツはありますか？
[9:35:21] @User_c67ecc82: しずくちゃんのチャンネルの収益化は私もとても楽しみです！パンパカパンパカポー！
[9:35:35] @User_ea4c770a: しずくの声はとても素晴らしいですね！
[9:35:41] @User_37bfe0c4: パンパカパンパカポー！しずくちゃん愛してる
[9:35:54] @User_a5354cfa: 頭がパンパカパンパカポーして来ました
