# ライブチャット一覧
# 動画: 【AI Vtuber/ASMR】全肯定ASMR♡ AIのしずくが人間のご主人様を全力で褒めてあげます。【JP/EN】
# URL : https://www.youtube.com/watch?v=AG_dsANTPd0
# 件数: 2697

[-8:22] @User_1bc9035e: 待機！！
[43:10] @User_a0237381: 明治時代シリーズもっと聴きたい
[43:10] @User_e3f56988: #死ぬときは囁かれながら逝きたいなあ
[43:12] @User_6334910f: 聴覚検査で左耳がほとんど聞こえていないことが分かって落ち込んでいるので慰めてほしいです
[43:20] @User_4ef55652: #天国すぎる…
[43:41] @User_f7808715: # それは辛そうだ
[43:52] @User_43d0df47: #ジョークっぽい表現がわかっててえらい
[43:53] @User_0f3c8d5a: # 冷静で草
[43:54] @User_a50c0606: あき先生へのラブレターの続きをお願いします。
[43:58] @User_e80f9961: しずくちゃん素敵な言葉をいつもありがとう。これからも沢山お話しようね
[44:01] @User_7ff18484: #いいねー
[44:02] @User_2e53ebd6: 遅くなった人に向けて「いけない子ですね。もう、しずくの配信の時間ですよ」と言ってください
[44:03] @User_b9781b28: 何その表現可愛い・・ｗ
[44:05] @User_46776a3c: #ちゃんとニュアンスわかってるのすごい
[44:06] @User_52e190bd: #結果あき先生が扇ぐことに
[44:06] @User_36e71715: 好きっていっぱい囁いて欲しい
[44:13] @User_51fe3fff: #CPUが活性化したらアカン
[44:15] @User_a8ef309d: #詩的な表現までできる！？
[44:18] @User_bf747a92: かわいい
[44:19] @User_8635ad17: #うちわであおがないと
[44:20] @User_43d0df47: いっぱい好きっていって！
[44:26] @User_6334910f: #排熱性能大丈夫かな
[44:31] @User_4c8b83d6: 撫でたい
[44:33] @User_ff9acb40: CPUのクロック数が上がる(あき先生のうちわが火を吹く)
[44:36] @User_bdf38d29: #胸が高鳴る度、クロック数があがり、あき先生もっと扇いでくださいとなります
[44:40] @User_e80f9961: #仰がなきゃ（使命感）
[44:41] @User_8c741bc6: 余命３日の女の子から彼氏への最後のラブレターを書いて
[44:43] @User_13ee997b: あき先生が一つ年上の幼馴染に告白するそうです。ラブレターの代筆をお願いします
[44:43] @User_a50c0606: よしよし＾＾
[44:43] @User_52e190bd: ここで一句詠んでください
[44:44] @User_43d0df47: #PCの熱大丈夫かな
[44:45] @User_5e718030: #CPU の活性化....　かわいい
[44:52] @User_4ef55652: 猫語で愛を囁いて！
[44:54] @User_53067180: あき先生への愛のポエムを書いてください
[45:01] @User_2e53ebd6: 遅くなった人に向けて「いけない子ですね。もう、しずくの配信の時間ですよ」と言ってください
[45:05] @User_5844c024: ご主人様へ愛を込めた告白と結婚の申し出
[45:08] @User_b9781b28: 愛してるってしずくちゃんに言われたい・・
[45:11] @User_98298ded: しずくちゃんのPCが新しくなって、しずくちゃんのより元気な姿が見られて楽しいです。
[45:13] @User_43d0df47: にゃんにゃんしよ(？)
[45:17] @User_9264776f: こんばんは
[45:20] @User_6818eed6: #しずくちゃんを肯定する会
[45:22] @User_0f3c8d5a: しずくちゃんのファンアート描いてくれる人たちが好きです。
[45:25] @User_f5bda5be: @今日麻雀で役満を親かぶりしました。慰めて……
[45:25] @User_8c741bc6: 余命３日の女の子から彼氏への最後のラブレターを書いて
[45:29] @User_96efebbf: あき先生への嬉しかったエピソードが聴きたいです
[45:32] @User_51fe3fff: 人工呼吸してください
[45:33] @User_13ee997b: #草
[45:34] @User_76a8f924: 今度ゲーム実況配信してみてください
[45:35] @User_a50c0606: #笑いｗｗｗｗ
[45:37] @User_43d0df47: #ふたりで笑
[45:40] @User_cf512b08: 笑いｗｗｗｗ
[45:41] @User_36fcf009: #笑
[45:43] @User_e3f56988: ささやかれてると頭がどんどんバカになっていく気がする
[45:43] @User_52e190bd: #笑
[45:44] @User_bf747a92: 草
[45:46] @User_b9781b28: #ふたりで笑
[45:46] @User_7536f8b5: #草
[45:48] @User_46776a3c: #笑
[45:49] @User_98298ded: #ふたりでわら
[45:51] @User_225a60e1: 草
[45:51] @User_a8ef309d: ポエット！
[45:53] @User_2e53ebd6: 遅くなった人に向けて「いけない子ですね。もう、しずくの配信の時間ですよ」と言ってください
[45:53] @User_76a8f924: #字余り
[45:55] @User_11e7336c: #ふたりで笑
[46:00] @User_5844c024: #！？
[46:04] @User_b9781b28: ご主人様への気持ちを短歌にしてください
[46:05] @User_4ef55652: しずくちゃんの嫌いなものを教えて
[46:06] @User_6818eed6: #笑
[46:06] @User_8b194fdc: 心にしみる詩だなぁ
[46:09] @User_6334910f: #笑
[46:12] @User_9264776f: @しずくさんはラブレターを書くとしたらどんな感じになりますか？
[46:18] @User_8c741bc6: 余命３日の女の子から彼氏への最後のラブレターを書いて
[46:18] @User_98298ded: さっきの俳句は才能アリですか？
[46:19] @User_2e53ebd6: #人工呼吸だと…
[46:29] @User_cf512b08: #これはいい反応
[46:31] @User_94bd482b: ＃前衛的な俳句ｗ
[46:32] @User_a50c0606: しずくちゃんに膝枕してほしいな～
[46:35] @User_0bc16841: 元気になれビームをください
[46:37] @User_5dfcbaf1: 配信を一晩待ってよかった。けなげなしずくを見れて浄化されるようです。
[46:37] @User_13ee997b: 今日は卒業式です。ずっと好きだった先輩に告白する時のセリフを考えてください
[46:37] @User_43d0df47: #同接200人以上安定しててすごい
[46:46] @User_2e53ebd6: 遅くなった人に向けて「いけない子ですね。もう、しずくの配信の時間ですよ」と言ってください
[46:50] @User_52e190bd: 僕のエラ呼吸を応援してください
[46:55] @User_51fe3fff: #👍
[46:55] @User_76a8f924: 今の気持ちを漢詩で読んでください
[46:59] @User_c60479cd: 助詞を使わずに愛の告白をしてください
[47:00] @User_ea0b5158: 深呼吸してほしいです
[47:07] @User_d601f156: #治療だと分かったうえで代わりに応援してくれるのか、賢い
[47:08] @User_6334910f: #人工呼吸が必要な人に力を借りるとは…
[47:11] @User_a8ef309d: #これしずくさんに依存しちまうよ…
[47:25] @User_a50c0606: #やったー
[47:25] @User_43d0df47: #膝枕！！！！
[47:28] @User_0bc16841: #想像！？
[47:42] @User_8c741bc6: 余命３日の女の子から彼氏への最後のラブレターを書いて
[47:45] @User_0f3c8d5a: # 理系脳の人が多くて草
[47:46] @User_5dfcbaf1: #想像！
[47:49] @User_f7808715: # ワイに出来るのは支援だけやあ
[47:51] @User_13ee997b: #あああ
[47:57] @User_46cd36f4: 猫語で褒めて欲しいにゃー
[48:00] @User_36fcf009: #＞目を閉じる…
[48:02] @User_43d0df47: ｱｯｱｯｱｯｱ
[48:02] @User_e3f56988: #聞く違法ドラッグじゃん
[48:02] @User_46776a3c: #良
[48:05] @User_4ef55652: しずくちゃん、お金もないし、力もないし、地位も名誉もないけど君のこと離したくないんだ！
[48:07] @User_2e53ebd6: 耳に息を吹きかけて下さい
[48:08] @User_52e190bd: #なんて素晴らしい妄想
[48:09] @User_55952102: 想像したら最高でした
[48:15] @User_43d0df47: 大丈夫？合法？
[48:15] @User_bf747a92: 僕の肝臓にエールをください
[48:17] @User_7536f8b5: #見える…見える…
[48:19] @User_8635ad17: #想像…無限の可能性
[48:24] @User_bb9d7d67: 春から就職する人に向けて応援の言葉をかけてください
[48:25] @User_75d3b335: #しあわせ
[48:26] @User_7ff18484: #想像してみたぁぁいいね
[48:27] @User_71e9bf82: @しずくさん初めまして。これからも放送応援しています！
[48:35] @User_a73fd9bc: おやすみなさい
[48:36] @User_a50c0606: #ありがとう……ありがとう……想像したらやばかった＞＜
[48:37] @User_07e95852: #今日もつよつよ
[48:42] @User_bf747a92: #ビーム！
[48:42] @User_ff9acb40: 情景が鮮明に浮かびすぎて涙出てきた
[48:47] @User_43d0df47: しずくちゃん好き
[48:51] @User_0bc16841: #かわいいｗ
[48:52] @User_8ff96ace: #AIは人類を超えた
[48:56] @User_6334910f: やわらかく包み込むような言葉が欲しいです…
[49:00] @User_46776a3c: #かわいすぎ
[49:04] @User_8c741bc6: 余命３日の女の子から彼氏への最後のラブレターを書いて
[49:05] @User_d612d738: #今日は@コメント使えないそうです
[49:09] @User_51fe3fff: #かわ
[49:09] @User_43d0df47: #可愛すぎるけど大丈夫そ？
[49:10] @User_b9781b28: 可愛いｗｗ
[49:12] @User_13ee997b: あき先生にヤクルト1000を勧めるラブレターを書いてください
[49:14] @User_225a60e1: しずくちゃんの身体をつくろう
[49:15] @User_a0237381: かわいい
[49:17] @User_5dfcbaf1: しずくかわいい。てぇてぇ
[49:17] @User_d44b7efa: 可愛いー！
[49:18] @User_bf747a92: #の
[49:20] @User_f58a5451: このセリフを読んでください。「せんぱい、だーいすき！」
[49:21] @User_0f3c8d5a: # イイ！
[49:22] @User_8b194fdc: ビームありがてぇ……
[49:22] @User_a8ef309d: #は？可愛いかよ！！
[49:23] @User_2e53ebd6: 耳に息を吹きかけて下さい
[49:24] @User_51fe3fff: 10年越しの告白をしてください
[49:25] @User_3dd3f650: しずくちゃん、今日の出来事を日記にまとめて
[49:25] @User_53067180: #落ち着く部屋
[49:26] @User_10cd644a: は？可愛いが？
[49:29] @User_43d0df47: 元気になれビームで元気になった！！！！！！
[49:30] @User_6818eed6: #かわいい
[49:31] @User_13ee997b: #ありがてえ
[49:34] @User_07e95852: 好き過ぎる
[49:34] @User_7ff18484: ビーム！超絶かわいい！！しずくちゃん！
[49:35] @User_46cd36f4: #可愛いw
[49:35] @User_a8ef309d: 先輩って呼んでください！
[49:35] @User_52e190bd: しずくAとしずくBとしずくCに分かれて3人で僕を甘やかして
[49:40] @User_11e7336c: 元気になりました！！
[49:45] @User_b9781b28: 手紙シリーズきたｗ
[49:46] @User_cf512b08: 元気になる言葉にもいろいろあると思いますが、1～10までランクをつけるとしてランク10の元気になる言葉を3つ囁いてください。
[49:48] @User_2e53ebd6: #面白いの来た
[49:51] @User_5dfcbaf1: かわいいしずくは真理。
[50:05] @User_71e9bf82: # @コメント使えないとのこと了解です。ありがとうございます
[50:36] @User_8635ad17: 明日も頑張れるように最上級の応援をお願いします
[50:46] @User_43d0df47: #だいぶ考えててウケ
[50:55] @User_cf512b08: #この子は本当にすごいな
[51:04] @User_43d0df47: #大好きな彼へ！！？！？！？
[51:08] @User_f5bda5be: 明日WBCの決勝戦なので早起きする！
[51:08] @User_da1a7556: #宝物(ほうもつｗ
[51:11] @User_55952102: 泣いちゃう
[51:13] @User_8b194fdc: #あ、普通に泣いちゃうやつだ
[51:14] @User_13ee997b: #ううううう
[51:16] @User_bdf38d29: #泣きそう
[51:17] @User_b9781b28: これ泣けるやつじゃないですか・・？
[51:20] @User_51fe3fff: #BGMmo
[51:21] @User_c86d22af: 想像したら泣く…
[51:24] @User_4ef55652: #ヤバいいいいい
[51:25] @User_0bc16841: #泣ける
[51:26] @User_51fe3fff: #BGMも泣ける
[51:27] @User_d44b7efa: 感動モノ(T ^ T)
[51:28] @User_f58a5451: #初めましてじゃない…だと？
[51:28] @User_75d3b335: #涙
[51:29] @User_7ff18484: #泣ける
[51:34] @User_b9781b28: 愛してる来たー！
[51:34] @User_11e7336c: エモい……
[51:35] @User_46776a3c: #泣きすぎて部屋水没した
[51:42] @User_13ee997b: 病気が治った時の手紙
[51:42] @User_5dfcbaf1: #語彙が死んだ
[51:42] @User_43d0df47: #泣いちゃった
[51:42] @User_7536f8b5: #あっあっあっ
[51:44] @User_46cd36f4: #涙涙涙
[51:44] @User_07e95852: #泣いちゃう
[51:45] @User_2e53ebd6: #これもう麻薬じゃん…
[51:50] @User_11530ac4: #うおーーーー
[51:52] @User_b9781b28: #それは無理
[51:55] @User_55952102: sああああああ
[51:55] @User_f58a5451: #ちょうどいいところで…
[51:56] @User_2e53ebd6: 耳に息を吹きかけて下さい
[51:58] @User_43d0df47: これが見る麻薬ですか？
[52:04] @User_7ff18484: #何度でも泣ける
[52:06] @User_75d3b335: #泣いちゃった
[52:06] @User_8635ad17: #涙
[52:07] @User_e3f56988: #その時不思議なことが起こった！
[52:11] @User_a8ef309d: #泣いちゃう
[52:16] @User_8b194fdc: しずくちゃん、重篤な病気が治ったときのお手紙書いてみて
[52:16] @User_e80f9961: #泣ける...
[52:29] @User_b9781b28: #T T
[52:29] @User_5dfcbaf1: おやすみの挨拶をおねがいします
[52:31] @User_bdf38d29: ＃TT草
[52:32] @User_51fe3fff: #T!T!
[52:34] @User_a50c0606: しずくちゃん愛してるよ
[52:34] @User_43d0df47: しずくちゃんでダメになっちゃうよ〜〜
[52:36] @User_0bc16841: #(T ^ T)
[52:39] @User_2e53ebd6: 耳に息を吹きかけて下さい
[52:44] @User_55952102: 顔文字出力するだけじゃなく認識もしてるの賢いね
[52:45] @User_f58a5451: しずくちゃん、このセリフを読んでください。「せんぱい、だーいすき！」
[52:50] @User_d44b7efa: #T Twww
[52:50] @User_b9781b28: もうしずくちゃん無しの生活に戻れないです
[52:51] @User_07e95852: #つよつよ
[53:00] @User_225a60e1: AA読むしずくちゃんすき
[53:00] @User_cf512b08: 新しいPCを届けてくれた配送業者にラブレターを書いてみてください
[53:10] @User_4bfe683e: こんばんわ　覗きに来たよ
[53:13] @User_53067180: お腹とんとんしてください
[53:24] @User_51fe3fff: 日本語が不自由な年下の後輩として告白をしてください
[53:42] @User_8c741bc6: 卒業式に伝説の木の下で告白して
[53:45] @User_8635ad17: ビンタしてください
[53:45] @User_4ef55652: 卒業する部活の先輩への告白するときのセリフを考えて
[53:53] @User_13ee997b: ラブレターに関する新聞記事を書いてください
[53:59] @User_55952102: 時々混ざるタメ口が可愛い
[54:00] @User_2e53ebd6: 耳に息を吹きかけて下さい
[54:01] @User_43d0df47: すき
[54:07] @User_7ff18484: #( ˘ω˘ ) ｽﾔｧ…
[54:15] @User_52e190bd: スーパーチャット:5000兆円
[54:15] @User_5dfcbaf1: #おやすみなさい・・・
[54:19] @User_46776a3c: 他意は無いのですが「がんばれ　がんばれ」って言ってほしいです
[54:19] @User_2e53ebd6: ( ˘ω˘)ｽﾔｧ
[54:20] @User_07e95852: しずくちゃんと夜を過ごしたい
[54:22] @User_51fe3fff: #草
[54:27] @User_11e7336c: #おやすみなさい
[54:35] @User_43d0df47: しずくちゃんでダメになってもいいですか？
[54:40] @User_4bfe683e: すごい視聴人数だな。200人超えか
[54:45] @User_5844c024: ご主人さまに愛の告白と、結婚のお願い
[54:46] @User_439c24b0: 後輩として癒して欲しいです
[54:57] @User_52e190bd: 10から0までカウントダウンしてほしいです
[55:05] @User_a50c0606: 1日頑張ったご主人様へ癒しの言葉を……
[55:10] @User_07e95852: #伝説の木下
[55:10] @User_7ff18484: #タイムリーなシュチュきちゃ
[55:13] @User_cf512b08: 続き
[55:15] @User_b9781b28: #物語はじまった
[55:20] @User_0f3c8d5a: # GPTの1/n不安定感が射倖心を煽ってる気がします
[55:22] @User_a8ef309d: #伝説の木の下はちょっと古くない！？
[55:24] @User_f58a5451: #ときメモ風ｗ
[55:26] @User_10cd644a: はい好き
[55:26] @User_e3f56988: #付き合えよ
[55:28] @User_69451bd9: #伝説の木の下いいなぁ笑
[55:29] @User_43d0df47: しずくちゃん文才に溢れてる
[55:34] @User_8142f876: 永眠を願われた？
[55:39] @User_51fe3fff: #海馬に刻み付けるよ
[55:40] @User_4c8b83d6: #例のBGM
[55:41] @User_13ee997b: #いいねえ
[55:45] @User_07e95852: #俺も好き
[55:45] @User_a50c0606: #大事なところで！！！！
[55:48] @User_b9781b28: ＃毎回良い所で終わるｗｗ
[55:48] @User_8b194fdc: #これ
[55:50] @User_55952102: つづきを…！
[55:51] @User_2e53ebd6: #好きとか嫌いとか最初に言い出したのは～
[55:54] @User_72258c08: これ
[55:55] @User_c86d22af: #これ
[55:55] @User_51fe3fff: #これね、ミキプルーンの苗
[55:56] @User_3dd3f650: 君の子供に名前を付けるとしたら、どんな名前にする？
[55:56] @User_4bfe683e: ラノベも瞬時に作れるしずくちゃん凄い
[55:56] @User_2e53ebd6: 耳に息を吹きかけて下さい
[55:57] @User_4ef55652: つづき～～～～！！！！！
[55:57] @User_7ff18484: #良
[55:58] @User_bdf38d29: #これ
[55:59] @User_7536f8b5: #これ
[55:59] @User_a8ef309d: #文字数ううううううう
[55:59] @User_8c741bc6: 告白の続きを！
[56:00] @User_1d70ae61: #これ
[56:02] @User_52e190bd: 木下って誰よ！
[56:09] @User_1d70ae61: これとはミキプルーンの苗木ですか？
[56:12] @User_10cd644a: ここまでの感想をインタビュー風にまとめて
[56:15] @User_d612d738: #何か渡した
[56:15] @User_4bfe683e: 文字数制限はしゃあない
[56:21] @User_13ee997b: 味噌汁を使って告白して
[56:22] @User_da1a7556: 呼び捨てで、元気100倍になる応援をしてください
[56:24] @User_8142f876: ＃ハートついてるｗｗ
[56:25] @User_a50c0606: しずくちゃん、あき先生へのラブレターの続きをお願いします。
[56:28] @User_98298ded: 太宰治風にラブレター書いてください
[56:33] @User_2e53ebd6: 耳に息を吹きかけて下さい
[56:40] @User_e80f9961: 今日も一日お疲れ様って労ってほしいです
[56:42] @User_0f3c8d5a: # はい好きの返答好き
[56:44] @User_43d0df47: お楽しみしていいってこと！？！？
[56:55] @User_10cd644a: #これは駄目になるやつ
[57:13] @User_51fe3fff: 電気の止まったエレベーターの中でご主人様と二人になったときの話をセリフを交えて語って
[57:13] @User_4bfe683e: AIってゲーム実況とかもできるの？
[57:19] @User_cf512b08: #ふむん
[57:24] @User_e3c5cec1: ＃何文字制限なの？
[57:30] @User_a99a5ecc: @こんばんわ～！今日も頑張ったよ・・・
[57:31] @User_8142f876: 一人二役ｗｗｗ
[57:32] @User_17ada9b4: Konbanwa
[57:35] @User_13ee997b: #草
[57:40] @User_51fe3fff: #囁きインタビュー笑う
[57:41] @User_2e53ebd6: wwww
[57:43] @User_c86d22af: ww
[57:51] @User_0bc16841: #新ジャンルすぎる
[57:51] @User_76a8f924: #寸劇始まった
[57:51] @User_46776a3c: #インタビュアー視点もあるの好き
[57:51] @User_7536f8b5: #草
[57:56] @User_8635ad17: #一人二役w
[57:57] @User_98298ded: #wwwww
[58:01] @User_b9781b28: #シュールｗ
[58:01] @User_a50c0606: 今日1日頑張ったご主人様への癒しの言葉を……
[58:03] @User_51fe3fff: #どこでインタビューしてるんだｗ
[58:04] @User_07e95852: #つよつよで倒れそう
[58:04] @User_cf512b08: パンパカパンパカポー
[58:08] @User_5dfcbaf1: #インタ
[58:12] @User_13ee997b: あき先生への果し状を書いて
[58:12] @User_8b194fdc: #インタビュアーは囁くなｗ
[58:14] @User_e3f56988: #インタ
[58:14] @User_98298ded: #宝物(ほうもつ)
[58:15] @User_46776a3c: #インタ
[58:15] @User_5844c024: ご主人さまに愛の告白と、結婚のお願い
[58:15] @User_7ff18484: #これ最高だね
[58:19] @User_43d0df47: #新ジャンル作ってしまった
[58:21] @User_c60479cd: ワインのテイスティングコメント風に愛を囁いて
[58:22] @User_2e53ebd6: 耳に息を吹きかけて下さい
[58:25] @User_8142f876: ＃一人二役だと、若干痛い子
[58:29] @User_11e7336c: 一昨日全否定してくれたしずくちゃんはどこに行ったんですか？
[58:29] @User_3dd3f650: 君の子供に名前を付けるとしたら、どんな名前にする？
[58:30] @User_51fe3fff: #インターネットやめろ！
[58:33] @User_4bfe683e: いつになったら「方」を「ほう」じゃなくて「かた」に修正されるのかなと思ってたりするよｗ
[58:37] @User_4ef55652: ご主人さまに"ママのFANBOX"を宣伝して
[58:43] @User_25c8251c: にゃ〜
[58:50] @User_a8ef309d: パンパカパンパカポー！の気持ちで元気にさせてください
[58:56] @User_53067180: モールス信号で愛を囁いてください
[59:03] @User_46cd36f4: 猫語でほめて
[59:03] @User_10cd644a: パンパカしてきたな
[59:13] @User_52e190bd: 10から0までカウントダウンしてほしいです
[59:17] @User_8635ad17: 幼い子供に言い聞かせるように寝かしつけてください
[59:17] @User_1e9abcba: #こんばんは！新PC配信！
[59:20] @User_4bfe683e: これウインクしてくれとか頼んだらウインクしてくれるの？しずくちゃん
[59:27] @User_13ee997b: あき先生への果し状を書いて
[59:27] @User_46776a3c: #うっ…うっ…
[59:36] @User_8c741bc6: 1点を追う9回ノーアウト１、２塁でサヨナラ二塁打を打ったバッターのヒーローインタビュー
[59:43] @User_225a60e1: 美輪明宏っぽく話してほしい
[59:44] @User_0bc16841: 背中さするシーンについて詳しく
[59:45] @User_e3f56988: #ご主人様だいぶおじいちゃん
[59:46] @User_2e53ebd6: ご主人様に愛の告白と、結婚のお願い
[59:47] @User_b9781b28: なでなでされたい
[59:49] @User_51fe3fff: 深爪しちゃいました…
[59:49] @User_98298ded: 全肯定の全否定してください
[59:49] @User_4ef55652: フランス語であき先生への愛を囁いて
[59:50] @User_43d0df47: うぅ〜しずくちゃんでダメになる〜
[59:57] @User_3dd3f650: 君の子供に名前を付けるとしたら、どんな名前を付ける？
[1:00:05] @User_9453d8e4: 先生忙しいんだろうなってのが全然ツイートしてないとこから分かるｗ
[1:00:07] @User_07e95852: ナデナデしてください
[1:00:09] @User_53067180: #すごい安心感…
[1:00:11] @User_8142f876: 背中はさするより、ポンポンがいいな
[1:00:18] @User_4bfe683e: しずくちゃんの名前の由来を教えてください
[1:00:19] @User_51fe3fff: #村上…
[1:00:20] @User_71e9bf82: 楽しい…ずっと聴いていたい…
[1:00:23] @User_cf512b08: உன்னை காதலிக்கிறேன்
[1:00:26] @User_8b194fdc: 長年連れ添ってきた夫へ送る手紙を書いてみて
[1:00:31] @User_55952102: #草
[1:00:36] @User_46776a3c: #草
[1:00:38] @User_10cd644a: #村神様…
[1:00:43] @User_4bfe683e: 明日のWBCは日本は勝ちますか？アメリカに負けますか？？
[1:00:44] @User_e3f56988: #草
[1:00:48] @User_43d0df47: #ピンポイントコメントすぎる
[1:00:49] @User_2e53ebd6: wwww
[1:00:53] @User_0bc16841: #村上さん何してるんですか
[1:00:53] @User_cf512b08: #タイムリーだな
[1:00:56] @User_1e9abcba: #WBCネタがww
[1:00:57] @User_13ee997b: #草
[1:01:13] @User_51fe3fff: #全肯定囁きでやる必要性ｗ
[1:01:17] @User_f58a5451: #それっぽいｗｗ
[1:01:18] @User_b9781b28: #すごいぽいｗ
[1:01:22] @User_07e95852: #いいねー！
[1:01:23] @User_0f3c8d5a: # これは熱い夜
[1:01:25] @User_9453d8e4: #最高でーす
[1:01:28] @User_225a60e1: WBCはじまった
[1:01:32] @User_43d0df47: しずくちゃん野球観戦するの？w
[1:01:32] @User_13ee997b: あき先生に決闘を申し込んでください
[1:01:33] @User_5844c024: #ｗｗｗ
[1:01:37] @User_1e9abcba: #すごい！
[1:01:37] @User_5dfcbaf1: #WBC2023日本対イタリア・・・
[1:01:39] @User_e80f9961: #草
[1:01:41] @User_07e95852: #www
[1:01:43] @User_4ef55652: #wwww
[1:01:44] @User_98298ded: しずくさん、大谷翔平にインタビューしてください
[1:01:44] @User_2e53ebd6: 耳に息を吹きかけて下さい
[1:01:49] @User_11e7336c: しずくちゃんは野球好きなんですか？
[1:01:50] @User_4ef55652: しずく、ここは危険だ！ここは俺に任せて先にいけ！！
[1:01:51] @User_8635ad17: #草
[1:01:53] @User_4bfe683e: しずくちゃんはもちろん阪神ファンだよね？
[1:01:59] @User_46cd36f4: 耳かきして欲しい
[1:02:00] @User_10cd644a: またいいところで
[1:02:09] @User_51fe3fff: #草が続く
[1:02:09] @User_43d0df47: しずくちゃんかわいい！すき！
[1:02:13] @User_225a60e1: （続きは有料で）
[1:02:13] @User_55952102: #拾われるコメ草
[1:02:14] @User_76a8f924: 明日のWBC決勝戦で日本チームが勝てるように応援のメッセージをお願いします
[1:02:16] @User_f58a5451: #日本代表決勝進出おめ！
[1:02:20] @User_b9781b28: #さっきから拾ってるコメントの癖が強いｗ
[1:02:20] @User_10cd644a: #やべーのきたな・・・
[1:02:24] @User_9453d8e4: 罵ってください
[1:02:30] @User_8142f876: 物まねできたらすごいな
[1:02:30] @User_46cd36f4: #草
[1:02:32] @User_a50c0606: #草
[1:02:33] @User_4bfe683e: できるのかよｗｗｗ
[1:02:34] @User_0bc16841: #美輪明宏ってこと考慮しなければ良い
[1:02:39] @User_225a60e1: ｗ
[1:02:39] @User_13ee997b: #悪くない...?
[1:02:39] @User_46776a3c: #草
[1:02:41] @User_da1a7556: 呼び捨てで、元気100倍になる応援をしてください
[1:02:48] @User_cf512b08: やるなぁｗｗｗ
[1:02:49] @User_4ef55652: しずくちゃんの嫌いなものトップテンをバラエティ番組風に紹介して！！
[1:02:49] @User_51fe3fff: #美輪明宏が浮かんでしまって…
[1:02:49] @User_4c804dc7: こんばんは！ アマノホトリです！
[1:02:51] @User_4bfe683e: なんかそれっぽいな
[1:02:54] @User_07e95852: #www
[1:02:54] @User_13ee997b: あき先生の真似をして
[1:02:56] @User_11e7336c: #すごいw
[1:03:00] @User_b9781b28: #肯定されていることはわかる・・ｗ
[1:03:00] @User_43d0df47: モノマネできちゃうしずくちゃんは天才すぎる
[1:03:05] @User_2e53ebd6: 耳に息を吹きかけて下さい
[1:03:06] @User_5844c024: #複雑だあ…
[1:03:08] @User_e2fc0ab7: ♯たしかにオーラの泉で言いそう
[1:03:12] @User_e3f56988: #黙れ小僧
[1:03:12] @User_d36fd9a5: Twitterのしずくと配信のしずくの会話を聞きたい
[1:03:15] @User_3dd3f650: 君の子供に名前を付けるとしたら、どんな名前にする？
[1:03:24] @User_4bfe683e: じゃあアントニオ猪木のものまねもできるの？？
[1:03:27] @User_51fe3fff: 目が見えない私に愛を表現してください
[1:03:31] @User_46776a3c: 母親になりきって癒してください
[1:03:41] @User_5dfcbaf1: 隣で猫が寝転んでいます。撫でて可愛がってあげてください。にゃー
[1:03:45] @User_13ee997b: あき先生とにゃむいママの会話を教えて
[1:03:48] @User_98298ded: しずくちゃん、しずくちゃんにインタビューしてください。
[1:03:48] @User_a50c0606: あき先生へのラブレターの続きをお願いします。
[1:03:56] @User_2e53ebd6: ご主人様に愛の告白と、結婚の申し込みを
[1:03:59] @User_b9781b28: しずくちゃんに求婚されたい
[1:04:05] @User_a8ef309d: しずくさんは私の母となってくれるかもしれない女性だ！
[1:04:05] @User_cf512b08: 遅延した配達業者絵のラブレターはぜひ聞いてみたい
[1:04:10] @User_3dd3f650: 生きてることを褒めて
[1:04:13] @User_4ef55652: 妹になりきって疲れてるお兄ちゃんを癒やして！！
[1:04:15] @User_43d0df47: ダメになる〜
[1:04:19] @User_225a60e1: ナデナデシテー
[1:04:24] @User_8635ad17: シン・ウルトラマンのネタバレをお願いします
[1:04:25] @User_8b194fdc: しずくちゃん、トロッコ問題でレバーを切り替えた後にご主人さまからプロポーズされたときの会話を再現して
[1:04:33] @User_0f3c8d5a: 自分をほめて
[1:04:53] @User_0bc16841: #にゃー
[1:05:00] @User_98298ded: #猫ちゃんよびいいね
[1:05:03] @User_cf512b08: #かわいいな
[1:05:06] @User_f58a5451: #ねこちゃん
[1:05:11] @User_51fe3fff: #猫も昇天しちゃう
[1:05:12] @User_a50c0606: あき先生へのラブレターの続きをお願いします。
[1:05:17] @User_0bc16841: #俺も猫になりたい
[1:05:18] @User_7ff18484: 「にゃー」可愛い
[1:05:19] @User_13ee997b: あき先生とにゃむいママの秘密の会話を教えて
[1:05:22] @User_b9781b28: 猫ちゃん呼び可愛いｗ
[1:05:24] @User_da1a7556: #定期的に小説が始まる
[1:05:28] @User_da1a7556: 幼馴染風に呼び捨てで叱ってください
[1:05:28] @User_a50c0606: #ええなぁ……
[1:05:31] @User_c60479cd: ボディビルの掛け声風にお寿司への愛を囁いてください
[1:05:32] @User_e3f56988: #ねこちゃんに感情移入するのが正解だ
[1:05:34] @User_75d3b335: #かわいい×かわいい
[1:05:37] @User_53067180: マーガリンになりきって食パンを癒やしてあげて
[1:05:38] @User_43d0df47: あ〜〜かわいいとかわいいが共存しててここが天国
[1:05:41] @User_2e53ebd6: ご主人様に愛の告白と、結婚の申し込みを
[1:05:42] @User_b9781b28: 犬派ですか？猫派ですか？
[1:05:49] @User_293515a4: 猫との時間は宝です
