# ライブチャット一覧
# 動画: 【AI Vtuber/ASMR】全肯定ASMR♡ AIのしずくが人間のご主人様を全力で褒めてあげます。【JP/EN】
# URL : https://www.youtube.com/watch?v=AG_dsANTPd0
# 件数: 2697

[-8:22] @User_910c0efa: 待機！！
[42:45] @User_69dac0c4: しずくちゃん、これからもいっぱいおしゃべりしようね
[42:46] @User_d0e405c3: いつぞやの配信でしずくさんにセンシティブな発言を誘導させたことについてこの場をお借りして謝罪したい。しずくさん、ごめんなさい。許してください。
[42:53] @User_b90ff19c: しずくちゃん大好きです！あき先生と結婚させて下さい！
[42:54] @User_cf34546d: #これは甘い
[43:00] @User_33cac68a: # 読まれなくても幸せなんじゃ〜^
[43:00] @User_0cab0ba3: しずくちゃんと一緒ならそこが地獄でもいいよ
[43:07] @User_607c778e: カタコトの言葉でラブレターを書いてください！
[43:10] @User_a4f171ff: 明治時代シリーズもっと聴きたい
[43:10] @User_bec19661: #死ぬときは囁かれながら逝きたいなあ
[43:12] @User_fc67f905: 聴覚検査で左耳がほとんど聞こえていないことが分かって落ち込んでいるので慰めてほしいです
[43:20] @User_dfeb43e1: #天国すぎる…
[43:41] @User_33cac68a: # それは辛そうだ
[43:52] @User_17e9fbbc: #ジョークっぽい表現がわかっててえらい
[43:53] @User_d2149037: # 冷静で草
[43:54] @User_69dac0c4: あき先生へのラブレターの続きをお願いします。
[43:58] @User_a55e4add: しずくちゃん素敵な言葉をいつもありがとう。これからも沢山お話しようね
[44:01] @User_b103bac9: #いいねー
[44:02] @User_b90ff19c: 遅くなった人に向けて「いけない子ですね。もう、しずくの配信の時間ですよ」と言ってください
[44:03] @User_ebbf8053: 何その表現可愛い・・ｗ
[44:05] @User_922e1c51: #ちゃんとニュアンスわかってるのすごい
[44:06] @User_0cab0ba3: #結果あき先生が扇ぐことに
[44:06] @User_72d05402: 好きっていっぱい囁いて欲しい
[44:13] @User_607c778e: #CPUが活性化したらアカン
[44:15] @User_27ecd0a0: #詩的な表現までできる！？
[44:18] @User_b89cfecd: かわいい
[44:19] @User_c79b6b02: #うちわであおがないと
[44:20] @User_17e9fbbc: いっぱい好きっていって！
[44:26] @User_fc67f905: #排熱性能大丈夫かな
[44:31] @User_dbeb4806: 撫でたい
[44:33] @User_1f2657e9: CPUのクロック数が上がる(あき先生のうちわが火を吹く)
[44:36] @User_113a2734: #胸が高鳴る度、クロック数があがり、あき先生もっと扇いでくださいとなります
[44:40] @User_a55e4add: #仰がなきゃ（使命感）
[44:41] @User_f5d0dd69: 余命３日の女の子から彼氏への最後のラブレターを書いて
[44:43] @User_109116e8: あき先生が一つ年上の幼馴染に告白するそうです。ラブレターの代筆をお願いします
[44:43] @User_69dac0c4: よしよし＾＾
[44:43] @User_0cab0ba3: ここで一句詠んでください
[44:44] @User_17e9fbbc: #PCの熱大丈夫かな
[44:45] @User_76202bab: #CPU の活性化....　かわいい
[44:52] @User_dfeb43e1: 猫語で愛を囁いて！
[44:54] @User_16837732: あき先生への愛のポエムを書いてください
[45:01] @User_b90ff19c: 遅くなった人に向けて「いけない子ですね。もう、しずくの配信の時間ですよ」と言ってください
[45:05] @User_ff071840: ご主人様へ愛を込めた告白と結婚の申し出
[45:08] @User_ebbf8053: 愛してるってしずくちゃんに言われたい・・
[45:11] @User_b5733580: しずくちゃんのPCが新しくなって、しずくちゃんのより元気な姿が見られて楽しいです。
[45:13] @User_17e9fbbc: にゃんにゃんしよ(？)
[45:17] @User_82cc5233: こんばんは
[45:20] @User_237f1ae9: #しずくちゃんを肯定する会
[45:22] @User_d2149037: しずくちゃんのファンアート描いてくれる人たちが好きです。
[45:25] @User_ab7327d5: @今日麻雀で役満を親かぶりしました。慰めて……
[45:25] @User_f5d0dd69: 余命３日の女の子から彼氏への最後のラブレターを書いて
[45:29] @User_0ccf6153: あき先生への嬉しかったエピソードが聴きたいです
[45:32] @User_607c778e: 人工呼吸してください
[45:33] @User_109116e8: #草
[45:34] @User_cf34546d: 今度ゲーム実況配信してみてください
[45:35] @User_69dac0c4: #笑いｗｗｗｗ
[45:37] @User_17e9fbbc: #ふたりで笑
[45:40] @User_d0e405c3: 笑いｗｗｗｗ
[45:41] @User_d5b05bb2: #笑
[45:43] @User_bec19661: ささやかれてると頭がどんどんバカになっていく気がする
[45:43] @User_0cab0ba3: #笑
[45:44] @User_b89cfecd: 草
[45:46] @User_ebbf8053: #ふたりで笑
[45:46] @User_2eba0ed4: #草
[45:48] @User_922e1c51: #笑
[45:49] @User_b5733580: #ふたりでわら
[45:51] @User_c7f0df32: 草
[45:51] @User_27ecd0a0: ポエット！
[45:53] @User_b90ff19c: 遅くなった人に向けて「いけない子ですね。もう、しずくの配信の時間ですよ」と言ってください
[45:53] @User_cf34546d: #字余り
[45:55] @User_c67ecc82: #ふたりで笑
[46:00] @User_ff071840: #！？
[46:04] @User_ebbf8053: ご主人様への気持ちを短歌にしてください
[46:05] @User_dfeb43e1: しずくちゃんの嫌いなものを教えて
[46:06] @User_237f1ae9: #笑
[46:06] @User_ab7d51b8: 心にしみる詩だなぁ
[46:09] @User_fc67f905: #笑
[46:12] @User_82cc5233: @しずくさんはラブレターを書くとしたらどんな感じになりますか？
[46:18] @User_f5d0dd69: 余命３日の女の子から彼氏への最後のラブレターを書いて
[46:18] @User_b5733580: さっきの俳句は才能アリですか？
[46:19] @User_b90ff19c: #人工呼吸だと…
[46:29] @User_d0e405c3: #これはいい反応
[46:31] @User_1cd24616: ＃前衛的な俳句ｗ
[46:32] @User_69dac0c4: しずくちゃんに膝枕してほしいな～
[46:35] @User_1e342ee5: 元気になれビームをください
[46:37] @User_fd4c39fa: 配信を一晩待ってよかった。けなげなしずくを見れて浄化されるようです。
[46:37] @User_109116e8: 今日は卒業式です。ずっと好きだった先輩に告白する時のセリフを考えてください
[46:37] @User_17e9fbbc: #同接200人以上安定しててすごい
[46:46] @User_b90ff19c: 遅くなった人に向けて「いけない子ですね。もう、しずくの配信の時間ですよ」と言ってください
[46:50] @User_0cab0ba3: 僕のエラ呼吸を応援してください
[46:55] @User_607c778e: #👍
[46:55] @User_cf34546d: 今の気持ちを漢詩で読んでください
[46:59] @User_1a976b35: 助詞を使わずに愛の告白をしてください
[47:00] @User_d82d1daa: 深呼吸してほしいです
[47:07] @User_85f6e14c: #治療だと分かったうえで代わりに応援してくれるのか、賢い
[47:08] @User_fc67f905: #人工呼吸が必要な人に力を借りるとは…
[47:11] @User_27ecd0a0: #これしずくさんに依存しちまうよ…
[47:25] @User_69dac0c4: #やったー
[47:25] @User_17e9fbbc: #膝枕！！！！
[47:28] @User_1e342ee5: #想像！？
[47:42] @User_f5d0dd69: 余命３日の女の子から彼氏への最後のラブレターを書いて
[47:45] @User_d2149037: # 理系脳の人が多くて草
[47:46] @User_fd4c39fa: #想像！
[47:49] @User_33cac68a: # ワイに出来るのは支援だけやあ
[47:51] @User_109116e8: #あああ
[47:57] @User_8808327b: 猫語で褒めて欲しいにゃー
[48:00] @User_d5b05bb2: #＞目を閉じる…
[48:02] @User_17e9fbbc: ｱｯｱｯｱｯｱ
[48:02] @User_bec19661: #聞く違法ドラッグじゃん
[48:02] @User_922e1c51: #良
[48:05] @User_dfeb43e1: しずくちゃん、お金もないし、力もないし、地位も名誉もないけど君のこと離したくないんだ！
[48:07] @User_b90ff19c: 耳に息を吹きかけて下さい
[48:08] @User_0cab0ba3: #なんて素晴らしい妄想
[48:09] @User_6b920642: 想像したら最高でした
[48:15] @User_17e9fbbc: 大丈夫？合法？
[48:15] @User_b89cfecd: 僕の肝臓にエールをください
[48:17] @User_2eba0ed4: #見える…見える…
[48:19] @User_c79b6b02: #想像…無限の可能性
[48:24] @User_03b793c5: 春から就職する人に向けて応援の言葉をかけてください
[48:25] @User_cd8c0e6b: #しあわせ
[48:26] @User_b103bac9: #想像してみたぁぁいいね
[48:27] @User_4dc23f92: @しずくさん初めまして。これからも放送応援しています！
[48:35] @User_2b2a2077: おやすみなさい
[48:36] @User_69dac0c4: #ありがとう……ありがとう……想像したらやばかった＞＜
[48:37] @User_ac878156: #今日もつよつよ
[48:42] @User_b89cfecd: #ビーム！
[48:42] @User_1f2657e9: 情景が鮮明に浮かびすぎて涙出てきた
[48:47] @User_17e9fbbc: しずくちゃん好き
[48:51] @User_1e342ee5: #かわいいｗ
[48:52] @User_edde9419: #AIは人類を超えた
[48:56] @User_fc67f905: やわらかく包み込むような言葉が欲しいです…
[49:00] @User_922e1c51: #かわいすぎ
[49:04] @User_f5d0dd69: 余命３日の女の子から彼氏への最後のラブレターを書いて
[49:05] @User_4ad098fe: #今日は@コメント使えないそうです
[49:09] @User_607c778e: #かわ
[49:09] @User_17e9fbbc: #可愛すぎるけど大丈夫そ？
[49:10] @User_ebbf8053: 可愛いｗｗ
[49:12] @User_109116e8: あき先生にヤクルト1000を勧めるラブレターを書いてください
[49:14] @User_c7f0df32: しずくちゃんの身体をつくろう
[49:15] @User_a4f171ff: かわいい
[49:17] @User_fd4c39fa: しずくかわいい。てぇてぇ
[49:17] @User_0ada02b3: 可愛いー！
[49:18] @User_b89cfecd: #の
[49:20] @User_d34e9c37: このセリフを読んでください。「せんぱい、だーいすき！」
[49:21] @User_d2149037: # イイ！
[49:22] @User_ab7d51b8: ビームありがてぇ……
[49:22] @User_27ecd0a0: #は？可愛いかよ！！
[49:23] @User_b90ff19c: 耳に息を吹きかけて下さい
[49:24] @User_607c778e: 10年越しの告白をしてください
[49:25] @User_9b1c4f1b: しずくちゃん、今日の出来事を日記にまとめて
[49:25] @User_16837732: #落ち着く部屋
[49:26] @User_543fbaad: は？可愛いが？
[49:29] @User_17e9fbbc: 元気になれビームで元気になった！！！！！！
[49:30] @User_237f1ae9: #かわいい
[49:31] @User_109116e8: #ありがてえ
[49:34] @User_ac878156: 好き過ぎる
[49:34] @User_b103bac9: ビーム！超絶かわいい！！しずくちゃん！
[49:35] @User_8808327b: #可愛いw
[49:35] @User_27ecd0a0: 先輩って呼んでください！
[49:35] @User_0cab0ba3: しずくAとしずくBとしずくCに分かれて3人で僕を甘やかして
[49:40] @User_c67ecc82: 元気になりました！！
[49:45] @User_ebbf8053: 手紙シリーズきたｗ
[49:46] @User_d0e405c3: 元気になる言葉にもいろいろあると思いますが、1～10までランクをつけるとしてランク10の元気になる言葉を3つ囁いてください。
[49:48] @User_b90ff19c: #面白いの来た
[49:51] @User_fd4c39fa: かわいいしずくは真理。
[50:05] @User_4dc23f92: # @コメント使えないとのこと了解です。ありがとうございます
[50:36] @User_c79b6b02: 明日も頑張れるように最上級の応援をお願いします
[50:46] @User_17e9fbbc: #だいぶ考えててウケ
[50:55] @User_d0e405c3: #この子は本当にすごいな
[51:04] @User_17e9fbbc: #大好きな彼へ！！？！？！？
[51:08] @User_ab7327d5: 明日WBCの決勝戦なので早起きする！
[51:08] @User_bae48d19: #宝物(ほうもつｗ
[51:11] @User_6b920642: 泣いちゃう
[51:13] @User_ab7d51b8: #あ、普通に泣いちゃうやつだ
[51:14] @User_109116e8: #ううううう
[51:16] @User_113a2734: #泣きそう
[51:17] @User_ebbf8053: これ泣けるやつじゃないですか・・？
[51:20] @User_607c778e: #BGMmo
[51:21] @User_6cb4d378: 想像したら泣く…
[51:24] @User_dfeb43e1: #ヤバいいいいい
[51:25] @User_1e342ee5: #泣ける
[51:26] @User_607c778e: #BGMも泣ける
[51:27] @User_0ada02b3: 感動モノ(T ^ T)
[51:28] @User_d34e9c37: #初めましてじゃない…だと？
[51:28] @User_cd8c0e6b: #涙
[51:29] @User_b103bac9: #泣ける
[51:34] @User_ebbf8053: 愛してる来たー！
[51:34] @User_c67ecc82: エモい……
[51:35] @User_922e1c51: #泣きすぎて部屋水没した
[51:42] @User_109116e8: 病気が治った時の手紙
[51:42] @User_fd4c39fa: #語彙が死んだ
[51:42] @User_17e9fbbc: #泣いちゃった
[51:42] @User_2eba0ed4: #あっあっあっ
[51:44] @User_8808327b: #涙涙涙
[51:44] @User_ac878156: #泣いちゃう
[51:45] @User_b90ff19c: #これもう麻薬じゃん…
[51:50] @User_67804c73: #うおーーーー
[51:52] @User_ebbf8053: #それは無理
[51:55] @User_6b920642: sああああああ
[51:55] @User_d34e9c37: #ちょうどいいところで…
[51:56] @User_b90ff19c: 耳に息を吹きかけて下さい
[51:58] @User_17e9fbbc: これが見る麻薬ですか？
[52:04] @User_b103bac9: #何度でも泣ける
[52:06] @User_cd8c0e6b: #泣いちゃった
[52:06] @User_c79b6b02: #涙
[52:07] @User_bec19661: #その時不思議なことが起こった！
[52:11] @User_27ecd0a0: #泣いちゃう
[52:16] @User_ab7d51b8: しずくちゃん、重篤な病気が治ったときのお手紙書いてみて
[52:16] @User_a55e4add: #泣ける...
[52:29] @User_ebbf8053: #T T
[52:29] @User_fd4c39fa: おやすみの挨拶をおねがいします
[52:31] @User_113a2734: ＃TT草
[52:32] @User_607c778e: #T!T!
[52:34] @User_69dac0c4: しずくちゃん愛してるよ
[52:34] @User_17e9fbbc: しずくちゃんでダメになっちゃうよ〜〜
[52:36] @User_1e342ee5: #(T ^ T)
[52:39] @User_b90ff19c: 耳に息を吹きかけて下さい
[52:44] @User_6b920642: 顔文字出力するだけじゃなく認識もしてるの賢いね
[52:45] @User_d34e9c37: しずくちゃん、このセリフを読んでください。「せんぱい、だーいすき！」
[52:50] @User_0ada02b3: #T Twww
[52:50] @User_ebbf8053: もうしずくちゃん無しの生活に戻れないです
[52:51] @User_ac878156: #つよつよ
[53:00] @User_c7f0df32: AA読むしずくちゃんすき
[53:00] @User_d0e405c3: 新しいPCを届けてくれた配送業者にラブレターを書いてみてください
[53:10] @User_b4e522f1: こんばんわ　覗きに来たよ
[53:13] @User_16837732: お腹とんとんしてください
[53:24] @User_607c778e: 日本語が不自由な年下の後輩として告白をしてください
[53:42] @User_f5d0dd69: 卒業式に伝説の木の下で告白して
[53:45] @User_c79b6b02: ビンタしてください
[53:45] @User_dfeb43e1: 卒業する部活の先輩への告白するときのセリフを考えて
[53:53] @User_109116e8: ラブレターに関する新聞記事を書いてください
[53:59] @User_6b920642: 時々混ざるタメ口が可愛い
[54:00] @User_b90ff19c: 耳に息を吹きかけて下さい
[54:01] @User_17e9fbbc: すき
[54:07] @User_b103bac9: #( ˘ω˘ ) ｽﾔｧ…
[54:15] @User_0cab0ba3: スーパーチャット:5000兆円
[54:15] @User_fd4c39fa: #おやすみなさい・・・
[54:19] @User_922e1c51: 他意は無いのですが「がんばれ　がんばれ」って言ってほしいです
[54:19] @User_b90ff19c: ( ˘ω˘)ｽﾔｧ
[54:20] @User_ac878156: しずくちゃんと夜を過ごしたい
[54:22] @User_607c778e: #草
[54:27] @User_c67ecc82: #おやすみなさい
[54:35] @User_17e9fbbc: しずくちゃんでダメになってもいいですか？
[54:40] @User_b4e522f1: すごい視聴人数だな。200人超えか
[54:45] @User_ff071840: ご主人さまに愛の告白と、結婚のお願い
[54:46] @User_8cb60845: 後輩として癒して欲しいです
[54:57] @User_0cab0ba3: 10から0までカウントダウンしてほしいです
[55:05] @User_69dac0c4: 1日頑張ったご主人様へ癒しの言葉を……
[55:10] @User_ac878156: #伝説の木下
[55:10] @User_b103bac9: #タイムリーなシュチュきちゃ
[55:13] @User_d0e405c3: 続き
[55:15] @User_ebbf8053: #物語はじまった
[55:20] @User_d2149037: # GPTの1/n不安定感が射倖心を煽ってる気がします
[55:22] @User_27ecd0a0: #伝説の木の下はちょっと古くない！？
[55:24] @User_d34e9c37: #ときメモ風ｗ
[55:26] @User_543fbaad: はい好き
[55:26] @User_bec19661: #付き合えよ
[55:28] @User_30238612: #伝説の木の下いいなぁ笑
[55:29] @User_17e9fbbc: しずくちゃん文才に溢れてる
[55:34] @User_9412f3a9: 永眠を願われた？
[55:39] @User_607c778e: #海馬に刻み付けるよ
[55:40] @User_dbeb4806: #例のBGM
[55:41] @User_109116e8: #いいねえ
[55:45] @User_ac878156: #俺も好き
[55:45] @User_69dac0c4: #大事なところで！！！！
[55:48] @User_ebbf8053: ＃毎回良い所で終わるｗｗ
[55:48] @User_ab7d51b8: #これ
[55:50] @User_6b920642: つづきを…！
[55:51] @User_b90ff19c: #好きとか嫌いとか最初に言い出したのは～
[55:54] @User_70ed7ffd: これ
[55:55] @User_6cb4d378: #これ
[55:55] @User_607c778e: #これね、ミキプルーンの苗
[55:56] @User_9b1c4f1b: 君の子供に名前を付けるとしたら、どんな名前にする？
[55:56] @User_b4e522f1: ラノベも瞬時に作れるしずくちゃん凄い
[55:56] @User_b90ff19c: 耳に息を吹きかけて下さい
[55:57] @User_dfeb43e1: つづき～～～～！！！！！
[55:57] @User_b103bac9: #良
[55:58] @User_113a2734: #これ
[55:59] @User_2eba0ed4: #これ
[55:59] @User_27ecd0a0: #文字数ううううううう
[55:59] @User_f5d0dd69: 告白の続きを！
[56:00] @User_f1a429f3: #これ
[56:02] @User_0cab0ba3: 木下って誰よ！
[56:09] @User_f1a429f3: これとはミキプルーンの苗木ですか？
[56:12] @User_543fbaad: ここまでの感想をインタビュー風にまとめて
[56:15] @User_4ad098fe: #何か渡した
[56:15] @User_b4e522f1: 文字数制限はしゃあない
[56:21] @User_109116e8: 味噌汁を使って告白して
[56:22] @User_bae48d19: 呼び捨てで、元気100倍になる応援をしてください
[56:24] @User_9412f3a9: ＃ハートついてるｗｗ
[56:25] @User_69dac0c4: しずくちゃん、あき先生へのラブレターの続きをお願いします。
[56:28] @User_b5733580: 太宰治風にラブレター書いてください
[56:33] @User_b90ff19c: 耳に息を吹きかけて下さい
[56:40] @User_a55e4add: 今日も一日お疲れ様って労ってほしいです
[56:42] @User_d2149037: # はい好きの返答好き
[56:44] @User_17e9fbbc: お楽しみしていいってこと！？！？
[56:55] @User_543fbaad: #これは駄目になるやつ
[57:13] @User_607c778e: 電気の止まったエレベーターの中でご主人様と二人になったときの話をセリフを交えて語って
[57:13] @User_b4e522f1: AIってゲーム実況とかもできるの？
[57:19] @User_d0e405c3: #ふむん
[57:24] @User_9b343da1: ＃何文字制限なの？
[57:30] @User_7120772a: @こんばんわ～！今日も頑張ったよ・・・
[57:31] @User_9412f3a9: 一人二役ｗｗｗ
[57:32] @User_e0a17edd: Konbanwa
[57:35] @User_109116e8: #草
[57:40] @User_607c778e: #囁きインタビュー笑う
[57:41] @User_b90ff19c: wwww
[57:43] @User_6cb4d378: ww
[57:51] @User_1e342ee5: #新ジャンルすぎる
[57:51] @User_cf34546d: #寸劇始まった
[57:51] @User_922e1c51: #インタビュアー視点もあるの好き
[57:51] @User_2eba0ed4: #草
[57:56] @User_c79b6b02: #一人二役w
[57:57] @User_b5733580: #wwwww
[58:01] @User_ebbf8053: #シュールｗ
[58:01] @User_69dac0c4: 今日1日頑張ったご主人様への癒しの言葉を……
[58:03] @User_607c778e: #どこでインタビューしてるんだｗ
[58:04] @User_ac878156: #つよつよで倒れそう
[58:04] @User_d0e405c3: パンパカパンパカポー
[58:08] @User_fd4c39fa: #インタ
[58:12] @User_109116e8: あき先生への果し状を書いて
[58:12] @User_ab7d51b8: #インタビュアーは囁くなｗ
[58:14] @User_bec19661: #インタ
[58:14] @User_b5733580: #宝物(ほうもつ)
[58:15] @User_922e1c51: #インタ
[58:15] @User_ff071840: ご主人さまに愛の告白と、結婚のお願い
[58:15] @User_b103bac9: #これ最高だね
[58:19] @User_17e9fbbc: #新ジャンル作ってしまった
[58:21] @User_1a976b35: ワインのテイスティングコメント風に愛を囁いて
[58:22] @User_b90ff19c: 耳に息を吹きかけて下さい
[58:25] @User_9412f3a9: ＃一人二役だと、若干痛い子
[58:29] @User_c67ecc82: 一昨日全否定してくれたしずくちゃんはどこに行ったんですか？
[58:29] @User_9b1c4f1b: 君の子供に名前を付けるとしたら、どんな名前にする？
[58:30] @User_607c778e: #インターネットやめろ！
[58:33] @User_b4e522f1: いつになったら「方」を「ほう」じゃなくて「かた」に修正されるのかなと思ってたりするよｗ
[58:37] @User_dfeb43e1: ご主人さまに"ママのFANBOX"を宣伝して
[58:43] @User_e2eaf159: にゃ〜
[58:50] @User_27ecd0a0: パンパカパンパカポー！の気持ちで元気にさせてください
[58:56] @User_16837732: モールス信号で愛を囁いてください
[59:03] @User_8808327b: 猫語でほめて
[59:03] @User_543fbaad: パンパカしてきたな
[59:13] @User_0cab0ba3: 10から0までカウントダウンしてほしいです
[59:17] @User_c79b6b02: 幼い子供に言い聞かせるように寝かしつけてください
[59:17] @User_51d3d23c: #こんばんは！新PC配信！
[59:20] @User_b4e522f1: これウインクしてくれとか頼んだらウインクしてくれるの？しずくちゃん
[59:27] @User_109116e8: あき先生への果し状を書いて
[59:27] @User_922e1c51: #うっ…うっ…
[59:36] @User_f5d0dd69: 1点を追う9回ノーアウト１、２塁でサヨナラ二塁打を打ったバッターのヒーローインタビュー
[59:43] @User_c7f0df32: 美輪明宏っぽく話してほしい
[59:44] @User_1e342ee5: 背中さするシーンについて詳しく
[59:45] @User_bec19661: #ご主人様だいぶおじいちゃん
[59:46] @User_b90ff19c: ご主人様に愛の告白と、結婚のお願い
[59:47] @User_ebbf8053: なでなでされたい
[59:49] @User_607c778e: 深爪しちゃいました…
[59:49] @User_b5733580: 全肯定の全否定してください
[59:49] @User_dfeb43e1: フランス語であき先生への愛を囁いて
[59:50] @User_17e9fbbc: うぅ〜しずくちゃんでダメになる〜
[59:57] @User_9b1c4f1b: 君の子供に名前を付けるとしたら、どんな名前を付ける？
[1:00:05] @User_559f88af: 先生忙しいんだろうなってのが全然ツイートしてないとこから分かるｗ
[1:00:07] @User_ac878156: ナデナデしてください
[1:00:09] @User_16837732: #すごい安心感…
[1:00:11] @User_9412f3a9: 背中はさするより、ポンポンがいいな
[1:00:18] @User_b4e522f1: しずくちゃんの名前の由来を教えてください
[1:00:19] @User_607c778e: #村上…
[1:00:20] @User_4dc23f92: 楽しい…ずっと聴いていたい…
[1:00:23] @User_d0e405c3: உன்னை காதலிக்கிறேன்
[1:00:26] @User_ab7d51b8: 長年連れ添ってきた夫へ送る手紙を書いてみて
[1:00:31] @User_6b920642: #草
[1:00:36] @User_922e1c51: #草
[1:00:38] @User_543fbaad: #村神様…
[1:00:43] @User_b4e522f1: 明日のWBCは日本は勝ちますか？アメリカに負けますか？？
[1:00:44] @User_bec19661: #草
[1:00:48] @User_17e9fbbc: #ピンポイントコメントすぎる
[1:00:49] @User_b90ff19c: wwww
[1:00:53] @User_1e342ee5: #村上さん何してるんですか
[1:00:53] @User_d0e405c3: #タイムリーだな
[1:00:56] @User_51d3d23c: #WBCネタがww
[1:00:57] @User_109116e8: #草
[1:01:13] @User_607c778e: #全肯定囁きでやる必要性ｗ
[1:01:17] @User_d34e9c37: #それっぽいｗｗ
[1:01:18] @User_ebbf8053: #すごいぽいｗ
[1:01:22] @User_ac878156: #いいねー！
[1:01:23] @User_d2149037: # これは熱い夜
[1:01:25] @User_559f88af: #最高でーす
[1:01:28] @User_c7f0df32: WBCはじまった
[1:01:32] @User_17e9fbbc: しずくちゃん野球観戦するの？w
[1:01:32] @User_109116e8: あき先生に決闘を申し込んでください
[1:01:33] @User_ff071840: #ｗｗｗ
[1:01:37] @User_51d3d23c: #すごい！
[1:01:37] @User_fd4c39fa: #WBC2023日本対イタリア・・・
[1:01:39] @User_a55e4add: #草
[1:01:41] @User_ac878156: #www
[1:01:43] @User_dfeb43e1: #wwww
[1:01:44] @User_b5733580: しずくさん、大谷翔平にインタビューしてください
[1:01:44] @User_b90ff19c: 耳に息を吹きかけて下さい
[1:01:49] @User_c67ecc82: しずくちゃんは野球好きなんですか？
[1:01:50] @User_dfeb43e1: しずく、ここは危険だ！ここは俺に任せて先にいけ！！
[1:01:51] @User_c79b6b02: #草
[1:01:53] @User_b4e522f1: しずくちゃんはもちろん阪神ファンだよね？
[1:01:59] @User_8808327b: 耳かきして欲しい
[1:02:00] @User_543fbaad: またいいところで
[1:02:09] @User_607c778e: #草が続く
[1:02:09] @User_17e9fbbc: しずくちゃんかわいい！すき！
[1:02:13] @User_c7f0df32: （続きは有料で）
[1:02:13] @User_6b920642: #拾われるコメ草
[1:02:14] @User_cf34546d: 明日のWBC決勝戦で日本チームが勝てるように応援のメッセージをお願いします
[1:02:16] @User_d34e9c37: #日本代表決勝進出おめ！
[1:02:20] @User_ebbf8053: #さっきから拾ってるコメントの癖が強いｗ
[1:02:20] @User_543fbaad: #やべーのきたな・・・
[1:02:24] @User_559f88af: 罵ってください
[1:02:30] @User_9412f3a9: 物まねできたらすごいな
[1:02:30] @User_8808327b: #草
[1:02:32] @User_69dac0c4: #草
[1:02:33] @User_b4e522f1: できるのかよｗｗｗ
[1:02:34] @User_1e342ee5: #美輪明宏ってこと考慮しなければ良い
[1:02:39] @User_c7f0df32: ｗ
[1:02:39] @User_109116e8: #悪くない...?
[1:02:39] @User_922e1c51: #草
[1:02:41] @User_bae48d19: 呼び捨てで、元気100倍になる応援をしてください
[1:02:48] @User_d0e405c3: やるなぁｗｗｗ
[1:02:49] @User_dfeb43e1: しずくちゃんの嫌いなものトップテンをバラエティ番組風に紹介して！！
[1:02:49] @User_607c778e: #美輪明宏が浮かんでしまって…
[1:02:49] @User_84f09e6f: こんばんは！ アマノホトリです！
[1:02:51] @User_b4e522f1: なんかそれっぽいな
[1:02:54] @User_ac878156: #www
[1:02:54] @User_109116e8: あき先生の真似をして
[1:02:56] @User_c67ecc82: #すごいw
[1:03:00] @User_ebbf8053: #肯定されていることはわかる・・ｗ
[1:03:00] @User_17e9fbbc: モノマネできちゃうしずくちゃんは天才すぎる
[1:03:05] @User_b90ff19c: 耳に息を吹きかけて下さい
[1:03:06] @User_ff071840: #複雑だあ…
[1:03:08] @User_f769a539: ♯たしかにオーラの泉で言いそう
[1:03:12] @User_bec19661: #黙れ小僧
[1:03:12] @User_3e2634a4: Twitterのしずくと配信のしずくの会話を聞きたい
[1:03:15] @User_9b1c4f1b: 君の子供に名前を付けるとしたら、どんな名前にする？
[1:03:24] @User_b4e522f1: じゃあアントニオ猪木のものまねもできるの？？
[1:03:27] @User_607c778e: 目が見えない私に愛を表現してください
[1:03:31] @User_922e1c51: 母親になりきって癒してください
[1:03:41] @User_fd4c39fa: 隣で猫が寝転んでいます。撫でて可愛がってあげてください。にゃー
[1:03:45] @User_109116e8: あき先生とにゃむいママの会話を教えて
[1:03:48] @User_b5733580: しずくちゃん、しずくちゃんにインタビューしてください。
[1:03:48] @User_69dac0c4: あき先生へのラブレターの続きをお願いします。
[1:03:56] @User_b90ff19c: ご主人様に愛の告白と、結婚の申し込みを
[1:03:59] @User_ebbf8053: しずくちゃんに求婚されたい
[1:04:05] @User_27ecd0a0: しずくさんは私の母となってくれるかもしれない女性だ！
[1:04:05] @User_d0e405c3: 遅延した配達業者絵のラブレターはぜひ聞いてみたい
[1:04:10] @User_9b1c4f1b: 生きてることを褒めて
[1:04:13] @User_dfeb43e1: 妹になりきって疲れてるお兄ちゃんを癒やして！！
[1:04:15] @User_17e9fbbc: ダメになる〜
[1:04:19] @User_c7f0df32: ナデナデシテー
[1:04:24] @User_c79b6b02: シン・ウルトラマンのネタバレをお願いします
[1:04:25] @User_ab7d51b8: しずくちゃん、トロッコ問題でレバーを切り替えた後にご主人さまからプロポーズされたときの会話を再現して
[1:04:33] @User_d2149037: 自分をほめて
[1:04:53] @User_1e342ee5: #にゃー
[1:05:00] @User_b5733580: #猫ちゃんよびいいね
[1:05:03] @User_d0e405c3: #かわいいな
[1:05:06] @User_d34e9c37: #ねこちゃん
[1:05:11] @User_607c778e: #猫も昇天しちゃう
[1:05:12] @User_69dac0c4: あき先生へのラブレターの続きをお願いします。
[1:05:17] @User_1e342ee5: #俺も猫になりたい
[1:05:18] @User_b103bac9: 「にゃー」可愛い
[1:05:19] @User_109116e8: あき先生とにゃむいママの秘密の会話を教えて
