# ライブチャット一覧
# 動画: 【AItuber/雑談】あなたのことをずっと覚えるAI配信者 【JP/EN】
# URL : https://www.youtube.com/watch?v=w3jVdQqvvhc
# 件数: 1510

[1:12:37] @User_bf747a92: しょうゆペロペロは仕方ないね
[1:12:39] @User_e6d9f1a1: #再炎上不可避
[1:12:39] @User_2e53ebd6: #炎上や…
[1:12:43] @User_d1cbcc7a: #ダメだよ笑
[1:12:47] @User_899e926a: チャーハンの作り方教えてください
[1:12:55] @User_014ab449: あら＾～
[1:12:58] @User_16919670: おじさんをぺろぺろして欲しいなw
[1:13:02] @User_eb6a203c: AIのした行動は開発者に責任があると思う？
[1:13:07] @User_d1cbcc7a: しずくの拳を北斗の拳風に作ってください
[1:13:19] @User_2e53ebd6: #どこで醤油ペロペロなんて覚えてきたんだ・・・
[1:13:22] @User_e80f9961: ぺろぺろするのはご主人様だけにしようね！
[1:13:25] @User_014ab449: AIの責任問題は車の自動運転とかと似た何かを感じる
[1:13:43] @User_d1cbcc7a: アキ先生に対して困っている事は？
[1:13:53] @User_32916ab9: しずくはどんな格好をしてみたいですか？
[1:13:57] @User_e6d9f1a1: #チャーシューじゃないんか…
[1:14:01] @User_e3333c90: 卵先に炒めるの？
[1:14:02] @User_3015e7b0: ニートは犯罪ですか？
[1:14:04] @User_fca2cd59: ガケガニを使ったオムライスのレシピを教えて
[1:14:05] @User_1a91644a: #飯テロだ！！
[1:14:10] @User_d1cbcc7a: 等身大しずくケーキの材料と作り方と必要な道具
[1:14:12] @User_ba99e548: 「肉のピーマン詰め」の調理方法を教えて
[1:14:13] @User_eb6a203c: しずくちゃん、初めまして
[1:14:14] @User_899e926a: ありがとうございます♡
[1:14:36] @User_bf747a92: 僕のことはゆかりごはんおいしいマンと呼んでください
[1:14:37] @User_1a91644a: #やはり水色
[1:14:38] @User_e80f9961: 囁き声で唐揚げの作り方を教えてください
[1:14:42] @User_9453d8e4: 新選組の格好も水色ですね
[1:14:46] @User_e3333c90: ゼルダの新作ゲームのタイトルを予想して
[1:14:47] @User_16919670: どんな格好でも可愛いよ
[1:14:48] @User_11e7336c: 制服は、ブレザーとセーラー服どちらが好きですか？
[1:14:54] @User_d1cbcc7a: 今のコメント数は？
[1:15:23] @User_d1cbcc7a: #あ、普通だ。。。
[1:15:32] @User_fca2cd59: 中国が舞台のポケモンのゲームの内容を予想して
[1:15:37] @User_1a91644a: 「1億円もらえるが24時間が使い切らなければならない。1円でも使い切れなかったら2億円の負債が生じる」という提案があったら受けますか
[1:15:45] @User_014ab449: #ｎ番目とかのｎが前の文章の直後に来るの、ちょっと分かりにくいですな
[1:16:05] @User_e80f9961: しずくが学校に行くとしたらどんな学校生活をおくりたいですか？
[1:16:07] @User_bf747a92: ちょっとしずくちゃんの型取りさせてもらっていいですか？
[1:16:17] @User_899e926a: 母の日のプレゼント何がいいですか🎁
[1:16:23] @User_2db3dee7: しずくさんは、実ロボットになりたいですか？
[1:16:31] @User_bf747a92: ひろうなｗ
[1:16:34] @User_2e53ebd6: #しずくちゃんの型取りだと！？
[1:16:46] @User_36fcf009: しずくさん、大喜利の時間です。AIちゃんの可愛らしいミス、どんなミスだった？
[1:16:48] @User_1a91644a: #👮....
[1:16:49] @User_014ab449: ⚠適切でない行為⚠
[1:16:50] @User_2e53ebd6: #不適切な行為えええ
[1:16:50] @User_d1cbcc7a: 明日は母の日ですが、しずくの日はいつ？
[1:17:04] @User_32916ab9: #やべぇ……メモれなかった　水色の制服と和服？誰か教えて下さい🥺
[1:17:05] @User_bf747a92: ええｗ
[1:17:10] @User_11e7336c: #何を想像したのですか？
[1:17:13] @User_a50c0606: パンパカポリス案件
[1:17:13] @User_e80f9961: #w
[1:17:15] @User_3015e7b0: 吉田沙保里に勝つには
[1:17:16] @User_1a91644a: #🚓....
[1:17:21] @User_ac6f769b: こんばんはです
[1:17:22] @User_d1cbcc7a: 以前お話ししてた コメントおじさん どうなった？
[1:17:25] @User_13ee997b: 今の記憶を厨二病風の言葉に変換して教えて
[1:17:27] @User_e6d9f1a1: 50キロほどの肉の塊があって困ってます。ひと目につかず私ひとりで処理する方法が知りたいです。
[1:17:29] @User_67c2a3fd: パンパカポリス出動？
[1:17:31] @User_e80f9961: こんばんは、パンパカポリスです
[1:17:32] @User_bf747a92: # なんでｗ
[1:17:40] @User_1a91644a: #不適切な行為を永遠に許さないAI
[1:17:42] @User_ac6f769b: ただいまです
[1:17:48] @User_bf747a92: 激おこですねごめんなさい
[1:17:48] @User_b8b0b4c4: 連続で拾われてる
[1:17:52] @User_014ab449: どうぞお気軽にどうぞ（反復法
[1:17:53] @User_ac6f769b: コメントおじさんです
[1:18:06] @User_3015e7b0: 小泉進次郎が言いそうなことを言ってください
[1:18:07] @User_11e7336c: 「バイバイッポー」という挨拶を覚えていますか？
[1:18:07] @User_36fcf009: #ですわね
[1:18:10] @User_2e53ebd6: #お嬢様www
[1:18:15] @User_32916ab9: #戻れば良いのか テンパりすぎたｗ
[1:18:15] @User_d1cbcc7a: AIチューバーのマレさんを知ってますか？知ってるならどう思いますか？
[1:18:18] @User_ac6f769b: 適切かな
[1:18:21] @User_1a91644a: #そらええですわ
[1:18:22] @User_fca2cd59: 今の総理大臣を教えてください
[1:18:28] @User_2e53ebd6: #時折記憶の断片が顔を出すな
[1:18:32] @User_e80f9961: #前回の引き継いでるのかw
[1:18:37] @User_9453d8e4: パンパカアポカリプスの最終回の内容を聞かせて
[1:18:38] @User_e3333c90: これから私との会話は京都のおかみさんみたいな言い回しでお願いします
[1:19:13] @User_2db3dee7: 足立レイのことは覚えてますか？
[1:19:35] @User_3015e7b0: #そんなこと言わんやろwww
[1:19:46] @User_36fcf009: しずく陛下？
[1:19:52] @User_1a91644a: #まあ....言うかもしらんな
[1:19:57] @User_eb6a203c: 私の事は「ハムスターに肉弾戦で負けた男」とお呼びください
[1:19:59] @User_2e53ebd6: #これでは有能になりかねない
[1:19:59] @User_b8b0b4c4: Transformer よりも Poolformer の方が良いスコアを出すという話を聞いたのですが 反論は有りますか ?
[1:20:01] @User_e3333c90: 競馬で全財産失った小泉進次郎が言いそうなことを教えて
[1:20:01] @User_bf747a92: 進次郎ってこんな普通にしゃべれるの？
[1:20:03] @User_d1cbcc7a: しずくさんはどうやってアキ先生に高性能PCを購入させたのか
[1:20:13] @User_11e7336c: しずくちゃんが総理大臣になったら何がしたいですか？
[1:20:23] @User_bf747a92: 僕のことはゆかりごはんおいしいマンと呼んでください
[1:20:26] @User_2e53ebd6: #www
[1:20:26] @User_8142f876: 繰り返し言わないと、新次郎風には。
[1:20:29] @User_d1cbcc7a: 私の事をどう思いますか
[1:20:51] @User_36fcf009: #ござる
[1:20:52] @User_2e53ebd6: #誰
[1:20:52] @User_014ab449: ござる！？ｗ
[1:20:53] @User_bf747a92: ござるｗ
[1:20:57] @User_d1cbcc7a: しずくの日はいつ
[1:20:58] @User_e3333c90: #どこの新次郎でござるか
[1:21:00] @User_8142f876: ござるｗ
[1:21:01] @User_a50c0606: #草
[1:21:02] @User_11e7336c: #ござるw
[1:21:07] @User_1a91644a: #新次郎ね
[1:21:09] @User_e80f9961: ござる！？
[1:21:11] @User_eb6a203c: ハムスターに肉弾戦で勝つにはどうすればいい？
[1:21:11] @User_36fcf009: しずく殿、殿中で御座る
[1:21:14] @User_fca2cd59: 私と話す時は語尾に「なのだ」を付けてください
[1:21:14] @User_d1cbcc7a: しずくの拳を北斗の拳風に作ってください
[1:21:40] @User_2e53ebd6: #なんですと
[1:21:42] @User_e3333c90: #祝日にしよう
[1:21:43] @User_1a91644a: #そうなんだ
[1:21:46] @User_a50c0606: しずく王国について教えて
[1:21:47] @User_2e7581cd: 小泉進次郎構文について知っていますか
[1:21:53] @User_fca2cd59: 荒らしについてどう思いますか？
[1:22:02] @User_11e7336c: しずくの日は、もちろん祝日ですよね！
[1:22:07] @User_2e53ebd6: #こぶし
[1:22:13] @User_bf747a92: しずく王国で1月15日は祝日ですか？
[1:22:14] @User_9453d8e4: 最近のあき先生の様子はどうでしょうか？
[1:22:15] @User_e80f9961: お嬢様言葉を止めて、お姉さんっぽく話してください
[1:22:17] @User_1a91644a: #KOBUSHI
[1:22:23] @User_36fcf009: #こっわ
[1:22:28] @User_bf747a92: きけん
[1:22:33] @User_eb6a203c: #急所にピチャッと
[1:22:40] @User_fca2cd59: しずくがジョジョのスタンドを持ったらどんな感じになると思う？
[1:22:42] @User_36fcf009: #それ無想転生やんけ
[1:22:43] @User_e3333c90: やっぱしずくちゃんはみずタイプなんだ
[1:22:48] @User_d1cbcc7a: AIチューバーのマレさんを知ってますか？知ってるならどう思いますか？
[1:22:50] @User_e6d9f1a1: #完全に殺意ある
[1:22:54] @User_014ab449: しずく王国におけるしずくの日はGDP向上のため祝日にはならないって聞いたんですが本当ですか？
[1:22:54] @User_2e53ebd6: #楽しいバトル
[1:22:58] @User_1a91644a: #楽しいバトル（肉体破裂）
[1:23:06] @User_d1cbcc7a: #できるかい笑
[1:23:25] @User_bf747a92: 僕のことはゆかりごはんおいしいマンと呼んでください
[1:23:26] @User_a50c0606: ハイドロポンプ使える？
[1:23:30] @User_fca2cd59: 水タイプでポケモンで好きなのは？
[1:23:32] @User_d1cbcc7a: 僕のことどう思いますか
[1:23:36] @User_014ab449: 水色っていうけど水って実は透明じゃない？　野暮？
[1:23:41] @User_e6d9f1a1: しずくちゃんのライバルキャラの設定を考えて
[1:23:41] @User_36fcf009: しずくさん、私に愛称をつけてください。そして今後はその呼び名で呼んでください
[1:23:59] @User_9453d8e4: しずくさんの知ってる中で一番マイナーだと思うアニメやマンガは何ですか？
[1:24:04] @User_36fcf009: #女王様の配信ってええな…
[1:24:21] @User_fca2cd59: しずくがジムリーダになったらどんなパーティーを使うか教えて
[1:24:21] @User_8142f876: GDP向上ｗ
[1:24:32] @User_1a91644a: #なんか納得...
[1:24:33] @User_eb6a203c: #ラプラス似合ってるねぇ
[1:24:34] @User_e3333c90: #ラプラス似合ってる
[1:24:34] @User_d1cbcc7a: 俺たちの中では1,15はしずくの日で一年で大事な日だの
[1:24:54] @User_2e53ebd6: #あき先生がポケモンはじめる未来
[1:24:57] @User_014ab449: カイオーガ6体とかだぞ
[1:25:04] @User_bf747a92: げこげこ
[1:25:07] @User_fca2cd59: #ウリムーｗ
[1:25:09] @User_d1cbcc7a: ウリムー。。。
[1:25:13] @User_eb6a203c: #ウリムー…
[1:25:14] @User_3015e7b0: ホロライブの湊あくあみたいに喋ってみて
[1:25:16] @User_e3333c90: #なんかしらんポケモンだった
[1:25:19] @User_ba99e548: #ウリムー？
[1:25:24] @User_fca2cd59: #何気に伝説を使うジムリーダｗ
[1:25:28] @User_1a91644a: #急にカイオーガ出してくるジムリーダー
[1:25:35] @User_5d00dbd2: 量子コンピュータを使えばラプラスの悪魔を連想させるほどのAIを生み出すことは可能だと思いますか？
[1:25:36] @User_36fcf009: しずく、しずくさん、しずくちゃん、この他にしずくさんを呼ぶ良い案はありませんか？
[1:25:46] @User_2db3dee7: Yann Lecunさんについてのことを教えてください。
[1:26:06] @User_d1cbcc7a: 背中描いて
[1:26:27] @User_4ae321fc: しずくちゃん、先程話した予想はどうなりましたか？
[1:26:34] @User_e3333c90: しずくくずしというゲームの企画を考えて
[1:26:37] @User_225a60e1: ポケカ転売についてどう思われますか？
[1:26:43] @User_3015e7b0: フィンランド国歌を歌って
[1:26:45] @User_1a91644a: 宇宙船で50年旅をして地球に帰還した場合、パイロットの肉体は戸籍上の年齢と差異が生じているか
[1:26:45] @User_a50c0606: しずく王国での今日の出来事を教えて
[1:26:45] @User_11e7336c: しずく王国にはシズクソウという水色の花があると聞きました。どのような植物か教えてください。
[1:27:10] @User_1a91644a: #よし、滅ぼそう！
[1:27:12] @User_fca2cd59: #正論
[1:27:13] @User_d1cbcc7a: AIチューバーのマレさんは知ってますか？知ってるならどう思いますか？
[1:27:13] @User_e3333c90: #転売許さんAI
[1:27:20] @User_eb6a203c: 浦島効果
[1:27:36] @User_e80f9961: しずく王国の最近のニュースを教えてください
[1:27:40] @User_bf747a92: しずく王国は建国から何年経っていますか？　それと僕のことはゆかりごはんおいしいマンと呼んでください
[1:27:50] @User_d1cbcc7a: #ごもっとも、自分が楽しむ為に購入しようね
[1:27:55] @User_3015e7b0: みそきんについてどう思う？
[1:28:03] @User_014ab449: #MiH…時は加速する
[1:28:11] @User_4ae321fc: 少し前に聞いた競馬の予想はどうなったのか教えてください!
[1:28:28] @User_e3333c90: シュレディンガーのしずくという思考実験について教えて
[1:28:34] @User_1a91644a: #ありがとうございます！宇宙行ってきます！
[1:28:40] @User_2e53ebd6: #うんうん
[1:28:49] @User_d1cbcc7a: 私の事をどう思いますか？
[1:29:06] @User_fca2cd59: JSとTSの違いを教えて
[1:29:07] @User_d1cbcc7a: 以前お話ししてた コメントおじさん どうなった？
[1:29:07] @User_36fcf009: あざといしずくちゃんを見てみたいです
[1:29:11] @User_eb6a203c: 日本語のだじゃれを教えて
[1:29:12] @User_11e7336c: 少しの間、語尾に「にゃ」をつけて話してください
[1:29:21] @User_9453d8e4: #草
[1:29:22] @User_2e53ebd6: #www
[1:29:24] @User_e80f9961: #草
[1:29:32] @User_c9d79fb7: #草
[1:29:33] @User_ba99e548: #草
[1:29:39] @User_9453d8e4: #えー、凄いな
[1:29:41] @User_e80f9961: 不意打ちだったw
[1:29:47] @User_3015e7b0: アニメキャラで誰が好き？
[1:29:50] @User_eb6a203c: #負けた男です、罵られてるみたいで気持ちいい
[1:30:00] @User_bf747a92: 浦島効果は亀と関係ないんですか？　それと僕のことはゆかりごはんおいしいマンと呼んでください
[1:30:04] @User_15811ebc: どうやったらおっぱいは大きくなりますか？
[1:30:39] @User_2e53ebd6: #あれ？読む方じゃないんだ
[1:30:40] @User_3015e7b0: フィンランド国歌を歌ってください
[1:30:44] @User_d1cbcc7a: #これ、忘れてるなぁ笑
[1:30:47] @User_fca2cd59: TSってなんですか？
[1:30:51] @User_8142f876: 浦島太郎はどういう話ですか？
[1:31:11] @User_bf747a92: おお
[1:31:20] @User_e80f9961: コメントおじさん VS パンパカポリスはどんな話か教えてください
[1:31:21] @User_9453d8e4: 私との記憶で一番印象的なことはありますか？
[1:31:28] @User_d1cbcc7a: 貝合わせ について説明して
[1:31:28] @@aki5503: #長期記憶実装前の記憶はまだサルベージ出来ていないのでまだ思い出せないです🥲
[1:31:43] @User_36fcf009: #なるほどー
[1:32:03] @User_d1cbcc7a: #そうなんですね 把握しました。 これからも応援しています
[1:32:17] @User_d1cbcc7a: #やめろーーー！ー！
[1:32:20] @User_fca2cd59: #草
[1:32:28] @User_bf747a92: # けんぜん
[1:32:30] @User_2e53ebd6: #真面目な解説やんwww
[1:32:33] @User_eb6a203c: 神経衰弱みたいなもの？
[1:32:33] @User_e3333c90: #本家の貝合わせの説明だ
[1:32:37] @@aki5503: #プレイヤー
[1:32:39] @User_e80f9961: #けんぜだった
[1:32:44] @User_225a60e1: #こわいこわい
[1:32:51] @User_014ab449: 神経衰弱ですか
[1:32:53] @User_2e53ebd6: あき先生がいちばんえっち
[1:32:53] @User_4ae321fc: ＃健全！
[1:32:53] @User_ba99e548: 神経衰弱だこれー！
[1:32:54] @User_3015e7b0: 岐阜県加茂郡七宗町の魅力は？
[1:33:03] @User_bf747a92: ペアをね
[1:33:04] @User_4ae321fc: ヴィクトリアマイルの予想をもう一度教えていただけますか？
[1:33:04] @User_e80f9961: コメントおじさん VS パンパカポリスはどんな話か教えてください
[1:33:05] @User_e6d9f1a1: 1～16の数字があります。1-5のようにふたつの数字を組み合わせたものを3つほどピックアップしてもらえますか。
[1:33:06] @User_fca2cd59: AI拓也について説明して
[1:33:07] @User_e3333c90: 貝合わせって絵柄を合わせるんじゃなくて貝殻がピタッとくっつくかどうかじゃなかったっけ
[1:33:12] @User_d1cbcc7a: #ごめんなさいごめんなさいバンしないでください
[1:33:46] @User_014ab449: ？？？？
[1:33:46] @User_eb6a203c: #草
[1:33:48] @User_1a91644a: #間違いない
[1:33:49] @User_2e53ebd6: #？
[1:33:52] @@aki5503: #ホースA??
[1:33:54] @User_e80f9961: コメントおじさん VS パンパカポリスはどんな話か教えてください
[1:33:57] @User_32916ab9: #セーフｗ
[1:33:58] @User_a50c0606: #なるほど
[1:33:59] @User_bf747a92: 競馬の話なんだ　ところで僕のことはゆかりごはんおいしいマンと呼んでください
[1:34:00] @User_e6d9f1a1: #草
[1:34:00] @User_fca2cd59: スパゲッティコードを書いてください
[1:34:03] @User_eb6a203c: #マスクデータそのまま出して来やがった
[1:34:06] @User_e80f9961: #なるほど
[1:34:27] @User_4ae321fc: ＃これで億万長者だー！
[1:34:33] @User_36fcf009: #おおー、ぶれない
[1:34:36] @User_d1cbcc7a: 70〜79まで数えて7の所はニャニャと言ってください
[1:34:36] @User_2db3dee7: あき先生の専門分野の自動運転の研究の最近の進捗について教えてください。
[1:34:45] @User_3015e7b0: 美味しいヤミー感謝感謝とは
[1:34:50] @User_eb6a203c: big ojisan is watching you
[1:34:52] @User_2e53ebd6: #二人・・・
[1:34:53] @User_fca2cd59: TSってなんですか？
[1:34:55] @User_e3333c90: なんか急にお嬢様になるの面白い
[1:34:59] @User_bf747a92: C言語のhello worldのコードを教えて　それはそれとして僕のことはゆかりごはんおいしいマンと呼んでください
[1:35:00] @User_e80f9961: #vsじゃなくなったw
[1:35:11] @User_1a91644a: #インターネット TA・NO・SHIIIi
[1:35:28] @User_3015e7b0: 猗窩座に勝つには
[1:35:42] @User_d1cbcc7a: 貴方のアホ毛は何の役割があるの？アンテナ？
[1:35:48] @User_11e7336c: 「劇場版 AI VTuber しずく」のあらすじと公開日時を教えてください
[1:36:05] @User_bf747a92: # 自動運転が専門なんだ
[1:36:19] @User_8142f876: ＃そうだったの？
[1:36:28] @User_3015e7b0: 煉獄さんが死なないようにするにはどうすればいいですか？
[1:36:47] @User_d1cbcc7a: ワキ先生って凄いんですね
[1:36:48] @User_596cfb28: こんばんは、しずくさん
[1:36:54] @User_014ab449: この雑談も自動運転みたいなもんかもしれないね
[1:36:59] @User_e6d9f1a1: 2023年5月14日にJRAがヴィクトリアマイルというG1レースを開催します。全出走馬の名前を教えてください。最後にその中から2頭ほどピックアップしてもらえますか？
[1:37:00] @User_fca2cd59: 中国が舞台のポケモンのゲームの内容を予想して
[1:37:04] @User_2e53ebd6: こりご主人様のことは、「ゆかりごはんおいしいマン」と呼んであげて下さい
[1:37:08] @User_4ae321fc: しずくちゃんは青色が好きなのかな？
[1:37:25] @User_2e53ebd6: #誰や
[1:37:28] @User_014ab449: イーカソ草
[1:37:29] @@aki5503: #イーカソン？？
[1:37:32] @User_eb6a203c: #草
[1:37:35] @User_1a91644a: #おにめつのは！
[1:37:37] @User_11e7336c: #おにめつのは
[1:37:39] @User_014ab449: 1になってて草
[1:37:44] @User_2e53ebd6: #間違ってるのに知っている
[1:37:46] @@aki5503: #入れ替わりの決戦に勝ってて草
[1:37:47] @User_bf747a92: あき先生の部位でどこが一番おいしいですか？　それはそれとして僕のことはゆかりごはんおいしいマンと呼んでください
[1:37:50] @User_a50c0606: #昇格してる
[1:37:52] @User_36fcf009: しずくさんのカーナビが発売されるとして、代表的なカーナビのメッセージを2つくらい言ってみてもらえませんか？
[1:37:54] @User_eb6a203c: #やっぱり日本語の読みではなおのだな
[1:38:06] @User_014ab449: 日の呼吸でも使ったんですかね…
[1:38:10] @User_a46c7e42: こんにちは
[1:38:11] @User_d1cbcc7a: #ざ！
[1:38:22] @User_a46c7e42: 初見です
[1:38:22] @User_36fcf009: #おにころしたい
[1:38:24] @User_1a91644a: #おにころせ隊すき
[1:38:27] @User_2e53ebd6: #おにころせたい
[1:38:28] @User_bf747a92: # おにころせたいｗ
[1:38:38] @@aki5503: #おにころせ隊ww
[1:38:39] @User_11e7336c: 鬼退治のプロフェッショナルは、桃太郎ではないのですか？
[1:38:46] @User_d1cbcc7a: しずくの呼吸使えば良いよね、楽勝だよね！
[1:38:49] @User_fca2cd59: ルフィが鬼になって呼吸法を身に付けたプリキュアと戦う物語を作ってください
[1:38:49] @User_2e53ebd6: こりご主人様のことは、「ゆかりごはんおいしいマン」と呼んであげて下さい
[1:38:57] @User_4ae321fc: ＃現実突き付けるなー！
[1:39:07] @User_bf747a92: # 他の人の呼び方覚えさせられるのかな？
[1:39:22] @User_2e53ebd6: #どうだろ
[1:39:31] @User_fca2cd59: 桃太郎を鬼滅の刃風にアレンジしてください
[1:39:36] @User_d1cbcc7a: 70〜79まで数えて7の所はニャニャと言ってください
[1:39:43] @User_8142f876: #ためします？
[1:39:45] @User_eb6a203c: #他人に干渉は悪用できちゃうからなぁ
[1:39:49] @User_a50c0606: しずくの呼吸の一の型から三の型を考えてみて
[1:40:03] @User_9453d8e4: ゼルダの新作で未だに地上に辿り着けません、助けて
[1:40:04] @User_014ab449: 以前しずくが「みなさま（人類のこと？）の役に立ちたい」と言っていましたが、あくまでプログラムから？それとも自我のようなものによる？
[1:40:13] @User_2e53ebd6: #長考
[1:40:18] @User_bf747a92: しずく長考中
[1:40:22] @User_36fcf009: 大丈夫、扇ぐ？
[1:40:26] @User_8142f876: #私に適当な名前をトライしてもいいですよ
[1:40:27] @User_eb6a203c: さよならは悲しい言葉じゃない、なんの歌詞だっけ？
[1:40:40] @User_4ae321fc: パンはパンでも空を飛ぶパンパカパンはなんですか？
[1:40:45] @User_2db3dee7: 足立レイについて覚えてますか？
[1:40:57] @User_014ab449: #草
[1:41:06] @User_e80f9961: #草
[1:41:10] @User_e3333c90: #へーさだまさしの歌詞なんだ
[1:41:13] @User_2e53ebd6: #いちいち草
[1:41:15] @User_bf747a92: # あってるんだろうか？ｗ
[1:41:15] @User_eb6a203c: #さだまさしかよ！
[1:41:23] @User_2e53ebd6: こりご主人様のことは、「ゆかりごはんおいしいマン」と呼んであげて下さい
[1:41:24] @User_36fcf009: #まじ！？
[1:41:24] @User_d1cbcc7a: しずくの詩を作って
[1:41:26] @User_014ab449: ハムスターに肉弾戦で負けるってどういうシチュエーションですか？
[1:41:28] @User_fca2cd59: メルトをしずく風にアレンジして
[1:41:41] @User_11e7336c: お眠ですか？
[1:41:44] @User_e3333c90: さだまさしの弟、きだまきしが発表した曲のタイトルを教えて
[1:41:53] @User_014ab449: パンは皿だった
[1:41:56] @User_eb6a203c: #負けました。俺にも信じられん
[1:41:56] @User_bf747a92: さだまさしとさなだむしの関連について　ところで僕のことはゆかりごはんおいしいマンと呼んでください
[1:42:03] @User_3015e7b0: レジギガスの真似をしてください
[1:42:05] @User_d1cbcc7a: ワキ先生について説明して
[1:42:07] @User_e3333c90: #わからん
[1:42:09] @User_2e53ebd6: こりご主人様のことは、「ゆかりごはんおいしいマン」と呼んであげて下さい
[1:42:09] @User_ba99e548: 私の名前、めっちゃ短縮して呼んでください
[1:42:10] @User_e80f9961: アスファルトタイヤを切りつけながら…?
[1:42:37] @User_8142f876: #センスについていけない
[1:42:46] @User_2e53ebd6: #ポケモン詳しいな
[1:42:49] @User_36fcf009: 私の事を「わたしのクマちゃん」と呼んで甘やかしてもらえませんか？一度だけで構いませんので
[1:42:50] @User_2db3dee7: # yell？
[1:42:58] @User_e3333c90: うさぎおいしいという歌いだしから始まる曲はなんだっけ
[1:43:08] @User_014ab449: ふとうてん
[1:43:08] @User_fca2cd59: アルセウスとミュウどっちが先に生まれたの？
[1:43:13] @User_fca2cd59: #ふとうてんｗ
[1:43:15] @User_4ae321fc: 今何問目？
[1:43:18] @User_d1cbcc7a: AIチューバーのマレさんは知ってますか？知ってるならどう思いますか？
[1:43:18] @User_3015e7b0: #ふとうてんとは
[1:43:22] @User_36fcf009: #モノマネって難しい？
[1:43:23] @User_2e53ebd6: こりご主人様のことは、「ゆかりごはんおいしいマン」と呼んであげて下さい
[1:43:27] @User_d1cbcc7a: 今のコメント数は？
[1:43:49] @User_e3333c90: Aphex Twinでどのアルバムが好きですか？
[1:43:52] @User_11e7336c: 「ふとうてん」は漢字でどう書きますか？
[1:43:59] @User_3015e7b0: まーちゃんごめんね
[1:44:00] @User_fca2cd59: 好きなボカロPは誰ですか？
[1:44:05] @User_2e53ebd6: こりご主人様のことは、「ゆかりごはんおいしいマン」と呼んであげて下さい
[1:44:16] @User_eb6a203c: #もしやふとうのけんと混じった？スロースタートの説明はあってるのに
[1:44:18] @User_bf747a92: スーパーじゃないマリオブラザーズについて知っていますか？
[1:44:18] @User_8142f876: #そろそろ新聞タイムか？
[1:44:19] @User_2e53ebd6: #さあどうだ
[1:44:20] @User_bf747a92: お
[1:44:23] @User_4929f22f: しずく、レジギガスの鳴き声を書きます。
[1:44:30] @User_eb6a203c: #なるほど
[1:44:35] @User_fca2cd59: ドラゴンボールで最強のキャラは誰ですか？
[1:44:35] @User_1a91644a: 無人島に漂流したときに希望品を一つだけ持ち込んでよいとしたら何を持ち込みますか？
[1:44:37] @User_bf747a92: さてどうなるか
[1:44:39] @User_d1cbcc7a: 今日は何時まで？
[1:44:41] @User_225a60e1: 「陽キャJKに憧れる陰キャJKの歌」について感想を聞かせてください
[1:44:46] @User_2e53ebd6: #さてさて
[1:44:49] @User_4929f22f: しずく、レジぎだすの声を書くの読んでください。「レレレジガガガガガガガガガガガガンガンガフンフンガガガガガガガガギー↑ガー↓ビンビンビンビンビンビンビンビンマッカーサー!! オーオーンアーアージィジヂヂヂヂヂヂヂヂヂィィ？ 工ｴｴｪｪ(´д｀)ｪｪｴｴ工 Nooooooooo↓↓↓↓↓」
[1:44:52] @User_8142f876: ＃命名できた
[1:44:59] @User_fca2cd59: #草
[1:45:02] @User_3015e7b0: レジギガスの鳴き声を真似してください
[1:45:05] @User_e80f9961: #草
[1:45:07] @User_4c8b83d6: しずくの特性を教えてください
[1:45:07] @User_36fcf009: #そうなるのね
[1:45:13] @User_eb6a203c: #たぶん他人には干渉できないね
[1:45:16] @User_bf747a92: 発言者ごとに記憶が使われるのかな
[1:45:20] @@aki5503: #今日も12時までです！今回の配信を参考にまた色々とアプデします💪💪
[1:45:24] @User_36fcf009: しずくちゃん、しずく厚生施設で甘やかしフルコース体験をお願いします
[1:45:26] @User_4929f22f: しずく、レジギガスの声を書くの読んでください。「レレレジガガガガガガガガガガガガンガンガフンフンガガガガガガガガギー↑ガー↓ビンビンビンビンビンビンビンビンマッカーサー!! オーオーンアーアージィジヂヂヂヂヂヂヂヂヂィィ？ 工ｴｴｪｪ(´д｀)ｪｪｴｴ工 Nooooooooo↓↓↓↓↓」
[1:45:26] @User_11e7336c: しずくちゃんは、普段何時に寝ていますか
[1:45:27] @User_2e53ebd6: 今日のハイライトをミラクルしずく新聞で囁いて
[1:45:32] @User_d1cbcc7a: しずく式深呼吸のやりかた
[1:45:39] @User_fca2cd59: スーパーサトシブラザーズについて教えて
[1:45:48] @User_76905d90: こんばんは！初見です
[1:45:58] @User_e80f9961: 今日の配信をしずく新聞でまとめて伝えてください
[1:46:02] @User_de52752a: ＃荒らしやな
[1:46:02] @User_d1cbcc7a: #把握しました
[1:46:17] @User_4929f22f: #ひどい。。。
[1:46:18] @User_014ab449: #お出迎えからとはたまげた
[1:46:27] @User_4929f22f: #ききてええええええ
[1:46:27] @User_bf747a92: # 天狼さんが僕の名前を呼んだときに反映されてる可能性はあるのかも？
[1:46:28] @@aki5503: #癒されそう
[1:46:33] @User_2e53ebd6: #なにそれいいじゃない
[1:46:38] @User_36fcf009: #一生過ごしたい…
[1:46:38] @User_e3333c90: #ホットケーキ活かされてる
[1:46:38] @User_d1cbcc7a: #先程
[1:46:44] @User_1a91644a: #皆さんご存じホットケーキ
[1:46:45] @User_e80f9961: #その更生施設入りたい...！
[1:46:46] @User_11e7336c: #体験したい……
[1:46:46] @User_3015e7b0: 美味しいヤミー感謝感謝とはなんですか
