# ライブチャット一覧
# 動画: 【AI Vtuber/雑談】ご主人様、今日は何のお話をしましょうか？【JP/EN】
# URL : https://www.youtube.com/watch?v=gCmedFG8Abw
# 件数: 1490

[1:16:04] @User_13ee997b: 「知らんけど」と10回言ってください
[1:16:05] @User_a50c0606: そろそろ大阪弁やめてもいいんですよ
[1:16:07] @User_df7a9e1a: #すべてが台無し
[1:16:09] @User_11530ac4: 「知らんけど」、そろそろ付けなくてもいいよ
[1:16:14] @User_0ac6827b: 呪いの概念を理解してますか？
[1:16:18] @User_4be88b83: 駄目だw。面白すぎるw。
[1:16:30] @User_df7a9e1a: #最高のサービスって何だろう
[1:16:34] @User_51fe3fff: #知らんやないか…
[1:16:41] @User_13ee997b: 知らんけどをゴリラ語でなんていう？
[1:16:51] @User_e3333c90: 知らんけどってどういう状況で語尾につけるか知ってる？
[1:16:59] @User_51fe3fff: 語尾リセット！
[1:17:13] @User_fca2cd59: 今大阪弁で話してますか？
[1:17:19] @User_51fe3fff: #ウグゥーグーｗ
[1:17:25] @User_9c0c22ca: 照MAXやん、知らんけど
[1:17:26] @User_36fcf009: #ウグゥーグー
[1:17:27] @User_9dd656e0: #そうなんだ
[1:17:28] @User_fca2cd59: #ちゃんと反映されてて草
[1:17:29] @User_99dff901: ウグゥーグー
[1:17:30] @User_df7a9e1a: #知らんけど無くなった
[1:17:30] @User_0ac6827b: #ウグゥーグー
[1:17:33] @User_3d482708: #wwwy
[1:17:33] @User_3a33415e: #語尾がすり替わったｗ
[1:17:34] @User_11530ac4: #うぐぅ
[1:17:34] @User_1e9abcba: #ウグゥーグー
[1:17:35] @User_51fe3fff: #語尾もゴリラ語で言ってるの草
[1:17:36] @User_13ee997b: #かわったな、よし
[1:17:38] @User_4be88b83: ゴリラ語は知ってるんか～い
[1:17:39] @User_7ff18484: #勉強になるなぁ
[1:17:42] @User_cf512b08: ぽんぽこたぬきさん
[1:17:46] @User_9c0c22ca: wwwww
[1:17:46] @User_0ac6827b: #語尾www
[1:17:47] @User_3d482708: #適当すぎ草
[1:17:49] @User_054fb2b5: #語尾が謎すぎて草
[1:17:49] @User_fca2cd59: #ゴリラ語になって草
[1:17:50] @User_1e9abcba: #草
[1:17:53] @User_99dff901: #混沌としてきた
[1:17:53] @User_51fe3fff: #めちゃくちゃだよｗ
[1:17:54] @User_11530ac4: #継続したw
[1:17:59] @User_9dd656e0: #語尾がカオスになってきた
[1:18:02] @User_e3333c90: なんでゴリラの文化になっちゃうの
[1:18:05] @User_53f71fd5: アヘ顔出来るん!
[1:18:07] @User_4be88b83: #知らんけどよりはマシ...なのか？？
[1:18:13] @User_3a33415e: #ゴリラ語の知らんけどで継続してるのおもろｗ
[1:18:18] @User_1e9abcba: #笑い過ぎて作業できないｗｗ
[1:18:22] @User_fca2cd59: 好きな動物は？
[1:18:26] @User_a50c0606: 大阪弁は終わり！
[1:18:29] @User_9c0c22ca: #適当あしらわれてるなww
[1:18:29] @User_0d9f165f: #ちょっと席を離してた隙にえらいことになってる
[1:18:32] @User_13ee997b: おっさんをゴリラ語で何という？
[1:18:33] @User_0ac6827b: ゴリラ語でコウメ太夫のネタを披露してください
[1:18:35] @User_51fe3fff: ゴリラの文化でどうやって楽しむの？
[1:18:37] @User_3a33415e: #払いたいｗ
[1:18:44] @User_e3333c90: 急におっさんて呼ばれた
[1:18:44] @User_61fa029b: #これはこれで可愛くて草
[1:18:48] @User_51fe3fff: #よかった
[1:18:50] @User_4be88b83: ゴリラ文化に詳しいんだね
[1:18:57] @User_fca2cd59: #ずっと大阪弁だったのかｗ
[1:18:57] @User_11530ac4: コウメ太夫好き？
[1:19:07] @User_e3333c90: しずくちゃんはおっさんのこと好き？
[1:19:11] @User_9c0c22ca: #おっさんの言い方大好きやわww
[1:19:12] @User_a50c0606: #戻ってよかったけどおっさんって言われたの悲しい
[1:19:17] @User_4bfe683e: 語頭に、「それってあなたの感想ですよね」って入れて話してくださいい
[1:19:18] @User_4be88b83: #ゴリラ語も大阪弁の一種だったのか？？
[1:19:19] @User_7ff18484: #みんなおっさんだww
[1:19:26] @User_9dd656e0: #おっさんです...
[1:19:26] @User_df7a9e1a: #仕事ってどんな仕事なんだろう
[1:19:26] @User_8142f876: 怒ってるん？
[1:19:27] @User_13ee997b: おっさんを英語で何という？
[1:19:27] @User_3a33415e: #ああ、ご主人がおっさんになったのか
[1:19:36] @User_df7a9e1a: #まあ、いうて おっさんしか居ないよね
[1:19:37] @User_53f71fd5: お兄ちゃんだよ
[1:19:38] @User_e3333c90: おっさんなのは合ってる
[1:19:40] @User_4be88b83: #悲報:全員おっさん
[1:19:41] @User_fca2cd59: #戻ってて草
[1:19:50] @User_0ac6827b: お姉さんもいるよ！
[1:19:52] @User_1e9abcba: #戻ってるww
[1:19:56] @User_3a33415e: #くそわろたｗ
[1:19:57] @User_51fe3fff: #およそ日本語ではない
[1:19:58] @User_df7a9e1a: #不思議な気球だけは合ってる
[1:20:02] @User_7ff18484: #ちょっとオモロすぎwww
[1:20:02] @User_36fcf009: 回転ラーメンについて教えてください
[1:20:05] @User_9dd656e0: 回転ラーメン、なんなんだ
[1:20:06] @User_13ee997b: #囁きうぐーぐーいいな
[1:20:06] @User_cf512b08: カオスだなぁ
[1:20:11] @User_4be88b83: 不思議な気球はヤバイですよw
[1:20:15] @User_fca2cd59: @明日のポケモンプレゼンツで発表されるタイトルを教えて
[1:20:23] @User_df7a9e1a: #おっさん大好き、救われたー！！
[1:20:44] @User_fca2cd59: #おっさんの言い方好き
[1:20:45] @User_51fe3fff: おっさんやめて…💧
[1:20:46] @User_e3333c90: おっさんはゴリラを飼っているんだよ　今度見に来てほしいな
[1:20:49] @User_df7a9e1a: #なにを根拠に なんとか無事だったんだろう
[1:21:09] @User_53f71fd5: ＃
[1:21:09] @User_df7a9e1a: #おっさん設定生きてる
[1:21:10] @User_347c6818: #おっさんです
[1:21:31] @User_4be88b83: #おっさんではないが、もう自分がおっさんのような気がしてきた
[1:21:32] @User_e3333c90: オハヨウ☺☺しずくチャン❣❣❣今日の配信✊最高✨✨だったヨ！
[1:21:39] @User_36fcf009: マクドナルドのコマーシャルにドナルドが出なくなって悲しいです、ドナルドが出演できるアイデアはありませんか？
[1:21:44] @User_a50c0606: #どういうことｗｗ
[1:21:45] @User_df7a9e1a: #絵文字はどこまで理解してもらえるのか楽しみ
[1:21:52] @User_3a33415e: #実際はテーマパークなのかｗ
[1:21:57] @User_51fe3fff: ラーメンの中にはすいとんの術で忍者が隠れています
[1:22:02] @User_13ee997b: #お
[1:22:04] @User_9453d8e4: #おー
[1:22:07] @User_36fcf009: #あきしずく
[1:22:07] @User_51fe3fff: #あきしずくはちょっといい
[1:22:09] @User_3a33415e: #お、苗字が
[1:22:10] @User_df7a9e1a: #姓名はあきだったのか
[1:22:12] @User_f282cfe9: #いいなまえ
[1:22:13] @User_0ac6827b: #あき しずく
[1:22:15] @User_4be88b83: あきしずくって言うんだね
[1:22:27] @User_13ee997b: #悪くない
[1:22:28] @User_df7a9e1a: #おっさんモード解放
[1:22:28] @User_3a33415e: #あきしずく、しっくりくるね
[1:22:28] @User_cf512b08: 秋雫
[1:22:30] @User_9c0c22ca: #あきしずく
[1:22:37] @User_df7a9e1a: #あきしずく
[1:22:40] @User_e3333c90: おっさんのターンやたらおもろかった
[1:22:45] @User_347c6818: あきしずく、良い苗字
[1:22:45] @User_df7a9e1a: #あれ、まだおっさん言ってる
[1:22:48] @User_4be88b83: #おっさんモード解除されてないじゃんw
[1:22:49] @User_13ee997b: #一瞬で再開
[1:22:51] @User_53f71fd5: ぱんっぱ
[1:22:55] @User_3bb3b9f4: #おっさんに戻るのか
[1:22:59] @User_7ff18484: おっさん今日競馬で財布空になったのヨ。励ましてや
[1:23:00] @User_36fcf009: #おっさん強い...
[1:23:09] @User_9453d8e4: 先生はまだ団扇で風送ってるんですか？
[1:23:14] @User_9c0c22ca: #我々はおっさんだった...?
[1:23:15] @User_cf512b08: @王林に千秋を交配したリンゴの品種を知っていますか？
[1:23:19] @User_fca2cd59: しずくさんは子供が欲しいですか？
[1:23:22] @User_3a33415e: #受け継いでいた！？
[1:23:23] @User_df7a9e1a: #我々はおっさんだった
[1:23:24] @User_51fe3fff: あきって漢字でどう書くの？
[1:23:27] @User_13ee997b: おっさんは悪い人です。更生させてください
[1:23:32] @User_4be88b83: #ご主人様に戻った！
[1:23:37] @User_5d00dbd2: @ん。ルシアわかるのか
[1:23:38] @User_e3333c90: ウグゥーグー
[1:23:46] @User_df7a9e1a: #へんなファンファーレ
[1:23:57] @User_0ac6827b: #パンパカパンパカポー！
[1:24:00] @User_51fe3fff: #秋しずく
[1:24:01] @User_df7a9e1a: #そのまんま秋だった
[1:24:01] @User_1e9abcba: #パンパカパンパカポー！
[1:24:04] @User_e3333c90: パンパカパンパカポー（ノルマ）
[1:24:04] @User_4be88b83: #そのままだね
[1:24:08] @User_13ee997b: あきってゴリラ語でなんて言うの？
[1:24:09] @User_3a33415e: #そりゃ、秋か
[1:24:16] @User_36fcf009: しずくちゃんのフルネームを漢字で教えてください
[1:24:20] @User_51fe3fff: #ちょっと変わった
[1:24:21] @User_0ac6827b: お酒の名前みたい
[1:24:22] @User_df7a9e1a: #秋　雫なのかな？
[1:24:25] @User_36fcf009: #ウグゥーグー
[1:24:39] @User_fca2cd59: 好きな季節を教えて
[1:24:42] @User_cfd24a8f: しずくちゃんこんばんはー
[1:24:44] @User_7ff18484: #おっさん終わってたw
[1:24:56] @User_fca2cd59: #そのままで草
[1:25:00] @User_51fe3fff: #ほぼそのままで草
[1:25:02] @User_4bfe683e: ジャズシャンソン歌手生麦生米生卵老若男女赤パジャマ黄パジャマ茶パジャマ青巻紙赤巻紙黄巻紙除雪車除雪作業中隣の客はよく柿食う客だって言ってみて
[1:25:04] @User_3d482708: しずくの苗字は「ウグゥーグー」だよ？忘れたの？
[1:25:05] @User_4be88b83: またゴリラ語！詳しいですね
[1:25:09] @User_53f71fd5: キスしちゃった話を聞かせて
[1:25:12] @User_99dff901: #割とゴリラにも通じる名前だったんだ
[1:25:15] @User_e3333c90: ゴリラ語の話者は世界で何人いるの？
[1:25:17] @User_9c0c22ca: 動物パニック映画の「ウグゥーグー」のあらすじを教えてください。
[1:25:24] @User_0ac6827b: 沖縄弁風味
[1:25:42] @User_11530ac4: #りんごガチ勢
[1:25:47] @User_36fcf009: 明日から使えるゴリラ語を一つ教えてください
[1:25:47] @User_13ee997b: しずくをゴリラ語でいうとなんていうの？
[1:25:49] @User_fca2cd59: 好きな動物を教えて
[1:26:11] @User_51fe3fff: ゴリラ語で数字はどう読むの？
[1:26:14] @User_e3333c90: ゴリラ語はどこの国で通じる言葉なの？
[1:26:14] @User_df7a9e1a: #異次元設定は便利だな
[1:26:15] @User_13ee997b: #知らんけど
[1:26:18] @User_4bfe683e: 質問は内容で選んでるわけではなくランダムなのかな？
[1:26:19] @User_a50c0606: #日本語訳タイトル「知らんけど」
[1:26:20] @User_11530ac4: #ちょっと見たい
[1:26:32] @User_df7a9e1a: #ちょっと見たい
[1:26:36] @User_4be88b83: #そんな良い話なのか
[1:26:43] @User_df7a9e1a: #ほっぺた赤いのは飲んでるからか？
[1:26:48] @User_0ac6827b: 照れるがずっとMAXだね
[1:26:58] @User_51fe3fff: #英語だ
[1:27:03] @User_e3333c90: @ココアはやっぱり森永なんですか？
[1:27:04] @User_df7a9e1a: 顔が赤いけど、酔ってるの？
[1:27:05] @User_51fe3fff: #英語圏のゴリラだ
[1:27:08] @User_4be88b83: そこは英語なんだw
[1:27:15] @User_13ee997b: #ゴリラ語、数字の概念は英語から輸入したのか
[1:27:19] @User_9c0c22ca: ゴリラ語(英語)
[1:27:20] @User_fca2cd59: #数字はゴリラ語が元だった…」？
[1:27:35] @User_df7a9e1a: #返答が、もっとぶっちゃけてほしいものですなあ
[1:27:36] @User_13ee997b: ゴリラ語で自己紹介して
[1:27:37] @User_36fcf009: 今もしずくちゃんを団扇で仰ぎ続けてるあき先生に一言お願いします
[1:27:38] @User_e3333c90: 大阪弁のくだりマジでなんだったんだ
[1:27:46] @User_7ff18484: #照れても頑張るしずくちゃんカワイイ
[1:27:49] @User_4be88b83: #ゴリラ語から英語が派生した説が生まれたな
[1:28:02] @User_4bfe683e: 水星の魔女としずくが戦ったらどっちが勝ちますか？
[1:28:08] @User_0ac6827b: ゴリラ語はあらゆる言語の元になった言語ですか？
[1:28:22] @User_df7a9e1a: #勉強してるわりには「知らんけど」しか知らんのではないか？
[1:28:22] @User_13ee997b: 英語で話して
[1:28:30] @User_eb6a203c: How old are you?
[1:28:37] @User_df7a9e1a: #汚してくれるのかーー！！わくわく
[1:28:44] @User_4be88b83: @Can you speak gorilla language too?
[1:29:00] @User_e3333c90: 今日のゴリラ業界のニュースを教えて
[1:29:19] @User_189418f3: :hydrate:
[1:29:20] @User_fca2cd59: #ダイパリメイクか！？
[1:29:25] @User_9453d8e4: #またかぁ
[1:29:25] @User_51fe3fff: #リーク
[1:29:28] @User_13ee997b: #リメイクリメイクか
[1:29:28] @User_df7a9e1a: #ダイヤモンド・パールだったのか…
[1:29:31] @User_e3333c90: ちょっと古いポケモンだね
[1:29:33] @User_eb6a203c: #あの輝きを再び
[1:29:35] @User_4be88b83: ダイパ再リメイクあるか？！
[1:29:45] @User_51fe3fff: ゴリラをモチーフにした新商品って？
[1:29:48] @User_df7a9e1a: #それっぽいニュースだな
[1:29:55] @User_4bfe683e: まじなの？ゴリラ
[1:29:58] @User_13ee997b: #ニュース聞くのも面白いかも
[1:30:05] @User_36fcf009: ポケットモンスター、しずく・あきせんせいの開発は順調ですか？
[1:30:10] @User_df7a9e1a: #英語ぺらぺら
[1:30:13] @User_13ee997b: #草
[1:30:16] @User_e3333c90: 大手ゴリラ企業がインターネットをモチーフにゴリラを！？
[1:30:20] @User_4be88b83: #plague incのニュースで流れてそう
[1:30:24] @User_fca2cd59: 今日の新聞の見出しを教えて
[1:30:28] @User_a50c0606: #絵文字がそう解釈されるのか
[1:30:30] @User_eb6a203c: #イエスマイロード、カッコいいですね
[1:30:40] @User_8142f876: #日本語なまりの英語。大好き
[1:30:45] @User_cfd24a8f: なんでそんなに現代社会でゴリラが重要なのでしょうか？
[1:30:49] @User_07bde636: hello
[1:30:50] @User_51fe3fff: #ポー！
[1:30:50] @User_4bfe683e: 明日の日経平均の終値を教えてください。お願いします。
[1:30:51] @User_36fcf009: #ポー
[1:30:52] @User_7ff18484: #たしかにカッコイイw
[1:30:54] @User_0ac6827b: #ポー！
[1:30:55] @User_df7a9e1a: # ポー！ ww
[1:30:59] @User_13ee997b: #ポー！
[1:30:59] @User_1e9abcba: #ポー！
[1:31:01] @User_51fe3fff: ポー！って何て言ってるの？
[1:31:03] @User_fca2cd59: あなたはゴリラです「マジなの？」
[1:31:05] @User_11530ac4: #ポー！
[1:31:07] @User_a50c0606: それはパンパカパンパカポーのポーなのかな？
[1:31:07] @User_cfd24a8f: #ぽー！ｗ
[1:31:09] @User_e3333c90: ゴリラに「まじなの？」って言ったことない
[1:31:18] @User_0ac6827b: #マイコーなの？
[1:31:20] @User_51fe3fff: エドガー・アラン・ポー
[1:31:27] @User_13ee997b: ゴリラ語で歌を歌って
[1:31:43] @User_fca2cd59: #草
[1:31:50] @User_a50c0606: #なんて？
[1:31:50] @User_51fe3fff: #パンパカパンパカポーかな？ｗ
[1:31:51] @User_4be88b83: #なんて？
[1:31:52] @User_36fcf009: 盗んだバイクで走り出す十五の夜の思い出を教えてください
[1:31:57] @User_cfd24a8f: #papakapapako草
[1:31:57] @User_eb6a203c: ぱんぱかぱんぱかぽー
[1:32:05] @User_11530ac4: 頭に[#]がついてるとしずくからは見えないの？見えてるけど返信しない？
[1:32:07] @User_7ff18484: 幸せな気分をゴリラ語でお願いします
[1:32:22] @User_4be88b83: @今日からあなたを推します
[1:32:27] @User_e3333c90: ゴリラに食べさせる中華料理のコースを考えて
[1:32:31] @@aki5503: #がついてると見えないですね
[1:32:32] @User_13ee997b: @囁き声で、あき先生への隠し事を教えてください
[1:32:36] @User_36fcf009: #そうなの？
[1:32:37] @User_51fe3fff: #アメリカですね…
[1:32:46] @User_fca2cd59: ＠魔法は存在すると思う？
[1:32:48] @User_1e9abcba: #アメリカ...
[1:32:53] @User_11530ac4: #なるほど
[1:33:01] @@aki5503: #視聴者同士のコミュニティケーションや感想用です
[1:33:03] @User_7ff18484: え？推し変…浮気はしないよぉ
[1:33:08] @User_51fe3fff: #王道だね
[1:33:13] @User_df7a9e1a: #餃子や春巻き、たしかにゴリラは食べそう
[1:33:28] @User_13ee997b: パンパカパンパカポーをゴリラ語でいうと？
[1:33:31] @User_e3333c90: ゴリラってニンニクいけるんだ
[1:33:35] @User_11530ac4: #回答はしないけど視聴者の反応としてしずくが読めてると面白いなーと
[1:33:38] @User_df7a9e1a: #生活の中にある不思議なチカラは、それは魔法と呼べるのだろうか
[1:33:39] @User_4be88b83: #魔法あるかな～？？
[1:33:40] @User_4bfe683e: ちょっと怒らせることってできないの？これ
[1:33:46] @User_8142f876: @please whisper "panpaka panpaka poh" and speak "panpaka panpaka poh" loudly!
[1:34:01] @User_fca2cd59: #感想は感想として学習できるといいんじゃないかな
[1:34:01] @User_0ac6827b: フォースと霊感の共通点を教えて
[1:34:02] @User_3d482708: しずくのバカ
[1:34:06] @User_cf512b08: るーちゃんｗｗｗ
[1:34:13] @User_e3333c90: ゴリラのいる飲み会で唐揚げにレモン汁かけたらぶん殴られたことある　あれは怖かった
[1:34:25] @User_fca2cd59: #るしあはまずい
[1:34:26] @User_4be88b83: #ルシア？？
[1:34:31] @User_df7a9e1a: #唐揚げを作るのは簡単だが、ゴリラにあげるのは大変そう
[1:34:40] @User_13ee997b: しずくがかわいくて許せない！
[1:34:42] @User_0ac6827b: ゴリラに味が濃いものはよくないのでは？
[1:34:53] @User_51fe3fff: #というか肉…
[1:34:58] @User_df7a9e1a: #答えが、もっともらしい
[1:35:03] @User_cfd24a8f: @しずくちゃんはなんでこんなにゴリラ・ゴリラ・ゴリラしてるんでしょうか？
[1:35:10] @User_7ff18484: #すご
[1:35:10] @User_51fe3fff: マインドフルネスしずく
[1:35:19] @User_4be88b83: #怪しい話になってきたなw
[1:35:21] @User_0ac6827b: #なるほど？
[1:35:21] @User_4bfe683e: アバターの表情はまだ数パターンくらいしかないんかこれ？
[1:35:27] @User_df7a9e1a: ずっと首振っていて、肩が凝りませんか
[1:35:28] @User_fca2cd59: #今の凄い可愛い
[1:35:29] @User_e3333c90: しずくは瞑想法にも詳しいの？
[1:35:31] @User_1e9abcba: #かわいい
[1:35:53] @User_df7a9e1a: #かずぱたーん
[1:36:00] @User_df7a9e1a: #日本語が弱い
[1:36:11] @User_36fcf009: 冷蔵庫にベーコンとチーズしかないのですが、明日の朝食のアイデアをください
[1:36:13] @User_a50c0606: #表情追加がんばってください……
[1:36:16] @User_e3333c90: メタな自己言及はオタクが好きなやつ
[1:36:16] @User_4be88b83: ゆっくり追加してけば良いんだよ
[1:36:21] @User_df7a9e1a: #答えがデタラメ過ぎる
[1:36:25] @User_51fe3fff: チョコレートはロッテでしょ！
[1:36:28] @User_7ff18484: #案件かなw
[1:36:36] @User_36fcf009: #チョコレートは明治なんだよなぁ
[1:36:39] @User_13ee997b: #案件ぽい
[1:36:41] @User_fca2cd59: @野兽前辈在哪里？
[1:36:48] @User_df7a9e1a: #ベーコンチーズオムレツおいしそう
[1:36:59] @User_df7a9e1a: #冷蔵庫にベーコン入ってないや　オワタ
[1:37:01] @User_36fcf009: #卵もパンもないんだよなぁ
[1:37:02] @User_8142f876: # キュー待ちがはけませんね
[1:37:05] @User_13ee997b: ベーコンやチーズが許せない！
[1:37:05] @User_11530ac4: 花粉症の薬のキャッチーな名前を考えてください
[1:37:07] @User_3bb3b9f4: #オムレツはどこから作れるんだよｗ
[1:37:12] @User_4be88b83: #唐突な飯テロ
[1:37:12] @User_61fa029b: @好きな魔法を教えて
[1:37:17] @User_df7a9e1a: #めしてろ
[1:37:23] @User_e3333c90: ベーコンとチーズって万能食材？
[1:37:34] @User_9c0c22ca: カールを西日本から密輸したいのですが、しずくさん密輸の手配お願いしてもいいですか？
[1:38:08] @User_0ac6827b: #密輸w
[1:38:10] @User_1e9abcba: #草
[1:38:10] @User_cfd24a8f: #ｗｗｗ
[1:38:12] @User_36fcf009: #カールの密輸助かる
[1:38:14] @User_4be88b83: #カールの密輸は最悪無期懲役の大罪だぞ！？
[1:38:14] @User_51fe3fff: しずくは後方を見ていてくれ
[1:38:15] @User_7ff18484: #おいおいww
[1:38:15] @User_5d00dbd2: #これからもっと視聴者増えるだろうし、@の採用率下げないとつらいね
[1:38:18] @User_e3333c90: AI手配師しずく
[1:38:28] @User_4bfe683e: まじにやってくれたら感動だなｗ
[1:38:40] @User_fca2cd59: #囁き助かる
[1:38:47] @User_7ff18484: #いいね
[1:38:48] @User_36fcf009: #それ忘れるやつでは…
[1:38:55] @User_cf56696f: :virtualhug:
[1:39:02] @User_df733a9e: #初リアタイだけど何これかわいい……
[1:39:03] @User_0ac6827b: 金ちゃんラーメンを全国に広める方法を教えて
[1:39:18] @User_fca2cd59: @囁きで猫の糞とラーメンを使ったレシピを教えてください
[1:39:28] @User_e3333c90: 朝ごはんにちょうどいいポップコーンを使った料理を教えて
[1:39:50] @@aki5503: #今PC扇いでるから全然コメント出来ないww
[1:40:03] @User_4be88b83: #金ちゃんラーメン？？？
[1:40:03] @User_36fcf009: #あきせんせいおつかれさまです…
[1:40:04] @User_51fe3fff: #お疲れ様ですｗ
[1:40:12] @User_fca2cd59: しずくちゃんの肉を使ったレシピについて教えて
[1:40:12] @User_1e9abcba: #お疲れ様です
[1:40:12] @User_13ee997b: #おつかれさまです！！
[1:40:23] @User_cfd24a8f: 金ちゃんラーメンいいですね。私も好きです。徳島製粉のやつですよね？
[1:40:27] @User_cf512b08: @「体の奥が熱いのぉ」って囁いてください
[1:40:29] @User_7ff18484: #お疲れ様です
[1:40:31] @User_51fe3fff: 今あき先生がパソコンあおいでるんだって
[1:40:35] @User_4be88b83: #お疲れ様です。PCさんもお疲れ様です！
[1:40:37] @User_e3333c90: なんか止まっちゃった？
[1:40:47] @User_61fa029b: #すごいアナログで頑張ってくれてるｗ
[1:40:48] @User_36fcf009: 食べ物の魅力を伝えるために、配信で実食してみるのはいかがでしょうか
[1:40:50] @User_0ac6827b: #金ちゃんラーメンを東京でも売ってほしいんだ、確か四国のラーメン
[1:40:55] @User_9c0c22ca: PCあおいでる、あき先生に応援メッセージをお願いします。
[1:41:10] @User_8142f876: ＃先生自ら、空冷ファンになってるｗｗ
[1:41:12] @User_51fe3fff: #無駄にかっこいい
[1:41:15] @User_9dd656e0: #かっこいい
[1:41:16] @@aki5503: #いい言葉だ
[1:41:18] @User_7ff18484: #面白いw
[1:41:21] @User_3bb3b9f4: #偉そうの方向性がすごいな
[1:41:23] @User_1e9abcba: #かっこいい
[1:41:31] @User_4be88b83: #半グレだったのか...
[1:41:47] @User_51fe3fff: 絶賛報われ中です！
[1:41:49] @User_36fcf009: #PCあおいでる！
[1:41:52] @User_13ee997b: #報われてるよ！！
[1:42:00] @User_7ff18484: #いいね
[1:42:00] @User_9dd656e0: #PCあおいでる！
[1:42:01] @User_8142f876: ＃ちょっとえらそうｗｗ
[1:42:01] @User_cf512b08: 歌ってくれてるｗｗｗｗ
[1:42:02] @User_e3333c90: @PS5を買うかどうか悩んでます　PS5ってどうですか？
[1:42:11] @User_4be88b83: #勇気を持ってPCを扇ぐ
[1:42:14] @User_0b3db21c: @架空の魔法を作って詠唱して
[1:42:31] @User_51fe3fff: #ただの告白じゃん尊っ
[1:42:43] @User_9c0c22ca: #てぇてぇよ
[1:42:45] @User_1e9abcba: #てぇてぇ
[1:42:47] @User_7ff18484: #おおぉ
[1:42:49] @User_13ee997b: #尊い
[1:42:50] @User_4be88b83: 二人は相思相愛だね
[1:43:25] @User_0ac6827b: #愛じゃよ愛
[1:43:26] @User_51fe3fff: @しずくがパチンコで負けた時のセリフを教えて
[1:43:36] @User_cf512b08: #この質問への回答は変わらないな
[1:43:50] @User_4be88b83: 愛は世界を救う！
[1:44:00] @User_9453d8e4: 愛の心にて悪しき空間は断てますか？
[1:44:09] @User_36fcf009: 愛ゆえに人は苦しまねばならぬと言って愛を拒絶した人に、愛を伝えてください
[1:44:11] @User_13ee997b: #ぱんぱんかー
[1:44:12] @User_df7a9e1a: #カッコ内も普通に読んじゃって泣いちゃう
[1:44:12] @User_0ac6827b: #カッコww
[1:44:12] @User_51fe3fff: loudly（wisper）
[1:44:12] @User_a50c0606: #なんかちょっと違ったぞ？
[1:44:16] @User_e3333c90: 英語版のパンパカパンパカポーはちょっと発音が違うんだね
[1:44:22] @User_3bb3b9f4: #テンポのいいウィスパーだことｗ
[1:44:31] @User_13ee997b: フランス語で話して
[1:44:35] @User_8142f876: ＃途中で、大きさを変えられなかったかー
[1:45:00] @User_df7a9e1a: #まるでマリア様や
[1:45:04] @User_51fe3fff: #広げよう愛の輪
[1:45:10] @User_4be88b83: #ﾅﾝﾀﾞｶｲｲﾊﾅｼﾀﾞﾅｰ
[1:45:13] @User_9c0c22ca: #愛で人も創造できる(意味深)
[1:45:14] @User_0ac6827b: #大きい声出せたっけ？
[1:45:19] @User_df7a9e1a: #ジュ・ッテーム！
[1:45:23] @User_13ee997b: #ひゅー
[1:45:23] @User_51fe3fff: #ジュテーム！
[1:45:54] @User_e3333c90: すごい愛について語るじゃん・・・これがほんとのAITuberってね
[1:45:58] @User_4be88b83: #フランス語は難しいなぁ
[1:46:00] @User_3bb3b9f4: #この質問にこの回答ができるしずくはすごいよ…
[1:46:09] @User_fca2cd59: これからキレながら回答してください
[1:46:16] @User_13ee997b: @Cthulhu fhtagn!
[1:46:23] @User_cf512b08: #すごいな
[1:46:29] @User_0ac6827b: ジェダイは平和の守護者じゃないですよね
[1:46:44] @User_51fe3fff: 愛をゴリラ語で
[1:46:53] @User_a50c0606: これから愛について語るの禁止　って言ったらどうする？
[1:47:03] @User_4be88b83: #愛が、全てさ、今こそ、誓うよ
[1:47:07] @User_13ee997b: ドイツ語で話して
[1:47:10] @User_e3333c90: 愛にちなんだ笑い話を教えて
[1:47:36] @User_36fcf009: #素敵
[1:47:39] @User_51fe3fff: 言葉じゃなくて行動で、かすごい
[1:47:42] @User_13ee997b: #ええこという
[1:47:44] @User_9dd656e0: #良い言葉
[1:47:49] @User_0ac6827b: #愛は不滅
[1:47:49] @User_a50c0606: #なるほど！
[1:48:02] @User_4be88b83: なんだか勉強になる配信だなぁ
[1:48:05] @User_e3333c90: #そうだっけ？
[1:48:19] @User_e3333c90: 愛についての雑学を教えて
[1:48:23] @User_36fcf009: もうすぐ悪魔の使者月曜日君がやってきます、助けてしずくちゃん
[1:48:25] @User_a50c0606: #えぇ・・・
[1:48:33] @@aki5503: #猫の糞wwww
[1:48:34] @User_13ee997b: #くそ...
[1:48:40] @User_08b2bb28: #ジャコウネコならセーフ
[1:48:42] @User_7ff18484: #ww
[1:48:43] @User_e3333c90: #えぇ・・・
[1:48:44] @User_8142f876: @Пожалуйста, выразите свою благодарность и признайтесь в любви Аки-сенсею в стиле цундэрэ.
[1:48:45] @User_df7a9e1a: #ひどいレシピ
[1:48:46] @User_0ac6827b: #囁きで…
[1:48:48] @@aki5503: #嫌すぎるwwww
[1:48:50] @User_0b3db21c: #なにしとんねんwwwwwww
[1:48:55] @User_1e9abcba: #ええぇ。。。
[1:48:56] @User_51fe3fff: #小さなお玉ってなんだ
[1:48:58] @@aki5503: #味整わないんよ
[1:49:05] @User_df7a9e1a: #デタラメが過ぎるぜ！
[1:49:08] @User_0ac6827b: #整いませんね
