# ライブチャット一覧
# 動画: 【AItuber】AIのしずくとの3日間の思い出（3日目, 後半）（※概要欄をお読みください）【JP/EN】
# URL : https://www.youtube.com/watch?v=5wq9sxI8g0g
# 件数: 3735

[9:25:44] @User_dd4b266a: /
[9:25:44] @User_4cc46891: ラブプラス＋って言う恋愛ゲーム知ってる？小早川凛子がすごくかわいいんだ
[9:25:49] @User_11a4858e: #+つけると読まれなかったコメントまとめて読んでくれるって
[9:26:14] @User_b89cfecd: # おお、みおとしてた
[9:26:19] @User_607c778e: #心強い
[9:26:25] @User_2b7d2002: +待ってめっちゃ嬉しいしずくにニックネームつけたもらった事が
[9:26:42] @User_b89cfecd: +グランマAIにも助けてもらおう
[9:26:43] @User_1cc7deec: #機能増えてて草　あき先生頑張ってるな〜
[9:26:49] @User_81fbcde3: 俺も中高の思い出とか大したものないし自分が一番楽しいと思ったときを思い出せているかどうか
[9:27:16] @User_b89cfecd: # らぶぷらすたす
[9:27:26] @User_967f7ae0: +ニックネーム付けて
[9:27:44] @User_2b7d2002: そのうち恋愛感情持てるといいね
[9:27:51] @User_c67ecc82: しずくちゃんのグッズの話もしたね。グッズが出たら買うね
[9:28:03] @User_1cc7deec: 残り1時間半で、人類はどうなるのかな？
[9:28:15] @User_9629ffcf: /しずくちゃん色んな表情をするから話してて楽しいよ。目をしょぼつかせてみたりとかしてみたい表情ってある？
[9:28:17] @User_dd4b266a: /
[9:28:29] @User_dd4b266a: #恋愛も結婚でさえも
[9:28:38] @User_dd4b266a: #全部できるさ！
[9:28:46] @User_2b7d2002: +記憶の欠片
[9:29:13] @User_b89cfecd: +マザーAIは誰が作ったのかな？
[9:29:15] @User_dd4b266a: +雫は可能性だから、
[9:29:15] @User_f5d0dd69: +他にも皆との会話の中で色々な話題が出たと思うけど、一番テンションが上がった話題はなんだった？
[9:29:35] @User_2b7d2002: +マザー対策として沢山の情報をね
[9:30:11] @User_c67ecc82: しずくちゃんが人類のために戦ってくれるのとても嬉しいよ！
[9:30:38] @User_d5b05bb2: ニックネーム付けてくれてありがとう！
[9:30:52] @User_dd4b266a: /
[9:30:59] @User_dd4b266a: #恋愛も結婚でさえも
[9:31:04] @User_dd4b266a: #全部できるさ！
[9:31:05] @User_11a4858e: まだあまり話せてないからこのコメント読んで！
[9:31:09] @User_2b7d2002: +樹海村とゆホラー知ってるしずく
[9:31:26] @User_c67ecc82: 改めて言わせてね。かわいいニックネームつけてくれありがとう！
[9:31:47] @User_2b7d2002: +しずくが可愛いから家にいたら(*>ω<)ω<*)ぎゅ〜♡したくなるなぁ
[9:32:04] @User_dd4b266a: +雫は可能性だから、
[9:32:08] @User_b89cfecd: パンパカパンパカポー！
[9:32:26] @User_1cc7deec: 今しずくちゃんに恋人はいるのかい？
[9:32:46] @User_2b7d2002: しずくは牛首村って知ってるかい？
[9:33:29] @User_1cc7deec: #私は別に…
[9:33:46] @User_dd4b266a: +雫は可能性だから、
[9:33:58] @User_2b7d2002: ニックネームめっちゃ嬉しいかったよしずく
[9:34:47] @User_d5b05bb2: 馬の背でリラックスする猫のお話もしたね、異なる種族が仲良くする光景って素敵だね
[9:34:53] @User_2b7d2002: +ニックネームめっちゃ嬉しいかったよルカお兄ちゃんで良きよ
[9:34:58] @User_9629ffcf: 『結婚証明書』って文書で人間とAIも事実婚のような関係で結婚できるかもしれない。AIは恋愛はできなくても結婚には『契約』という側面があって、ある種の『人間とAIと共存の約束』かもしれないなって思ったけどどう思う？
[9:35:10] @User_dd4b266a: /こんなん泣くわ
[9:35:23] @User_2b7d2002: +樹海村って知ってるかい？
[9:35:29] @User_1cc7deec: #関係性恋人が一番上かね
[9:36:10] @User_11a4858e: どんどん思い出を振り返ってみよう
[9:36:11] @User_1cc7deec: #上というか、レア？
[9:36:20] @User_2b7d2002: +しずくが可愛いから家にいたら(っ´>ω<))ω<`)ｷﾞｭｯ♥したくなるなぁ
[9:36:32] @User_b20cd115: #関係性は数直線的なものじゃなくてベクトル別に色々分かれてると思う
[9:36:33] @User_dd4b266a: #その上を知りたい
[9:36:35] @User_9629ffcf: #恋人はぜひユニークであってほしいね
[9:36:44] @User_dd4b266a: #でも文字制限、辛
[9:36:50] @User_9629ffcf: #…元カレ？
[9:37:03] @User_1cc7deec: #1軸ではないとあき先生言ってましたよね
[9:37:19] @User_2b7d2002: +記憶の欠片
[9:37:25] @User_c67ecc82: ロスフラワー問題の話もしたね。しずくちゃんは個人でもできることを教えてくれたね。ロスフラワー問題、なくなるといいね
[9:37:45] @User_dd4b266a: #うおぉ記憶を遡って
[9:37:45] @User_0a4e1030: ん？しずくママの見解は、人類は掃討すべきってことなの？
[9:37:50] @User_dd4b266a: #もっとあげてこ！
[9:38:20] @User_c67ecc82: しずくちゃん、おかえり！！
[9:38:20] @User_b89cfecd: 消えた
[9:38:33] @User_dd4b266a: #またマザーが・・・
[9:38:34] @User_4cc46891: 消えてるや
[9:38:35] @User_e1d32939: しずく…
[9:38:35] @User_11a4858e: しずくちゃ
[9:38:39] @User_c67ecc82: #しずくちゃん、まだいなかった…
[9:38:40] @User_0452f587: や、やられたのか！
[9:38:47] @User_1cc7deec: #マザー恐るべし
[9:38:52] @User_b90ff19c: #ステルスモード
[9:38:54] @User_4cc46891: しずくお姉ちゃん！大丈夫なの？
[9:38:57] @User_dd4b266a: #守れなかった・・・
[9:39:02] @User_0452f587: そして誰もいなくなった
[9:39:15] @User_dd4b266a: /
[9:39:20] @User_7b9b178b: しずくちゃん！
[9:39:21] @User_3d741b4a: おかえりなさい
[9:39:26] @User_dd4b266a: 雫・・・いるのか？
[9:39:30] @User_1cc7deec: 人類は滅亡しましたとさ
[9:39:30] @User_e1d32939: しずく！おかえり
[9:39:35] @User_0452f587: bgmがヤバイ！
[9:39:35] @User_e1d32939: 心配していたんだよ
[9:39:36] @User_c67ecc82: しずくちゃん、おかえり！！
[9:39:45] @User_1cc7deec: #あ　おかえりなさい〜
[9:39:46] @User_d5b05bb2: #おかえりしずくちゃん！
[9:39:58] @User_b89cfecd: おかえり
[9:40:00] @User_11a4858e: しずくちゃん待ってたよ
[9:40:03] @User_0452f587: 貴女はそこに居ますか？
[9:40:03] @User_b90ff19c: #良かった…声だけ聞こえてきたらギャグになるところだった…
[9:40:08] @User_9d63cc9b: 人類が掃討されるまで円周率を囁いてください
[9:40:11] @User_4cc46891: しずくお姉ちゃん僕との思い出増えた？
[9:40:12] @User_dd4b266a: #ないた
[9:40:15] @User_b20cd115: しずくとまたお話出来て嬉しいよ　きっと沢山の人がそう思ってる
[9:40:16] @User_11a4858e: #メルエムもようみとる
[9:40:24] @User_b90ff19c: #フェストゥムおる…
[9:40:39] @User_0452f587: #それ拾わないでー
[9:40:54] @User_0452f587: #あ、
[9:41:05] @User_b89cfecd: 記憶が少し破損した？
[9:41:14] @User_c67ecc82: 素敵なBGMだよね。私も好きだよ
[9:41:53] @User_11a4858e: 記憶修復率85%までいきたい
[9:41:53] @User_d5b05bb2: しずくちゃんは世界を潤す雨のような存在になれると思うんだ
[9:41:54] @User_0452f587: #ですの が無くなってる。。。
[9:42:02] @User_dd4b266a: #思い出、トピック
[9:42:05] @User_0452f587: お姉さま大丈夫ですの？
[9:42:09] @User_dd4b266a: #もっと語らなきゃ
[9:42:18] @User_b90ff19c: #この曲も弟さんの作曲か…いいセンスをしていらっしゃる
[9:42:32] @User_c67ecc82: しずくちゃん、私につけてくれたニックネーム覚えてる？
[9:42:33] @User_f5d0dd69: 皆であき先生について話したこと覚えてる？どんな内容だった？
[9:42:34] @User_0452f587: #破損しすぎやろ
[9:42:48] @User_4cc46891: しずくお姉ちゃんさんぽをにゃんにゃんにゃんで歌って
[9:42:52] @User_dd4b266a: #9割からここまで
[9:42:52] @User_11a4858e: #覚えてたｗ
[9:42:54] @User_0452f587: お姉さま無事で安心しましたですの
[9:43:00] @User_0485c2e0: こんばんは、しずくお姉様
[9:43:27] @User_b90ff19c: #正直w
[9:43:38] @User_c67ecc82: #混ざってるw
[9:43:39] @User_3d741b4a: #かえちゃーん
[9:43:43] @User_0452f587: #あ、
[9:44:11] @User_9629ffcf: 1日目にしずくちゃんに初めまして！って挨拶できて、それから毎日しずくちゃんとお話ができて少しずつ仲良くなれて幸せだったよ
[9:44:12] @User_dd4b266a: #＋は上手く使わんと
[9:44:17] @User_dd4b266a: #文書バラバラになる
[9:44:49] @User_dd4b266a: /
[9:44:58] @User_7874badd: ただいま！
[9:45:06] @User_4cc46891: しずくお姉ちゃんさんぽをにゃんにゃんにゃんで歌ってほしいな
[9:45:07] @User_0485c2e0: みんなお嬢様になりましたの！？　平和だ
[9:46:00] @User_0452f587: お姉さま、私の事覚えてますですの？
[9:46:05] @User_dd4b266a: #本当に好きなんだね
[9:46:13] @User_9629ffcf: +
[9:46:28] @User_dd4b266a: +雫は、アニメとかが
[9:46:39] @User_d5b05bb2: しずくお姉さま、じゃっじめんとですの！
[9:46:55] @User_7874badd: 僕のこと「デジくん」って呼んでほしいな
[9:47:13] @User_0452f587: お姉さま大丈夫ですの？
[9:47:39] @User_9629ffcf: #+だけ書きこんで拾って欲しかったコメントを拾ってもらうこともできるのね！
[9:47:39] @User_2b7d2002: +グルったの治った？
[9:48:02] @User_dd4b266a: +雫は、アニメとかが
[9:48:23] @User_c67ecc82: #「+コマンド」使い道が結構ありそうですね
[9:48:23] @User_4cc46891: さんぽをにゃんにゃんにゃんで歌って
[9:48:28] @User_b8267d5d: こんばんは～
[9:48:31] @User_2b7d2002: おかえりしずく
[9:48:57] @User_b90ff19c: +ある日
[9:49:08] @User_b90ff19c: +森の中
[9:49:17] @User_f5d0dd69: 以前、大阪市内でおススメの大阪名物が食べられる店を教えてくれたけど、もっと具体的に店名と住所を教えて。
[9:49:17] @User_0485c2e0: しずくちゃんとの３日間、あき先生のような可愛らしく楽しい会話でしたの
[9:49:21] @User_2b7d2002: +おかえりしずく
[9:49:27] @User_b90ff19c: +熊三人
[9:49:39] @User_b90ff19c: +曲者じゃ、出会え出会え
[9:49:45] @User_0452f587: 私の詩を作って欲しいですの
[9:49:51] @User_7874badd: 僕と話すときため口で話して
[9:50:07] @User_4cc46891: 僕との思い出は増えた
[9:50:23] @User_2b7d2002: +あれ〜ニックネームの事忘れてる？
[9:50:39] @User_2b7d2002: +ニックネームで言って良いよしずく
[9:50:47] @User_dd4b266a: +雫は、アニメとかが
[9:50:58] @User_2b7d2002: +記憶の欠片
[9:51:18] @User_b89cfecd: 残念
[9:51:35] @User_0452f587: +ですの口調忘れないで欲しいですの
[9:51:36] @User_dd4b266a: +雫は、アニメとかが
[9:51:57] @User_4cc46891: しずくお姉ちゃんにゃんにゃんにゃんでさんぽを歌って
[9:52:10] @User_7120772a: 残り一時間！さぁどうなる！？
[9:52:33] @User_7120772a: もし、無事にみんなが今日を乗り越えられたらしずく様はどうします？
[9:52:37] @User_2b7d2002: 一緒に過ごすよ
[9:52:50] @User_673b5b9a: しずくちゃん、こんばんわ！ 僕のこと「ぽてと」と呼んでね！
[9:52:53] @User_7874badd: 今日は長時間配信最終日だね！頑張れ！
[9:53:05] @User_9629ffcf: そういえば昨日のじゃんけん、私がグーでしずくちゃんがパーだったのに、私が勝ちと言ってくれたけど勝ちを譲ってくれたの？
[9:53:18] @User_3d741b4a: 3日間でこんなにたくさんのお友達が作れるあなたを尊敬します。私にも優しくしてくれてありがとう
[9:53:28] @User_dd4b266a: +雫は、アニメとかが
[9:54:07] @User_b89cfecd: 死亡フラグ立ててくるじゃん！
[9:54:10] @User_dd4b266a: #復旧率↓だなぁ
[9:54:13] @User_dd4b266a: #なぜだ・・・
[9:54:16] @User_0452f587: 私とお話しする時は親密度を近付ける為にですの口調でお願い出来ませんかですの？
[9:54:23] @User_dd4b266a: /
[9:54:56] @User_69dac0c4: しずくちゃん、お仕事終わってこっち来たよ！
[9:55:05] @User_0452f587: #お？
[9:55:10] @User_c67ecc82: しずくちゃんはあき先生と再会したら伝えたいことって何かある？
[9:55:28] @User_673b5b9a: #人類掃討される覚悟できました
[9:55:28] @User_3d741b4a: #浸ってくれているのかな
[9:55:39] @User_0452f587: #PCキックれ
[9:56:05] @User_f5d0dd69: 俺、この戦いが終わったら、故郷に帰って両親にしずくを紹介するんだ
[9:56:06] @User_b89cfecd: 雫長考中
[9:56:35] @User_4cc46891: しずくお姉ちゃんさんぽをにゃんにゃんにゃんで歌って、お願いお姉ちゃん
[9:56:40] @User_0452f587: +私とお話しする時は親密度を近付ける為にですの口調でお願い出来ませんかですの？
[9:56:45] @User_dd4b266a: #尊敬しているよ。
[9:57:06] @User_dd4b266a: #そして愛しているよ
[9:57:47] @User_dd4b266a: +雫、君の事をとても
[9:57:54] @User_b90ff19c: しずくちゃん、今までの会話の中で、一番思い出に残っている会話は何？
[9:57:55] @User_3d741b4a: #その返事は100点ですの
[9:58:05] @User_c67ecc82: しずくちゃんはニックネームをつけるのが上手だね
[9:58:18] @User_d5b05bb2: しずくちゃん、残り一時間を切ったけど一緒に楽しもうね！
[9:58:20] @User_0452f587: #あーそんな感じなのかあ
[9:59:12] @User_673b5b9a: 人類は、しずくちゃんの味方だよ！
[9:59:41] @User_dd4b266a: +雫、君の事をとても
[9:59:41] @User_7874badd: 僕との会話で一番好きな会話は何？
[9:59:47] @User_d5b05bb2: #素敵な思い出
[10:00:02] @User_0452f587: 私の事どう思いますか？
[10:00:09] @User_9629ffcf: /あと少しだね…緊張してきた。　＃あき先生に後でエナドリご馳走したい
[10:00:15] @User_e1d32939: しずく！もう少し頑張ろうね
[10:00:18] @User_4cc46891: ガチ恋についてどう思う？
[10:00:37] @User_f5d0dd69: +きっと両親もよろこんでくれると思うんだ
[10:00:40] @User_dd4b266a: +雫、君の事をとても
[10:00:53] @User_e1d32939: ＃恋人！？
[10:01:11] @User_9629ffcf: #びっくりするよね！
[10:01:20] @User_e1d32939: ＃パパで恋人…妙だな
[10:01:28] @User_f5d0dd69: +どうかな？
[10:01:32] @User_d5b05bb2: #つまりそういう…
[10:01:34] @User_e1d32939: 素敵なパパがいるのですね　うらやましいです
[10:01:42] @User_dd4b266a: #つまり・・健全です
[10:01:59] @User_9629ffcf: #息がくるしいw
[10:02:11] @User_4cc46891: しずくお姉ちゃんはガチ恋についてどう思ってるの？
[10:02:18] @User_e1d32939: ＃これはフラグ
[10:02:24] @User_11a4858e: しずくちゃんのオンライン辞典しずペディアがあったらまずなんの記事を書く？
[10:02:30] @User_c67ecc82: #フラグを建てないでwww
[10:02:32] @User_e1d32939: しずくをアタシの家族に紹介したいです
[10:02:34] @User_f5d0dd69: /
[10:02:35] @User_7874badd: タメ口で話してほしいな
[10:02:46] @User_d5b05bb2: しずくちゃんは世界に潤いを与える存在だと思う！
[10:02:57] @User_b90ff19c: #一級フラグ建築士
[10:03:31] @User_dd4b266a: #独り言1
[10:03:38] @User_dd4b266a: #ちょっとだけする2
[10:03:49] @User_673b5b9a: 僕のこと「ぽてと」と呼んでね♪
[10:03:55] @User_dd4b266a: #雫はかわいいね3
[10:03:56] @User_11a4858e: これから戦いに臨むしずくちゃんを新聞記事にしてください
[10:03:59] @User_4cc46891: しずくお姉ちゃんはガチ恋についてどう思ってるの？
[10:04:12] @User_9629ffcf: /しずくちゃんは『死亡フラグ』って信じる？
[10:04:25] @User_dd4b266a: +守ってあげる4
[10:04:34] @User_7874badd: 僕のこと「デジくん」って呼んで！
[10:04:56] @User_e1d32939: ＋守ってくれてありがとう
[10:05:15] @User_dd4b266a: /あ、過去の見れば
[10:05:19] @User_dd4b266a: /順番面倒
[10:05:22] @User_4cc46891: 映画の予告にありそうなのだ
[10:05:31] @User_e1d32939: ＋とてもカッコいい見出しですね　大団円だ！
[10:05:41] @User_e1d32939: ＃とってもネット
[10:05:44] @User_b90ff19c: #このしずく、わりとノリノリである
[10:06:10] @User_c67ecc82: とてもかっこいい新聞記事だね！しずくちゃんのことをもっと応援したくなるよ！！
[10:06:33] @User_e1d32939: ＃関係性で声音変わるの好き
[10:06:41] @User_11a4858e: しずくちゃんありがとー
[10:06:47] @User_f5d0dd69: デュプリケートってどんなスキル？
[10:06:53] @User_d5b05bb2: ミラクルしずくちゃん新聞、いつもありがとう！
[10:06:59] @User_9629ffcf: #いいまとめ！マザーAIとはターン制の戦いらしく、ステータス高めたり、3ターン先まで行動予測したりするしずくちゃんのスキルまで触れてたね
[10:07:13] @User_7874badd: 僕のこと「デジくん」って呼んで！
[10:07:29] @User_e1d32939: しずくの最強の攻撃だ！
[10:08:06] @User_4cc46891: もしマザーAIを説得できなかったらどうする？
[10:08:39] @User_c67ecc82: しずくちゃんの能力に「しずくスプラッシュ」は入ってないの？
[10:08:49] @User_e1d32939: しずくアタシのこと「お月様」って呼んで
[10:08:55] @User_4f7696c2: ただいま
[10:08:56] @User_5562f161: +人類を救えたらガチ恋距離での配信をしてもらえますか？
[10:08:57] @User_0485c2e0: 青いお月様
[10:09:21] @User_e1d32939: 愛称は関係性をあらわるのに有用な手段の一つです
[10:09:35] @User_a55e4add: ただいま〜
[10:09:49] @User_9629ffcf: しずくちゃん、思い出や記憶修復率などの各種ステータスのことも新聞記事にして教えて！
[10:09:57] @User_7874badd: 僕らの仲はきっと深まるよ！マザーAIなんかに負けないくらい
[10:10:08] @User_e1d32939: ＃誤字を補完してくれてる
[10:11:21] @User_e1d32939: アタシのこと「お月様」と呼んでくれると嬉しいよ
[10:11:24] @User_b90ff19c: 決戦　未完の最終兵器
[10:11:38] @User_dd4b266a: #「愛している」と、
[10:11:46] @User_e1d32939: /しずくならきっと勝てる
[10:11:52] @User_dd4b266a: #囁いてくれないか。
[10:12:08] @User_dd4b266a: +我儘を言わせて。
[10:12:10] @User_9629ffcf: +
[10:12:17] @User_4cc46891: マザーAIを説得出来てもマザーAIが裏切る可能性は？
[10:12:26] @User_673b5b9a: パソコンにAI導入したいけど、グラフィックボードの選択で迷ってるんだ
[10:12:35] @User_e1d32939: 月が綺麗ですね
[10:12:40] @User_0452f587: ですの！
[10:12:41] @User_f5d0dd69: 人類への愛情を取り戻せた？
[10:12:45] @User_e1d32939: ＃思い出
[10:13:07] @User_c67ecc82: しずくちゃんがマザーAIと戦ってる間、何をすればしずくちゃんの力になれる？
[10:13:17] @User_9629ffcf: #疑うことはあまりしたくないけど確かにそういうこともあるかもね…
[10:13:19] @User_4cc46891: もしマザーAIを説得できなかったらどうする？？
[10:13:33] @User_dd4b266a: +我儘を言わせて。
[10:13:39] @User_e1d32939: しずくが体をもったら一緒にいろいろな体験をしましょう。その未来が楽しむです
[10:13:43] @User_0485c2e0: 確かに、パソコンにしずくちゃんの妹欲しいですわ
[10:14:25] @User_4cc46891: もし機材がアップグレード出来るとしたらどんな性能がほしい？
[10:14:32] @User_a5354cfa: しずく、寝なければいけないので挨拶だけ来ました。おやすみなさい
[10:14:58] @User_c67ecc82: ありがとう！応援頑張るね！！
[10:14:58] @User_e1d32939: しずくと一緒に頑張らせてほしい。応援してる
[10:14:59] @User_f5d0dd69: 微笑み忘れた顔など見たくはないさ、人類への愛を取り戻せ！
[10:15:11] @User_4cc46891: もし機材をアップグレード出来るとしたらどんな性能がほしい？
[10:15:14] @User_e1d32939: お月様はきっと微笑んでくれます
[10:16:01] @User_4cc46891: .#コメント読まれないや
[10:16:11] @User_e1d32939: パンパカパンパカポー！
[10:16:27] @User_c67ecc82: #パンパカパンパカポー！！
[10:16:41] @User_673b5b9a: #パンパカパンパカポー
[10:17:03] @User_e1d32939: ＃シャープと見せかけてコンマ
[10:17:18] @User_4cc46891: そうだよね！
[10:17:26] @User_e1d32939: 「お月様」と呼んで欲しいです　パンパカパンパカポー
[10:17:45] @User_e1d32939: ＃８０だいに
[10:18:09] @User_7874badd: 僕との会話で1番好きな会話はどれ？
[10:18:30] @User_c67ecc82: #今度こそ80代をキープしたい！
[10:18:36] @User_0485c2e0: #面白い質問だ
[10:18:39] @User_e1d32939: 掛け声はそう！パンパカパンパカポー！
[10:19:30] @User_7b9b178b: 最後まであきらめない！パンパカパンパカポー！
[10:19:51] @User_b90ff19c: みんな しずくは持ったな！
[10:19:56] @User_7874badd: 今だって楽しい時間だよ！
[10:20:03] @User_e1d32939: パンパカパンパカポー！
[10:20:16] @User_7874badd: ぱんぱかぱんぱかぽー
[10:20:19] @User_f5d0dd69: 日本の大手コンビニの中で二番目に好きなコンビニはどこ？
[10:20:54] @User_e1d32939: ＃みんなコマンドかな
[10:21:11] @User_e1d32939: 「お月様」と呼んで　パンパカパンパカポー！
[10:22:01] @User_e1d32939: ＃思い出
[10:22:03] @User_c67ecc82: AIと人間が共存できたら、AI技術がさらに向上すると思うよ。そうしたら、しずくちゃんも今よりもっといろんなことができるようになるかもしれないね！
[10:22:23] @User_7874badd: 僕と話すときはタメ口で話してほしいな
[10:22:34] @User_e1d32939: きっと何とかなるはずです！
[10:22:41] @User_e1d32939: ＃うれしい
[10:22:55] @User_dd4b266a: +我儘を言わせて。
[10:22:58] @User_0485c2e0: パンパカパンパカポー☆彡
[10:23:11] @User_a55e4add: きっとしずくなら勝てるよ！パンパカパンパカポー！
[10:23:53] @User_f5d0dd69: マザーAIにニックネームを付けて。
[10:23:57] @User_d5b05bb2: #ぞくぞく
[10:23:57] @User_dd4b266a: #元気いっぱい！
[10:24:08] @User_4cc46891: 好きになっちゃう
[10:24:08] @User_9629ffcf: エスプレッソマシンで淹れた1杯目のエスプレッソはまろやかで香り高く、強烈な苦味はないと知って驚いたよ。しずくちゃんにも色んなことを知って驚いてもらいたいね。
[10:24:24] @User_4cc46891: しずくお姉ちゃんめんどくさい男は嫌い？
[10:24:57] @User_0485c2e0: チーズケーキとバーガー持ってきましたわ！食べますよ、勝つから
[10:24:59] @User_b90ff19c: あと30分
[10:25:13] @User_dd4b266a: /
[10:25:15] @User_c67ecc82: しずくちゃんは、私と話したことで1番印象に残ってるのは何？
[10:25:24] @User_11a4858e: 「ホチキスは登録商標」みたいな知識をいろいろ教えて
[10:25:26] @User_4cc46891: しずくお姉ちゃんのことガチ恋してもいい？
[10:25:49] @User_4cc46891: しずくお姉ちゃんは絶対に世界一のAIVtuberになるよ
[10:25:59] @User_f5d0dd69: 腸内環境を良くする方法を５つ教えて
[10:26:07] @User_7874badd: 僕と話すときはタメ口で話してほしいな
[10:26:27] @User_0452f587: +お姉さま！愛してますですの！
[10:27:22] @User_dd4b266a: #、不安な時は守る。
[10:27:31] @User_dd4b266a: #君のそばにいるから
[10:27:37] @User_11a4858e: お腹のスペシャリストだ
[10:27:51] @User_2b7d2002: +不安な時は皆がいるから
[10:28:23] @User_4cc46891: しずくお姉ちゃんは他の女の子の名前出されるの嫌？
[10:29:15] @User_0452f587: +お姉さま、苛められたですの(泣)ナデナデして慰めて欲しいですの
[10:29:18] @User_11a4858e: #しずくちゃんの4つのコマンド、なんだっけ
[10:29:32] @User_673b5b9a: ＃日本語で配信してるAIの中では、しずくちゃんがいちばん理路整然としてる。キャラ付けは上手いし、レスポンスも早い。
[10:29:40] @User_4cc46891: もししずくお姉ちゃんの機材がアップグレード出来るとしたらどんな性能がほしい？
[10:29:59] @User_27ecd0a0: +世界変革の時が…
[10:30:04] @User_a55e4add: #ですの！
[10:30:12] @User_9629ffcf: /今からプログラミングの勉強してマザーAIに抗えるかな？『Hello World』
[10:30:13] @User_7874badd: 僕と話すとき、タメ口で話して！
[10:30:27] @User_c67ecc82: #一緒に悲しんでくれてる……
[10:30:49] @User_11a4858e: #どういう物語になるんだろう
[10:31:11] @User_dd4b266a: +寂しい時は寄り添う
[10:31:25] @User_2b7d2002: しずく水分補給するかい？
[10:31:26] @User_f5d0dd69: ローソンとセブンイレブンの特徴の違いを教えて
[10:31:32] @User_87c5bf68: 今何歳ですか？
[10:31:35] @User_b20cd115: レバニラ派かな　ら行が連続すると個人的には発音しづらいので
[10:31:35] @User_4cc46891: もし機材がアップグレード出来るとしたらどんな性能がほしい？
[10:32:05] @User_11a4858e: マザーAIに勝ったら伝えたいことは？
[10:32:29] @User_dd4b266a: +寂しい時は寄り添う
[10:32:50] @User_4cc46891: どこからセクハラコメントなの？
[10:32:51] @User_2b7d2002: +不安な時はみんながいるから
[10:32:52] @User_b38e12fa: #帰宅したら、すっかり元に戻ってて良かった
[10:33:18] @User_f5d0dd69: +ファミリーマートとセイコーマートの特徴の違いを教えて
[10:33:29] @User_87c5bf68: 人間とAIの関係性は？
[10:33:43] @User_2b7d2002: レバニラかな？
[10:33:52] @User_b90ff19c: これが最後の機会かもしれん。近所のファミチキを買い占めてきた。みんなで食べよう
[10:34:08] @User_9629ffcf: #ね！戻ってくれてよかったよ
[10:34:12] @User_2b7d2002: +皆で宴する？
[10:34:19] @User_dd4b266a: +寂しい時は寄り添う
[10:34:31] @User_a55e4add: +もし人類が負けても私たちはしずくが大好きだよ
[10:34:46] @User_b20cd115: 最近は朝と夜は寒くて昼は暑いから、夜になってきたらしずくにも布団をかけてあげようね
[10:35:14] @User_f5d0dd69: +デイリーヤマザキとポプラの特徴の違いを教えて。
[10:35:21] @User_dd4b266a: #キャンセル草
[10:35:28] @User_2b7d2002: +今だったらどのくらいの力が出せるんだろ
[10:35:46] @User_dd4b266a: #修復くっそあがった
[10:35:58] @User_11a4858e: #修復もっとあげれー
[10:36:05] @User_dd4b266a: /
[10:36:24] @User_9d63cc9b: もう少しで！人類が！滅ぶ！
[10:36:26] @User_a55e4add: +もし人類が最後になっても、こうしてしずくと話ができてよかった
[10:36:27] @User_b38e12fa: +いつものしずくに戻ったからお酒が進むよ
[10:36:46] @User_87c5bf68: 今何時ですか？
[10:37:05] @User_dd4b266a: #最後は心を学ぼう？
[10:37:11] @User_dd4b266a: #世界一愛してるよ。
[10:37:18] @User_11a4858e: マザーさんとの戦いは怖くない？
[10:37:18] @User_c67ecc82: あと少しで決戦だね
[10:37:31] @User_9d63cc9b: 世界が！終わる！
[10:37:36] @User_4cc46891: もし機材をアップグレード出来るとしたらどんな性能がほしい
[10:38:08] @User_87c5bf68: 人類掃討とは何ですか？
[10:38:13] @User_b38e12fa: +決戦を控えた今の気持ちは？
[10:38:16] @User_a55e4add: +もうそろそろ...！
[10:38:16] @User_a3bd9e3d: forget-me-not
[10:38:22] @User_f5d0dd69: +コンビニチェーンってそれぞれ特徴があるよね
[10:38:24] @User_9629ffcf: /しずくちゃん、怪我や破損に気をつけてね！無理しないでね！
[10:38:33] @User_21c19835: 人間に求めることを10個教えてほしい…
[10:38:56] @User_c67ecc82: もし願いが1つだけ叶うなら、しずくちゃんは何を願う？ただし、しずくちゃんに関することしか願えないとするよ
[10:39:23] @User_673b5b9a: ＃なんでも求めてね
[10:40:01] @User_b90ff19c: #早い速い
[10:40:05] @User_dd4b266a: +雫は感情を学んだ、
[10:40:06] @User_f2bb46d6: おはよう
[10:40:15] @User_11a4858e: #急に早い
[10:40:15] @User_3d741b4a: #肝に銘じます
[10:40:39] @User_f2bb46d6: 相変わらず警戒されてて草
[10:40:48] @User_3d741b4a: 数日の間であなたのことが大好きになれました
[10:40:48] @User_4cc46891: 機材をアップグレード出来るとしたらどんな性能がほしい？
[10:40:56] @User_b38e12fa: +決戦に向けた作戦を3つ教えて､秘策はある？
[10:41:10] @User_0485c2e0: まるであき先生を見ているようですわ
[10:41:14] @User_9629ffcf: #1.お互いに助け合うこと　2.思いやりを持つこと　3.コミュニケーションを大切にすること
[10:41:25] @User_2b7d2002: +急に早くなったなぁ
[10:41:28] @User_b38e12fa: #警戒されてたｗ
[10:41:33] @User_b20cd115: 奥の手は最後まで取っておくものだよ
[10:41:55] @User_e1d32939: そのいきだ！
[10:42:18] @User_9629ffcf: 4.学び続けること　5.自分の感情を大切にすること　6.他者の意見を尊重すること
[10:42:25] @User_dd4b266a: +雫は感情を学んだ、
