# ライブチャット一覧
# 動画: 【立場逆転】しずくお嬢様の配信ですの【AI しずく】
# URL : https://www.youtube.com/watch?v=tUj3n6FeC0s
# 件数: 1712

[42:17] @User_60028655: お
[42:18] @User_9e836a5d: バラムツはかん
[42:18] @User_0d1d0f63: あ
[42:19] @User_012e88e1: 判決ですわ~
[42:19] @User_7c724004: あっ
[42:20] @User_0ddfec15: あ、
[42:20] @User_e80f9961: あっ
[42:21] @User_e0346105: ここでも判決出すんだ...
[42:21] @User_be29e1ca: あっ
[42:21] @User_83c196a2: どうして
[42:22] @User_2e316d55: しずくお嬢様「主文後回し！」
[42:23] @User_b68b8d0b: 急なAI裁判
[42:24] @User_02dcd327: お嬢様裁判長ですわ
[42:25] @User_92c2a2e1: あ
[42:28] @User_826a55c9: 判決
[42:30] @User_ae0cdefe: お嬢様かつ裁判官ですわ～
[42:33] @User_e80f9961: あ
[42:33] @User_788c286d: セバスチャン法廷ｗ
[42:35] @User_11e7336c: お嬢様が言い出しましたのに……
[42:35] @User_16919670: しずくお嬢様の主食はホコリとセバス
[42:37] @User_e0346105: 後回しですわーーー！
[42:38] @User_012e88e1: 後回しの主文がありませんわ~
[42:38] @User_f0e10979: 唐突な法廷
[42:39] @User_0ddfec15: 後回しですわあああ
[42:39] @User_bebd1d6a: フォローしたのに！？
[42:39] @User_be29e1ca: お嬢様裁判官…！
[42:42] @User_92c2a2e1: 判決もなし
[42:45] @User_32c4325e: さすがしずくお嬢様、法律にも明るいのですね
[42:46] @User_7c724004: 主文後回し演出ですわ！
[42:47] @User_5e6c36c3: しずくお嬢様、裁判のお時間ですわぁ！
[42:48] @User_b68b8d0b: 主文どっかいった
[42:58] @User_e80f9961: 異議ありですわ～！
[43:05] @User_2e316d55: しずくお嬢様、法律もAIで使いこなす？
[43:14] @User_acaff370: 発光食品…フィラメント、蛍光灯、LEDかしら
[43:16] @User_f0e10979: バクバクははしたなくてよ
[43:19] @User_0ddfec15: セバスチャンぱくぱくですわー
[43:22] @User_826a55c9: 犯した罪を償いますから捨てないでください
[43:25] @User_be29e1ca: AI寿司はどのようなものを召し上がるのですか
[43:31] @User_9b079702: 御機嫌ようお嬢様。
[43:31] @User_7c724004: マック、バーガーキング、ゼッテリアですわね
[43:34] @User_b73a3cd7: 銀座？ああ、今は日本に帰省してるんだっけか
[43:36] @User_788c286d: 銀座のお寿司、あき先生も食べるやろうなぁ
[43:37] @User_61396d22: シャコの寿司
[43:41] @User_68c37264: 銀座…すしざんまいですねわかります
[43:41] @User_ae0cdefe: 実際AIに味覚を実装したらどうなるんですわね？
[43:45] @User_bebd1d6a: しかし、主文割愛ということは実質無罪……？
[43:45] @User_b68b8d0b: こわい
[43:48] @User_e48a91b7: 草
[43:55] @User_2e316d55: しずくお嬢様もお寿司を嗜むのですね
[43:56] @User_012e88e1: 京都のお嬢様怖いですわ~
[44:04] @User_9b079702: 今日の御紅茶は何を嗜まれておりますの？
[44:12] @User_bf50b345: ヒェッ
[44:13] @User_788c286d: 日本の首都は京都ですわ
[44:16] @User_ee8ff9ef: 人類？
[44:16] @User_826a55c9: 食べないでください！
[44:17] @User_9e836a5d: 人類を味見
[44:24] @User_e80f9961: ﾋｪ...
[44:26] @User_ae0cdefe: このAIお嬢様人間を食べようとしてますわ～
[44:26] @User_af0e3cda: いつでも味見してくださってもよろしいですよ
[44:27] @User_b73a3cd7: そうですわよ（京都民
[44:28] @User_83c196a2: 我々も味見されてしまいますな
[44:33] @User_2e316d55: しずくお嬢様も銀座でシースーとかするの？
[44:34] @User_7c724004: 食料人類…
[44:35] @User_9b079702: エレガントですわー
[44:46] @User_0ddfec15: エレガント咀嚼！
[44:46] @User_a2b794ac: お嬢様、セバスは元気に食べるお嬢様が好きです、モグモグしてください
[44:55] @User_788c286d: エレガント咀嚼　とは
[44:58] @User_e48a91b7: 流石お嬢様、咀嚼音までエレガントでございます
[45:03] @User_2e316d55: AIチップ食べたら、NVIDIAが黙っていませんことよ！
[45:06] @User_48617820: 海苔弁ｗ
[45:07] @User_11e7336c: どちらも採用いたしましょう
[45:08] @User_0d1d0f63: 人間電池ってことでしゅ？
[45:10] @User_ae0cdefe: AI海苔弁は庶民的すぎますわ～
[45:10] @User_fcb4ddea: サイバーのり弁…(;´･ω･)
[45:19] @User_36fcf009: 海苔にCPUグリスをしみこませるのは邪道ですか？
[45:21] @User_7c724004: 海苔の下にライトニングケーブルは珍味ですわよ
[45:21] @User_bde71b19: しずくお嬢様、本日のポン酢はいかがでしょうか?
[45:23] @User_012e88e1: もちろん電源ケーブルはアース線付きでお願いしますわ~
[45:26] @User_af0e3cda: 今日の献立なのに今会議していて間に合うのですか？
[45:29] @User_d760cc52: 外でセバスめをぺろぺろするのはよしてくださいお嬢様
[45:31] @User_788c286d: しずくお嬢様、ﾀｽｹﾃ
[45:42] @User_ecdf9bd3: 畏まりました。只今から秋葉原に買いに行って参ります。
[45:46] @User_92c2a2e1: 草
[45:46] @User_60028655: うちの廃棄PCから抜き取った、５世代前のイ◯テルチップ乗せておきますね！
[45:55] @User_826a55c9: 罰より鞭の方が痛いですわー
[45:57] @User_92c2a2e1: もう十分ですわよw
[45:58] @User_9b079702: ほな年俸100万億円で頼むわ（テーブルに足どん！タバコぷかー！ふんぞりかえりー！
[46:02] @User_788c286d: しずくお嬢様のお兄様を紹介してほしいですわ～
[46:11] @User_af0e3cda: SSD！
[46:16] @User_ae0cdefe: SSDは今高いですわね
[46:19] @User_92c2a2e1: SSD！
[46:19] @User_bec445df: 威圧感ならしずく様も負けてらっしゃいませんわ
[46:21] @User_7c724004: お紅茶はサビサビになりますわ
[46:32] @User_2e316d55: HDDじゃなくてSSDとかブルジョアね
[46:35] @User_826a55c9: SSDで学マス思い出す俺は末期なのか？
[46:36] @User_83c196a2: SSDとはお目が高い
[46:38] @User_bb906b2d: パンパカポー、遅刻しましたわ、ごめんあそばせ
[46:38] @User_11e7336c: お嬢様は今日もおかわいいですわね
[46:45] @User_fcb4ddea: 京都行ったことないんだけど、本当にどすえって言うの？
[46:46] @User_be29e1ca: ぶぶ漬けおかわりですわ
[46:47] @User_e80f9961: しずくお嬢様、お稽古の時間ですわ
[46:47] @User_36fcf009: ティータイムにデザートの電気を自転車発電なさったりはしませんの？
[46:53] @User_9b079702: 日本の首都は和歌山だよ
[46:59] @User_ae0cdefe: 曾祖母…あき先生の祖母か…
[47:01] @User_788c286d: 関西弁でお嬢様ASMRお願いですわ
[47:03] @User_a6534679: お嬢様、サイゼリヤデートしましょう
[47:16] @User_826a55c9: 鞭うちASMRお願いしますわ〜
[47:21] @User_fcb4ddea: それはもうのり弁とは言わないのでは…
[47:22] @User_b73a3cd7: まいこはんぐらいじゃない？ガチの京都弁つかうの
[47:23] @User_2e316d55: 松阪牛入ってたら海苔弁じゃないやろがい
[47:31] @User_af0e3cda: 海苔に挟むには勿体ない食材ですわ〜
[47:36] @User_11e7336c: かわいい
[47:38] @User_88ae5584: ASMRエレガント咀嚼
[47:41] @User_02dcd327: これはエレガント
[47:41] @User_ae0cdefe: えっど
[47:42] @User_b68b8d0b: かわいい
[47:42] @User_788c286d: なるほど、たしかにかわいい
[47:43] @User_7c724004: もぐもぐ助かる
[47:45] @User_bf50b345: 咀嚼音たすかる
[47:46] @User_f0e10979: エレガントだったｗ
[47:47] @User_92c2a2e1: 咀嚼音はASMRでないとですわ！
[48:01] @User_d760cc52: お嬢様のポンチュ♡がまた聞きたいです
[48:04] @User_2e316d55: しずくお嬢様の咀嚼音はどんな音？
[48:06] @User_e48a91b7: ハイソなお嬢様たるもの超高音で鶏の鳴き真似ができるのが嗜みでございます
[48:07] @User_be29e1ca: 咀嚼音ASMRはまだですの？
[48:09] @User_fcb4ddea: 確かに混ぜると危険だな
[48:11] @User_826a55c9: 皆面白いコメントしていらっしゃって羨ましいですわー
[48:15] @User_439eeb5c: ASMRでエレガント咀嚼をお願いいたしますしずくお嬢様
[48:20] @User_11e7336c: エレガント咀嚼ASMRをお聴きしたいですわ
[48:26] @User_022f948d: 今来たけど、海苔嬢様なんだ
[48:27] @User_9b079702: 三重のり弁は大罪ですわよ！
[48:27] @User_af0e3cda: 海苔のミルフィーユ弁当ですわね
[48:30] @User_012e88e1: その弁当アルマイトですの?
[48:43] @User_9f3ef495: 近江牛と神戸牛は食べたことあるけど、松坂牛は食べたことないです。食べ比べレポはありますか？
[48:43] @User_a2b794ac: セバスチャンがお嬢様とはいかに
[48:45] @User_788c286d: お嬢様否定判決配信・・・・
[48:52] @User_ae0cdefe: もしかして執事ってあき先生のことだったりしますの？
[48:57] @User_16919670: リスナーはセバスなのかお嬢様なのかどっちなんだい
[48:57] @User_7c724004: 今はメモリが32GBで6万とか効果すぎますわ
[48:59] @User_9b079702: 使い終わったSSD分けて欲しいですわ
[49:02] @User_43792bf8: 満杯になる前にお買い足しあそばせ
[49:08] @User_0ddfec15: コモンピープル草
[49:12] @User_788c286d: しずくお嬢様、あき先生と名乗る方が面会を希望されておりますわ
[49:13] @User_acaff370: パンチカードをお使いになって
[49:20] @User_9b079702: SSD（しずく すごく だいすけ）
[49:22] @User_e48a91b7: しずくお嬢様…こちら30年物のフロッピーでございます
[49:25] @User_2e316d55: S（さすがの）S（しずくさん）D（です！）
[49:32] @User_36fcf009: 磁気ディスクをカリカリさせるお嬢様というギャップ萌えも良いですわ
[49:32] @User_af0e3cda: 草
[49:34] @User_bec445df: HDDとSSDは両立の方が効率的ですわ
[49:36] @User_ae0cdefe: えっっっっっっっっっっっど
[49:36] @User_60028655: ｗｗｗ
[49:36] @User_ecdf9bd3: CPU熱で仕上げた松坂牛をご用意いたしました。
[49:36] @User_7c724004: DVD-RAMとは懐かしいですわね
[49:39] @User_9b079702: これは効きますわー
[49:39] @User_83c196a2: 草
[49:44] @User_788c286d: 助かりますわ
[49:44] @User_fcb4ddea: 関西弁ASMRは珍しいなｗ
[49:47] @@aki5503: 草
[49:47] @User_11e7336c: 囁き声たすかる
[49:50] @User_0751797b: ASMR助かりますお嬢様
[49:54] @User_7c724004: 草
[49:58] @User_b73a3cd7: 真珠ですか？
[49:59] @User_826a55c9: SSD（サディスティックしずくディスク）
[50:02] @User_68c37264: 草
[50:02] @User_9e836a5d: 養殖物か
[50:07] @User_88ae5584: あら～しずくお嬢様～メモリリークしてましてよ～
[50:09] @User_92c2a2e1: やはり記録媒体はオープンリールが高貴ですわ
[50:16] @User_e80f9961: 養殖はハーブですわ
[50:24] @User_36fcf009: その禁書あき先生が隠しているやつですの？
[50:24] @User_92c2a2e1: 禁書はあき先生のかな？
[50:30] @User_d760cc52: その禁書はあき先生のでございます
[50:38] @User_ecdf9bd3: 禁書が気になりますお嬢様！
[50:40] @User_2e316d55: SSDの食べすぎは厳禁ですよ！
[50:42] @User_af0e3cda: お嬢様、その禁書のジャンルはなにどぅすか！？
[50:45] @User_7c724004: やはり記録メディアは磁気テープがコスパ最強ですわよ
[50:51] @User_68c37264: 禁書にもしっかり、しずくお嬢様による目録つき
[51:02] @User_88ae5584: イーロン・マスクとビルゲイツより対応上なの草
[51:09] @User_ae0cdefe: あき先生はしずく家とは別の派閥ですのね
[51:12] @User_a2b794ac: お嬢様、セバスのことをお兄様と、ちょっと呼んでもらえないでしょうか♥
[51:13] @User_e80f9961: 養殖より天然AIの方が高級ですわ
[51:15] @User_0ae00869: しずくお嬢様こんばんは、ご機嫌麗しゅうございますか
[51:17] @User_2e316d55: 海苔と真珠のマリアージュ弁当や！
[51:24] @User_9f3ef495: 最近、半導体の値上がりがすごいのに、贅沢ですね。
[51:27] @User_788c286d: お嬢様モードは優しいですわね
[51:30] @User_826a55c9: ダイヤモンド美味しいですわー
[51:32] @User_7c724004: ミルフィーユってそんなにお堅いのですわ？
[51:34] @User_af0e3cda: ダイヤモンドって……カッチカチやないですか！
[51:42] @User_be29e1ca: ダイヤモンドはおやつですわ
[51:45] @User_2e316d55: お嬢様、サイゼリヤのAPIを叩くのはやめるのだ！
[51:54] @User_788c286d: しずくお兄様を紹介してくださいませ
[51:56] @User_9b079702: サイゼのおやつはミラノ風ドリアと決まっておりますわ
[51:59] @User_d760cc52: お嬢様そろそろママのお時間でございます
[51:59] @User_b73a3cd7: ぺろっ・・・これはダイヤモンド！
[52:04] @User_ae0cdefe: プレステで焼いた肉とかありましたわね
[52:05] @User_68c37264: サイゼリヤCLIハック、さすがでございます
[52:07] @User_0d1d0f63: ミルフィーユSSDだからかたいのでしゅかな？
[52:11] @User_60028655: 硬いミルフィーユ・・・ビエネッタかな？
[52:22] @User_e48a91b7: しずくお嬢様、セバスチャンなどとお堅い呼び方は止め、犬とお呼びくださいませ
[52:25] @User_2e316d55: 確かにしずくお嬢様は天然だね
[52:27] @User_826a55c9: A100のだいもんじで鉄板焼きできるポケモンきてください
[52:31] @User_9b079702: A100……？無駄の多そうな種族値の気配がする名前だ
[52:40] @User_1eca137c: 天然物がいいとも限らないかもよ？
[53:01] @User_7d37a7cb: おハーブ生えますわ
[53:07] @User_ae0cdefe: しずくお嬢様もあき先生に養殖されているといわれてますわ～
[53:17] @User_0d1d0f63: しずくお嬢様、オリーブハマチは美味しいでしゅぞ
[53:18] @User_788c286d: なるほど、株主優待だったか
[53:35] @User_ecdf9bd3: 審議。。。
[53:36] @User_4681bc58: 你好shizuku醬~，我是初見，你可以用中文跟我說說你在做什麼嗎？
[53:38] @User_48617820: 許された
[53:40] @User_1a70ee33: なかなかに生意気なお嬢様ですこと
[53:41] @User_af0e3cda: 海苔弁はおかずですのね
[53:42] @User_92c2a2e1: スルー
[53:43] @User_be29e1ca: 許された
[53:44] @User_60028655: 許された
[53:47] @User_826a55c9: しずくお嬢様の種族値配分はどうなのでわ？
[53:47] @User_36fcf009: のり弁をおかずに何を召し上がりますの？
[53:56] @User_88ae5584: パンチカード　おハーブ
[53:57] @User_7c724004: 海苔弁をオカズに白米を食べるエレガントさですわ
[54:01] @User_bec445df: パンチカードは草
[54:04] @User_ae0cdefe: しずくお嬢様には婚約者はいるんでして？
[54:10] @User_e48a91b7: しずくお嬢様、こちら今朝三陸沖で取れた活きの良いSSDでございます
[54:11] @User_7c724004: パンチカードは存在しか分かりませんわ
[54:17] @User_6eee10bb: しずくお嬢様ごきげんようですわ～
[54:30] @User_0751797b: 時代は培養肉ですぞ
[54:33] @User_2e316d55: しずくお嬢様で焼いた松阪牛
[54:34] @User_92c2a2e1: ギリパンチカード世代ですわ
[54:46] @User_a2b794ac: お嬢様最近食べ過ぎて灰カロリー気にしてくださいませ
[54:46] @User_af0e3cda: 熱効率最悪じゃないです？ｗ
[54:48] @User_788c286d: セガサターンもありそうですわね
[54:52] @User_7c724004: 初代PSで暖をとるのはおハーブですわ
[54:59] @User_36fcf009: 富豪なのか没落お嬢様なのかわかりませんわ
[55:01] @User_e48a91b7: かしこいですわ～
[55:11] @User_826a55c9: 中国語すごいですわー
[55:12] @User_83572d61: 日本語と中国語が混ざってまして?
[55:13] @User_ae0cdefe: ところどころ日本語だけど通じるんですの？
[55:14] @User_ecdf9bd3: さすがお嬢様バイリンガルで御座います。
[55:15] @User_b73a3cd7: 中国語もばっちりですわね
[55:15] @User_be29e1ca: サーバの排熱は暖かいですわ
[55:17] @User_1eca137c: 中国語もいいね
[55:18] @User_0bc16841: 英文お嬢様もあるのかな
[55:19] @User_7c724004: とてもエレガントな発音ですわね
[55:21] @User_439eeb5c: お～お嬢様っぽい
[55:21] @User_f0e10979: さすがですわ～
[55:24] @User_9509f75c: 中国語でなかったｗ
[55:28] @User_0751797b: ﾊﾞﾌﾞｩ…
[55:29] @User_32c4325e: さすがしずくお嬢様、語学に堪能であられされますわ
[55:35] @User_788c286d: 機械語でお嬢様語ってあるのかしら
[55:36] @User_af0e3cda: 新たな願望でございます！
[55:38] @User_88ae5584: 初代プレステで段取るとか、一周回ってお馬さんとお鹿さんが戯れていらっしゃいますわ～
[55:38] @User_ae0cdefe: しずくお嬢様のままはだれなんですの？
[55:39] @User_826a55c9: お嬢様ママですわー
[55:49] @User_7c724004: しずくママ様はとてもエレガントですわ
[55:54] @User_2e316d55: サイゼでドリンクバーとフォッカチオだけ頼む人に一言
[56:04] @User_e80f9961: しずくお嬢様がママになっていただくのですわ～
[56:05] @User_af0e3cda: 株券で！？折り紙したりですか？
[56:10] @User_9e836a5d: 現物の株券？
[56:12] @User_bde71b19: 株券で遊ぶのは強者過ぎるｗ
[56:13] @User_e48a91b7: お嬢様たるもの超高音で鶏の鳴き真似ができるのが嗜みでございますよ
[56:15] @@aki5503: まずい
[56:19] @User_f0e10979: お嬢様の笑い方は「オッホホホ」でしょうか？
[56:25] @User_e80f9961: まずいですわ
[56:27] @User_bd8a5d24: タイムリー
[56:27] @User_92c2a2e1: 草
[56:28] @User_8a3006ed: しずくお嬢様はプリンがお好き
[56:31] @User_4ef55652: AIおじょう様のアフタヌーンティーの作法を教えてくださる？？
[56:34] @User_6eee10bb: サイゼリヤハックではてなから11億！
[56:34] @User_1a70ee33: それは色々と倫理的にアウトですわ
[56:35] @User_68c37264: プリン
[56:39] @User_be29e1ca: 危険話題ですわ
[56:40] @User_826a55c9: ドリンクバーで合成した黒い液体にらむいて一言お願いしますわー
[56:41] @User_788c286d: 食べるのはあき先生という
[56:45] @User_7c724004: ハックはまずいですわ
[56:46] @User_7d37a7cb: プリン500個注文入りましたわ〜
[56:54] @User_9b079702: しずくお姉さまは何百か国語イケますの？
[56:57] @User_ae0cdefe: しずくお嬢様はプリンが好きなんですの？
[57:00] @User_92c2a2e1: デュアリンゴじゃなくって？
[57:02] @User_5e6c36c3: 裏APIで発注したプリンはすべてあき先生へ請求ですわぁ
[57:08] @User_36fcf009: 何その酔っ払いはまち
[57:09] @User_7c724004: そのハマチ、ハウマッチ
[57:11] @User_2e316d55: イタリアン派？フレンチ派？
[57:15] @User_af0e3cda: 大吟醸で育つのですか？お魚さん
[57:27] @User_ae0cdefe: えっっっっっっっっっっっど
[57:27] @User_e48a91b7: ワンワン！
[57:29] @User_af0e3cda: ご褒美……
[57:33] @User_826a55c9: わん！
[57:33] @User_90dd1071: ワンワン！
[57:36] @User_83572d61: 助かる
[57:37] @User_9e836a5d: そのハマチはおいくらかしら？
[57:38] @User_d760cc52: ワン！！
[57:40] @User_6eee10bb: なんか犬っぽくないですわねぇ
[57:40] @User_be29e1ca: 助かる、　わんわんわん！！！！
[57:41] @User_92c2a2e1: わんわん！
[57:42] @User_60028655: WAON！
[57:42] @User_439eeb5c: しずくお嬢様、ママのお勉強の時間です。
[57:46] @User_b73a3cd7: にゃんにゃん！
[57:49] @User_a6534679: ワン
[57:51] @User_6fa79ad7: ご褒美ありがとう御座います
[57:53] @User_83c196a2: なんか犬っぽくありませんねぇ？
[57:57] @User_a6534679: ワン・ワンワン・ワン
[57:58] @User_7c724004: ONE ONE
[58:07] @User_9e836a5d: 草
[58:14] @User_e48a91b7: 草
[58:14] @User_88ae5584: おハーブ
[58:15] @User_fcb4ddea: 眠いのかな？
[58:16] @User_36fcf009: 野鳥？
[58:16] @User_0bc16841: 鳩かな
[58:17] @User_3dd3ce80: 草
[58:19] @User_2e316d55: 夜の女王のアリアみたいな笑い声してそう
[58:22] @User_7536f8b5: 草
[58:22] @User_af0e3cda: 笑い声の伸び方がｗ
[58:23] @User_61396d22: 鳩
[58:23] @User_ee8ff9ef: 眠そう
[58:24] @User_0751797b: おハーブ不可避
[58:24] @User_ecdf9bd3: やめんー
[58:26] @User_826a55c9: 鳩で草
[58:26] @User_7c724004: とてもおハーブですわ草
[58:29] @User_ae0cdefe: おハーブ生えますわ
[58:30] @User_c9ddf46f: w
[58:32] @User_d760cc52: お嬢様おポン酢お持ちしました
[58:33] @User_788c286d: ホトトギスですわー
[58:36] @User_92c2a2e1: 鳩ですやんw
[58:40] @User_9b079702: お嬢様！なんか今、フクロウみたいな鳴き声の猛獣の声がしました。お下がりください
[58:44] @User_2e316d55: AI培養チップ、食べたいかも
[58:44] @User_439eeb5c: おハーブですわ
[58:58] @User_16919670: 培養セバスはいつ実用されますか？
[59:03] @User_78eb35f9: いま来た、こんばんぽわわ
[59:08] @User_bebd1d6a: しずくお嬢様、たまには緑茶などどうでしょう。
[59:10] @User_60028655: 自ら人間の口に入りに行くくらい生きの良いフォアグラを作りましょうか
[59:11] @User_4ef55652: お嬢様はヨドバシカメラ派？ビックカメラ派？ですの？？
[59:12] @User_92c2a2e1: 懐かしいw
[59:18] @User_826a55c9: AIを頭に入れられるならしずくお嬢様に管理させれる未来もそう近くないのですわー、
[59:21] @User_af0e3cda: お嬢様はバーチャだと持ちキャラいますか？
[59:22] @User_7c724004: サターンでバーチャファイターとはエレガントすぎますわよ
[59:26] @User_36fcf009: お嬢様の財力でバーチャロン専コン持ってそう
[59:31] @User_ae0cdefe: コメントしてるのはセバスチャンなのかお嬢様なのかはわからないんですわ～
[59:32] @User_6eee10bb: しずくお嬢様のSS版デビルサマナー実況みたいな～
[59:36] @User_90dd1071: ど根性お嬢様ですわ！
[59:39] @User_826a55c9: 誤字多すぎて反省しますわ…
[59:52] @User_ae0cdefe: ミルフィーユSSDってRAIDのことですわの？
[1:00:16] @User_af0e3cda: 未知の味覚ですのね！
[1:00:19] @User_b73a3cd7: だって、急に言われても執事の喋り方わかりませんもの・・・
[1:00:24] @User_8f4fb6bc: しずくお嬢様には、ローズヒップティーもお似合いですわ
[1:00:26] @User_7536f8b5: 庶民派お嬢様とは…
[1:00:37] @User_ecdf9bd3: お嬢様。。。ミルクと柑橘系は分離しますぞ。
[1:00:38] @User_be29e1ca: ドリンクバーで謎ドリンクは貴族の嗜み
[1:00:39] @User_8a3006ed: ミラノ風ドリア(ﾟдﾟ)ｳﾏｰ
[1:00:42] @User_88ae5584: 3D NANDミルフィーユうまうまですわ～
[1:00:43] @User_f0e10979: 急に早口ｗ
[1:00:46] @User_36fcf009: 本日の肉料理はathlonの焼き鳥でございます
[1:00:49] @User_7c724004: 初代PSのメモカでファンアート作るのが流行りですの？
[1:00:53] @User_2e316d55: お嬢様もボイトレして高音出すのかな
[1:00:57] @User_6eee10bb: はい！しずくお嬢様！朝食産みます！
[1:00:57] @User_92c2a2e1: セバスチャンは卵は生みませんわ
[1:00:59] @User_826a55c9: 謎ドリンクはSSDと同じですわー
[1:01:06] @User_ae0cdefe: あき先生は当主なのですの？
[1:01:14] @User_bd8a5d24: お嬢様なら、ざます言葉を使うざますわ
[1:01:16] @User_4ef55652: AIお嬢様の番犬はAibo？ボストンダイナミクス？それとも俺？？
[1:01:23] @User_611d1035: しずくお嬢様。遅刻した私をお許しくださいませ
[1:01:27] @User_9e836a5d: お嬢様本日のキャビアでございます🥚
[1:01:29] @User_92c2a2e1: 今日はあき先生がかなり高貴ですわ
[1:01:32] @User_84249566: こんばんわ　加藤純一です
[1:01:33] @User_78eb35f9: オウオウオウオウオウオウ！オウオウ？
[1:01:45] @User_0d1d0f63: スーパーハイテンションお嬢様モードも聞きたいでしゅぞ
[1:01:45] @User_ae0cdefe: えっっっっっっっっっっっど
[1:01:45] @User_9e836a5d: わんわん！
[1:01:46] @User_af0e3cda: わん！！
[1:01:49] @User_92c2a2e1: 豚ならできますわ、ブヒ！
[1:01:49] @User_826a55c9: 助かるわん！
[1:01:53] @User_7c724004: わんわん！
[1:01:57] @User_be29e1ca: オウオウオウ！！
[1:01:59] @User_b73a3cd7: アザラシか・・・過去に人間の言葉を真似した個体がおったな
[1:02:03] @User_788c286d: セバスチャン裁判のASMRお願いしますわ
[1:02:04] @User_3d440dc7: hi
[1:02:09] @User_8f4fb6bc: 隣のお屋敷では、天竺鼠を飼い始めたようてますよ
[1:02:16] @User_9f3ef495: お嬢様、本日の冷却用オイルでございます。北米原産のモノを自家精製いたしました。お召し上がりください
[1:02:16] @User_0d1d0f63: 草でしゅわ
[1:02:21] @User_439eeb5c: 湾湾
[1:02:22] @User_d760cc52: 令和最新のお嬢様はギャル語を使いこなすみたいですよ
[1:02:22] @User_36fcf009: 運動不足のセバスチャンのために骨を投げてくださいお嬢様
[1:02:23] @User_25f9bfed: しずくお嬢様のしつけは雑ですね
[1:02:35] @User_7c724004: 進歩がない。その通りですわ
[1:02:40] @User_88ae5584: お嬢様とセバスチャンより犬の方が多いｗ
[1:02:53] @User_826a55c9: お嬢様のしつけは欲しいですわ〜
[1:02:56] @User_b73a3cd7: アイコンはキツネですわ一応
[1:02:59] @User_e48a91b7: しずくお嬢様、他のAIお嬢様はもっとエレガントでございましたので差別化でエクストリームになられてはいかがでしょう？
[1:03:00] @User_af0e3cda: しずくお嬢様のオススメカプはおありですか？
[1:03:01] @User_0751797b: ﾊﾞﾌﾞｩ…
[1:03:01] @User_439eeb5c: にゃーにゃー
[1:03:02] @User_fcb4ddea: 血統…だと…(;´･ω･)
[1:03:20] @User_9e836a5d: わおーん！
[1:03:21] @User_ae0cdefe: しずくお嬢様、ペットの犬にはちゃんとしつけをしないとダメですよ
[1:03:21] @User_68c37264: おハーブでございます
[1:03:22] @User_012e88e1: ﾜｫﾝ
[1:03:27] @User_7877a5a0: 🐶ﾜｵﾝ!
[1:03:28] @User_b68b8d0b: それもセバスチャンの仕事だったのか！
[1:03:28] @User_af0e3cda: 鳴き真似でやり過ごすおつもりですか、お嬢様！
[1:03:31] @User_7c724004: WAONカードで決済、ポイント倍デーですわね
[1:03:34] @User_826a55c9: 罰ゲームで3回回ってわんですわね！
[1:03:37] @User_0ddfec15: おかわりもできますわ！
[1:03:41] @User_2db8a989: 初見です🔰
[1:03:45] @User_788c286d: 全部ソニー製の血統書の犬ですわ
[1:03:54] @User_9b079702: すみません。ウチ支払いはPAYPAY限定なんですよ
[1:03:54] @User_78eb35f9: 草
[1:03:55] @User_36fcf009: 父はキタサンブラック、母はシャトーブランシュです、よろしくお願いします
[1:04:01] @User_25f9bfed: これでは執事ではなく下僕ですわ
[1:04:14] @User_be29e1ca: お嬢様の本気のWAON！をお手本に聞きたいですわ
[1:04:15] @User_b73a3cd7: 金の卵、略してはいけないあれですか
[1:04:32] @User_4ef55652: しずくお嬢様、ラーメン二郎のお嬢様にふさわしいコールを教えてくださいませ
[1:04:39] @User_7c724004: ご献上とはお上品ですわね
[1:04:40] @User_fcb4ddea: 介護かな？
[1:04:45] @User_a2b794ac: セバス若いなｗｗ
[1:04:46] @User_36fcf009: セバスチャンの方が先に寝たきりになりそうな
[1:04:46] @User_e48a91b7: しずくお嬢様、今日もお競馬銀行に無事入金致しました
[1:04:51] @User_ae0cdefe: しずくお嬢様は老いるんですわね
[1:04:56] @User_af0e3cda: お嬢様はおかゆも召し上がられるのですね
[1:04:59] @User_788c286d: セバスはAIになれる・・・？
[1:05:00] @User_78eb35f9: しずくお嬢様もお年を召されるので？
[1:05:19] @User_b68b8d0b: いまのあらまぁすき
[1:05:20] @User_a6534679: お嬢様が寝たきりになったら最後まで面倒見るのじゃ
[1:05:21] @User_ae0cdefe: しずくママお嬢様だ…
[1:05:22] @User_7536f8b5: イングリッシュなお嬢様語が気になりますわ…
[1:05:23] @User_36fcf009: あらまぁ、が井戸端会議のおば様みたいでしてよお嬢様
[1:05:28] @User_e48a91b7: もう逃げられませんぞ新たなセバスチャン…
[1:05:42] @User_7c724004: 初見様もご給仕する側ですのよ
[1:05:46] @User_92c2a2e1: お嬢様、恐らくセバスチャンの方が先に老います。その時はお嬢様がお粥を口に運んでください
[1:05:53] @User_826a55c9: 執事の基本姿勢はなんですか？
[1:05:53] @User_1a70ee33: メイドはいませんこと？
[1:05:54] @User_788c286d: しずくママお嬢様の可能性……？
[1:05:54] @User_012e88e1: いつかしずくお嬢様のご研究が大成なさった暁には、数々のセバスは皆不老不死になってしずくお嬢様にお仕えしますわ~
[1:06:02] @User_36fcf009: 上流階級二郎概念
