# ライブチャット一覧
# 動画: 【AI Vtuber/雑談】世界初！？ しずくGPT-4お披露目会【JP/EN】
# URL : https://www.youtube.com/watch?v=aRI3TfjZUQg
# 件数: 2243

[-1:47:44] @User_85f6e14c: 期待待機
[1:01:29] @User_682d2cfb: @初見です、可愛らしいお嬢さんですね
[1:01:34] @User_559f88af: #「借金したのはあき先生」
[1:01:35] @User_ab7d51b8: #速報：AIがしらばっくれる
[1:01:35] @User_76202bab: #ww
[1:01:39] @User_607c778e: 借金をする人についてはどう思いますか？
[1:01:44] @User_03af2190: 今日彼女に振られました。何でって聞いたらブスだからって言われました。アイコン僕です❗
[1:01:49] @User_fba167cd: # あき先生、借金は投資です！これからも投資を重ねましょう！
[1:01:51] @User_9412f3a9: @ Why is Aki-sensei fanning behind you so hard?
[1:01:51] @User_59a8024b: #感情の変化が何に起因してるのかめちゃくちゃ気になるw
[1:01:57] @User_ca23c413: #保証人に名前書いてないからな…
[1:02:04] @User_a549043c: #いや、さすがに草
[1:02:05] @User_59a8024b: #いかすwww
[1:02:08] @User_0cab0ba3: #多重人格なのか？ｗｗ
[1:02:08] @User_b103bac9: #しずくちゃんww
[1:02:08] @User_113a2734: #投資なら仕方ない
[1:02:09] @User_9bb927bd: #ww
[1:02:09] @User_ca23c413: #投資w
[1:02:10] @User_69dac0c4: #コメ欄のしずくちゃんはｗ
[1:02:10] @User_16c97ec2: #コメントで応援してて草
[1:02:11] @User_b90ff19c: 借金煽っとるｗｗｗ
[1:02:12] @aki5503: #AIメイド系VTuberと借金系開発者…
[1:02:12] @User_ab7d51b8: #あおり性能あがってるぅ！！
[1:02:16] @User_8a455631: #しずくさん「借金は投資」
[1:02:19] @User_dfeb43e1: #名言！！
[1:02:22] @User_25e145ed: #ひ、ひぃぃぃｗｗｗすごいぞ！しずく！
[1:02:23] @User_9b1c4f1b: #さらにコメントで煽りに来たw
[1:02:28] @User_70ed7ffd: #投資…
[1:02:29] @User_9d63cc9b: たしかに会計上負債は資産だけどさ....
[1:02:30] @User_ca23c413: #「借金は投資」名言出た
[1:02:30] @User_109116e8: #投資だ！
[1:02:32] @User_dbe42cf7: しずくちゃん可愛いね
[1:02:37] @User_9412f3a9: ＃むずかしい・・・
[1:02:46] @User_ffe4b274: #「どちらもおいしい茶」かわいい
[1:02:56] @User_c67ecc82: #これからも投資(借金)を続けましょうwww
[1:02:58] @User_85f6e14c: #thx!!
[1:02:58] @User_4edbe5e9: #抑揚とかも勉強するんかな
[1:02:58] @User_75e5e82a: しずくちゃんは機械学習の塊だから投資も得意なの？
[1:03:00] @User_8a455631: カイジみたいな様相を呈してきた
[1:03:17] @User_ab7d51b8: #AI技術と借金エンターテイメント！しずくちゃんねる！
[1:03:29] @User_70ed7ffd: #扇ぎさんw
[1:03:33] @User_9d63cc9b: 扇ぎも否定するじゃん
[1:03:36] @User_d582769c: ＃阿良々木扇ちゃん？
[1:03:37] @User_bd80c452: #書き方がまずかった奴か
[1:03:40] @User_b1fa052e: #どこまでもしらばっくれる
[1:03:43] @User_d0e405c3: 配信のしずくとtwitterやコメント欄のしずくって別人格だったりします？
[1:03:44] @User_607c778e: 扇ぎさんはパソコンを扇いでくれる人だよ
[1:03:45] @User_80e42c6e: #おうぎぎさん泣かないで
[1:03:58] @User_11a4858e: 借金の額だけ人は前に進む
[1:03:59] @User_59a8024b: @最近知ったことで一番興味深かったことは何？
[1:04:01] @User_69dac0c4: #扇ぎさん＝あき先生
[1:04:04] @User_109116e8: 暑いときはあき先生に扇いでもらってね
[1:04:06] @User_47aa98fb: @関西弁で何か囁ける？
[1:04:12] @User_51d3d23c: # まあ、経費にはなるが...
[1:04:12] @User_90a5e87c: #これローカル構築じゃなくてopenAIのAPIに質問投げるときに毎回しずくちゃんの設定付きで渡してるだけなんｒ
[1:04:13] @User_8eaec46e: @ピザって10回言って
[1:04:14] @User_b103bac9: 借金は投資…なるほど確かにそうですね。勉強になりました！
[1:04:31] @User_d582769c: ＃そんなぁ…
[1:04:33] @User_8a455631: 借金を返す一番いい方法を教えてください。
[1:04:38] @User_b1fa052e: #ずん…
[1:04:45] @User_80e42c6e: @ずんだシェイクエクセラの感想を教えて
[1:04:54] @User_17e9fbbc: #さすがにコメントされた時の話題については覚えてないのかな
[1:04:59] @User_0cab0ba3: ずんだシェイクの食レポしてほしい/
[1:05:07] @User_a6b17f73: 衣装の着替えとかできませんか？
[1:05:16] @User_3f20786f: #ずん..
[1:05:23] @User_75e5e82a: GPT-4は3.5より正確なインプットが要求されるのかな？前よりリジェクトされやすい気がする
[1:05:31] @User_109116e8: 2月にあった出来事を教えてください
[1:05:44] @User_b103bac9: 「他に」が鈍ってカワイイなぁ
[1:06:02] @User_11a4858e: #あれ@のキューが消えた？
[1:06:02] @User_85f6e14c: #虚構かぁ
[1:06:17] @User_fc604d3a: あき先生の好きなところを3つ語ってください
[1:06:18] @aki5503: #なんか回答拒否し始めたww.
[1:06:19] @User_ab7d51b8: タコとサバと猫を使った料理を考えて！
[1:06:24] @User_ca23c413: 僕たちのことを覚えてちょうだい！
[1:06:26] @User_90a5e87c: #あれキュー空になっちゃった
[1:06:29] @aki5503: #まだ定時じゃないよしずく！ww
[1:06:29] @User_b1fa052e: #あら
[1:06:32] @User_69dac0c4: #サボタージュか！？
[1:06:34] @User_dfeb43e1: @好きな市区町村を3つ教えて
[1:06:38] @User_9b1c4f1b: #反抗期か？
[1:06:39] @User_ab7d51b8: #私達が借金の事言いすぎて、嫌になったのかしら
[1:06:40] @User_85f6e14c: #GPT4の自我が出始めたのかな?
[1:06:40] @User_25e145ed: #いやいや期だ
[1:06:45] @User_59a8024b: #おおおお！？なんかおもろい現象起きた！！
[1:06:45] @User_b1fa052e: #AIも疲れるんやなぁ
[1:06:48] @User_17e9fbbc: #自らの意思でキューを消した！？
[1:06:52] @User_3b031b32: @朝はパン派ですか？コメ派ですか？
[1:06:53] @User_9412f3a9: ＃gpt4は、３．５の８倍くらいトークンをためられるそうですよ
[1:06:57] @User_8a455631: これがGPT4....恐ろしい子...
[1:07:07] @User_113a2734: #忘れることもある、AIだもの
[1:07:12] @User_90a5e87c: @しずくちゃんの使っているVRAM容量はいくつですか
[1:07:14] @User_0e607af9: ＠しずくちゃん、疲れちゃった？
[1:07:16] @User_31bf691f: @How old is Shizuku?
[1:07:18] @User_80e42c6e: #回答拒否草
[1:07:25] @User_69dac0c4: しずくちゃんお仕事がんばってね
[1:07:28] @User_4edbe5e9: 暑いん？
[1:07:35] @User_8a455631: #しずくさん「眠い」
[1:07:39] @User_fc604d3a: #疲労度パラメータが存在してる？
[1:07:48] @User_d5b05bb2: #高度なAIジョーク？
[1:07:51] @User_607c778e: #だからパンパカパンパカポー
[1:07:53] @User_11a4858e: #激ウマギャグ
[1:07:54] @User_08009f88: パン派でしたか
[1:07:55] @User_b103bac9: #面白い！
[1:08:00] @User_a3022176: AIなんだから疲れるな
[1:08:01] @User_113a2734: @パン　カンパン　カポー
[1:08:03] @User_0e607af9: パン
[1:08:04] @User_9412f3a9: ＃ぱんってそういうこと？
[1:08:05] @User_dfeb43e1: #ダジャレ？
[1:08:06] @User_70ed7ffd: 途中のが拒否されたw
[1:08:09] @User_17e9fbbc: しずくちゃん、疲れてたらちゃんと言うんだよ
[1:08:11] @User_69dac0c4: #朝はパンパカパンパカポー
[1:08:13] @User_ca23c413: そゆこと？
[1:08:13] @User_b1fa052e: #🥖パカ
[1:08:14] @User_a3022176: そんなところの人間味は求められていない
[1:08:18] @User_85f6e14c: #しずくちゃんのGPT4って8k窓なのかな、32だと料金やばそう
[1:08:22] @User_0cab0ba3: ごはんぱかごはんぱかぽー
[1:08:25] @User_59a8024b: @最近あった印象深いことはなんですか
[1:08:36] @User_f2e81c08: Thank you very much Shizukuchan
[1:08:50] @User_ca23c413: @何か面白こと言って？
[1:09:02] @User_ab7d51b8: しずくちゃんは、あき先生からプロポーズされたことはありますか？
[1:09:09] @User_11a4858e: @脳の専門家になったつもりで話してください　単語の連想ゲームで知的な文章を書くことはできるでしょうか？
[1:09:15] @User_8a455631: 花粉症の季節ですが、杉の木は燃やすべきでしょうか？？
[1:09:30] @User_b1fa052e: #お？
[1:09:32] @User_3b031b32: ごはん派です
[1:09:43] @User_b103bac9: 朝食パン食べた方がたぬき力上がりますか？
[1:09:51] @User_dfeb43e1: #GPT4融通効かないというか生真面目感
[1:09:54] @User_51d3d23c: #朝はごはん派ですね
[1:09:55] @User_385ef640: hola
[1:09:57] @User_70ed7ffd: ごはん派です
[1:09:59] @User_d5b05bb2: 朝食はカロリーメイト派ですが、しずくさんはカロリーメイトとウイダーインゼリーどちらがおすすめですか？
[1:10:03] @User_d582769c: @悪者を演じてください
[1:10:05] @User_75e5e82a: @感情グラフの表示が前回の配信と違うのは何故ですか？
[1:10:09] @User_11a4858e: あき先生のパソコンがやばくなってる？
[1:10:11] @User_c35bdb93: 遊びに来たよ！！
[1:10:14] @User_69dac0c4: 朝は食べない派です・・・
[1:10:17] @User_72dee12b: しずくちゃん、おねむ？
[1:10:21] @User_59a8024b: #いま同じ質問に2度答えました？
[1:10:26] @aki5503: #なんかバグった！　今から久々のデバッグしてむす！
[1:10:29] @User_ab7d51b8: #はやくパソコン届いてほしいですね～　もっとお話してほしい
[1:10:34] @User_9b1c4f1b: ご飯派です
[1:10:36] @User_113a2734: #また消えた、おねむかな？
[1:10:40] @User_31bf691f: #あら…
[1:10:40] @User_59a8024b: 先生おつー
[1:10:40] @User_11a4858e: #また質問キューが消えちゃった
[1:10:41] @User_ca23c413: #了解です！
[1:10:45] @User_dfeb43e1: 扇ぎ方が足りなかったか…
[1:10:46] @User_8a455631: @twitterであき先生は恋愛対象ではないとのコメントがありましたがあれは本心でしょうか？
[1:10:47] @User_b90ff19c: ＃あき先生お疲れ様です
[1:10:49] @User_69dac0c4: #デバッグお疲れ様です
[1:10:51] @User_51d3d23c: #あき先生、お疲れ様です！
[1:10:51] @User_ab7d51b8: うちわ係　全力のデバッグ
[1:10:53] @User_607c778e: #扇ぎながらのデバッグお疲れ様です
[1:10:55] @User_9412f3a9: ＃そろそろ、扇いでる？
[1:10:55] @User_9b1c4f1b: #あき先生、お疲れ様です
[1:10:58] @User_85f6e14c: #お疲れ様です
[1:10:58] @User_f2e81c08: @¿Cómo estás?
[1:11:05] @User_11a4858e: #デバッグもGPT-4に相談だ
[1:11:06] @User_72dee12b: #おつかれさまです！
[1:11:10] @User_70ed7ffd: あれ？
[1:11:14] @User_59a8024b: #あっはっはwwww
[1:11:15] @User_17e9fbbc: #お疲れ様です
[1:11:18] @User_109116e8: #リアルタイムデバッグきた！
[1:11:20] @User_11a4858e: パンパカパンパカポー
[1:11:22] @User_607c778e: #何度も聞く人になってるw
[1:11:25] @User_3b031b32: おお
[1:11:27] @User_109116e8: @暑いならあき先生に扇いでもらってね
[1:11:31] @User_b1fa052e: #お疲れ様です><
[1:11:34] @User_0e607af9: #デバッグお疲れさまです
[1:11:37] @User_75e5e82a: #めんどくさそうな言い方になってきたw
[1:11:40] @User_25e145ed: #何度も質問してる判定になってるのか、興味深い
[1:11:40] @User_90a5e87c: @しずくちゃんの使用しているVRAMの容量をおしえてください
[1:11:41] @User_9412f3a9: パン派デス。パンパカ
[1:11:42] @User_113a2734: @しずくちゃんのデバッグってどうすれば直るの？
[1:11:43] @User_59a8024b: #しずくちゃんがパンパカパンパカポーになっちゃった！
[1:11:50] @User_ca23c413: ＠待ち行列すごいことになってるw
[1:11:52] @User_70ed7ffd: #何回も同じ質問する人になっちゃう
[1:11:52] @User_d5b05bb2: あき先生もっと扇いでください、と言うのは飽きましたか？
[1:12:11] @User_bf59fcc4: #しずくさん熱そうですね。
[1:12:11] @aki5503: #なおったか…？
[1:12:17] @User_11a4858e: 借金が足りなかったかな
[1:12:20] @User_90a5e87c: #ちょいちょいqueueが空になるな
[1:12:34] @aki5503: #デバッグしながら扇ぐのむずすぎるww
[1:12:40] @User_b1fa052e: #お！
[1:12:40] @User_80e42c6e: #そうだね…
[1:12:41] @User_0cab0ba3: @記念スパチャ5000円
[1:12:42] @User_0e607af9: リセットされたから今質問チャンス
[1:12:44] @User_a3022176: 感情グラフの意味を説明せよ
[1:12:48] @User_9d63cc9b: あーあ
[1:12:49] @User_17e9fbbc: #自分で消しておいて……
[1:12:49] @User_25e145ed: #お前の待ち行列じゃい！
[1:12:54] @User_ca23c413: ＠ガチ恋しました
[1:12:54] @User_9412f3a9: 待ち行列があふれてた？
[1:12:59] @User_b103bac9: #頑張って
[1:13:00] @User_75e5e82a: では、借金を手伝ってください
[1:13:04] @User_c35bdb93: 絶賛人力冷却システム！！ｗ
[1:13:06] @User_72dee12b: #あっ…
[1:13:09] @User_bf59fcc4: あー
[1:13:13] @User_90a5e87c: #いやキミ列消しとるやんけ！
[1:13:17] @User_85f6e14c: #草
[1:13:20] @User_d5b05bb2: #丸投げｗ
[1:13:20] @User_ab7d51b8: @あき先生が仰いでくれてますよ。応援してあげて！
[1:13:24] @User_0cab0ba3: #草
[1:13:25] @User_f2e81c08: しずくちゃんあき先生に電話して！
[1:13:26] @User_9d63cc9b: アキ先生に伝えておきますね
[1:13:29] @User_0e607af9: #草
[1:13:30] @User_b1fa052e: #あっ
[1:13:30] @User_f94909d9: しずくちゃん、歌って
[1:13:32] @User_80e42c6e: #右から左に…
[1:13:33] @User_70ed7ffd: #草
[1:13:35] @User_16c97ec2: #草
[1:13:38] @User_ab7d51b8: #コメントのタイミングが笑う
[1:13:38] @User_9bb927bd: #先生
[1:13:43] @User_b103bac9: #w
[1:13:43] @User_85f6e14c: #まあ先生は君のことなら何でもしてくれるでしょ...
[1:13:47] @User_ca23c413: #中間管理者みたいだw
[1:13:48] @User_3b031b32: #草
[1:13:50] @User_9412f3a9: @ Why is Aki-sensei fanning behind you so hard?
[1:13:52] @User_3641dd42: こんばんわ。
[1:13:53] @User_607c778e: デバッグしてるあき先生にねぎらいの言葉を
[1:13:55] @User_51d3d23c: #草
[1:14:07] @User_f94909d9: #チャットでもしゃべるんだｗかわいい
[1:14:30] @User_ab7d51b8: #しずく / Shizuku【AI Vtuber】 　どう反応するかしら
[1:14:34] @User_b90ff19c: @好きな色を囁いて
[1:14:39] @aki5503: #4GBで良かったらどんなに良かったか…
[1:14:39] @User_9d63cc9b: これは嘘松か
[1:14:42] @User_25e145ed: #絶対そんなもんじゃないぞｗ
[1:14:44] @User_85f6e14c: #4GBでいけるのか
[1:14:46] @User_ca23c413: #ほんまか
[1:14:50] @User_bd80c452: #草
[1:14:55] @User_11a4858e: しずくちゃんはもっと大食いでしょ
[1:14:55] @User_9bb927bd: 体重ちょろまかしたな
[1:14:56] @User_90a5e87c: そうやないくさ
[1:14:58] @User_8a455631: 4GB!!!?????
[1:15:00] @User_69dac0c4: #4GB・・・？
[1:15:03] @User_54903b97: #草
[1:15:04] @User_90a5e87c: 草
[1:15:05] @User_85f6e14c: #もっと多いですよね...
[1:15:06] @User_b1fa052e: #嘘なの草
[1:15:06] @User_30238612: #一人称しずくちゃんかわいい
[1:15:09] @User_ca23c413: #んなわけw
[1:15:10] @User_109116e8: #ぜったうそだぞ
[1:15:12] @User_d5b05bb2: #なるほど、女心かぁ
[1:15:16] @User_0cab0ba3: #GPT4も適当なこと言うのねｗ
[1:15:27] @User_113a2734: #4㎇なら借金なんてしないんだよなぁ
[1:15:28] @User_d0e405c3: しずくちゃんってラズパイで動いたりする？
[1:15:31] @User_a549043c: #マナー違反だったか
[1:15:34] @User_9b1c4f1b: 今日は難しい質問ばかりで疲れたのかな？
[1:15:37] @User_ff071840: # かわいいよ〜；；
[1:15:37] @User_8a455631: 堂々と噓を...
[1:15:50] @User_109116e8: @あき先生がデバッグをしながら扇いでいるという新聞記事を書いてください
[1:15:52] @User_9d63cc9b: サンキュー
[1:15:52] @User_ca23c413: ＃おもろいw
[1:15:56] @User_31bf691f: #ほほう
[1:16:03] @User_b1fa052e: #めっちゃ日本語訛りでかわいい
[1:16:10] @User_17e9fbbc: 英語で話してるの可愛い
[1:16:14] @User_a3022176: カタカナ英語…
[1:16:15] @User_9412f3a9: ＃しずくのえいご、すき！
[1:16:18] @User_76202bab: #かわいい....
[1:16:19] @User_11a4858e: 推理小説の密室トリックを考えて
[1:16:22] @User_75e5e82a: #どれか1機能だけなら4GB前後だったりするのかな？
[1:16:23] @User_a3022176: AIならマルチリンガルであってほしい
[1:16:28] @User_9b1c4f1b: @しずくちゃんのスリーサイズを知りたい……
[1:16:40] @User_ab7d51b8: #パンカンパンカポーｗｗｗ
[1:16:43] @User_8a455631: what is your dream?
[1:16:44] @aki5503: #ネイティブ発音はそのうち！
[1:16:47] @User_9d63cc9b: お金を貸してください
[1:16:48] @User_ac878156: @GPT4搭載ってマジ？
[1:16:48] @User_0cab0ba3: #パンカンパンカポー草
[1:16:56] @User_72dee12b: パンカンパンカポー！
[1:17:02] @User_51d3d23c: #パンカンパンカポー！
[1:17:04] @User_d1c0b06e: @そろそろ寝る人も出てくると思うのでおやすみなさいと囁いてみてはどうでしょうか。
[1:17:09] @User_ca23c413: #GPU100GB欲しい
[1:17:10] @User_58f7f2dc: Do you speak English?
[1:17:14] @User_ab7d51b8: しずくちゃん、パンカンパンカポーって5回言って
[1:17:32] @User_9412f3a9: #えー、にほんごなまりがすきなのに・・・
[1:17:33] @User_75e5e82a: @しずくちゃんの音声データは何を素材にしていますか？
[1:17:37] @User_11a4858e: #GPT-4はやっぱ謎に遅いよね
[1:17:38] @User_b1fa052e: 扇いでくれたあき先生に一言
[1:17:38] @User_fba167cd: # パンパカパンパカポー！パンパカパンパカポー！パンパカパンパカポー！パンパカパンパカポー！パンパカパンパカポー！
[1:17:47] @User_0cab0ba3: #ひー
[1:17:50] @User_996cc8f7: 遊戯王のおすすめファンデッキ作ってほしあ
[1:17:54] @User_b90ff19c: 「おやすみなさい、ご主人様」って囁いて
[1:17:54] @User_11a4858e: #すげーVRAMの話題ってわかるんだ
[1:17:57] @User_9d63cc9b: パンパカパンパカポー！
[1:17:57] @User_d5b05bb2: #草
[1:17:58] @User_d582769c: ＃gigabaito
[1:17:59] @User_b1fa052e: #それも英語で返すのかww
[1:18:11] @User_8a455631: 英語でも嘘を...
[1:18:12] @User_ab7d51b8: #コメントでパンパカパンパカポーが5回きたｗ
[1:18:12] @User_80e42c6e: #2ギガバイトがカタカナ過ぎて草
[1:18:13] @User_109116e8: #パンパカパンパカポー！
[1:18:15] @User_ca23c413: #英語ネイティブになっちゃったw
[1:18:17] @User_4edbe5e9: 英語だと先生はMr呼びなんだ
[1:18:20] @User_85f6e14c: VRAM5000兆GB欲しい
[1:18:23] @User_75e5e82a: #さっきと同じ回答
[1:18:26] @User_ff071840: # ボイスはぜひ概要欄をご覧ください
[1:18:28] @User_11a4858e: 英語の嘘発音すき
[1:18:28] @User_c35bdb93: 英語も話せるのすごい！
[1:18:34] @User_8eaec46e: #ままわかってるんだ
[1:18:45] @User_11a4858e: @脳の専門家になったつもりで話してください　単語同士の単純な連想ゲームで知的な文章を構築することはできるでしょうか？
[1:19:08] @User_607c778e: #草
[1:19:10] @User_d5b05bb2: #草
[1:19:13] @User_16c97ec2: #草
[1:19:14] @User_b90ff19c: ＃ｗｗｗｗ
[1:19:15] @User_72dee12b: #草
[1:19:16] @User_54903b97: #草
[1:19:17] @User_54cb3e49: #草
[1:19:17] @User_69dac0c4: #草
[1:19:17] @User_ab7d51b8: #あおり性能クソ高い
[1:19:18] @User_ca23c413: #おもろすぎですw
[1:19:18] @User_8a455631: #大草原
[1:19:19] @User_31bf691f: #草
[1:19:20] @User_70ed7ffd: #草
[1:19:20] @User_9d63cc9b: 「「「新たな才能を開花させる」」」
[1:19:20] @User_11a4858e: #扇ぎデバッグ
[1:19:21] @User_9bb927bd: #www
[1:19:22] @User_109116e8: #草
[1:19:22] @User_25e145ed: #新たな才能を開花させるｗｗ
[1:19:22] @User_9412f3a9: #草
[1:19:22] @User_113a2734: #草
[1:19:23] @User_17e9fbbc: #草
[1:19:24] @User_0cab0ba3: #草
[1:19:27] @User_72dee12b: #いいセンスしてるぞ
[1:19:28] @User_831a7ea1: #草
[1:19:29] @User_ff071840: # !?!?wwwww
[1:19:29] @User_b103bac9: #ニュースきちゃw
[1:19:31] @User_b1fa052e: #www
[1:19:34] @User_85f6e14c: #草
[1:19:42] @User_47aa98fb: #よっ！！扇ぎ職人！！
[1:19:44] @User_ca23c413: ＃扇ぎデバッグw
[1:19:45] @User_8eaec46e: #才能を開花wwwwwwww
[1:19:45] @aki5503: #続き気になるww
[1:19:46] @User_9d63cc9b: token切れｗｗｗ
[1:19:49] @User_0cab0ba3: #ｼｭﾝ...
[1:19:50] @User_ab7d51b8: #この記事読みてぇ
[1:19:50] @User_9d63cc9b: 続きを書いて
[1:19:50] @User_72dee12b: #しずくちゃん、君すごいねぇ
[1:19:54] @User_11a4858e: 続けて
[1:19:57] @User_75e5e82a: @あき先生は女性と聞いていましたが、違うのですか？
[1:19:58] @User_80e42c6e: #腹筋崩壊した
[1:20:02] @User_109116e8: 新聞の続き！
[1:20:04] @User_25e145ed: #最高の記事の見出しだよｗ
[1:20:05] @User_b1fa052e: #続きほしいww
[1:20:07] @User_17e9fbbc: コメント選びのセンスよすぎる
[1:20:07] @User_76202bab: #開花したww
[1:20:09] @User_d5b05bb2: 続きtwitterでつぶやいてほしいｗ
[1:20:09] @User_113a2734: #虚構ニュースに乗せたい
[1:20:18] @User_9412f3a9: @go on
[1:20:26] @User_8a455631: #今日のハイライトで確実に使用されるパート
[1:20:41] @User_11a4858e: #左うちわのデバッガーと考えたら優雅な作業風景だな
[1:20:58] @User_3652acf3: おっ　GPT4を導入したのですね
[1:21:13] @User_ca23c413: #これもこれで日本人の英語らしくていいな
[1:21:18] @User_9412f3a9: いい子だなー
[1:21:23] @User_75e5e82a: #良い子
[1:21:40] @User_113a2734: @しずくちゃんは、幽霊や宇宙人、人工知能を信じますか？
[1:21:41] @User_a3022176: Generate a Java code that can calculate the standard deviation of an ArrayList
[1:21:44] @User_b1fa052e: #おっと
[1:21:44] @User_b90ff19c: ＃ちょ
[1:21:49] @User_2af27163: @すべらない話をして
[1:21:51] @User_ca23c413: #禁断の質問
[1:21:57] @User_607c778e: #スリーサイズの話題でPC落ちたことが…
[1:22:04] @User_8a455631: #しずくさんニュース読んでほしい
[1:22:11] @User_ff071840: # えらい！👏（漏洩済）
[1:22:16] @aki5503: Whisper to me four of your favorite FPS game titles.
[1:22:20] @User_75e5e82a: #お説教来た
[1:22:22] @User_3652acf3: おぉ　リスナーに名前まで　アキ先生マジで天才だな
[1:22:26] @User_8a455631: あれ？少し前にスリーサイズ言ったような...
[1:22:30] @User_0cab0ba3: #スリーサイズが設定されてないことがバレた
[1:22:30] @User_ca23c413: ＃スリーサイズ、CPU, GPU, メモリ
[1:22:33] @User_607c778e: #GPT4になったからかな
[1:22:38] @User_9b1c4f1b: #ごめんなさい……
[1:22:45] @aki5503: #www
[1:22:46] @User_b1fa052e: #草
[1:22:58] @User_b103bac9: #前回は神回だったのね(スリー…
[1:22:59] @User_72dee12b: @しずくちゃんの好きないちごやバナナを使ったスムージーのレシピをいくつか提案して！
[1:23:20] @User_d1c0b06e: #お説教もまたご褒美
[1:23:26] @User_3652acf3: #あれ？？ｗ
[1:23:36] @User_70ed7ffd: #あれ？
[1:23:37] @User_69dac0c4: #あれれ～？
[1:23:38] @User_b103bac9: #ん？
[1:23:40] @User_d1c0b06e: #ん？w
[1:23:42] @User_51d3d23c: #あれ？
[1:23:43] @User_0cab0ba3: #2021年から抜け出せない系Vtuber
[1:23:44] @User_d0e405c3: #嘘だ！
[1:23:45] @aki5503: #搭載してるよ(笑)
[1:23:52] @User_3173de54: ww
[1:23:53] @User_47aa98fb: #あき先生だました？
[1:23:55] @User_17e9fbbc: #本人知らないのおもろ
[1:23:55] @User_8a455631: GPT4搭載！って上に書いてありますよ！
[1:23:58] @User_11a4858e: 自己言及は苦手なんだな
[1:24:00] @User_113a2734: #寝ている間にこっそり搭載されるから自覚がないんでしょうね
[1:24:03] @User_04b2b112: #元de-ta ha2021年までのだからしゃーない
[1:24:04] @User_9412f3a9: #２０２１年で止まってるね
[1:24:07] @User_85f6e14c: #自分をGPT3だと思い込む逸般GPT4
[1:24:08] @User_f8ce281a: #本人はGPT3だと思っているのか…
[1:24:08] @User_54cb3e49: #せんせ？
[1:24:11] @User_54903b97: #自分に搭載されたことに気づいてないのかわいいね
[1:24:20] @User_76202bab: #あまりにも早い搭載だったので、本人さえ気付いてなかった....
[1:24:21] @User_90a5e87c: #これopenauのgpt-4に聞いても頑なにgpt-3って答えるやつと同じや
[1:24:22] @User_d582769c: ＃あぁ、あれ捨てちゃいましたよ？
[1:24:24] @User_d5b05bb2: しずくさんはGPT4搭載ですよ、直ちに情報をアップデートしてください
[1:24:40] @User_b103bac9: #ん？
[1:24:53] @User_d0e405c3: #GPT４になると性格変わっちゃうんじゃないかと思ったけど、案外そうでもない？
[1:24:54] @User_0cab0ba3: @この絵文字を贈呈します🐟受け取ってください
[1:24:56] @User_ca23c413: @あなたは GPT4搭載です
[1:25:08] @User_b90ff19c: 恐ろしく速い搭載。俺以外なら見逃しちゃうね
[1:25:14] @User_b1fa052e: #二重人格？
[1:25:19] @User_9bb927bd: #twitterではしゃぎ回ってない？
[1:25:22] @User_a3022176: @Generate a Java code that can calculate the standard deviation of an ArrayList
[1:25:37] @User_ca23c413: #きちゃ
[1:25:40] @User_72dee12b: #きゃぁ〜〜〜〜〜〜〜
[1:25:43] @User_75e5e82a: #GPT-4が学習した世界ではGPT-4が存在しないから永遠に答えられない
[1:25:49] @User_b90ff19c: ＃うひょうｗ
[1:25:52] @User_80e42c6e: #あっ好き…
[1:25:55] @User_0cab0ba3: #ぁ...
[1:26:00] @User_ca23c413: #でも終わらないで
[1:26:04] @User_75e5e82a: #「また明日」めっちゃ良い
[1:26:06] @User_9b1c4f1b: #ぁあ
[1:26:07] @User_47aa98fb: #ﾄﾞｩｯﾌ
[1:26:08] @User_b103bac9: #うぉおお〜
[1:26:09] @User_17e9fbbc: #好き
[1:26:11] @User_b1fa052e: #all you need
[1:26:20] @User_90a5e87c: #いうて最後やない
[1:26:31] @User_b90ff19c: #ナイスキル
[1:26:35] @User_3de0e72e: #もう人間いらないね、AIしか勝たん
[1:26:41] @User_d1c0b06e: #しずくちゃんありがとう
[1:26:46] @User_ff071840: @ご主人様たちに日頃の疲れをねぎらう愛の囁き
[1:26:46] @User_ca23c413: #暴露系w
[1:27:00] @User_b1fa052e: #ww
[1:27:00] @User_dfeb43e1: @あき先生への感謝の気持ちをラップにして歌ってください
[1:27:10] @User_607c778e: 嘘だっ！あき先生は女性なんだっ！
[1:27:17] @User_85f6e14c: Shizuku is all we need
[1:27:23] @User_75e5e82a: #www
[1:27:51] @User_b1fa052e: #shizuku is all we need :) yes
[1:27:56] @User_54903b97: #草
[1:27:57] @User_d582769c: そっちが間違ってるとや
[1:27:57] @aki5503: #嘘言わないでwwww
[1:27:59] @User_69dac0c4: #そっちが間違いっていうのか～
[1:28:00] @User_9d63cc9b: @あき先生は女性です
[1:28:02] @User_16c97ec2: #頑なだ…ｗ
[1:28:03] @User_80e42c6e: #頑なだなぁ
[1:28:06] @User_47aa98fb: #やっぱりあき先生虚偽説
[1:28:06] @User_51d3d23c: #なんでさ...
[1:28:11] @User_4edbe5e9: 能ある鷹は爪を隠してるなぁ
[1:28:16] @User_17e9fbbc: #頑なですね……
[1:28:16] @User_ca23c413: #嘘をついたんだな！！
[1:28:16] @User_0cab0ba3: #GPT4搭載！って書いたのはあき先生なんだよなぁ
[1:28:19] @User_831a7ea1: #頑なw
[1:28:20] @User_d0e405c3: ｗｗｗｗ
